ASV_ID,Lfc_symrk,Lfc_ccamk,Lfc_nsp1,Lfc_nsp2,DA_symrk,DA_ccamk,DA_nsp1,DA_nsp2,Kingdom,Phylum,Class,Order,Family,Genus,Hv_WT_HvSC_only_rhizo_1,Hv_WT_HvSC_only_rhizo_2,Hv_WT_HvSC_only_rhizo_3,Hv_WT_HvSC_only_rhizo_4,Hv_WT_HvSC_only_rhizo_5,Hv_WT_HvSC_only_rhizo_6,Hv_symrk_HvSC_only_rhizo_1,Hv_symrk_HvSC_only_rhizo_2,Hv_symrk_HvSC_only_rhizo_3,Hv_symrk_HvSC_only_rhizo_4,Hv_symrk_HvSC_only_rhizo_5,Hv_symrk_HvSC_only_rhizo_6,Hv_ccamk_HvSC_only_rhizo_1,Hv_ccamk_HvSC_only_rhizo_2,Hv_ccamk_HvSC_only_rhizo_3,Hv_ccamk_HvSC_only_rhizo_4,Hv_ccamk_HvSC_only_rhizo_5,Hv_ccamk_HvSC_only_rhizo_6,Hv_nsp1_HvSC_only_rhizo_1,Hv_nsp1_HvSC_only_rhizo_2,Hv_nsp1_HvSC_only_rhizo_3,Hv_nsp1_HvSC_only_rhizo_4,Hv_nsp1_HvSC_only_rhizo_5,Hv_nsp1_HvSC_only_rhizo_6,Hv_nsp2_HvSC_only_rhizo_1,Hv_nsp2_HvSC_only_rhizo_2,Hv_nsp2_HvSC_only_rhizo_3,Hv_nsp2_HvSC_only_rhizo_4,Hv_nsp2_HvSC_only_rhizo_5,Hv_nsp2_HvSC_only_rhizo_6
P1_E1,-0.83912090172356,-0.70400126592112,-0.260030676289793,-0.678786181116407,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,0.0154210497328854,0.01882789710952,0.0180028129395218,0.0390690718758763,0.0297522078367487,0.0211821225797059,0.0105285397373147,0.011341738699554,0.00892647404275311,0.0131812951145517,0.0162894213467184,0.0171601771974819,0,0.0209450402144772,0.0169100691775557,0.0143706408275991,0.0176197026265802,0.0183150183150183,0.0121975505327094,0.0158892221300491,0.0238422945433557,0.0242032236190079,0.0201959608078384,0.019269417188793,0.00834684916333716,0.0153369635809562,0.0149965916837082,0.0200243286235613,0.01590924575867,0.0125062724360212
P1_E8,-0.911771877416073,-1.54933530576346,-1.21499254663447,-0.7432102557006,-1,-1,-1,0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,0.0102439830368453,0.0098117210289048,0.0324894514767932,0.0215908028787737,0.0168052816599503,0.0227107293638084,0.0078523891686327,0.0077905632329461,0.00902714856203228,0.00978135788262371,0.00923382896107586,0.0121706691536489,0,0.00774966487935657,0.00728184797119625,0.00692786593643215,0.00596056854653829,0.00722700722700723,0.00637259782933387,0.00826367175036692,0.00927940327665053,0.00505972562724949,0.00719856028794241,0.0096347085943965,0.00609201313343091,0.0126392566318629,0.00977050670302204,0.0152053897258351,0.013320160795803,0.00802871810707531
P1_F10,0.215618791449135,0.222105032102209,0.546757670397471,0.321020112636089,0,0,0,0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhizobacter,0.00187255603899323,0.00285070273137099,0.00168776371308017,0.00205626694083559,0.00214353082397325,0.00291163196971903,0.00264093806119934,0.00278037769091009,0.00167790865465284,0.00428915158489382,0.00142058907093475,0.00377710422009793,0,0.0046916890080429,0.00554229540029937,0.00238730515377054,0.00255452937708784,0.00257400257400257,0.00179229313950015,0.00303107651075235,0.00310793411179683,0.00359918627093005,0.00479904019196161,0.00384206170942192,0.00181969223466118,0.00329719738222511,0.00280239339544043,0.00276036305792084,0.00272535259249165,0.00347396456556143
P2_A1,1.08941849267376,2.13220720058187,1.45600379293196,-0.173791876334001,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Nitrobacteraceae,Bradyrhizobium,0,0,0,0,0.00180056589213753,0.000218372397728927,0.000105637522447974,0.000275284919892088,0.000134232692372227,0.000366147086515326,0.000426176721280424,0.000466309162975052,0,0.00100536193029491,0.00105182248472835,0.000795768384590179,0.000655007532586625,0.000742500742500743,0.000796574728666733,0.000957182056027056,0,0.000573783318554066,0.00106645337599147,0,0,0.000549532897037518,0,0,0,0.000347396456556143
P2_A8,-0.636381343647419,0.131356413206196,0.914664219220547,0.0400283654328778,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,0.000440601420939583,0.000331477061787324,0,0.000841200112160015,0.000943153562548229,0,0.000352125074826578,0.000165170951935253,3.35581730930568e-05,0,0.000378823752249266,0.000186523665190021,0,0.000418900804289544,0.000525911242364173,0.000468099049758929,0.000655007532586625,4.95000495000495e-05,0.000199143682166683,0.000223342479739646,0.000443990587399547,0.000782431798028272,0.000266613343997867,0.000354651850100485,0.000197792634202302,0.000249787680471599,0,0.000327500701787218,0.000613204333310622,0.000231597637704095
P2_B1,-0.894470166381266,-1.98777577653996,-0.232934880226418,-0.997310168521953,0,-1,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis,0.00165225532852343,0.000795544948289578,0.000984528832630098,0.00317786709038228,0.00351539055131613,0.00174697918183142,0.00302827564350857,0.000798326267687056,0.000503372596395852,0.000575373993095512,0.00104176531868548,0.000839356493355095,0,0,0.000687730086168534,0,0.000851509792362612,0.000693000693000693,0.000896146569750075,0.00121243060430094,0.00124317364471873,0.00213864691461061,0.00186629340798507,0.00177325925050242,0.000909846117330591,0.00179847129939551,0.00121184579262289,0,0.000647271240716768,0.00123518740108851
P2_B12,-0.578659653411125,0.0338906644763985,-0.047115292066798,-0.87592897185357,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Boseaceae,Bosea,0.000881202841879165,0.000861840360647043,0.00225035161744023,0.00168240022432003,0.000943153562548229,0.00218372397728927,0,0.00101855420360073,0.000704721634954193,0.00109844125954598,0.00137323610190359,0.00139892748892516,0,0.00209450402144772,0.00210364496945669,0.00140429714927679,0.00196502259775987,0.00158400158400158,0.00114507617245843,0.00137196094697211,0.00142076987967855,0.00187783631526785,0.0013997200559888,0.000827520983567798,0,0.00139881101064096,0,0.000842144661738561,0.000885739592559787,0.00119658779480449
P2_B3,,,,,,,,,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Agromyces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000140357443623093,0,0
P2_C12,-0.578097407935433,-0.936669303178634,0.106292267902728,-0.933366019859818,0,0,0,0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Ideonella,0.00297405959134218,0.00285070273137099,0.00126582278481013,0.00336480044864006,0.0034296493183572,0.00232930557577522,0.00376773830064439,0.00140395309144965,0.000704721634954193,0.00115074798619102,0.00203617766833981,0.00298437864304034,0,0.0023877345844504,0.00364092398559812,0.000748958479614286,0.0026200301303465,0.00143550143550144,0.0011948620930001,0.00551974985642269,0.00204235670203792,0.00391215899014136,0.00653202692794774,0.00130039011703511,0.000988963171011512,0.00334715491831943,0.00227221086116792,0.00159071769439506,0.000476936703686039,0.00104218936966843
P2_C2=P4_E2,,,,,,,,,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,0.000330451065704687,0,0.00112517580872011,0,0,0.00050953559470083,0.00140850029930631,0.000853383251665474,0,0.000941521079610838,0.000994412349654323,0.00186523665190021,0,0.000963471849865952,0,0.00135748724430089,0,0.000198000198000198,0.00169272129841681,0.00299917044221811,0,0.00130405299671379,0.00273278677597814,0.000768412341884384,0.00110763875153289,0.000899235649697757,0,0.000374286516328249,0,0.0014667850387926
P2_D12,-0.879227513055643,-1.25820595394091,-0.741038409367806,-0.506557220102929,0,0,0,0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhizobacter,0.00143195461805364,0.00198886237072395,0.00365682137834037,0.00261706701560894,0.00445854411386436,0.00189256078031737,0.00214796295644213,0.0009359687276331,0.00073827980804725,0.00183073543257663,0.000852353442560849,0.00256470039636279,0,0.00263907506702413,0.0029127391884785,0.000983008004493751,0.000917010545621275,0.000594000594000594,0.00104550433137509,0.00140386701550635,0.00133197176219864,0.00109540451723958,0.00286609344797707,0.00171415060881901,0.00106808022469243,0.00284757955737623,0.00265091267136257,0.00140357443623093,0.00160114464808885,0.00154398425136064
P2_D3,0.566977029899309,-0.217393705785282,1.68967122817922,-0.675005332993928,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Nitrobacteraceae,Bradyrhizobium,0,0,0,0.000560800074773343,0.00077167109663037,0.000291163196971903,0.000246487552378605,0.000192699443924462,0.000402698077116682,5.23067266450466e-05,4.73529690311583e-05,0.000373047330380042,0,0.000335120643431635,0.000404547109510903,0.000374479239807143,0,0,0.000149357761625012,0.000478591028013528,0.000266394352439728,0.000312972719211309,0.000666533359994668,0.000472869133467313,0,0,7.57403620389306e-05,0.000327500701787218,0.000306602166655311,0
P2_D8,,,,,,,,,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000159530342671176,0,0,0,0,0,0,0,0,0,0
P2_D9,0.174619496608369,0.479256334590376,0.200007601991228,0.358854746499991,0,0,0,0,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Intrasporangiaceae,Pedococcus,0,0,0,0,0,0,0.000140850029930631,0,0,0,0,0,0,0.000209450402144772,0.000161818843804361,0,0,0,0,0,0,0.000156486359605654,0,0,0,0,0.000151480724077861,0,0.000136267629624583,0
P2_E10,-1.2098319176604,-1.00927903905779,-1.01607633090275,-1.25717538330622,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,0.00225808228231536,0.00232033943251127,0,0.00158893354519114,0,0,0,0,0.000503372596395852,0,0,0.000559570995570063,0,0.0013823726541555,0,0.000468099049758929,0,0,0.000497859205416708,0,0,0,0.00126641338398987,0,0,0.000599490433131838,0,0,0,0.000385996062840159
P2_E3,,,Inf,,,,1,,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Intrasporangiaceae,Terrabacter,0,0,0,0,0,0,0,5.50569839784177e-05,0,0,0,0,0,0,0,0,0,0,0,0.00079765171335588,0.000355192469919638,0,0,0,0,0,0,0,0,0
P2_E4,,,,,,,,,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Intrasporangiaceae,Phycicoccus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000248929602708354,0,0,0,0,0,0,0,0,0,0,0
P2_F5,,,,,,,,,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000125670241286863,0,0,0,0,0,0,0,0.000312972719211309,0,0,0,0,0,0,0,0
P2_G8,-0.574711128190484,-0.259195112542234,0.346765719910038,-1.18181158074273,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,0,0,0.000562587904360056,0.000841200112160015,0.0008574123295893,0,0.000316912567343921,0.000165170951935253,0,0,0.000710294535467374,0,0,0.000544571045576408,0.000566365953315264,0,0,0.000445500445500446,0.000896146569750075,0.000606215302150469,0.000310793411179683,0.000782431798028272,0,0,0,0.000249787680471599,0,0,0,0.000154398425136064
P2_H11,-0.589709804937604,-1.37236045670131,-1.43774132971956,-0.717073479158065,0,0,-1,0,Bacteria,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,0.151071212204659,0.156457173163617,0.377355836849508,0.282456304327507,0.373488810769099,0.400276605037123,0.121518363322652,0.21191433133293,0.183764555857579,0.166178470551313,0.23998484704991,0.171834926556307,0.317733990147783,0.16466990616622,0.118532303086694,0.0454992276365679,0.0569201545817777,0.0725670725670726,0.039480234989545,0.0533788526577755,0.0915952581805266,0.233947107610453,0.125108311670999,0.168223194230997,0.0832311404723288,0.155367937253335,0.0936150874801181,0.235426218770469,0.309191251618178,0.216620990465897
P2_H12,-2.38170226159118e-15,Inf,Inf,0.666556028430411,0,1,1,0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013823726541555,0.0020631902585056,0,0,0,0.00164293537787514,0.00175483376938294,0.000443990587399547,0,0,0,0.000237351161042763,0.000949193185792077,0,0,0,0
P2_H2,,,,,,,,,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhizobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P2_H3,,,,,,,,,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhizobacter,0,0,0,0,0,0,0,5.50569839784177e-05,0,0,0,0,0,0.000335120643431635,0,0,0,0,0,0.000287154616808117,0,0,0,0,0,0,0,0,0,0
P2_H9,-1.61037340265396e-15,-1.77943811984161e-15,1.34666683902479,0.95496488713857,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223342479739646,0.000266394352439728,0.000260810599342757,0,0,0.000158234107361842,0.000249787680471599,0,0,0,7.71992125680318e-05
P3_A2,-1.86899227836981,-0.956839536760789,-0.339410324112463,-1.12413429034301,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,0,0,0.00351617440225035,0.00224320029909337,0.000943153562548229,0,0,0,0,0,0.00028411781418695,0,0,0.000209450402144772,0.00133500546138598,0,0,0.000495000495000495,0,0.000287154616808117,0.000621586822359366,0.00119972875697668,0,0.000886629625251212,0.000395585268404605,0,0,0.000467858145410312,0.000374735981467602,0
P3_C6,-0.475667710629695,-Inf,-0.729238442605926,-0.351599133694716,0,-1,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,0.000440601420939583,0,0,0.00121506682867558,0.0008574123295893,0.000145581598485951,0.000316912567343921,0.000137642459946044,0,0,0.00028411781418695,0.000746094660760084,0,0,0,0,0,0,0,0.000319060685342352,0,5.21621198685515e-05,0.000466573351996267,0.000413760491783899,0,9.99150721886397e-05,0,0.00112285954898475,0.000511003611092185,0.000270197243988111
P4_A5,,,,,,,,,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Microvirga,0,0.000198886237072395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P4_A8,2.53116089072975,1.32077232197348,3.03893293052516,2.66207001803147,1,0,1,1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Rahnella,0.0787575039929504,0.0446831079289313,0.019971870604782,0.00906626787550238,0.0221212381034039,0.00276605037123308,0.208317194267404,0.0766668501899466,0.107553944763247,0.133905220211319,0.074202102471825,0.0852413149918396,0.0197044334975369,0.0486343833780161,0.067680731421174,0.0398352291344849,0.0715268225584594,0.0477675477675478,0.245195658667729,0.108959224044413,0.184256093770812,0.0662980543529289,0.203559288142372,0.18039957441778,0.487044582459749,0.0783334165958935,0.0603650685450276,0.114297744923739,0.10005450705185,0.0951866290963832
P4_B10,-1.12131891015981,-1.98002339693159,-1.19323659580661,-1.64989038665139,0,-1,-1,-1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,0.00996860714875806,0.00570140546274198,0.0246132208157525,0.0200953360127115,0.0240932864614593,0.0138302518561654,0.00922567696045635,0.00462478665418708,0.00573844759891272,0.0068521811905011,0.00582441519083247,0.00904639776171602,0,0.00624162198391421,0.00805048747926696,0.00290221410850536,0.00379904368900242,0.00376200376200376,0.00547645125958379,0.00644502584391551,0.0060826710473738,0.00542486046632935,0.00939812037592482,0.00596997281002483,0.00237351161042763,0.00759354548633661,0.00462016208437476,0.00444465238139796,0.00493970157389112,0.00536534527347821
P4_B11,-1.7989453252444e-15,Inf,0.623182817212291,-1.87288553309232e-15,0,1,0,0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000712131367292225,0.000606820664266354,0,0,0,0.000248929602708354,0.000829557781890116,0,0,0,0,0,0,0,0,0,0
P4_B2,-0.849299641843006,-1.09596006389731,-0.841846300535315,-0.924340445043299,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,0.0038001872556039,0.00331477061787324,0.009985935302391,0.00766426768856903,0.00728800480150905,0.00487698354927937,0.00323955068840452,0.00236745031107196,0.00244974663579315,0.00329532377863793,0.00369353158443034,0.00438330613196549,0,0.00766588471849866,0.00517820300173955,0.00191920610401161,0.00301303464989847,0.00183150183150183,0.0023897241860002,0.00274392189394423,0.00381831905163611,0.00339053779145584,0.00306605345597547,0.00396027899278875,0.0017010166541398,0.00434630564020583,0.00348405665379081,0.00355572190511837,0.00296382094433467,0.00270197243988111
P4_B4,1.61823490859965,0.804403842463888,1.31263138609511,1.18865701875326,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,0.08437517210993,0.116348448687351,0.0239099859353024,0.0234601364613515,0.0160336105633199,0.00655117193186781,0.0763759287298849,0.092275505147828,0.109768784187389,0.0898106496495449,0.0767118098304764,0.0908836558638377,0,0.0415549597855228,0.0546138597839719,0.146842671909376,0.11410231217659,0.131175131175131,0.0765707457930897,0.0782974921830132,0.0814722727878169,0.0755307495696625,0.0513897220555889,0.0714623477952477,0.0480636101111595,0.0940200829295099,0.105582064682269,0.0458968840647516,0.0427539687947128,0.0866561161076157
P4_B5,1.76497295763246,1.7065438255008,1.11120981629864,1.81190555822923,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Azospirillum,0.00121165390758385,0.000397772474144789,0,0.000467333395644453,0.00025722369887679,0.000436744795457854,0.000316912567343921,0.000688212299730221,0.00161079230846673,0.00292917669212261,0.00213088360640212,0.0008859874096526,0,0.00301608579088472,0.00101136777377726,0.0019660160089875,0.00353704067596777,0.00143550143550144,9.95718410833416e-05,0.00079765171335588,0.00106557740975891,0.000625945438422618,0.00113310671199094,0.00212791110060291,0.000909846117330591,0.000649447969226158,0.000681663258350375,0.00369607934874146,0.00228248279621176,0.000694792913112286
P4_B8,,,,,,,,,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Paenisporosarcina,0,0,0,0,0.00025722369887679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000287154616808117,0,0,0,0,0,0,0,0,0,0
P4_C7,0.940869046595102,1.06176197248669,0.743340071424735,0.492047710089238,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,0.123203172330231,0.0846592415804826,0.0222222222222222,0.0243013365735115,0.0209208608419789,0.020818168583491,0.0657417514701222,0.0795573418488135,0.08211684955871,0.0691494926247516,0.0647788616346245,0.0638377244112847,0.169950738916256,0.0418063002680965,0.0549779521825317,0.081730094087909,0.0653697517521452,0.0906345906345906,0.0810016927212984,0.0701933507753175,0.0593171424765795,0.065359136195295,0.049256815303606,0.0495921503723845,0.0376992760789588,0.0566018883948644,0.0618041354237673,0.03901936932722,0.0510662942018124,0.0722584629636778
