Feature,symrk_p_adj,ccamk_p_adj,nsp1_p_adj,nsp2_p_adj
Feature684,0.637231734894521,0.122125853035033,0.0283768822935918,0.00333957046898317
Feature697,0.244245922277477,0.404917872253473,0.417199896086253,0.485228899844765
Feature699,1,0.213606021072647,0.106648684781689,0.137949728970604
Feature701,0.439284100213292,0.939253211804328,0.394216672238059,0.299000946278766
Feature702,0.665264205115701,0.459990854327588,0.565751272782211,0.45253277495211
Feature703,0.294926388142706,0.304396739519846,0.0395563771447851,0.142486272892113
Feature704,0.682554172947219,1,0.825276350194649,0.785924726622491
Feature714,0.112715789929405,0.132044691331889,0.642777207302009,0.520634471959975
Feature723,1,1,0.164255438868229,0.0653808545250208
Feature731,1,0.0463270259993755,0.331576519435874,0.423891854369132
Feature749,0.195611308168818,0.0168153281286427,0.0665269427653201,0.246127503784972
Feature753,0.720255146437597,0.179674648130793,0.022212172623625,0.393264487217514
Feature764,0.916873981142523,0.00284899148106227,0.00242349396102864,0.00214493144624169
Feature767,0.530989230623831,0.0766037291139926,0.00981983194555467,1
Feature784,1,0.984106191972662,0.0901213199414658,0.106360195143697
Feature795,1,0.850831121664163,0.0485064351135805,0.191237974375974
Feature797,1,0.52785822407281,0.958115251216173,0.0614598375912014
Feature800,0.112715789929405,1,1,1
Feature802,0.20280472418767,0.546017322142511,0.0782584717987083,0.0831015788450626
Feature803,0.808145963416507,1,0.242332971405174,0.900758148349453
Feature804,0.385090846060413,0.572373639992977,0.636607972131844,0.683412272844236
Feature809,0.308126372916516,0.0941771049225432,0.0322058426446741,0.0132731628758378
Feature810,0.0678099724844577,0.0134340613333035,0.000429374671615163,0.0181015348041482
Feature816,0.275569761675857,0.0130982833231668,0.0445147195768562,0.711514468197493
Feature817,1,0.399408055673624,0.207636543856761,0.493750960405666
Feature818,0.290663237900524,0.277720056008592,0.470386151509549,0.478060373556602
Feature822,0.0678099724844577,0.0134340613333035,0.0114796970731638,0.0470673115217452
Feature823,0.249240258561031,0.0357886882751569,0.0322519228346983,0.0321008607445658
Feature824,0.991958912807297,0.0272241400914791,0.00576651517877956,0.00294719934051061
Feature825,0.399589466746268,0.333622406129488,0.132347316809541,0.483850704824929
Feature833,0.101002112321141,0.138350683369627,0.107230227745939,0.965073318034009
