Feature,Sample1,Sample2,Sample3,Sample5,Sample6,Sample7,Sample8,Sample9,Sample11,Sample12,Sample13,Sample14,Sample15,Sample17,Sample18,Sample19,Sample20,Sample21,Sample23,Sample24,Sample25,Sample26,Sample27,Sample29,Sample30,Sample49,Sample50,Sample51,Sample52,Sample54
Feature1208,1117.3765,0,1014.1831,1175.7701,1015.7064,4862.488,3866.3164,1109.0565,847.1911,674.2108,0,1357.1285,886.5315,1560.5769,1415.5308,2402.814,1909.9675,1541.0305,2757.122,3625.0127,1769.7883,1147.3452,890.0515,1044.9929,1846.8296,0,0,0,0,0
Feature1209,2060.7566,1846.9531,1985.1848,2219.9717,749.48413,1115.733,0,1103.1626,1274.1191,522.188,1139.5646,967.3227,952.2962,2245.6345,2235.5525,1436.748,1991.3994,1389.5214,941.9352,0,0,0,1197.784,2009.6389,0,0,0,0,0,0
Feature1210,0,0,2257.2334,0,0,8999.268,4081.761,3098.433,11285.09,1714.975,0,0,0,0,0,0,0,0,0,0,905.11926,0,0,0,0,0,0,0,0,0
Feature1217,1260.4548,599.9086,732.5856,828.6233,0,602.9187,0,0,796.3863,0,0,0,0,904.69525,829.4179,603.1547,603.25336,853.7079,560.8068,445.4337,0,0,0,0,0,0,0,0,0,0
Feature1218,6657.282,5858.395,5101.036,5715.9243,2830.6965,0,1162.1202,1383.6096,2809.011,1031.6644,2714.933,2351.0686,2310.5889,3220.2517,2980.3198,2441.7227,2589.7666,2754.0952,2225.4546,1885.6237,1596.4028,2595.378,3475.337,3520.266,2059.7168,0,0,0,0,0
Feature1219,2212.9246,1822.9187,0,1895.555,0,0,0,0,0,0,1210.8925,1045.1222,1114.7766,1777.0334,1229.5692,0,776.71075,0,0,531.9197,0,1009.60455,1105.9971,1424.1393,0,0,0,0,0,0
Feature1223,5692.128,4613.096,4041.4395,5179.9985,1707.0316,1961.3757,1359.5084,1261.3939,1586.7642,1057.1216,1946.7084,1357.3395,1312.5887,1708.9783,1768.4257,3465.7048,2520.3633,2670.016,2591.6252,2038.9023,1414.4078,1601.6484,1916.0569,2091.126,1934.0548,0,0,0,0,0
Feature1224,7491.357,5255.081,4392.3115,6270.878,1848.5667,2068.3171,2266.376,1778.7501,1949.872,1448.3242,2505.6794,2255.7239,1969.1772,2564.2578,2387.1223,4043.7783,3419.1643,3344.475,3428.7073,2875.3267,2196.9912,2150.7153,2592.996,3093.2705,2973.1887,0,0,0,0,0
Feature1225,35707.71,25524.498,24983.062,33856.19,10448.544,6455.0347,4336.1855,6113.592,15758.767,4477.765,24332.672,13504.564,13351.271,21267.395,17302.322,9191.951,12059.011,13214.988,8349.419,7010.453,7884.461,13121.234,16126.18,17349.24,8039.2134,0,0,0,0,0
Feature1233,6817.52,2392.5496,23831.025,3873.441,22615.355,0,5644.655,10893.435,15987.05,4720.526,698.69574,2227.4111,819.37573,3441.9153,0,0,1197.7374,712.074,0,2677.3896,6998.6533,2915.107,1475.8373,2783.5435,712.3258,0,0,0,0,0
Feature1235,2532.419,1800.873,1720.9546,2190.5085,3887.869,2976.7646,4110.8345,1700.6975,1971.7971,1065.5543,0,3329.2253,559.13336,2901.836,1764.2792,3741.9324,3062.9834,3683.8984,1283.1475,1241.6898,0,0,1574.8245,1656.7227,597.41846,0,2208.3748,0,659.64136,2264.0427
Feature1240,0,2633.962,0,3563.2214,0,0,0,0,0,1221.859,1725.1797,0,1571.2684,1771.5284,1696.1958,0,1341.387,0,0,0,0,0,1383.7759,1623.1702,0,0,0,0,0,0
Feature1242,3288.9812,2332.1606,3391.231,3637.6418,1232.1105,1224.0714,661.8937,1214.8813,1517.3204,704.167,1370.8307,1146.6199,1193.3176,2064.7864,2062.3599,3623.9,4056.4407,4189.8374,4040.7856,3303.4995,1993.2664,1653.2446,1944.545,1791.9102,1281.6937,0,0,0,0,0
Feature1245,111191.52,66282.97,71713.086,73270.53,160869.66,158354.88,120723.67,79501.38,90939.4,48385.996,9000.764,93289.94,13818.13,144753.22,94276.32,154307.69,177884.36,194202.17,64571.81,60069.246,0,8034.9263,85841.79,81473.234,26514.023,35028.605,58564.246,3963.3972,20866.803,63387.18
Feature1246,138780.8,81236.76,99820.516,82241.25,218549.19,216745.02,162846.83,107222.28,122096.664,57683.914,10258.234,114420.24,16098.275,165722.17,110804.89,189197.03,219128.64,226770.95,80089.93,70088.21,0,9395.491,106100.47,97354.81,29301.387,0,0,0,0,0
Feature1250,27042.975,14777.4375,19311.166,0,33944.47,41604.434,23277.65,19513.787,22677.432,10445.924,1506.4299,15681.759,0,29705.078,20613.361,29407.62,41276.33,38824.363,14956.163,12959.185,0,0,20884.771,19502.54,0,0,0,0,0,0
Feature1254,14641.799,9743.229,23214.451,0,0,0,0,19168.945,17891.102,11480.38,0,0,0,0,13353.686,0,0,0,17523.973,9634.13,0,3013.7195,31191.416,24442.543,11273.551,0,0,0,0,0
Feature1255,0,0,17552.545,0,0,0,0,0,0,8539.105,0,0,0,0,0,0,0,0,13382.401,0,0,2687.3647,22897.732,17651.062,8901.561,0,0,0,0,0
Feature1256,1754.1,589.81915,2268.465,1373.3308,826.14716,1069.0187,687.3554,704.72784,2597.921,0,0,515.42194,0,0,411.1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature1257,14789.511,0,0,0,1726.4479,5887.1807,12062.07,1641.9736,1831.464,864.7855,574.06934,3966.4956,0,591.973,1764.4305,4958.8384,0,0,1912.5095,0,0,0,0,0,2146.2734,0,0,0,0,0
Feature1262,3983.4976,0,4602.655,0,2777.0452,3034.636,0,2847.3416,2748.8313,2189.571,0,0,0,4266.7993,4557.5127,3301.2424,6471.2095,4363.838,3710.7217,2635.6821,0,0,3264.7878,3102.4138,2038.0815,0,0,0,0,0
Feature1264,9225.078,5821.1904,7964.4263,11203.644,4037.5657,4491.591,0,4138.3447,6878.5317,4571.62,4832.8975,3881.7925,4261.351,13796.565,7525.636,9012.591,8484.335,3440.7715,5491.3833,2725.0078,0,4960.0913,4273.5063,5519.456,0,0,0,0,0,0
Feature1269,0,5511.5684,0,9290.972,0,0,0,0,0,0,4903.9644,3727.1838,0,7525.5786,6556.111,10157.498,10968.012,10602.041,8856.822,7407.37,9051.9795,6843.2036,0,0,4294.9165,0,0,0,0,0
Feature1272,0,0,0,14458.58,0,0,0,0,0,0,6928.484,5232.559,5573.327,12306.537,0,0,0,0,0,0,0,8517.173,0,0,0,0,0,0,0,0
Feature1284,13229.515,0,0,0,1350.8705,5434.986,12085.218,1354.103,1525.1852,944.78436,0,3701.2314,0,507.03055,1539.4415,4024.8608,0,0,1311.1653,0,0,0,0,0,1857.562,0,0,0,0,0
Feature1286,1809.7822,0,1420.0653,2030.9082,885.4198,1709.0657,0,1127.5963,0,0,0,0,1586.3395,799.8124,0,795.4678,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature1289,5305.1963,2611.4282,5597.751,3782.8699,3070.3984,4565.5674,2563.775,2940.1606,5205.295,1180.5728,3251.5535,2852.6494,2821.4924,3471.048,2951.4321,1094.1975,1734.3241,1723.8328,969.33295,0,2864.9126,2158.1062,3150.1702,2288.3853,3236.6733,0,0,0,0,0
Feature1290,37933.676,22356.81,44799.668,29223.785,22456.666,34199.785,18157.84,21191.283,36315.73,11028.721,27523.418,20992.22,20320.625,23975.143,23342.285,7444.4316,13033.673,12116.489,7360.92,7354.059,23469.232,15924.969,22705.428,18386.223,27620.652,0,0,0,0,0
Feature1295,0,0,8471.086,7898.4043,4507.5835,6264.336,2831.0608,2769.88,4081.7727,0,0,4294.1543,0,4476.6763,5735.079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature1296,47419.06,33559.098,40442.316,57044.207,22963.941,26018.277,15007.066,22466.637,29004.434,13752.445,24972.688,26408.988,25578.523,57358.234,42254.06,40012.066,44343.203,49094.645,31692.443,28030.857,24959.477,35206.484,24235.436,30867.111,19869.004,4178.2017,9571.437,0,2711.0122,9106.674
Feature1297,0,3104.33,4360.679,0,0,0,0,0,0,1777.853,1608.5756,0,0,4580.808,5376.467,0,0,0,0,0,2177.4727,2195.2283,0,0,0,0,0,0,0,0
Feature1298,30323.402,20537.89,28175.04,31928.506,16395.72,17763.006,12881.253,14910.162,17861.404,8715.261,13334.479,16154.413,15334.243,33253.355,25829.697,32975.465,38900.01,41050.457,27802.1,21347.625,19729.133,18803.527,20392.64,21152.432,15947.786,0,0,0,0,0
Feature1299,14724.147,9614.304,12075.489,14459.556,10062.785,11059.6,7167.4795,7669.2407,8984.859,4900.6367,4032.0483,7883.577,5181.4736,17577.146,11680.514,13193.657,16478.572,17297.625,9527.046,7590.4546,2142.3682,3176.9324,9225.619,9312.842,4249.636,3796.6965,9059.703,0,2469.6875,8697.342
Feature1300,9786.202,6285.731,8772.781,11203.958,3138.4253,4659.4854,0,4173.94,6154.369,2209.8936,4827.2695,3648.0525,4761.075,9524.125,7271.231,9087.08,7600.5054,9872.938,6181.609,5774.31,6188.1553,6004.181,5181.06,6866.7646,4334.579,0,0,0,0,0
Feature1315,1358.7201,0,2119.4746,873.7609,1452.2761,1207.759,0,0,1580.9604,0,0,1230.131,0,845.2536,1038.1869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature1316,4830.293,905.3897,3122.1711,10727.242,912.7009,3484.3894,0,0,2421.134,0,0,2004.3453,0,0,518.6712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature1318,4140.0986,1581.4678,2963.135,5005.609,0,2671.8906,0,1417.9352,2742.7205,0,0,1701.5278,0,0,1482.0258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature1319,2459.657,1016.7281,2751.822,1582.2169,0,0,0,1135.9926,0,0,1301.3398,1484.3763,0,2027.364,2086.2817,2119.5603,1313.8053,1575.6149,952.8678,1133.8708,0,0,0,0,0,0,0,0,0,0
Feature1320,15231.642,4496.002,19801.686,23734.87,13740.449,15507.413,3490.8823,5242.615,18681.107,3868.2305,13631.805,16042.57,15120.694,13972.462,15470.891,2032.7864,3624.4285,1268.2357,4912.621,3777.9438,0,967.8848,992.6717,0,3600.6743,0,0,0,0,0
Feature1328,0,0,1807.8889,1014.37445,0,1794.1165,0,1681.3965,4986.968,1099.9006,0,0,0,0,728.2818,0,1193.9319,0,0,1073.6909,1437.8951,0,0,0,0,0,0,0,0,0
Feature1330,14908.542,8761.548,17591.744,15128.695,14895.009,18100.629,16813.578,12529.459,12206.389,7414.367,4816.3784,20669.473,3585.6316,22982.656,23140.66,0,0,0,0,0,0,2921.639,0,0,0,0,0,0,0,0
Feature1334,8981.401,5765.5684,8831.577,9257.872,0,9728.68,9010.714,5549.8267,6555.933,3409.217,2548.705,10604.19,2479.2263,11430.472,9262.694,0,7321.8364,0,3790.7437,3507.4487,0,2607.32,0,3649.5964,0,0,0,0,0,0
Feature1338,5944.6714,3769.544,3801.2825,5641.948,0,0,0,0,0,0,1409.8512,0,0,0,3429.166,0,0,0,3045.1472,2327.5881,1513.753,2924.2603,0,0,0,0,0,0,0,0
Feature1339,9940.686,43352.84,7990.896,18228.008,1044.4578,3476.112,2253.0085,1658.0696,1531.6746,739.2772,4443.1226,18738.252,6605.083,18077.111,16661.088,30459.56,29730.668,24046.154,33131.215,23687.021,3071.3723,10430.1,11333.013,17718.736,7695.0474,0,0,0,0,0
Feature1349,25724.617,18220.02,13668.255,18646.346,69365.29,35377.977,65334.13,14425.401,18950.41,11651.583,2752.6028,59537.918,4069.2605,30397.135,20631.342,67382.79,39771.797,55488.31,12117.338,13217.682,0,2339.774,12083.248,11540.034,4595.0522,3882.1155,20189.39,0,1864.2673,25659.682
Feature1351,5136.468,2378.0015,3981.5894,11558.038,0,1401.8071,0,2210.5554,2881.0366,1350.8849,9205.261,4580.432,9233.643,6983.4824,9094.257,0,1641.4972,0,1950.8315,1329.8898,0,0,0,1512.9312,1862.2866,0,0,0,0,0
Feature1352,2307.3564,1897.9424,2962.8835,2617.5557,675.02136,1699.5094,818.9413,1078.163,2410.6367,824.818,1953.5319,1444.1687,2478.56,2641.214,2187.4285,877.99646,2353.2368,1187.6399,1221.7701,815.09186,1118.0399,1104.4349,876.34717,1048.4583,606.18005,0,0,0,0,0
Feature1354,5803.96,3150.746,0,3129.5422,0,1284.4685,0,761.0739,1215.6392,816.7683,1955.4276,1306.769,1497.5729,0,2561.3503,0,0,0,0,0,373.4923,0,662.4386,0,0,0,0,0,0,0
Feature1355,0,1145.3921,1211.8485,1416.467,0,589.30615,0,559.6648,958.3698,0,602.86957,0,0,783.15393,0,0,602.7941,0,0,0,816.39484,494.1768,0,0,646.5832,0,0,0,0,0
Feature1356,0,1793.5358,1493.8185,2592.2957,0,0,0,938.0673,1274.3358,0,0,0,0,0,0,0,0,0,0,0,0,546.62103,0,0,0,0,0,0,0,0
Feature1366,6685.267,7458.9224,5796.7656,6984.5454,2877.8281,3751.1943,1888.201,4508.84,2985.52,2351.1746,4614.223,3973.8618,5297.043,4223.318,3483.952,5805.1094,4548.82,5485.564,4518.572,3914.3513,4469.3896,5116.8477,4485.4966,5999.0566,4384.6455,0,0,0,0,0
Feature1368,1731.3511,0,941.3032,955.0073,0,1041.4468,0,0,1129.5963,0,1621.8198,1506.5098,0,1326.4629,1434.8102,0,0,0,0,617.9564,0,0,0,0,0,0,0,0,0,0
Feature1370,6911.3364,0,53490.22,3153.9944,31384.393,0,8138.862,22963.715,29718.5,5944.1025,0,3603.0928,0,4253.078,2500.9236,0,0,0,0,2347.9644,7041.1455,1418.4396,0,2084.1948,0,0,0,0,0,0
Feature1374,34496.812,0,0,36326.22,0,0,37969.78,48038.94,42856.363,0,47994.188,43630.27,52356.137,31434.621,0,23310.258,0,32082.871,0,0,53052.918,28796.672,30927.934,21475.678,36157.426,0,0,0,0,0
Feature1375,5607.999,0,0,5576.1694,3977.6973,0,12255.814,7652.7573,6211.4004,0,0,7955.1514,8396.735,4686.189,0,5958.074,0,7617.974,7108.6333,0,0,0,9240.024,5265.956,11440.955,0,0,0,0,0
Feature1379,64361.25,26643.598,0,32416.244,0,142866.69,0,86597.49,108221.11,24789.674,5633.406,16433.594,6779.8687,0,26049,13771.538,9011.501,7043.0254,6263.6,0,31473.371,0,11884.444,0,0,0,0,0,0,0
Feature1381,16321.765,21783.623,15184.899,23452.588,2710.006,3577.9146,1709.9941,2144.264,4626.8916,1755.7479,9770.238,15125.311,10857.337,11095.189,14291.583,1094.1375,1350.6427,1179.3857,1524.9066,915.88525,0,7465.687,482.7258,1356.9127,0,0,0,0,0,0
Feature1382,404.42816,1393.5172,0,907.9596,0,0,0,0,0,0,0,0,0,2558.7273,1065.9753,1516.8466,1615.5912,1807.0862,2102.541,1134.5123,0,799.76843,746.8017,0,0,0,0,0,0,0
Feature1383,20801.457,25802.324,22047.38,26295.236,21519.504,14467.073,13471.003,22308.174,14868.704,21528.146,31965.236,24113.908,34687.84,30395.787,31314.104,32695.695,36143.664,37570.188,27991.152,34262.418,23621.516,33156.49,31115.559,31493.283,27353.193,0,0,0,0,0
Feature1384,1735.1719,0,3561.1504,0,0,3939.6267,1891.7217,1887.3289,2818.2893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature1385,4934.4355,4444.7046,8917.105,5095.2905,4791.523,12768.443,6592.3794,8725.246,9528.577,2174.3809,2707.3418,3226.7,2901.8174,3999.1072,2689.4177,3822.2244,4231.226,3847.3696,2937.6584,3271.727,3712.0266,3775.6497,2635.8918,2899.0334,1211.9501,0,0,0,0,0
Feature1387,0,0,1277.7484,1296.8296,627.9683,604.15765,0,0,0,0,0,0,0,2492.0476,1126.7384,0,458.57428,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature1389,1977.405,1210.2532,1454.2362,1557.0604,520.01373,0,645.7664,737.70636,1275.1102,0,1249.2421,939.9042,0,1341.8163,1085.6824,0,0,0,0,0,0,0,657.02893,0,0,0,0,0,0,0
Feature1390,4857.9683,3542.8315,3886.4275,4006.4885,1245.4963,0,1320.633,1641.6257,2884.9377,1186.919,3297.2656,2226.582,2095.0571,3427.099,2886.6072,1046.6118,1346.6455,1415.8531,0,0,0,1750.0275,1706.2468,2062.6377,0,0,0,0,0,0
Feature1391,1051.2948,0,1086.6277,1062.0186,0,0,0,0,0,0,0,0,0,0,0,0,776.60626,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature1394,4242.5786,3874.8203,4334.1035,3440.655,1305.9513,3233.3591,1021.02686,1745.6702,2116.391,880.9257,2132.6123,1744.4172,1588.7255,4159.714,3407.0354,4198.032,4498.4614,5567.102,4454.9917,2768.3086,2593.939,1332.7559,3848.09,3613.1128,2654.2087,0,0,0,0,0
Feature1395,10627.483,10085.828,9260.148,11762.44,4663.8174,7664.04,4215.6646,7288.8066,5997.989,2819.2095,7150.023,5214.6045,5634.6416,12020.557,9604.838,13737.877,10838.157,13842.925,11373.095,6618.7925,7477.651,5049.103,12592.407,10122.062,7039.5996,0,0,0,0,0
Feature1397,17868.498,0,0,0,4446.3716,9131.732,5687.6133,4166.2812,2774.022,3591.845,910.0511,5508.085,0,864.55884,4645.87,2610.8987,1400.4114,0,3749.2,0,1081.0247,548.24426,0,0,3331.8164,0,0,0,0,0
Feature1398,30719.004,16465.451,18277.945,28373.973,6871.9204,6821.515,1043.7847,1877.6996,10520.811,2502.039,6923.2944,5619.3447,8030.1123,4956.545,4358.413,700.05164,2430.79,1161.2922,2161.819,1436.4141,0,2629.4788,3340.4075,3040.9583,2098.5945,0,0,0,0,0
Feature1403,4655.134,3558.8413,3683.058,6709.2163,8093.8164,4686.102,4675.152,0,4654.0737,2510.5864,1446.6442,4509.2783,2848.8152,7912.4233,0,5992.6533,0,0,0,4067.1436,0,2021.9115,0,0,0,0,0,0,0,0
Feature1407,0,0,5626.0913,0,9479.884,0,2770.733,2490.933,0,0,0,2576.3318,0,5044.6196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature1408,16140.439,10288.3125,32443.086,8915.885,17993.94,10529.633,4233.8223,7893.5776,17820.162,1495.4114,870.0696,2334.5232,516.11163,1435.6439,494.78513,810.6329,0,0,0,0,0,0,1771.0549,0,746.31,0,0,0,0,0
Feature1409,11367.838,7178.7446,19272.03,14411.893,6146.682,6671.0137,2394.2761,5057.9893,20459.436,1504.8866,1522.6428,1341.4666,1796.126,3185.5686,1672.6566,500.17618,0,0,0,0,1033.4011,0,1643.8477,1390.5074,976.13556,0,0,0,0,0
Feature1410,3742.3977,1655.2969,0,3296.43,1444.9816,0,0,0,0,0,1245.0161,735.3955,727.15686,1501.0798,993.14246,573.8446,1216.8997,0,718.01263,0,0,813.5279,694.1976,742.4606,798.02856,0,0,0,0,0
Feature1411,0,0,5793.7783,0,0,3844.2224,1479.1458,0,3414.337,816.1374,0,0,0,0,0,0,0,0,0,0,661.7646,0,0,0,0,0,0,0,0,0
Feature1413,1194.904,0,3116.8086,0,1115.9053,3495.217,1221.0454,1523.0632,3181.3318,0,0,0,0,0,0,0,0,0,0,0,743.81934,0,0,0,0,0,0,0,0,0
Feature1414,5628.942,3919.6458,6378.9644,4821.5664,3889.824,4786.51,2279.8271,3225.3115,4811.556,1800.1218,2538.683,3124.4011,2657.9685,3889.3528,3310.781,1963.5441,3388.892,2019.8483,2091.4988,1130.81,2798.153,2798.6243,3388.8787,2259.786,2534.0303,0,0,0,0,0
Feature1417,0,0,3185.8252,0,0,0,0,0,0,0,1686.4867,1434.3082,0,0,0,0,3276.2002,2929.957,0,2252.5652,0,0,0,0,1028.471,0,0,0,0,0
Feature1418,3908.7273,3342.755,2590.8193,5349.143,0,0,0,0,0,0,1684.509,1829.0972,1454.6577,2879.052,2448.988,0,0,0,0,0,0,2264.8865,0,1589.092,0,0,0,0,0,0
Feature1420,0,0,0,2147.3147,0,0,0,0,0,0,0,0,0,0,0,2549.4202,3117.5227,2359.3215,0,2084.6497,0,0,0,0,0,0,0,0,0,0
Feature1421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2786.3662,3589.0032,0,0,2666.3071,0,0,0,1074.4412,886.07367,0,0,0,0,0
Feature1424,4389.9473,2702.803,4920.856,2648.6663,3879.7878,5001.347,3212.3208,3542.4812,4785.0225,2673.4102,424.21606,2904.8926,0,4151.0264,4249.9277,3526.2136,4516.465,5088.2383,4032.5828,2427.5317,0,0,6534.6104,0,1924.4438,0,0,0,0,0
Feature1427,6260.76,4497.8076,5230.1543,4922.5703,0,9795.732,0,7122.8867,7785.0684,2722.3333,0,0,0,0,0,0,0,0,3613.0112,0,0,0,5076.629,7033.103,0,0,0,0,0,0
Feature1430,1229.7644,0,2411.281,0,0,2114.0996,1047.9941,1253.0148,3279.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature1432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10979.494,7413.3037,12739.607,6300.466,8064.2153,8138.1167,0,0,0,5239.465,0,0,0,0,0
Feature1433,16540.668,15373.207,21647.607,19153.832,9532.899,12100.052,12495.444,8629.118,16573.67,0,8712.22,9870.532,8685.025,13772.196,13696.812,33049.39,42975.06,31369.785,41588.504,29154.807,17746.938,12076.733,17041.527,16232.084,14386.921,0,0,0,0,0
Feature1434,0,1946.8873,4627.761,2743.8347,2303.305,0,0,1855.1854,0,1183.3315,0,0,0,3601.8667,4291.17,0,0,0,0,0,0,1243.1597,0,0,0,0,0,0,0,0
Feature1435,6365.015,4096.429,6916.1245,5626.7754,5130.9507,4156.523,4080.637,3726.8474,4462.5215,1922.0273,1984.479,3887.1702,1615.9144,5440.6865,4861.5254,12115.534,14743.718,10647.563,10569.058,10400.442,2525.741,2294.1711,5974.7188,3891.7917,3252.8916,1338.7352,2137.115,0,1005.05383,1971.8557
Feature1436,5395.1626,3019.404,9405.029,4055.7405,6488.7827,5707.457,3328.0125,3016.8953,4868.841,1751.6843,1082.8766,2576.9893,0,3717.049,4837.687,0,2602.4805,0,4215.3325,3488.1611,0,1060.7079,0,0,0,0,0,0,0,0
Feature1437,0,2535.4038,2467.4866,2424.6685,0,0,0,0,0,0,828.7526,0,0,0,0,0,0,0,0,3954.5728,1055.2113,1094.5898,1491.1881,0,0,0,0,0,0,0
Feature1438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6149.151,7018.596,5149.377,4337.749,5133.736,0,0,3083.6426,0,1660.0905,0,0,0,0,0
Feature1439,0,0,0,1120.9231,2318.7139,0,1827.6676,0,0,0,0,1711.4703,0,2686.17,1353.9723,2147.6787,1642.0741,1961.8962,0,0,0,0,1006.8348,0,0,0,0,0,0,0
Feature1440,1842.4249,2139.6497,2700.4517,2079.678,822.25934,2742.7026,1018.4382,930.90643,1310.4086,761.3427,2152.3057,2248.3467,1987.6218,1444.1979,3267.712,549.49603,1001.81024,0,1326.8434,582.33325,0,370.30023,788.02277,579.5704,0,0,0,0,0,0
Feature1441,6509.2266,4078.942,4294.2236,4431.9355,7324.3696,5662.8154,6130.62,4635.6772,4345.1587,5372.166,5392.1167,5322.3496,4974.1807,4337.0015,4661.691,4700.709,4718.5684,4292.353,4499.463,4802.7344,4911.9893,5423.755,4472.854,4752.5264,5340.1997,3904.8281,3774.8713,4381.819,4405.9175,4498.0903
Feature1451,2954.941,1316.1962,3261.6296,1232.1398,2647.1204,5175.772,1235.3428,0,3075.0942,614.9901,1127.8082,1680.8309,0,1022.6634,3043.1733,2601.2441,1842.2045,1212.0472,0,1526.6108,0,0,0,0,0,0,0,0,0,0
Feature1452,1831.7599,0,1709.9985,3213.8445,0,1537.2432,0,0,1384.0199,0,0,892.0524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature1454,1010.0497,0,5512.413,1668.6707,1654.9374,6958.6616,3613.0696,3219.9163,16247.548,2040.615,0,0,0,897.6314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature1457,10767.064,8300.094,0,9453.157,0,3437.3582,0,2517.2224,3687.2698,1235.4655,3362.586,3286.1455,2359.3762,0,3521.7751,4528.3833,4138.8467,4489.8486,4317.2476,0,2231.605,0,3428.2463,0,0,0,0,0,0,0
Feature1460,2227.1404,1334.8734,0,1547.382,0,890.31744,0,689.6751,819.6978,0,1108.341,838.61615,437.37164,0,1440.7346,0,0,0,0,0,0,0,616.7687,0,0,0,0,0,0,0
Feature1461,1725.8884,1471.5656,1629.3143,1640.2168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature1462,0,0,1054.7772,0,0,0,0,0,1048.2549,0,710.585,0,689.3169,683.7328,778.46027,0,0,0,443.02283,0,851.55597,0,0,555.12506,810.49005,0,0,0,0,0
Feature1463,128048.6,13121.588,6594.9,101752.15,25785.848,5102.5874,127662.33,144818.94,110734.37,7758.7974,147916.02,146282.67,139831.1,137813,13060.887,150563.06,12522.577,183608.25,110139.9,32139.775,144056.36,138483.4,177499.64,151392.95,136611.34,0,0,0,0,0
Feature1466,33774.887,61483.6,81410.54,40453.22,29942.049,52172.74,12007.363,16901.639,17291.225,18472.254,16070.595,19914.693,15217.776,24984.432,59554.582,57286.24,142253.92,53133.277,55715.613,73300.27,28158.193,21117.977,28861.924,28949.502,23981.582,3369.413,5630.789,1199.9044,2923.6716,5498.3887
Feature1467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21748.205,11308.955,13927.815,14145.943,0,0,0,8826.077,0,0,0,0,0
Feature1468,8995.203,6808.18,10435.04,11094.133,5855.037,4975.8457,4130.153,4422.483,4467.5234,0,2781.5498,5819.1196,2553.856,5085.983,6224.0566,8510.738,9221.004,7072.3027,9376.739,7394.4453,2510.7642,3050.0369,0,2596.3857,2470.5305,0,0,0,0,0
Feature1469,4382.2075,3476.9268,4637.373,4974.0615,0,0,0,0,2707.012,0,1944.1989,4312.1987,1701.6338,3539.8733,4196.048,10122.509,11817.112,0,0,0,0,2307.5906,0,0,0,0,0,0,0,0
Feature1470,513.53827,2205.9575,0,881.1213,0,0,0,0,0,0,0,1010.39215,0,1563.9175,1291.579,1358.4359,1188.0911,900.79486,1164.3523,814.11206,0,1229.4924,0,836.7364,0,0,0,0,0,0
Feature1472,2114.233,1518.4474,0,1627.2092,4039.7607,0,0,0,0,0,0,0,0,2511.4094,0,0,2668.0764,3004.963,0,0,0,0,0,0,0,0,0,0,0,0
Feature1484,1474.5508,1316.944,0,1187.9896,0,0,0,0,694.84265,0,0,0,0,0,1149.8992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature1488,10714.099,11145.649,3966.2407,10019.902,724.93115,812.19836,471.51715,844.2606,1098.7747,0,2651.1135,2039.4459,1794.7704,2031.1716,2079.3545,1900.5511,1842.0776,1758.8512,1654.8135,0,0,1753.1154,1233.3423,2116.6494,0,0,0,0,0,0
Feature1490,0,788.7135,0,465.1384,0,0,0,0,0,0,0,0,0,13958.332,6401.4507,4698.0513,5789.052,4261.1294,4945.8936,2010.2761,0,5927.1567,1188.7036,1327.4275,495.79556,0,0,0,0,0
Feature1491,1552.4144,1628.0321,637.4829,1491.4026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature1492,0,13262.06,0,0,14051.191,23633.443,15915.357,24302.75,24986.139,25010.5,21149.99,23071.344,30240.508,22843.488,29858.424,25352.771,25747.02,27681.568,28222.443,29612.25,11054.995,22766.998,26615.098,18224.924,404.11133,0,0,0,0,0
Feature1495,663.33875,0,850.9885,867.7012,0,0,0,0,0,0,469.10095,0,0,585.4714,647.28937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
