ASV_ID,Lfc_symrk,Lfc_ccamk,Lfc_nsp1,Lfc_nsp2,DA_symrk,DA_ccamk,DA_nsp1,DA_nsp2,kingdom,phylum,class,order,family,genus,Lj_Gifu_LjSC_1_endo,Lj_Gifu_LjSC_2_endo,Lj_Gifu_LjSC_3_endo,Lj_Gifu_LjSC_4_endo,Lj_symrk_LjSC_1_endo,Lj_symrk_LjSC_2_endo,Lj_symrk_LjSC_3_endo,Lj_symrk_LjSC_4_endo,Lj_ccamk_LjSC_1_endo,Lj_ccamk_LjSC_2_endo,Lj_ccamk_LjSC_3_endo,Lj_ccamk_LjSC_4_endo,Lj_nsp1_LjSC_1_endo,Lj_nsp1_LjSC_2_endo,Lj_nsp1_LjSC_3_endo,Lj_nsp1_LjSC_4_endo,Lj_nsp2_LjSC_1_endo,Lj_nsp2_LjSC_2_endo,Lj_nsp2_LjSC_3_endo,Lj_nsp2_LjSC_4_endo
LjRoot183,1.52017046025241,2.45924894672299,1.22809910034412,1.85174868839924,1,1,0,1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,0.00853087539528841,0.00657145925051004,0.0224164669392359,0.0107033639143731,0.0184163309523003,0.0580936905616647,0.0278282828282828,0.0305768538053826,0.0671378091872792,0.0486963190184049,0.040862999646863,0.0921121714691621,0.0204630608127582,0.0220309061449542,0.0274024952231089,0.0325739408473221,0.0424172862917311,0.0527886747398943,0.0523434370409935,0.0194790676876642
LjRoot196,-0.13319556650467,0.162016390041076,0.680376796657162,-1.20729911112631,0,0,0,0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Pseudoduganella,0.0663103963915378,0.0173735638354988,0.0159781944640256,0.0409695988487138,0.0261349402484851,0.0171560291728073,0.0568813131313131,0.0204394586528071,0.0400857324914557,0.0397677475898335,0.0359190811710697,0.0206460977794249,0.0911390783616742,0.0717515900461899,0.0200067438462403,0.0377697841726619,0.0327195302493471,0.0211495821251919,0.010315128855655,0.00371695265776089
LjRoot219,-0.928632312140493,-0.530398700682398,-0.43172583191945,-0.657299748026304,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,0.00560145122937759,0.00852571674004081,0.00688472202641102,0.00773520417341248,0.00279291783743526,0.00312385846905743,0.0044949494949495,0.00494005042968147,0.00741470196373747,0.00257449605609115,0.00726453327055342,0.00421569535810247,0.00328241585807154,0.00430461173853111,0.00730583342699786,0.00739408473221423,0.00682003426651363,0.00317670134743306,0.00600881292562425,0.00315801240847353
LjRoot220,-0.209872723146034,-0.271959752128413,0.46232283076505,-0.444643445282139,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,0,0.000386556426500591,0,0.000359776938298255,0.000135414198178679,0,0.000164141414141414,0.00023671074975557,0,0,0.000302688886273059,0.000216189505543717,0.000592436032920229,0.000846412420497691,0,0,0.000598832277059734,0,0,0
LjRoot221,0.363646976654012,0.385427756353308,0.327498376100357,0.53924525197309,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,0.123011300958498,0.123483302909911,0.11231730814418,0.160235653894585,0.144368462033244,0.179659650581315,0.154835858585859,0.186569237894303,0.184875166541157,0.152552585451358,0.20782955252493,0.135828777911609,0.147180324718993,0.188870885831056,0.161402720017984,0.150079936051159,0.234875326446762,0.23983029165956,0.257577780745093,0.0840366664803533
LjRoot223,1.6204639421319,-2.56201656859405,-0.068309442532969,0.74684278433734,0,0,0,0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,0.0671806437378962,0.11201546225706,0.0257765872456412,0.0234529591653175,0.251227191170994,0.19539230875814,0.282007575757576,0.0293727165131477,0.0174650987661473,0.166082383873795,0.00181613331763835,0.000710336946786497,0.179524129759503,0.0487049889966385,0.0319433516915814,0.0133892885691447,0.0191127301761565,0.0828713968957871,0.0440312458272132,0.517355094740372
LjRoot224,,,,,,,,,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,0,0,0,0,0,0,0,0,0,0,0,0.000525031656320455,0,0,0,0.00739408473221423,0,0,0,0
LjRoot227,-0.755473430591712,-1.61520825022924,-0.094826793094337,0.437018497047656,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,0.00633687152207487,0.00721571996134436,0.00878800695521406,0.00854470228458356,0.00553505535055351,0.00570608018743151,0.00650252525252525,0.00205835434570061,0.00159300237502172,0.00849035933391762,0.00306052096120538,0.000941968559869051,0.00451532327793256,0.00665038330391043,0.00910419242441272,0.00959232613908873,0.00741886654357337,0.0116194780828927,0.0171918814260916,0.00778324297132637
LjRoot228,-6.33918382399005,-7.63596513020252,-6.85904854028184,-6.3658293166451,-1,-1,-1,-1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,0.204410070355208,0.177364973692688,0.0531979886272851,0.011647778377406,0.0010663868106571,0.000541636750683344,0.00204545454545455,0.000442546184325632,0,0,0.00146299628365312,0.000339726365854412,0.00590834854452877,0.000725496360426592,0,0,0.00154698338240431,0,0.00200293764187475,0.00092225141132413
LjRoot229,0.150388329018602,0.601321604523934,0.30001041842412,0.917174959314273,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,0.00216948986345697,0.00219048641683668,0.00495793975280793,0.00267584097859327,0.00326686753106063,0.00511405862273111,0.00343434343434343,0.0016672670200175,0.00278051323640155,0.00646362839614373,0.00489347032808112,0.00379875845455388,0.00385884010631825,0.00606998621556915,0.00741823086433629,0,0.00856662840793786,0.00569247825345386,0.00834557350781146,0.00197026437873791
LjRoot230,-0.521614327350606,-0.930062651495884,-0.406859274935615,0.559575863076781,0,0,0,0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,0.000367710146348638,0.000150327499194674,0.000281968137600451,0.000157402410505487,0.000287755171129693,0.000151154442051166,0.000176767676767677,0,0,0.000438212094653813,0,0,0.000528388894226151,0.000266015332156417,0,0,0,0.000469043151969981,0.000734410468687408,0.000447152199429881
LjRoot231,-0.249999999999999,-0.249999999999998,0.0719404141499674,0.0292158328795877,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Phyllobacterium,0,0.000128852142166864,0,0,0,0,0,0,0,0,0,0,0,0,0.0001573564122738,0,0,0,0,0.000139735062321838
LjRoot237,-0.142567693011557,0.407417759872535,0.719489913423254,0.0790563744143673,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,0.00441252175618366,0.00367228605175561,0.00411203534000658,0.00269832703723691,0.00309759978333728,0.00330020531811712,0.0030050505050505,0.00394174857201667,0.00509760760006951,0.00367002629272568,0.00615467402088553,0.00483337965965595,0.00421109936913568,0.00500592488694348,0.00528267955490615,0.0117905675459632,0.00701964502553354,0.00328330206378987,0.00457337428228068,0.00212397294729193
LjRoot240,-0.330750252958853,-0.56082156405241,-0.108595008129644,0.257414680303281,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Neorhizobium,0.0020346628097958,0.0016321271341136,0.00122186192960195,0.00195628710199676,0.00176038457632283,0.00125962035042638,0.00152777777777778,0.000936551227293779,0.00170885709320512,0,0.00211882220391141,0.000988294882485562,0.00172927274474013,0.00336146646997654,0.00215803079689783,0,0.00385914134105162,0.00181221217806584,0.00230337828815596,0.00100609244871723
LjRoot243,-0.0267792232422933,-0.285729714240667,0.815930881891679,0.461540139150257,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,0.00541759615620327,0.00618490282400945,0.00589783354480944,0.00550908436769203,0.00638139408917025,0.010026577989394,0.005,0.00315957392065044,0.00362045994323119,0.00586108676599474,0.0060201456269864,0.00386052688470923,0.00701316168700163,0.00875432274914754,0.00962122063616949,0.017585931254996,0.00813413843006138,0.0105108306327819,0.0136533582587795,0.00335364149572411
LjRoot244,-0.123560676922977,-Inf,-Inf,-2.36246174080849,0,-1,-1,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Phyllobacterium,6.12850243914397e-05,0.00665736067862128,0,0.000157402410505487,0,0.00283414578845936,0,0.000524880358153656,0,0,0,0,0,0,0,0,0,0,0,9.78145436252865e-05
LjRoot246,,,,Inf,,,,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000199610759019911,0,0,0.000153708568554022
LjRoot247,,,,,,,,,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,0.000183855073174319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000232879218856563,0,0,0
LjRoot248,-0.758713500016864,-1.62538214003868,-1.04347348624245,-0.370393800460397,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,0.00189983575613463,0.00358638462364437,0.00249071854880399,0.00204623133657133,0.00164189715291648,0.00172567988008414,0.00172979797979798,0.000864508825194257,0.00104269246365058,0.0010407537248028,0.000840802461869608,0,0.00110481314247286,0.00149935914488162,0.00276497695852535,0,0.000998053795099556,0.00238785604639263,0.00377219922553078,0.00138337711698619
LjRoot257,-0.299558101233701,0.195233352633468,-Inf,-0.43533363153525,0,0,-1,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ensifer,0.000919275365871596,0.00115966927950177,0,0,0,0,0,0.00116297020532085,0.00153507501593002,0,0.00119393949585484,0,0,0,0,0,0.000798443036079645,0,0,0
LjRoot258,-1.46659260906403,-Inf,-1.77751053930985,-1.7149221609607,0,-1,-1,-1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,0.00129924251709852,0.00206163427466982,0.00230273979040368,0.00184385680877856,0.00142184908087613,0.000818753227777148,0,0,0,0,0,0,0.00120088385051398,0,0,0,0,0.00142844959918131,0,0
LjRoot259,-0.559677795156115,-0.565208183482245,0.416738175534053,0.167345390634566,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis,0.0345034687323806,0.0211747020294212,0.0294891677240472,0.0317278287461774,0.0237144114560412,0.022773935935709,0.0251515151515152,0.0106622755107292,0.0102821062387766,0.0385626643295355,0.0318327812063834,0.0113036227184286,0.0298779902007878,0.0428526516891974,0.0417219287400247,0.0403677058353317,0.0356970574047275,0.0424484052532833,0.0436640405928695,0.0164328433290481
LjRoot261,-Inf,-0.0630715511956946,1.3841615561947,0.160840382447548,-1,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,0.000183855073174319,0,0,0.000202374527792768,0,0,0,0,0,0,0,0.000339726365854412,0.000416306401511512,0.000652946724383933,0.000584466674159829,0,0.000632100736896385,0,0,0
LjRoot277,-0.248474554334674,-1.91346773185069,-1.49849877310748,0.193631207191152,0,-1,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,0.000551565219522957,0.000493933211639644,0.000634428309601015,0.000674581759309228,0.000558583567487051,0.000365289901623651,0.000404040404040404,0.000710132249266711,0.000202745756820947,0,0,0.000277957935699064,0.000528388894226151,0,0.000337192312015286,0,0.000432489977876474,0.000724884871226335,0.00146882093737482,0.000433178693197697
LjRoot28,0.250000000000001,Inf,8.47843534300183e-16,8.43924696542529e-16,0,1,0,0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Rhizobacter,0,0,0,0,0,0,0,0.00023671074975557,0.000405491513641893,0,0.000302688886273059,0,0,0,0,0,0,0,0,0
LjRoot285,0.141430560159544,-0.919269268100767,-0.0811414481234166,0.038467397148568,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,0.00333390532689432,0.00227638784494792,0.0025612105832041,0.00278827127181148,0.0131182504485595,0.00181385330461399,0.00237373737373737,0.00142026449853342,0,0,0.00359863453680192,0.00233175823836437,0.00328241585807154,0.00326473362191966,0.00568731032932449,0,0.00369279904186836,0.00513815452839843,0.00447322740018694,0
LjRoot288,0.546652750248069,1.49029608194726e-15,0.358457494543882,0.250000000000001,0,0,0,0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,0,0,0,0,0,0,3.78787878787879e-05,0,0,0,0,0,0,0,2.24794874676857e-05,0,1.66342299183259e-05,0,0,0
LjRoot289,-1.28243348835548,-1.48469147023035,-0.583868471097309,-1.41352553564296,0,0,0,0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,0.0146593778344324,0.00798883281434554,0.0119601485032191,0.0166396833962943,0.00883577643115881,0.00352693698119387,0.0100757575757576,0.00212010497607163,0.00124543822047153,0.00640885188431201,0.00465804563875763,0.01022267519071,0.00546001857367022,0.00824647529684893,0.00606946161627515,0.0167865707434053,0.0115607897932365,0.00415742793791574,0.00741086927493657,0.00129953607959309
LjRoot295,1.6351972456888,1.87358637997693,-0.374615392210975,1.63415138860031,0,0,0,0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Noviherbaspirillum,0.000171598068296031,0.000257704284333727,0.00119836458480192,0,0.0007278513152104,0.00095731146632405,0.000694444444444445,0.00087480059692276,0.0028094769159474,0.000821647677475898,0.000958514806531354,0.000370610580932086,0.000224164985429276,0.000338564968199076,0.000247274362144543,0,0.000682003426651363,0.00157769060208085,0.000968086526906129,0.00040523168073333
LjRoot296,0.0508102783383232,0.926775349918672,2.005312743267,-0.200807760980052,0,0,0,0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,0.000612850243914397,0.000343605712444969,0.00103388317120165,0,0,0.00079356082076862,0.000340909090909091,0.000926259455565276,0.00104269246365058,0.00109553023663453,0.000723090117207863,0.000586800086475802,0.000976718865084702,0.000749679572440812,0.00159604361020569,0.00819344524380496,0.000515661127468104,0.000618284154869521,0,0.000391258174501146
LjRoot3,-0.645529093474447,0.477312208178991,-0.225769997251681,-1.24122455386266,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,0.0132130512587944,0.00914850209384731,0.0231683819728371,0.00721802482460874,0.00462100951284742,0.0083890715338397,0.00766414141414141,0.0113621159882674,0.0209117766321033,0.0109553023663453,0.0192207442783392,0.0172488341208808,0.0077977391360041,0.0126720030954511,0.00849724626278521,0.0127897681854516,0.0084668230284279,0.00554323725055432,0.00747763386299907,0.00184450282264826
LjRoot30,-0.79586451954825,-0.929112173526899,-0.538040297804415,-0.13075737031713,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,0.00120118647807222,0.000859014281112424,0.000516941585600827,0.000494693290160101,0.000440096144080707,0.00026452027358954,0.000505050505050505,0.000494005042968147,0.000926837745467184,0,0.000807170363394824,0.000231631613082554,0.000816601018349505,0.000798045996469251,0.000786782061369001,0,0.000998053795099556,0.000618284154869521,0.000734410468687408,0.00040523168073333
LjRoot58,-Inf,-Inf,-Inf,-Inf,-1,-1,-1,-1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Rhizobacter,0,0.000386556426500591,0,0.000269832703723691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LjRoot71,1.41831891102866,2.46576241523589,1.5659372921576,1.02777068861321,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,0.000392224156105214,0.00073016213894556,0.000211476103200338,0.000449721172872819,0.000253901621585023,0.00026452027358954,0.000429292929292929,0.0482066587763084,0.0031570410704976,0.000657318141980719,0.00216927035162359,0.00563636925167547,0.000272200339449835,0.000749679572440812,0.0014162077104642,0.00719424460431655,0.00131410416354775,0.000490363295241344,0.000968086526906129,0.000754569336537924
LjRoot8,,,,,,,,,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Agromyces,0,0,0,0,0,0,0,0.000586630988524675,0,0,0,0,0,0,0,0,0,0,0,0
LjRoot80,,,,,,,,,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,0,0,0,0,0,0,0,0.000226418978027067,0,0,0,0,0,0,0,0,0,0,0,9.78145436252865e-05
LjRoot82,0.444555592944961,1.43704899674497,1.34513088367666,0.128203670518714,0,0,0,0,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,0.0145122937758929,0.00848276602598518,0.00589783354480944,0.0102761288001439,0.00695690443142964,0.00748214488153271,0.0144191919191919,0.0340966397365306,0.0307304639981463,0.0200482033304119,0.0283182269157684,0.0229932981253281,0.0200147308418996,0.0237962806219922,0.0274924131729797,0.0235811350919265,0.0169502802867741,0.012280402524305,0.0102817465616237,0.00497456821865743
LjRoot89,0.455955315384525,1.04948130753671,-2.11913084678165,0.998759367489836,0,0,-1,0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,0.000735420292697276,0.000644260710834318,0.00058743362000094,0.000584637524734665,0.000473949693625377,0.000655002582221718,0.000643939393939394,0.00288169608398086,0.00194056652957192,0.000712094653812445,0.00126120369280441,0.0017140739368109,0.000144106062061677,0.000217648908127978,0.000202315387209172,0,0.00126420147379277,0.00104468702029678,0.00270396581653091,0.000726622324073557
