ASVid,Soil,Compartment,Genotype,LogFC,DA_by_sig,DA_by_struc_zero,Kingdom,Phylum,Class,Order,Family,Genus,Species,Confidence
0251c5d06789f54dcac98545fe1763a0,NPK,Rhizosphere,nsp2,-1.02896056492467,FALSE,TRUE,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Unknown,0.89730290472662
0330db600fbd5a8c639d844dcf180c43,UF,Rhizosphere,nsp1,-1.13432822293926,FALSE,TRUE,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,FFCH7168,uncultured_bacterium,0.999999694980222
051c4c3a520c744cadb97054bba684d9,NPK,Root,symrk,1.74423357701424,TRUE,FALSE,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,uncultured,uncultured_bacterium,0.851774977755229
05492be924d46a21682804bb0420a77a,PK,Rhizosphere,nsp2,1.41894180523228,FALSE,TRUE,Bacteria,Chloroflexi,JG30-KF-CM66,JG30-KF-CM66,JG30-KF-CM66,JG30-KF-CM66,uncultured_bacterium,0.778827460923183
06542cbd9a4b51bac1beebcd63683b2b,UF,Root,ccamk,-0.937060907893323,FALSE,TRUE,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Unknown,Unknown,0.999947711370356
06542cbd9a4b51bac1beebcd63683b2b,UF,Root,nsp2,-0.937060907893322,FALSE,TRUE,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Unknown,Unknown,0.999947711370356
07508b7d5069043dee819f199e235bb7,PK,Root,ccamk,1.6350052031935,TRUE,FALSE,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,uncultured,Unknown,0.999858375809343
0762d2e11aa09d4a29f6e7ae6bc96308,NPK,Rhizosphere,symrk,1.27698892518088,FALSE,TRUE,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Unknown,0.999375646262265
086e6eec9604d1e276074a149d52b409,NPK,Rhizosphere,symrk,0.614265116316413,FALSE,TRUE,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,uncultured,uncultured_soil,0.852259220099912
0a42867c8e08d749f0961e6ec35bb3d9,NPK,Rhizosphere,nsp1,1.18683169887481,TRUE,FALSE,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Unknown,0.999871584528534
0a62a3b6f6d41f0348046dcc270358d1,PK,Rhizosphere,ccamk,1.34930665905458,FALSE,TRUE,Bacteria,Actinobacteriota,Actinobacteria,Catenulisporales,Catenulisporaceae,Catenulispora,Unknown,0.999999725156939
0a62a3b6f6d41f0348046dcc270358d1,PK,Root,symrk,0.897874623799317,FALSE,TRUE,Bacteria,Actinobacteriota,Actinobacteria,Catenulisporales,Catenulisporaceae,Catenulispora,Unknown,0.999999725156939
0a62a3b6f6d41f0348046dcc270358d1,PK,Root,ccamk,1.80298106476844,FALSE,TRUE,Bacteria,Actinobacteriota,Actinobacteria,Catenulisporales,Catenulisporaceae,Catenulispora,Unknown,0.999999725156939
0a806ff1794279d6ff3e879a25a6e620,UF,Rhizosphere,ccamk,-0.823897458493893,FALSE,TRUE,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Unknown,0.999935391446456
0a806ff1794279d6ff3e879a25a6e620,UF,Rhizosphere,nsp1,-0.823897458493893,FALSE,TRUE,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Unknown,0.999935391446456
0a806ff1794279d6ff3e879a25a6e620,UF,Rhizosphere,nsp2,-0.823897458493893,FALSE,TRUE,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Unknown,0.999935391446456
0d6d5832d1a9fff88261381fa52e8761,PK,Root,nsp1,0.826565402153453,FALSE,TRUE,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Unknown,Unknown,0.99999999980861
0e2ac4bcad6d1ec5085095a2f7b00ff6,PK,Rhizosphere,nsp1,1.76289354729803,TRUE,FALSE,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,uncultured,Unknown,0.9999972446174
0e95f6c1bfeb759e5211c3f25cbfcf5b,NPK,Rhizosphere,ccamk,1.53895647109776,FALSE,TRUE,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,uncultured_bacterium,0.948830635076324
0e95f6c1bfeb759e5211c3f25cbfcf5b,NPK,Rhizosphere,nsp1,0.843725823126456,FALSE,TRUE,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,uncultured_bacterium,0.948830635076324
0e95f6c1bfeb759e5211c3f25cbfcf5b,PK,Rhizosphere,ccamk,0.922865424254969,FALSE,TRUE,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,uncultured_bacterium,0.948830635076324
0ecc4640d1f6917c615d95cf85eda3ab,NPK,Rhizosphere,symrk,1.0183701871399,FALSE,TRUE,Bacteria,Planctomycetota,vadinHA49,vadinHA49,vadinHA49,vadinHA49,uncultured_Planctomycetaceae,0.977820323647264
0ecc4640d1f6917c615d95cf85eda3ab,NPK,Rhizosphere,nsp1,1.53225548471698,FALSE,TRUE,Bacteria,Planctomycetota,vadinHA49,vadinHA49,vadinHA49,vadinHA49,uncultured_Planctomycetaceae,0.977820323647264
0f350c220edb57115cc06255c30187a0,PK,Root,nsp1,1.20338987911141,FALSE,TRUE,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,uncultured,Unknown,0.999991825245464
0f3a1d4e793abff2dc8d133a9db3c4b1,UF,Rhizosphere,ccamk,0.811558962460705,FALSE,TRUE,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Unknown,Unknown,0.99998289045556
0f550841d33d078d8af5165c2c95b0ba,PK,Rhizosphere,symrk,1.27355213703247,FALSE,TRUE,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter,Unknown,0.90929123791898
0fa05dbde612a0a8fb53116d092f43af,PK,Rhizosphere,symrk,1.02006439655986,FALSE,TRUE,Bacteria,Proteobacteria,Alphaproteobacteria,Dongiales,Dongiaceae,Dongia,Unknown,0.999995357428666
0fa05dbde612a0a8fb53116d092f43af,PK,Rhizosphere,ccamk,0.91101377299068,FALSE,TRUE,Bacteria,Proteobacteria,Alphaproteobacteria,Dongiales,Dongiaceae,Dongia,Unknown,0.999995357428666
0fa05dbde612a0a8fb53116d092f43af,PK,Rhizosphere,nsp1,1.64528599168147,FALSE,TRUE,Bacteria,Proteobacteria,Alphaproteobacteria,Dongiales,Dongiaceae,Dongia,Unknown,0.999995357428666
0fa05dbde612a0a8fb53116d092f43af,PK,Rhizosphere,nsp2,1.30789331704021,FALSE,TRUE,Bacteria,Proteobacteria,Alphaproteobacteria,Dongiales,Dongiaceae,Dongia,Unknown,0.999995357428666
1117626a90c54417c291fbdf39f90e4e,PK,Rhizosphere,symrk,1.44571061750419,FALSE,TRUE,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus_Solibacter,Unknown,0.999636284078344
1117626a90c54417c291fbdf39f90e4e,PK,Rhizosphere,ccamk,1.13975967548471,FALSE,TRUE,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus_Solibacter,Unknown,0.999636284078344
1212556e63e79a6228026e56ff8a0e17,NPK,Root,ccamk,2.29548632827694,TRUE,TRUE,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Unknown,0.984769249151581
127fc14c26e99238b58cae27c54db0e8,PK,Root,ccamk,1.12554696731763,FALSE,TRUE,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,uncultured,metagenome,0.81548473123041
1281fac5db082b4153386a84b0973785,PK,Rhizosphere,symrk,0.765872944860572,FALSE,TRUE,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Pedosphaeraceae,Unknown,0.999966938735304
