feature	LjRoot221	LjRoot149	G37_LjNodule209	LjRoot228	LjRoot223	G21_LjRoot111	G3_LjRoot129	LjRoot196	G8_LjRoot126	LjRoot259	G32_LjRoot291	G11_LjRoot25	G16_LjRoot125	LjRoot17	LjRoot82	G2_LjRoot102	G20_LjRoot162	LjRoot183	G1_LjRoot134	LjRoot71	LjRoot289	LjRoot3	G4_LjRoot26	LjRoot18	G6_LjRoot130	G17_LjRoot232	LjRoot227	LjRoot219	LjRoot243	LjRoot122	G12_LjRoot70	G29_LjRoot226	LjRoot237	G22_LjRoot238	LjRoot10	G7_LjRoot117	LjRoot229	LjRoot11	G36_LjRoot142	G5_LjRoot105	G14_LjRoot22	LjRoot285	LjRoot240	LjRoot248	LjRoot89	LjRoot1	G35_LjRoot145	G30_LjRoot2	LjRoot277	LjRoot152	G33_LjRoot104	G27_LjRoot78	LjRoot30	LjRoot296	G24_LjRoot12	LjRoot295	LjRoot257	G9_LjRoot131	LjRoot258	G15_LjRoot29	LjRoot244	LjRoot230	LjRoot8	LjRoot220	G34_LjRoot233	LjRoot58	LjRoot80	LjRoot247	LjRoot261	LjRoot28	G31_LjRoot101	G25_LjRoot27	LjRoot288	LjRoot100
Lj_Gifu_LjSC_1_rhizo	0.112632422058001	0.198259056081969	0.00429191035347811	0.00194949449154463	0.0354535974973931	0.0769068020734159	0.0184219673270768	0.0436747215547596	0.0531501715252905	0.0478306206646416	0.0190869111846579	0.0257212374000695	0.0281089903432017	0.0328089344274682	0.0761511840534373	0.0149158997143764	0.0430702271387768	0.016336461591936	0.0250865182632875	0.00805488809297124	0.0132686524308232	0.00832691058016352	0.00554623626664249	0.00571247223103777	0.00403500022668541	0.00959634885372746	0.00412567438908283	0.00453370811987124	0.00265977543032446	0.00952078705172961	0.0075561801997854	0.00346073053150172	0.00179837088754893	0.00321893276510858	0.00343050581070257	0.00143567423795923	0.000876516903175107	0.00383853954149099	0.00302247207991416	0.0017076967251515	0.00167747200435236	0	0.00111831466956824	0.00247842710552961	0.000997415786371673	0.00152634840035665	0	0.000997415786371673	0.00155657312115579	0.000891629263574678	0	0.00173792144595064	0.00074050565957897	0.00104275286757039	0.000831179821976395	0.000136011243596137	0.000695168578380257	0.00136011243596137	0	0.000483595532786266	0.00037780900998927	0.000196460685194421	0.000151123603995708	0	0.000241797766393133	0.000634719136781974	0	0.000256910126792704	0	0	0.000287134847591845	0	0	0
Lj_Gifu_LjSC_2_rhizo	0.131238159866542	0.140879916306161	0.00315265643113637	0.00684253682811661	0.0286849322815054	0.0702349647976928	0.0221816948002375	0.0645799756835468	0.0676053948596149	0.0415076200978313	0.0195803998077304	0.0218706703989595	0.0321344756411344	0.0409421211864167	0.0471201967936212	0.0191138632058133	0.0569033279610937	0.0220544575451692	0.0151270958803404	0.0124692509966918	0.0139536856391551	0.00882178301806769	0.00995278084089688	0.00545706449515085	0.00670116210026296	0.0148867588429892	0.00442502898181921	0.00537223965843866	0.00251647015579495	0.012398563632765	0.00383125512483388	0.00378884270647779	0.00175304662538525	0.00367574292419487	0.00395849237990217	0.00183787146209744	0.0012865100234682	0.0037464302881217	0.00291231939378517	0.00216303333616083	0.00159753442474623	0	0.00233268300958521	0.00125823507789748	0.00131478496903893	0.00159753442474623	0	0.000890660785477988	0.00248819521022422	0.00145615969689258	0.000622048802556055	0.00134305991460966	0.00125823507789748	0.000876523312692623	0.000777561003195069	0.000282749455707298	0.00106031045890237	0	0	0.000381711765204852	0.000183787146209744	0.000353436819634122	0.000141374727853649	0	0.000282749455707298	0.00113099782282919	0.000212062091780473	0.000325161874063392	0	0	0.000169649673424379	0	0	0
Lj_Gifu_LjSC_3_rhizo	0.0710305471634777	0.14684457871769	0.00214837193689157	0.000939912722390064	0.0289526686807654	0.0916079221215173	0.0216179926149715	0.0552366565961732	0.0648036253776435	0.0579221215172877	0.0234810339039946	0.0235481705270225	0.0204598858677409	0.0210976837865055	0.0612286002014099	0.0236320913058073	0.0586774085263511	0.0415575696542464	0.017959046659953	0.0249748237663646	0.015055387713998	0.00646189996643169	0.00840886203423968	0.00741859684457872	0.00668009399127224	0.0183954347096341	0.00332326283987915	0.00357502517623364	0.00260154414232964	0.00760322255790534	0.0104565290365895	0.00255119167505874	0.00161127895266868	0.00532057737495804	0.0041289023162135	0.00171198388721047	0.00154414232964082	0.0036421617992615	0.00255119167505874	0.00234978180597516	0.00256797583081571	0.00125881168177241	0.00263511245384357	0.00370929842228936	0.00109097012420275	0.00114132259147365	0	0.00127559583752937	0.00201409869083585	0.00161127895266868	0.000738502853306479	0.000939912722390064	0.000520308828465928	0.000839207787848271	0.000889560255119168	0.000453172205438066	0.0017455521987244	0	0	0.00040281973816717	0.000503524672708963	0.00040281973816717	0.000436388049681101	0.00018462571332662	0.000218194024840551	0.000671366230278617	0.000335683115139308	0.000302114803625378	0	0	0	0	0	0
Lj_Gifu_LjSC_4_rhizo	0.088163514338011	0.136465324384787	0.00623686529726798	0.00960951799877974	0.0301166022642533	0.0891973425530472	0.0231340248118772	0.0594027523557725	0.0696901904955596	0.0467086977154091	0.0206765643007254	0.0195241000610128	0.0307606263982103	0.0297606941902244	0.0409294285133211	0.0222188326215172	0.0679275981289404	0.0253372652701512	0.0140159989153278	0.024032268998712	0.023761100942309	0.00623686529726798	0.0129821707002915	0.00813504169208867	0.00813504169208867	0.0126771066368382	0.00394888482136804	0.00606738526201613	0.00237272049352586	0.00808419768151312	0.00928750593180123	0.0034404447156125	0.00189817639482069	0.00262694054640363	0.00338960070503695	0.00232187648295031	0.00159311233136737	0.00272862856755474	0.00279642058165548	0.00228798047589994	0.00174564436309403	0.00161006033489255	0.00128804826791404	0.00113551623618738	0.00106772422208664	0.00135584028201478	0	0.00113551623618738	0.00184733238424514	0.000982984204460715	0	0.00157616432784218	0.000508440105755542	0.00096603620093553	0.00064402413395702	0.000406752084604434	0.00093214019388516	0	0.000627076130431835	0.000305064063453325	0.000423700088129618	0.000338960070503695	0.000559284116331096	0.000220324045827402	0	0.000796556165683683	0.000355908074028879	0.000338960070503695	0	0	0	0.000152532031726663	0	0
Lj_symrk_LjSC_1_rhizo	0.15164640678124	0.154642696350116	0	0.000652042289599925	0.0278980951050254	0.0606554577492121	0.0645056122211355	0.0598636921118408	0.0259730178690637	0.0348376880443389	0.0209585021657119	0.02879853445733	0.0245602595749305	0.0354897303339388	0.0635430736031546	0.0282551658826634	0.036219396705634	0.0265629608929874	0.0140344340428174	0.0103550525515036	0.0166891776504743	0.0086007482961514	0.00841445049912285	0.00940803874994178	0.0074829615139801	0.00797975563938956	0.00397435300327574	0.0043003741480757	0.00296523993603776	0.00810395417074193	0.00398987781969478	0.00319811218232344	0.00321363699874249	0.00420722524956142	0.00284104140468539	0.0026081691583997	0.00138170866129508	0.0024373961777902	0.00276341732259016	0.0020648005837331	0.00173877943893313	0.00141275829413317	0.00163010572399981	0.00113331159859035	0.00117988604784748	0.00170772980609504	0.00158353127474268	0.00164563054041886	0.00184745315386646	0.00170772980609504	0.000481269308990421	0.0013196093956189	0.000760716004533246	0.000729666371695155	0.000465744492571375	0.000605467840342788	0.000683091922438017	0	0	0.000652042289599925	0.000217347429866642	0.00063651747318088	0.000357070777638054	0	0.000217347429866642	0	0.00018629779702855	0.000217347429866642	0	0.000434694859733284	0.000263921879123779	9.31488985142751e-05	1.55248164190458e-05	0
Lj_symrk_LjSC_2_rhizo	0.156253871887003	0.144436872754306	0.00092925288068393	0	0.037123652583323	0.0547949448643291	0.0788625944740429	0.0219613430801635	0.0306808326105811	0.037046214843266	0.0174080039648123	0.0463077685540825	0.0223949944244827	0.0225808450006195	0.0252137281625573	0.0399733614174204	0.0451307149052162	0.0363183000867303	0.0137374550861108	0.0132728286457688	0.0134122165778714	0.00938545409490769	0.0093544789988849	0.0254925040267625	0.0112284723082642	0.00580783050427456	0.0039802998389295	0.00320592243835956	0.00384091190682691	0.00893631520257713	0.00289617147813158	0.00188948085739066	0.00288068393012018	0.0066286705488787	0.00441395118324867	0.00322140998637096	0.00176558047329947	0.00233861974972122	0.00298909676619998	0.00425907570313468	0.00444492627927147	0	0.00173460537727667	0.0012699789369347	0.000867302688638335	0.00164168008920828	0.00153326725312848	0.00175009292528807	0.00185850576136786	0.000356213604262173	0.00142485441704869	0.00241605748977822	0.000836327592615537	0.00113059100483211	0.000619501920455953	0.00100669062074092	0.00114607855284351	0	0	0.000944740428695329	0.000294263412216578	0.000557551728410358	0.000154875480113988	0.00026328831619378	0.000325238508239376	0	0.000123900384091191	0.000557551728410358	0	0	0.000247800768182381	7.74377400569942e-05	0	6.19501920455953e-05
Lj_symrk_LjSC_3_rhizo	0.15314756414896	0.103413810336211	0.00680694135690775	0.0018439056333902	0.0295886539488876	0.0677936893622154	0.0602457391993658	0.0604697651174413	0.0297954471040342	0.0303296627548295	0.0204380568336521	0.0278481448930707	0.0318116803667132	0.0449258129555912	0.0340864050733254	0.0326216202243706	0.0466490892484792	0.029674817763532	0.0129245721966603	0.0119423047097141	0.0156645815023523	0.0102879594685416	0.011097899326199	0.0163883575453652	0.0105464509124748	0.00792707094728498	0.00548001861138396	0.00435988902100674	0.00294680246083855	0.00997776973582174	0.00785813989556946	0.00467007875372658	0.00282617312033638	0.00449775112443778	0.00367057850385152	0.00434265625807786	0.00187837115924796	0.00303296627548295	0.00323975943062951	0.00277447483154974	0.00361888021506488	0.00115459511623499	0.00199900049975012	0.00161987971531476	0.00139585379723931	0.00196453497389236	0.00151648313774147	0.001585414189457	0.00239535404711437	0.00170604352995916	0.000620379465439694	0.00227472470661221	0.00122352616795051	0.000499750124937531	0.00127522445673715	0.000706543280084096	0	0	0	0.00132692274552379	0.000689310517155216	0.000516982887866412	0.000741008805941857	0	0.000241258681004325	0	0.000379120784435369	0.000310189732719847	0.000120629340502163	0	0	0.000241258681004325	5.16982887866412e-05	0
Lj_symrk_LjSC_4_rhizo	0.124011221971439	0.105701689623895	0	0.000653911869555129	0.0590841015039973	0.0451832007931318	0.0455628915560993	0.0846288522791993	0.0258822536756175	0.0734279747716582	0.0238150484105723	0.0349526441242854	0.0198915771932415	0.0245533360052313	0.0774991035079208	0.0253127175311663	0.0282658679098024	0.0303330731748476	0.0156306030754952	0.00717193663383045	0.0171704600586411	0.00974539624949902	0.00514691923133714	0.0248486510430949	0.00881726327335625	0.00700318518362267	0.0081844453350771	0.00466175881198979	0.00348049866053536	0.00643364903917143	0.00447191343050604	0.00369143797329508	0.00213048705887316	0.00312190182884384	0.00196173560866539	0.00284768072225621	0.00196173560866539	0.00185626595228553	0.00288986858480815	0.00227814457780497	0.00461957094943785	0.00204611133376927	0.00200392347121733	0.00113907228890248	0.00156095091442192	0.00189845381483747	0	0.0010546965637986	0.0013500116016622	0.00130782373911026	0.000696099732107073	0.000928132976142764	0.000717193663383045	0.000590630075727213	0.000611724007003185	0.000295315037863607	0	0	0	0.00196173560866539	0.000548442213175269	0.00170860843335372	0.000295315037863607	0	0	0	0.000210939312759719	0	0	0.000168751450207775	0	0	2.10939312759719e-05	0
Lj_ccamk_LjSC_1_rhizo	0.179698648535214	0.126101737597582	0.000482665995131369	0	0.0226643162931252	0.040208175942248	0.0633131872744061	0.0196424074540418	0.0241123142785193	0.0113531436246118	0.0232728951565517	0.0143960379417443	0.0607109879963066	0.0802274825820532	0.0346680097372618	0.0436078233862167	0.0181524385125493	0.0295265676152103	0.00862503147821707	0.0528834046839587	0.00243431545370604	0.0122555191807269	0.0139133719466129	0.00220347519516495	0.00533031142449425	0.00631662889280618	0.00159489633173844	0.00562410811718291	0.00249727188785361	0.0337026777469991	0.00465877612692017	0.0031268362293293	0.00505750020985478	0.0048056744732645	0.00514144212205154	0.00384034248300176	0.00180475111223034	0.00289599597078821	0.00243431545370604	0.00705112062452783	0.000608578863426509	0	0.000776462687820029	0.000797448165869219	0.0025182573659028	0.00136405607319735	0.00216150423906657	0.00109124485855788	0.000545622429278939	0.00207756232686981	0.000566607907328129	0.000461680517082179	0.000440695039032989	0.000713506253672459	0.000944346512213548	0.000860404600016788	0.00132208511709897	0	0	0	0.000629564341475699	0	0.000923361034164358	0.000482665995131369	0	0	0.00023084025854109	0	0	0.00012591286829514	0	0	2.098547804919e-05	0
Lj_ccamk_LjSC_2_rhizo	0.142042349726776	0.162397540983607	0	0.00198087431693989	0.0207650273224044	0.053620218579235	0.0491803278688525	0.0718579234972678	0.0430327868852459	0.0308401639344262	0.0296448087431694	0.0186133879781421	0.0253415300546448	0.0247267759562842	0.0344262295081967	0.0443306010928962	0.038422131147541	0.0407786885245902	0.0165300546448087	0.0121584699453552	0.0181010928961749	0.00843579234972678	0.010655737704918	0.0117827868852459	0.0101092896174863	0.00618169398907104	0.00580601092896175	0.00594262295081967	0.00478142076502732	0.0103142076502732	0	0.00290300546448087	0.00358606557377049	0.00426912568306011	0.00413251366120219	0.00389344262295082	0.00283469945355191	0.00163934426229508	0.00362021857923497	0.00324453551912568	0.00181010928961749	0	0	0.000956284153005464	0.00140027322404372	0.000580601092896175	0	0.00119535519125683	0.00208333333333333	0.00109289617486339	0	0.00112704918032787	0.000478142076502732	0.00112704918032787	0.000683060109289617	0.00133196721311475	0	0	0.00105874316939891	0.000239071038251366	0	0	0.000478142076502732	0	0	0	0.00037568306010929	0.000239071038251366	0	0.00040983606557377	0	0.000204918032786885	0	0.000204918032786885
