feature	LjRoot221	LjRoot149	G37_LjNodule209	LjRoot228	LjRoot223	G21_LjRoot111	G3_LjRoot129	LjRoot196	G8_LjRoot126	LjRoot259	G32_LjRoot291	G11_LjRoot25	G16_LjRoot125	LjRoot17	LjRoot82	G2_LjRoot102	G20_LjRoot162	LjRoot183	G1_LjRoot134	LjRoot71	LjRoot289	LjRoot3	G4_LjRoot26	LjRoot18	G6_LjRoot130	G17_LjRoot232	LjRoot227	LjRoot219	LjRoot243	LjRoot122	G12_LjRoot70	G29_LjRoot226	LjRoot237	G22_LjRoot238	LjRoot10	G7_LjRoot117	LjRoot229	LjRoot11	G36_LjRoot142	G5_LjRoot105	G14_LjRoot22	LjRoot285	LjRoot240	LjRoot248	LjRoot89	LjRoot1	G35_LjRoot145	G30_LjRoot2	LjRoot277	LjRoot152	G33_LjRoot104	G27_LjRoot78	LjRoot30	LjRoot296	G24_LjRoot12	LjRoot295	LjRoot257	G9_LjRoot131	LjRoot258	G15_LjRoot29	LjRoot244	LjRoot230	LjRoot8	LjRoot220	G34_LjRoot233	LjRoot58	LjRoot80	LjRoot247	LjRoot261	LjRoot28	G31_LjRoot101	G25_LjRoot27	LjRoot288	LjRoot100
Lj_ccamk_LjSC_3_rhizo	-2.67160999686578	-2.74219128737351	-9.37743434684353	-11.5827468429803	-9.03278617545608	-4.80589236188469	-3.8390144320594	-4.04466959069594	-5.05779806346415	-5.40197302315695	-5.56518062537308	-7.3240471340965	-4.53893072621526	-4.13403364929124	-5.10027612207619	-4.46179204671285	-5.70815556018889	-5.3497915917744	-6.58818536174458	-4.33651409153022	-7.23577319761993	-6.34908972114956	-6.53773064708806	-8.90350315851111	-7.10441585243711	-7.15504192550708	-9.36602958357128	-7.79629355707478	-8.49052812568916	-4.31751052919147	-7.10204883789319	-8.17480518032851	-7.60317021125434	-7.68937835315827	-7.29401833865589	-8.87089849307918	-9.18478926890113	-9.35471427034344	-8.66122731284412	-7.75852451419903	-10.8001254186658	-9.59982676817997	-10.2254312533985	-10.0879277296485	-9.06009352145182	-9.44782367473492	-9.06009352145182	-9.2672514290931	-9.84691963014475	-10.2461898135653	-9.74000442622823	-10.0327861754561	-10.5733545568188	-10.4478236747349	-10.332346457315	-10.0327861754561	-9.74000442622823	-10.631097954076	-11.6390717749128	-12.4478236747349	-11.6542745522024	-13.3134717436552	-11.6542745522024	-12.8952826517061	-13.1677093437014	-11.6215940390175	-11.4478236747349	-13.3713138188677	-14.0171315249757	-13.0327861754561	-12.2672514290931	-14.656603624822	-16.975064265759	-14.9785317197094
Lj_ccamk_LjSC_4_rhizo	-2.5857066566364	-3.22126864681996	-10.6186831185652	-11.5827468429803	-10.0732489820306	-4.7506531273346	-3.90927324691951	-6.46619271045887	-5.08498509008161	-6.82813648419411	-6.17529151119213	-7.82251193500023	-3.54997745275687	-3.11905267164376	-5.13639296502283	-4.69499427179351	-5.83519814802829	-4.71895878083883	-6.66322955751842	-4.41715521715031	-6.86524047885685	-5.65321080169343	-5.88708887785353	-9.76204729373634	-7.69371016397318	-7.85659293024333	-9.69885346724914	-7.5473657140635	-9.08666949779296	-4.60473806948248	-9.50594563213838	-7.38519298834538	-7.56134994349921	-7.92726967621336	-7.01756484945296	-7.61381736339334	-9.15571114222261	-7.93939323529585	-8.37692537236178	-6.81970786212353	-10.6582114827518	-10.7583972565755	-9.80576867116565	-11.4358190614153	-7.80576867116565	-10.0467767706694	-8.58973174486903	-10.2134266400789	-10.401871729492	-8.66826514741572	-10.9212458885856	-10.8739401738072	-11.0732489820306	-10.3687048655568	-9.78374236483565	-11.5802089707505	-9.58020897075052	-9.58020897075052	-11.6390717749128	-13.4478236747349	-11.5062083893067	-13.3134717436552	-12.0207815621365	-13.8952826517061	-13.1677093437014	-11.6215940390175	-12.0207815621365	-13.3713138188677	-12.6582114827518	-10.7406736429438	-11.5062083893067	-14.656603624822	-16.975064265759	-14.9785317197094
Lj_nsp1_LjSC_1_rhizo	-2.89047948406039	-3.33913629188641	-9.93325350775068	-9.60067816866381	-4.82240773906239	-3.96277475201851	-4.75962263465626	-3.4269275585481	-4.86397780016999	-4.69308054288143	-5.16948785424076	-4.56272753943083	-5.44973627058907	-4.68181493138921	-4.826278669855	-5.04608931698617	-4.603996999299	-5.44021349647056	-5.972179019659	-6.39581937711211	-5.19829304947485	-6.58485320150213	-6.76630007283966	-6.56919993719064	-6.98078187783327	-6.19028917296303	-7.33058900529606	-7.39352026102252	-8.41201660463991	-6.76036304783181	-6.51321532741347	-8.34829100702952	-8.08081069616454	-8.19628791358447	-8.51821600847184	-6.74269717353624	-9.24519751406542	-8.54858965751536	-8.84265095896977	-7.97389549224803	-9.44021349647056	-9.31310157856722	-9.38436026173705	-10.7812504143056	-11.6881410099141	-9.24519751406542	-9.90678129638949	-8.96022055535095	-9.10317850919299	-8.33058900529607	-10.7339446995273	-9.05878438983454	-9.73394469952727	-9.98770129177306	-10.0442848201394	-12.2287093912769	-11.5156326471218	-10.631097954076	-11.6390717749128	-10.103178509193	-12.3662129150268	-9.6437468905557	-10.3662129150268	-13.8952826517061	-11.2287093912769	-11.6215940390175	-11.9877012917731	-11.6006781686638	-12.5182160084718	-14.0327861754561	-12.103178509193	-14.656603624822	-16.975064265759	-14.9785317197094
Lj_nsp1_LjSC_2_rhizo	-2.77646266446781	-3.17979760864773	-9.38398596798975	-11.5827468429803	-4.65535558392437	-4.49858137239245	-4.18474039287721	-3.85797160689079	-4.57394529577848	-4.8735743806057	-5.05955101749181	-4.63655186330648	-5.30912316351904	-4.58066906920835	-4.91716027224402	-4.72069085686961	-5.16405988425758	-5.33465825562618	-5.31509088677868	-5.94407380007187	-5.76799657164797	-6.71970101460719	-6.1701315581097	-6.72763883403183	-6.77826490710179	-7.00788889766932	-7.87192401431604	-7.69420064231332	-8.43506015258402	-6.47625926975517	-6.2550614291286	-7.83287123775226	-8.26369173427204	-7.94407380007187	-8.4612916941572	-7.28989680461943	-8.97208817624147	-8.8896260160495	-8.94407380007187	-7.26369173427204	-9.65962041060317	-10.7583972565755	-9.57126453618233	-10.5015555643709	-11.9815485054905	-9.96268947823922	-9.64451351821297	-9.62956317674699	-9.69031720782609	-10.1633868284763	-11.0200226533052	-9.77004440029683	-10.0200226533052	-9.80321126423202	-11.2752797085472	-11.7700444002968	-9.98154850549054	-10.631097954076	-11.6390717749128	-10.5015555643709	-12.1420131776838	-9.90754792404676	-11.8371585961554	-11.7700444002968	-11.7700444002968	-11.6215940390175	-12.3225854233256	-11.529036300793	-14.0171315249757	-14.0327861754561	-14.1082794130339	-12.7700444002968	-16.975064265759	-13.2294760189341
Lj_nsp1_LjSC_3_rhizo	-3.21873154304103	-2.91285232897993	-9.71216049429624	-11.5827468429803	-4.40688363995904	-4.49188129296688	-4.30527592986662	-4.38256631330153	-4.75415458296087	-3.98736710870349	-4.99814023934287	-3.97933972764186	-5.59168889094436	-5.26351946478787	-4.49188129296688	-4.93123085829478	-4.9999436083788	-5.23138684384706	-5.12917023590669	-6.86153811833447	-5.21558498772416	-6.60123868022191	-6.99543940540421	-6.39972384838618	-6.5213643145191	-7.23775636872278	-7.00627321131548	-7.55543499060879	-8.3482770829675	-6.80054748844532	-7.42372931139697	-8.11933587580211	-8.02818798774392	-8.35749561299688	-8.70038332651989	-7.29860192394331	-8.86153811833447	-8.67711354719704	-8.44322548702276	-8.25058040908037	-8.74808006855118	-8.95639730467591	-9.62053001883067	-9.94245811371804	-11.6428978318591	-10.285345827241	-10.9067812963895	-10.057935331138	-9.2678584005122	-9.53437337508096	-12.0208679553722	-9.88801032969566	-10.057935331138	-9.9990416420844	-11.2505804090804	-12.1834662132218	-11.5156326471218	-10.631097954076	-11.6390717749128	-9.73600723625061	-11.3209697369718	-10.942458113718	-10.7360072362506	-11.3949703184155	-13.1677093437014	-11.6215940390175	-13.057935331138	-11.3209697369718	-11.1834662132218	-14.0327861754561	-14.1082794130339	-13.057935331138	-16.975064265759	-14.9785317197094
Lj_nsp1_LjSC_4_rhizo	-2.86173511322951	-2.83976042297225	-9.68106267695319	-11.5827468429803	-5.27054065879684	-4.22053852131488	-4.93510829955973	-4.11526243331893	-4.45609631195292	-4.34716194039975	-4.87370775489559	-4.36878475209955	-5.62216898789962	-5.18920958062352	-5.11627805816966	-4.68106267695319	-4.71604803490252	-5.6961695693434	-5.15959309985742	-6.20857490549045	-5.28874525417443	-6.32585842719153	-6.27507031727735	-6.46383196073252	-6.54355915320326	-7.40804418254677	-7.58795327256171	-6.94409708278698	-7.4180282711194	-6.77417208134467	-7.80659355903705	-8.21291384121478	-7.84648628616056	-7.70531022319987	-7.78059835050411	-7.52186408210394	-11.1559304666687	-9.54355915320325	-8.65721593499882	-8.37849990693276	-8.4180282711194	-10.7583972565755	-11.3307957806167	-9.34002575911812	-12.9815485054905	-9.83306577039824	-9.0643913165047	-9.19563584978295	-9.23040126794363	-12.4549697636524	-12.0208679553722	-9.78059835050411	-9.94409708278698	-9.03336442088407	-11.1285216539244	-13.843986460354	-11.5156326471218	-10.631097954076	-9.34002575911812	-10.6810626769532	-13.4096765092659	-12.2660251776743	-11.0029907718406	-13.8952826517061	-13.1677093437014	-11.6215940390175	-11.1285216539244	-11.1285216539244	-14.0171315249757	-14.0327861754561	-14.1082794130339	-14.656603624822	-16.975064265759	-14.9785317197094
Lj_nsp2_LjSC_1_rhizo	-2.90472748114845	-2.86233063401228	-12.0166871901886	-9.48378854812611	-6.44294349584873	-3.93127521837297	-4.11345458422807	-4.04084505227738	-4.24770969472675	-5.01552227211405	-5.09518941359346	-5.94169785466596	-5.38376555991395	-4.66050738516835	-5.39862116486343	-4.56460310090246	-4.72457512055985	-4.83526091862749	-6.15021009349982	-5.40322306682244	-5.83681638512953	-7.1348212004864	-6.02258566463662	-7.68761736456118	-6.43821334393633	-5.49848505933281	-8.41711750848082	-7.4935695689187	-8.25861368611834	-5.9602265920691	-7.16186045323875	-8.59520983079453	-7.91845485415389	-8.29236247747288	-8.87306295133987	-8.29236247747288	-8.72745762909297	-9.3009244909763	-8.72745762909297	-7.7803525775251	-9.69324191375506	-10.7583972565755	-9.35339191087044	-9.50341735487504	-8.93835441159159	-9.31820248240814	-9.46442322325918	-9.52331691231275	-8.70455722698289	-10.4078396948928	-10.335689909137	-8.71596199025514	-10.7390456033682	-9.26697715905296	-10.0785320696399	-11.3713138188677	-9.93835441159159	-10.631097954076	-11.6390717749128	-11.169679957698	-12.3713138188677	-13.3134717436552	-10.992802195614	-12.3713138188677	-13.1677093437014	-11.6215940390175	-10.6932419137551	-12.3713138188677	-14.0171315249757	-14.0327861754561	-13.1082794130339	-14.656603624822	-16.975064265759	-14.9785317197094
Lj_nsp2_LjSC_2_rhizo	-3.12293944978566	-2.91411904802274	-9.76859788219437	-11.5827468429803	-3.82828428504841	-4.32151465598472	-3.92389211778244	-3.9540154162881	-4.32669117765214	-4.33084580987077	-5.15021237993577	-4.84378537858859	-5.64189340935118	-6.24896162935116	-5.28679845052862	-4.146546062738	-5.20254384402328	-4.79131795869446	-6.02376404469483	-6.41545105669629	-7.18363538147322	-7.60872654541599	-6.71874933274381	-6.15757308488702	-6.36771844591219	-7.21400903051674	-7.7025086917366	-8.57877332331436	-8.09617254022288	-7.13197326165073	-7.4198697279633	-8.32565438634565	-8.42874787930975	-7.87378011888643	-8.04067742763118	-8.44666978730701	-8.66007342541621	-8.2767447858647	-8.68113504094404	-7.13197326165073	-8.7025086917366	-10.7583972565755	-9.21400903051674	-9.63931486524941	-9.55914451656542	-9.86170728658586	-9.44666978730701	-9.8144015718075	-8.86170728658586	-9.96124296013677	-12.0208679553722	-9.44666978730701	-10.5986728807521	-9.55914451656542	-11.1836353814732	-9.63931486524941	-11.5156326471218	-10.631097954076	-11.6390717749128	-9.86170728658586	-13.4096765092659	-10.1247416924196	-11.446669787307	-13.8952826517061	-13.1677093437014	-11.6215940390175	-11.5986728807521	-11.5986728807521	-11.5986728807521	-14.0327861754561	-14.1082794130339	-14.656603624822	-14.7685978821944	-14.9785317197094
Lj_nsp2_LjSC_3_rhizo	-2.790525255125	-3.06543014270852	-9.63109795407603	-11.5827468429803	-4.07739910553636	-3.94805249872733	-4.09396397844549	-5.28326799574592	-4.33288592816248	-4.42844175080085	-5.01766879805282	-4.34999107159368	-5.82374303201843	-6.44270620397491	-6.13599606586801	-4.68501809289353	-4.46175386467736	-4.92824771734426	-5.4857749258668	-6.10481136068249	-5.89570135956517	-7.39089425662313	-6.47752756548402	-6.30708051046595	-6.06366537791245	-6.79417857447629	-7.4358416626771	-8.03918269271311	-7.71171641428432	-6.8692576912708	-8.30499418321748	-8.34730498807544	-7.88164141572663	-8.21606045479719	-8.58987529134952	-8.06719706888271	-8.58987529134952	-9.05312188367099	-8.89413235990983	-8.39977240796958	-8.36458297950728	-8.89413235990983	-8.91944344843902	-9.16976680252326	-9.34730498807544	-9.63109795407603	-9.88164141572663	-10.0391826927131	-8.26388897988781	-9.95826269732954	-10.0391826927131	-9.24776931452453	-11.0957662210795	-9.65215956960386	-10.9847349086907	-10.5696974094119	-10.0671970688827	-9.63109795407603	-11.6390717749128	-10.7396224108542	-11.5696974094119	-9.49169489741062	-11.0391826927131	-12.5696974094119	-12.0391826927131	-11.6215940390175	-10.6952282914958	-11.0391826927131	-14.0171315249757	-14.0327861754561	-14.1082794130339	-12.9322674887966	-16.975064265759	-14.9785317197094
Lj_nsp2_LjSC_4_rhizo	-2.96092900249171	-3.65537864325947	-10.4674714843237	-10.545473996325	-3.08535944511123	-3.91854820250017	-4.54923591512121	-5.41963006334682	-4.3343968882164	-4.24270815852455	-4.9128826326461	-4.43927459249309	-5.05184089355005	-5.5517493217515	-5.54923591512121	-4.79728114673555	-4.89921531633499	-5.50472765398171	-5.84503427818392	-6.59645792504382	-7.17236717751209	-7.50594563213838	-6.18596844362118	-5.42768661821788	-6.3403595664204	-6.68749300119744	-6.96385493867823	-7.85121285311305	-7.81453218978658	-5.97393201136618	-8.50594563213838	-7.6439366352107	-8.44861245707243	-7.79058649416155	-8.08604237768772	-8.90804407570972	-9.0715428079926	-8.83275594840549	-8.50594563213838	-8.76120268738045	-7.3800086430734	-8.73811907426741	-9.1762401866593	-9.14554338943638	-8.72671431099516	-9.44861245707243	-9.41161824959022	-9.71539899776733	-8.16850453787969	-9.78466166020444	-10.2891342430652	-9.76120268738045	-9.93403928424267	-9.96051149560386	-10.1006891536521	-10.7153989977673	-11.5156326471218	-10.631097954076	-11.6390717749128	-9.73811907426741	-11.3230815749886	-9.23966556680093	-12.1304364970462	-13.8952826517061	-11.39347090288	-11.6215940390175	-11.545473996325	-11.8085084021588	-14.0171315249757	-14.0327861754561	-14.1082794130339	-12.9080440757097	-16.975064265759	-14.9785317197094
