structurePerIdRank	formulaRank	ConfidenceScoreExact	ConfidenceScoreApproximate	CSI:FingerIDScore	ZodiacScore	SiriusScoreNormalized	SiriusScore	molecularFormula	adduct	precursorFormula	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	1	-Infinity	-Infinity	-352,590		0,434	28,641	C23H20N6O7S3	[M - H]-	C23H19N6O7S3-	PLQVNVQTEUWBON	InChI=1S/C23H20N6O7S3/c1-35-22(34)14-5-10-6-28(4-3-13(10)39-14)7-11-8-37-20-16(19(31)29(20)17(11)21(32)33)26-18(30)15(27-36-2)12-9-38-23(24)25-12/h3-6,9,16,20H,7-8H2,1-2H3,(H3-,24,25,26,30,32,33)/p+1	(6S)-7-[[2-(2-amino-1,3-thiazol-4-yl)-2-methoxyiminoacetyl]amino]-3-[(2-methoxycarbonylthieno[3,2-c]pyridin-5-ium-5-yl)methyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid	COC(=O)C1=CC2=C(S1)C=C[N+](=C2)CC3=C(N4C(C(C4=O)NC(=O)C(=NOC)C5=CSC(=N5)N)SC3)C(=O)O	1,086	54195732;13580313;13580314;88679028	PUBCHEM:(54195732 13580313 13580314 88679028)	2	587,048	61	1,016	694879292660722462	694877462396462003	3276	
1	1	-Infinity	-Infinity	-357,382		0,999	32,307	C30H22Cl2N6O12	[M - H]-	C30H21Cl2N6O12-	QDWHZSGFTFBNGB	InChI=1S/C30H22Cl2N6O12/c1-11(39)23(25(41)37-35-17-7-3-5-13(27(43)44)21(17)29(47)48)33-19-9-16(32)20(10-15(19)31)34-24(12(2)40)26(42)38-36-18-8-4-6-14(28(45)46)22(18)30(49)50/h3-10,23-24,33-34H,1-2H3,(H,43,44)(H,45,46)(H,47,48)(H,49,50)	3-[[2-[2,5-Dichloro-4-[[1-[(2,3-dicarboxyphenyl)diazenyl]-1,3-dioxobutan-2-yl]amino]anilino]-3-oxobutanoyl]diazenyl]phthalic acid	CC(=O)C(C(=O)N=NC1=CC=CC(=C1C(=O)O)C(=O)O)NC2=CC(=C(C=C2Cl)NC(C(=O)C)C(=O)N=NC3=CC=CC(=C3C(=O)O)C(=O)O)Cl	4,600	21116952	NORMAN:(NS00053699);PUBCHEM:(21116952)	262146	727,061	61	1,018	694879239321752168	694877466838230619	3412	
1	1	-Infinity	-Infinity	-342,937		0,770	11,448	C28H20O17	[M - H]-	C28H19O17-	MKPPVZRIVNBRAM	InChI=1S/C28H20O17/c1-4-8-13-11(20(36)22(38)17(8)33)12-14-10(19(35)23(39)21(12)37)9-5(2-6(30)15(31)18(9)34)26(40)43-7(3-29)16(32)25(45-28(14)42)24(4)44-27(13)41/h2,7,16,25,29-39H,3H2,1H3		CC1=C2C3C(C(OC(=O)C4=CC(=C(C(=C4C5=C(C(=C(C(=C5O)O)O)C6=C(C(=C(C1=C6C(=O)O2)O)O)O)C(=O)O3)O)O)O)CO)O	0,300	57814771	PUBCHEM:(57814771)	2	627,060	61	1,021	694879222645197807	694877464292287676	3329	
1	1	0,068	0,068	-54,713		0,957	20,885	C12H22O17S2	[M - H]-	C12H21O17S2-	RFQBWYKCNJTCKL	InChI=1S/C12H22O17S2/c13-1-3-5(15)9(7(17)11(19)25-3)28-31(23,24)29-12-8(18)10(27-30(20,21)22)6(16)4(2-14)26-12/h3-19H,1-2H2,(H,20,21,22)	[(2S,3R,4S,5S,6R)-3,5-dihydroxy-6-(hydroxymethyl)-4-sulfooxyoxan-2-yl] [(2R,3R,4S,5S,6R)-2,3,5-trihydroxy-6-(hydroxymethyl)oxan-4-yl] sulfate	C(C1C(C(C(C(O1)O)O)OS(=O)(=O)OC2C(C(C(C(O2)CO)O)OS(=O)(=O)O)O)O)O	-4,900	91081992	PUBCHEM:(91081992)	2	501,026	61	1,021	694879183889824081	694877455572328551	3109	
1	7	-Infinity	-Infinity	-301,114		0,033	14,086	C26H18Cl2N6O10	[M - H]-	C26H17Cl2N6O10-	HLVLSVYCOXHWRH	InChI=1S/C26H18Cl2N6O10/c27-15-1-7-25(21(11-15)29-19-5-3-17(31(35)36)13-23(19)33(39)40)43-9-10-44-26-8-2-16(28)12-22(26)30-20-6-4-18(32(37)38)14-24(20)34(41)42/h1-8,11-14,29-30H,9-10H2	N,N'-{ethane-1,2-diylbis[oxy(5-chlorobenzene-2,1-diyl)]}bis(2,4-dinitroaniline)	C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])NC2=C(C=CC(=C2)Cl)OCCOC3=C(C=C(C=C3)Cl)NC4=C(C=C(C=C4)[N+](=O)[O-])[N+](=O)[O-]	8,300	4252377	PUBCHEM:(4252377)	2	643,038	61	1,023	694879203544335764	694877465215034701	3358	
1	1	0,037	0,037	-188,154		1,000	58,825	C11H12N4O6S2	[M - H]-	C11H11N4O6S2-	ULOFBPJJSYOCSP	InChI=1S/C11H12N4O6S2/c1-2-21-8(16)3-6-5-22-11(13-6)15-23(19,20)7-4-12-10(18)14-9(7)17/h4-5H,2-3H2,1H3,(H,13,15)(H2,12,14,17,18)	Ethyl 2-(2-(2,4-dioxo-1,2,3,4-tetrahydropyrimidine-5-sulfonamido)thiazol-4-yl)acetate	CCOC(=O)CC1=CSC(=N1)NS(=O)(=O)C2=CNC(=O)NC2=O	-0,700	16874821	PUBCHEM:(16874821)	2	359,015	61	1,024	694879212234934296	694877426635821730	2411	
1	1	0,028	0,028	-159,676		0,294	14,562	C26H14O10	[M - H]-	C26H13O10-	HKHMNEKLLIZBIP	InChI=1S/C26H14O10/c27-21-11-33-23(29)15-5-7-17(25(31)35-21)19(9-15)13-1-2-14(4-3-13)20-10-16-6-8-18(20)26(32)36-22(28)12-34-24(16)30/h1-12,27-28H	4-Hydroxy-10-[4-(5-hydroxy-2,7-dioxo-3,6-dioxabicyclo[6.2.2]dodeca-1(10),4,8,11-tetraen-9-yl)phenyl]-3,6-dioxabicyclo[6.2.2]dodeca-1(10),4,8,11-tetraene-2,7-dione	C1=CC(=CC=C1C2=C3C=CC(=C2)C(=O)OC=C(OC3=O)O)C4=C5C=CC(=C4)C(=O)OC=C(OC5=O)O	3,300	143181658	PUBCHEM:(143181658)	2	485,049	61	1,024	694879185278139154	694877453697474388	3054	
1	1	0,005	0,005	-85,401		1,000	27,041	C4H10O9	[M - H]-	C4H9O9-	JDHRTIZRFOASCC	InChI=1S/C4H10O9/c5-1(6)11-3(9)13-4(10)12-2(7)8/h1-10H	[[Dihydroxymethoxy(hydroxy)methoxy]-hydroxymethoxy]methanediol	C(O)(O)OC(O)OC(O)OC(O)O	-3,300	20077803	PUBCHEM:(20077803)	2	201,025	62	1,027	694879189363392090	694877368255296049	759	
1	1	0,033	0,033	-145,198		0,716	26,291	C9H8Cl2N4O3S	[M - H]-	C9H7Cl2N4O3S-	PHFPWXIKQNMCNN	InChI=1S/C9H8Cl2N4O3S/c1-18-9-12-8(13-14-9)15-19(16,17)7-5(10)3-2-4-6(7)11/h2-4H,1H3,(H2,12,13,14,15)	2,6-dichloro-N-(3-methoxy-1H-1,2,4-triazol-5-yl)benzenesulfonamide	COC1=NNC(=N1)NS(=O)(=O)C2=C(C=CC=C2Cl)Cl	2,400	83095310	PUBCHEM:(83095310)	2	320,963	62	1,040	694879198397923973	694877411779595016	2024	
1	1	0,064	0,064	-78,026		0,818	56,085	C6H5N3O9S	[M - H]-	C6H4N3O9S-	XONUVSBSRFFZMW	InChI=1S/C6H5N3O9S/c10-7(11)3-1-4(8(12)13)6(19(16,17)18)5(2-3)9(14)15/h1-2,6H,(H,10,11)(H,16,17,18)	N-hydroxy-3,5-dinitro-4-sulfocyclohexa-2,5-dien-1-imine oxide	C1=C(C(C(=CC1=[N+](O)[O-])[N+](=O)[O-])S(=O)(=O)O)[N+](=O)[O-]	-1,600	23268545	PUBCHEM:(23268545)	2	293,967	62	1,040	694879208220985037	694877399146349682	1689	
1	2	0,125	0,125	-163,834		0,202	27,159	C13H14Cl2N4O3	[M - H]-	C13H13Cl2N4O3-	WXNUVQPWMDVHOI	InChI=1S/C13H14Cl2N4O3/c1-19-11(21-2)6-10(18-19)17-13(20)16-7-4-8(14)12(22-3)9(15)5-7/h4-6H,1-3H3,(H2,16,17,18,20)	1-(3,5-Dichloro-4-methoxyphenyl)-3-(5-methoxy-1-methylpyrazol-3-yl)urea	CN1C(=CC(=N1)NC(=O)NC2=CC(=C(C(=C2)Cl)OC)Cl)OC	2,700	99798174	PUBCHEM:(99798174)	2	343,037	63	1,046	694879200931284078	694877421304860626	2267	
1	2	0,033	0,033	-90,243		0,000	90,756	C5H6N4O4S	[M - H]-	C5H5N4O4S-	ASWHDCSQSNPOOV	InChI=1S/C5H6N4O4S/c1-7-4(9(12)13)3(8(10)11)6-5(7)14-2/h1-2H3	1-methyl-2-(methylthio)-4,5-dinitro-1H-imidazole	CN1C(=C(N=C1SC)[N+](=O)[O-])[N+](=O)[O-]	1,200	145996943	PUBCHEM:(145996943)	2	217,003	64	1,062	694879180869924840	694877373754029463	933	
1	6	-Infinity	-Infinity	-249,852		0,021	12,288	C26H25ClO12S3	[M - H]-	C26H24ClO12S3-	LIYIBAADZQXWHN	InChI=1S/C26H25ClO12S3/c27-42(34,35)22-11-12-23(38-18-25(28)36-13-15-40(30,31)20-7-3-1-4-8-20)24(17-22)39-19-26(29)37-14-16-41(32,33)21-9-5-2-6-10-21/h1-12,17H,13-16,18-19H2	[2-(2-Benzenesulfonyl-ethoxycarbonylmethoxy)-4-chlorosulfonyl-phenoxy]-acetic acid 2-benzenesulfonyl-ethyl ester	C1=CC=C(C=C1)S(=O)(=O)CCOC(=O)COC2=C(C=C(C=C2)S(=O)(=O)Cl)OCC(=O)OCCS(=O)(=O)C3=CC=CC=C3	3,600	20786399	PUBCHEM:(20786399)	2	659,014	65	1,076	694879237698556232	694877466230056419	3388	
1	5	-Infinity	-Infinity	-105,991		0,019	-1,051	C4H6O2P2S	[M - H]-	C4H5O2P2S-	RCDVZWMZTKHPEN	InChI=1S/C4H6O2P2S/c5-7-3-1-9-2-4(3)8-6/h1-2,5-8H	(4-Hydroxyphosphanylthiophen-3-yl)phosphinous acid	C1=C(C(=CS1)PO)PO	-0,300	91463854	PUBCHEM:(91463854)	2	178,951	65	1,078	694879224767515972	694877359728274747	505	
1	9	0,674	0,674	-186,503		0,008	12,986	C14H14N8O8S3	[M - H]-	C14H13N8O8S3-	PIKDJMAKGSHNAU	InChI=1S/C14H14N8O8S3/c23-7(1-21-5-15-19-20-21)16-9-11(24)22-10(13(25)26)6(2-31-12(9)22)3-32-14-18-17-8(30-14)4-33(27,28)29/h5,9,12H,1-4H2,(H,16,23)(H,25,26)(H,27,28,29)	(6S)-8-oxo-3-[[5-(sulfomethyl)-1,3,4-oxadiazol-2-yl]sulfanylmethyl]-7-[[2-(tetrazol-1-yl)acetyl]amino]-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid	C1C(=C(N2C(S1)C(C2=O)NC(=O)CN3C=NN=N3)C(=O)O)CSC4=NN=C(O4)CS(=O)(=O)O	-2,026	22749172;54190857;88807732	PUBCHEM:(22749172 54190857 88807732)	2	517,003	65	1,078	694879191577984740	694877457216495919	3149	
1	1	0,025	0,025	-444,446		0,999	54,905	C17H21ClN4O3S	[M - H]-	C17H20ClN4O3S-	LQLAURZNZVXIMY	InChI=1S/C17H21ClN4O3S/c1-4-5-9-13-12(3)19-16(20-15(13)18)21-17(23)22-26(24,25)14-10-7-6-8-11(14)2/h6-8,10H,4-5,9H2,1-3H3,(H2,19,20,21,22,23)	1-(5-butyl-4-chloro-6-methylpyrimidin-2-yl)-3-(2-methylbenzenesulfonyl)urea	CCCCC1=C(N=C(N=C1Cl)NC(=O)NS(=O)(=O)C2=CC=CC=C2C)C	4,800	2753514	COCONUT:(CNP0120604);PUBCHEM:(2753514)	2097154	395,096	73	1,210	694879236037611796	694877435636799271	2640	
1	1	-Infinity	-Infinity	-326,768		1,000	54,950	C10H12ClNO10P2	[M - H]-	C10H11ClNO10P2-	MLWLMFDLBULQQG	InChI=1S/C10H12ClNO10P2/c11-4-1-2-5(12-3-4)6(7(9(13)14)23(17,18)19)8(10(15)16)24(20,21)22/h1-3,6-8H,(H,13,14)(H,15,16)(H2,17,18,19)(H2,20,21,22)	3-(5-Chloropyridin-2-yl)-2,4-diphosphonopentanedioic acid	C1=CC(=NC=C1Cl)C(C(C(=O)O)P(=O)(O)O)C(C(=O)O)P(=O)(O)O	-2,800	88416521	PUBCHEM:(88416521)	2	401,954	73	1,213	694879191892557599	694877438014969964	2705	
1	2	-Infinity	-Infinity	-105,620		0,057	4,999	C3H3Cl2N2OP	[M - H]-	C3H2Cl2N2OP-	PQMCZJLRCARNSQ	InChI=1S/C3H3Cl2N2OP/c4-9(5,8)7-2-1-6-3-7/h1-3H	1-(Dichlorophosphinyl)-1H-imidazole	C1=CN(C=N1)P(=O)(Cl)Cl	1,000	71364177	PUBCHEM:(71364177);DSSTox:(DTXSID70787659)	137438953474	182,930	73	1,219	694879209567356753	694877361091423752	546	
1	2	0,029	0,036	-60,598		0,008	11,378	C5H13O7P	[M - H]-	C5H12O7P-	JZTROJGRFOONIG	InChI=1S/C5H13O7P/c6-1-2-11-13(9,10)12-4-5(8)3-7/h5-8H,1-4H2,(H,9,10)	[(2R)-2,3-dihydroxypropyl] 2-hydroxyethyl hydrogen phosphate	C(COP(=O)(O)OCC(CO)O)O	-3,000	10443281;132990859	PUBCHEMANNOTATIONBIO;PUBCHEM:(10443281 132990859)	16777218	215,033	73	1,220	694879228294926217	694877372747396348	902	
1	1	-Infinity	-Infinity	-499,754		1,000	78,222	C8H13NO10P2	[M - H]-	C8H12NO10P2-	DSGLTWWYVVONED	InChI=1S/C8H13NO10P2/c1-3(11)9-7(20(15)16)6(13)5(12)4(2-10)19-8(7,14)21(17)18/h4-6,10,12-14H,2H2,1H3,(H,9,11)	Diphospho-glcnac	CC(=O)NC1(C(C(C(OC1(O)P(=O)=O)CO)O)O)P(=O)=O	-4,400	129800856	PUBCHEM:(129800856)	2	343,995	73	1,221	694879272842633855	694877422223413292	2285	
1	1	0,020	0,020	-135,023		0,990	11,898	C8H14N2OS2	[M - H]-	C8H13N2OS2-	UBKBPXKJPUCGJI	InChI=1S/C8H14N2OS2/c1-3-7-6(5-10-2)4-8(12-7)13(9)11/h4,10H,3,5,9H2,1-2H3	5-Ethyl-4-(methylaminomethyl)thiophene-2-sulfinamide	CCC1=C(C=C(S1)S(=O)N)CNC	1,000	153590554	PUBCHEM:(153590554)	2	217,047	73	1,221	694879215133198709	694877373812749729	935	
1	1	0,092	0,092	-286,165		0,696	50,072	C17H16N4O6S2	[M - H]-	C17H15N4O6S2-	WBCQSRGBHBOFRU	InChI=1S/C17H16N4O6S2/c1-2-7-5-28-15-11(14(25)21(15)12(7)16(26)27)20-13(24)8(3-4-10(22)23)9-6-29-17(18)19-9/h2-3,6,11,15H,1,4-5H2,(H2,18,19)(H,20,24)(H,22,23)(H,26,27)	(6R,7R)-7-[[2-(2-amino-1,3-thiazol-4-yl)-4-carboxybut-2-enoyl]amino]-3-ethenyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid	C=CC1=C(N2C(C(C2=O)NC(=O)C(=CCC(=O)O)C3=CSC(=N3)N)SC1)C(=O)O	0,000	101604703;88473746;141548755;54421464	BloodExposome:(101604703);PUBCHEM:(101604703 88473746 141548755 54421464)	4194306	435,044	73	1,222	694879241448264857	694877443538868953	2827	
1	1	0,015	0,015	-171,641		1,000	22,463	C7H10N4O2	[M - H]-	C7H9N4O2-	ODHSPTHLPCXPTL	InChI=1S/C7H10N4O2/c8-3-4-9-7-2-1-6(5-10-7)11(12)13/h1-2,5H,3-4,8H2,(H,9,10)	2-(2-Aminoethylamino)-5-nitropyridine	C1=CC(=NC=C1[N+](=O)[O-])NCCN	0,100	7058003;122425	NORMAN:(NS00028731);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);MESH:(122425);PUBCHEM:(7058003 122425);DSSTox:(DTXSID40183785);PUBMED:(null)	137506324550	181,071	73	1,224	694879214705379634	694877360734907857	535	
1	3	0,101	0,101	-212,731		0,000	114,257	C13H18N4O8	[M - H]-	C13H17N4O8-	NQODHCXVYBJOLN	InChI=1S/C13H18N4O8/c18-5-9-10(19)11(20)12(21)13(25-9)24-6-14-16-15-7-1-3-8(4-2-7)17(22)23/h1-4,9-13,18-21H,5-6H2,(H,14,15)	Mannopyranosylmethyl-4-nitrophenyltriazene	C1=CC(=CC=C1NN=NCOC2C(C(C(C(O2)CO)O)O)O)[N+](=O)[O-]	0,074	6438897	MESH:(6438897);PUBCHEM:(6438897);DSSTox:(DTXSID30143893);PUBMED:(null)	137438953542	357,103	74	1,232	694879211953915889	694877426300277360	2401	
1	2	0,011	0,011	-375,712		0,001	72,525	C9H22N2O8P2	[M - H]-	C9H21N2O8P2-	RFLBSQGCIRAFFQ	InChI=1S/C9H22N2O8P2/c1-9(2,10)6-11-7(12)4-3-5-8(20(13,14)15)19-21(16,17)18/h8H,3-6,10H2,1-2H3,(H,11,12)(H2,13,14,15)(H2,16,17,18)	[5-[(2-Amino-2-methylpropyl)amino]-5-oxo-1-phosphonooxypentyl]phosphonic acid	CC(C)(CNC(=O)CCCC(OP(=O)(O)O)P(=O)(O)O)N	-5,900	163927103	PUBCHEM:(163927103)	2	347,075	75	1,248	694879260796591895	694877423448150210	2315	
1	1	0,451	0,528	-21,234		0,998	20,702	C4H11NO4S	[M - H]-	C4H10NO4S-	WYVFVMUROJPJSS	InChI=1S/C4H11NO4S/c1-5(2)3-4-9-10(6,7)8/h3-4H2,1-2H3,(H,6,7,8)	2-(Dimethylamino)ethyl sulfate	CN(C)CCOS(=O)(=O)O	-3,100	20294358;12574414	CHEBI:(186671);PUBCHEM:(20294358 12574414);DSSTox:(DTXSID301277990)	137438953506	168,033	75	1,249	694879242266154400	694877355928234833	407	
1	1	0,040	0,040	-219,433		0,500	72,421	C15H22N4O9	[M - H]-	C15H21N4O9-	QNCQUMMNBZOATG	InChI=1S/C15H22N4O9/c20-1-5-8(22)10(24)14(27-5)18-3-16-7-12(18)17-4-19(13(7)26)15-11(25)9(23)6(2-21)28-15/h3-6,8-11,13-15,20-26H,1-2H2	(3R,4S,5R)-2-[9-[(2R,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-hydroxy-6H-purin-1-yl]-5-(hydroxymethyl)oxolane-3,4-diol	C1=NC2=C(N1C3C(C(C(O3)CO)O)O)N=CN(C2O)C4C(C(C(O4)CO)O)O	-4,300	69486208	PUBCHEM:(69486208)	2	401,129	75	1,249	694879263439003582	694877437801060425	2698	
1	2	0,184	0,369	-67,386		0,263	18,271	C6H12O7	[M - H]-	C6H11O7-	RGHNJXZEOKUKBD	InChI=1S/C6H12O7/c7-1-2(8)3(9)4(10)5(11)6(12)13/h2-5,7-11H,1H2,(H,12,13)	Gulonate	C(C(C(C(C(C(=O)O)O)O)O)O)O	-3,400	4134252;58969553;9794176;9891231;9891369;6857417;6857680;40468191;40468192;87722907;5311443;5459956;5459986;5460054;5461127;51397482;129673246;134694907;134944020;134944021;38988608;6419706;40768247;16757726;140625535;3032299;3085666;3246006;3246058;88304923;148549368;90738010;165412478;165412851;89382046;90910290;153695909;153712855;153712856;54265261;123890911;13767387;11479470;139025120;130342597;604;10690;128869;152304;193325;439315;12310779;12310780;117972898;90470114;44153679;44229140;44457530	PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0303730 HMDB0000625 HMDB0003290 HMDB0000565 HMDB0303731 HMDB0253886 HMDB0242119);MiMeDB:(MMDBc0000288 MMDBc0032150 MMDBc0029790 MMDBc0031919 MMDBc0030054 MMDBc0054433 MMDBc0031681 MMDBc0000354 MMDBc0000124 MMDBc0030057);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(3246006 10690 16760467 152304 23672301 23684902 517056 6857417 128869 3085666 604 6419706);SUPERNATURAL:(SN0324550);HSDB:(299-27-4 10361-31-6 526-95-4);MESH:(604 10690 128869 152304 193325 439315 3246006 5459956 5460054 6419706 6857417 6857680 9891369);FooDB:(FDB001855 FDB001980 FDB016203 FDB020125 FDB020126 FDB020175 FDB022122 FDB023136);PUBCHEM:(4134252 58969553 9794176 9891231 9891369 6857417 6857680 40468191 40468192 87722907 5311443 5459956 5459986 5460054 5461127 51397482 129673246 134694907 134944020 134944021 38988608 6419706 40768247 16757726 140625535 3032299 3085666 3246006 3246058 88304923 148549368 90738010 165412478 165412851 89382046 90910290 153695909 153712855 153712856 54265261 123890911 13767387 11479470 139025120 130342597 604 10690 128869 152304 193325 439315 12310779 12310780 117972898 90470114 44153679 44229140 44457530);GNPS:(CCMSLIB00000578379);COCONUT:(CNP0198480);NORMAN:(NS00008847 NS00069411 NS00076293 NS00077464 NS00079405 NS00083140 NS00087535 NS00096415);METACYC:(CPD3IU-484 CPD3IU-25 CPD0-1083 CPD-14805 PHOSPHO-ENOL-PYRUVATE CPD3IU-6 B-HEP-1:5 D-GALACTONATE CPD-16836 GLUCONATE CPD3IU-24 CPD3IU-142 CPD0-1197 CPD-24869 1-RADYL-2-ACYL-SN-GLYCERO-3-PHOSPHOETHAN CPD3IU-13 44-DIMETHYL-824-CHOLESTADIENOL CPD1UA-5657 UBIQUINONE-9 L-IDONATE L-GULONATE D-ALTRONATE CPD-17716 CPD-14807 LACTALD CPD3IU-1524);PLANTCYC:(L-IDONATE L-GULONATE CPD0-1083 GLUCONATE);CHEBI:(87753 16154 17767 37425 46644 53071 18391 86359 17796 33198 16534 33076 13115 32032 17360 21336 192972 12931 84997);KEGG:(C00817 C00880 C15930 C00257 C00770 C00514 C00800);DSSTox:(DTXSID10908503 DTXSID201317688 DTXSID20174090 DTXSID20873874 DTXSID20873879 DTXSID301045955 DTXSID40209656 DTXSID40331426 DTXSID60896805 DTXSID701316380 DTXSID701318867 DTXSID7027170 DTXSID7029617 DTXSID70956520 DTXSID801317486 DTXSID8027169 DTXSID8042000 DTXSID901317265);LOTUS:(Q27120662 Q27453292 Q27159899 Q27101959 Q407569 Q27104257 Q105235847);YMDB:(YMDB00383);PUBCHEMANNOTATIONDRUG:(null);PUBCHEMANNOTATIONFOOD:(null);PUBMED:(null);KNAPSACK:(RGHNJXZEOKUKBD-UHFFFAOYSA-N)	139577465726	195,051	75	1,250	694879244795320334	694877365726130372	686	
1	1	0,024	0,045	-167,712		1,000	79,378	C10H12N4O5	[M - H]-	C10H11N4O5-	ZZHJEOWCHAELGO	InChI=1S/C10H12N4O5/c15-1-4-6(16)7(17)10(19-4)14-3-13-9(18)5-8(14)12-2-11-5/h2-4,6-7,10,15-17H,1H2,(H,11,12)	3-d-Arabinofuranosylhypoxanthine	C1=NC2=C(N1)C(=O)N=CN2C3C(C(C(O3)CO)O)O	-1,800	121397935;193428	MESH:(193428);PUBCHEM:(121397935 193428);DSSTox:(DTXSID70987894);PUBMED	137438953542	267,072	75	1,251	694879262428176220	694877389323288307	1410	
1	3	0,007	0,007	-173,076		0,018	29,564	C16H24O4P2	[M - H]-	C16H23O4P2-	IYLKMUDXADTOLJ	InChI=1S/C16H24O4P2/c1-15(2)9-17-21(18-10-15)13-7-5-6-8-14(13)22-19-11-16(3,4)12-20-22/h5-8H,9-12H2,1-4H3	2-[2-(5,5-Dimethyl-1,3,2-dioxaphosphinan-2-yl)phenyl]-5,5-dimethyl-1,3,2-dioxaphosphinane	CC1(COP(OC1)C2=CC=CC=C2P3OCC(CO3)(C)C)C	3,200	134344132	PUBCHEM:(134344132)	2	341,109	76	1,260	694879254257671298	694877420524719972	2245	
1	2	0,019	0,606	-342,236		0,103	96,526	C21H28N8O3S2	[M - H]-	C21H27N8O3S2-	AKKCGLXULFRAET	InChI=1S/C21H28N8O3S2/c1-14-16(13-27-3-5-29(6-4-27)34(2,30)31)33-18-17(14)25-19(15-11-23-21(22)24-12-15)26-20(18)28-7-9-32-10-8-28/h11-12H,3-10,13H2,1-2H3,(H2,22,23,24)	5-(7-Methyl-6-((4-(methylsulfonyl)piperazin-1-yl)methyl)-4-morpholinothieno[3,2-d]pyrimidin-2-yl)pyrimidin-2-amine	CC1=C(SC2=C1N=C(N=C2N3CCOCC3)C4=CN=C(N=C4)N)CN5CCN(CC5)S(=O)(=O)C	0,300	25207689	MESH:(25207689);PUBCHEM:(25207689);PUBMED	70	503,161	76	1,260	694879281248019752	694877455698157691	3113	
1	4	0,022	0,022	-397,627		0,144	19,414	C17H20N4O6S2	[M - H]-	C17H19N4O6S2-	OFKRKCHCYWQZLY	InChI=1S/C17H20N4O6S2/c1-8-7-28-16-12(15(23)21(16)13(8)17(24)25)19-14(22)11(18)9-4-3-5-10(6-9)20-29(2,26)27/h3-6,11-12,16,20H,7,18H2,1-2H3,(H,19,22)(H,24,25)	7-{[2-amino-1-hydroxy-2-(3-methanesulfonamidophenyl)ethylidene]amino}-3-methyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid	CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC(=CC=C3)NS(=O)(=O)C)N)SC1)C(=O)O	-0,708	9980664;20524215;22821573;162886306;153706114;68718;73952068	COCONUT:(CNP0152826);NORMAN:(NS00011595);SUPERNATURAL:(SN0263977);MESH:(68718);PUBCHEM:(9980664 20524215 22821573 162886306 153706114 68718 73952068);DSSTox:(DTXSID301023907)	137442361350	439,076	76	1,261	694879279704515647	694877445694741414	2868	
1	1	0,042	0,042	-206,776		1,000	18,813	C9H12ClN5O2	[M - H]-	C9H11ClN5O2-	IUKPWXILPIWCBD	InChI=1S/C9H12ClN5O2/c10-8-2-1-7(5-12-8)6-14-4-3-11-9(14)13-15(16)17/h1-2,5,16-17H,3-4,6H2,(H,11,13)		C1CN(C(=N1)NN(O)O)CC2=CN=C(C=C2)Cl	-0,100	88530891	COCONUT:(CNP0450540);SUPERNATURAL:(SN0155597);PUBCHEM:(88530891)	3145730	256,059	76	1,270	694879247190268222	694877386026564853	1308	
1	1	0,026	0,010	-153,159		1,000	159,621	C7H12N4O6S	[M - H]-	C7H11N4O6S-	VSCIHAXNVFTWGM	InChI=1S/C7H12N4O6S/c8-6(12)5-2-1-4-3-10(5)7(13)11(4)17-18(14,15)16-9/h4-5H,1-3,9H2,(H2,8,12)	amino [(2S,5R)-2-carbamoyl-7-oxo-1,6-diazabicyclo[3.2.1]octan-6-yl] sulfate	C1CC(N2CC1N(C2=O)OS(=O)(=O)ON)C(=O)N	-2,000	147730165;123834034;90209363	PUBCHEM:(147730165 123834034 90209363)	2	279,039	76	1,271	694879265838145764	694877392808755516	1527	
