formulaRank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScoreNormalized	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	C8H18N3O4	[M - H]-	C8H17N3O4-		0,731	42,344	42,344	0,000	9	0,500	-5,410	5,933	3,310		219,123	291	4,855	694880330872786955	694877374278317558	952	
1	C27H35N9O5S2	[M - H]-	C27H34N9O5S2-		0,977	50,144	50,144	0,000	46	0,811	-1,441	3,435	-1,338		628,212	292	4,863	694880363378648218	694877464476837077	3334	
1	C12H22O6	[M - H]-	C12H21O6-		1,000	95,630	95,630	0,000	30	0,705	-1,461	5,743	-3,550		261,133	292	4,869	694880331061530665	694877388006276636	1367	
1	C15H18N2O8	[M - H]-	C15H17N2O8-		1,000	151,301	151,301	0,000	31	0,600	-0,581	4,195	-6,221		353,097	292	4,871	694880340314167125	694877425255895514	2371	
1	C14H18N3O2S	[M - H]-	C14H17N3O2S-		0,823	67,059	67,059	0,000	25	0,338	0,095	5,786	10,249		291,108	293	4,876	694880312833084612	694877395983844174	1633	
1	C19H33N5O6	[M - H]-	C19H32N5O6-		1,000	87,307	87,307	0,000	31	0,643	1,989	4,305	-2,199		426,235	293	4,876	694880332777001190	694877442733562465	2803	
1	C10H13N3O3S3	[M - H]-	C10H12N3O3S3-		1,000	73,962	73,962	0,000	29	0,488	-0,873	4,662	0,667		318,005	293	4,876	694880340930729854	694877410978482817	1997	
1	C15H21N3O7	[M - H]-	C15H20N3O7-		0,999	105,109	105,109	0,000	40	0,783	1,142	5,609	-3,173		354,130	293	4,880	694880348329482496	694877425704686117	2386	
1	C6H8O3	[M - H]-	C6H7O3-		0,999	4,500	4,500	0,000	0	0,000			4,977		127,041	293	4,881	694880341031393194	694877342435157290	92	
1	C5H10O2	[M - H]-	C5H9O2-		1,000	4,161	4,161	0,000	0	0,000	7,301	7,301	14,020		101,062	293	4,882	694880351768811882	694877336416330660	14	
1	C6H10O4	[M - H]-	C6H9O4-		1,000	38,050	36,359	1,690	4	0,159	7,005	7,005	1,018		145,051	293	4,882	694880340192532288	694877348781139877	219	
1	C8H8O4	[M - H]-	C8H7O4-		0,830	15,900	15,226	0,674	1	0,280	-13,687	13,687	-2,827		167,035	293	4,889	694880352637033219	694877355601079071	397	
1	C5H10O3	[M - H]-	C5H9O3-		1,000	6,979	4,500	2,479	0	0,000			5,829		117,056	294	4,903	694880348262373617	694877340484805765	59	
1	C9H8O7	[M - H]-	C9H7O7-		0,999	67,206	66,706	0,500	12	0,413	-1,262	4,095	0,942		227,020	294	4,906	694880357674393641	694877376497104759	1029	
1	C7H14O4	[M - H]-	C7H13O4-		1,000	14,770	14,770	0,000	2	0,084	4,611	13,928	-3,989		161,081	294	4,907	694880354012765411	694877354388925045	363	
1	C5H4O3	[M - H]-	C5H3O3-		0,991	4,500	4,500	0,000	0	0,000			8,400		111,010	295	4,910	694880353832410170	694877337976611788	22	
1	C9H6N2S	[M - H]-	C9H5N2S-		0,997	10,913	10,913	0,000	1	0,211	-5,953	5,953	0,504		173,018	295	4,919	694880353408785296	694877357798894672	458	
1	C5H11NO2	[M - H]-	C5H10NO2-		0,993	1,879	1,879	0,000	0	0,000	-2,474	2,474	5,179		116,072	295	4,924	694880353563974594	694877340166038631	53	
1	C7H13NO3	[M - H]-	C7H12NO3-		0,995	21,640	20,734	0,906	4	0,085	-5,124	5,880	-0,359		158,082	296	4,926	694880368822855158	694877353281628634	332	
1	C6H10O3	[M - H]-	C6H9O3-		1,000	7,102	4,500	2,602	0	0,000			2,730		129,056	296	4,933	694880369753990705	694877343693448585	111	
1	C18H18N4O7	[M - H]-	C18H17N4O7-		1,000	118,359	118,359	0,000	49	0,869	1,685	5,013	-5,067		401,108	297	4,944	694880368600557018	694877437712980031	2696	
1	C7H9N7O2	[M - H]-	C7H8N7O2-		0,922	40,282	40,282	0,000	7	0,382	5,486	5,486	9,699		222,077	297	4,952	694880378163571460	694877375268173467	985	
1	C8H12O5	[M - H]-	C8H11O5-		0,969	34,089	34,089	0,000	5	0,187	10,594	10,594	-3,726		187,061	298	4,970	694880355367526194	694877363058552623	605	
1	C14H20N4O5	[M - H]-	C14H19N4O5-		1,000	133,040	128,309	4,730	27	0,430	-0,330	5,861	-5,178		323,134	298	4,974	694880357976383586	694877412626844549	2049	
1	C8H8O6S	[M - H]-	C8H7O6S-		1,000	36,665	36,665	0,000	8	0,206	1,233	3,867	-1,699		230,996	299	4,980	694880358165127314	694877380271978705	1096	
1	C15H22N4O3	[M - H]-	C15H21N4O3-		0,973	105,489	103,661	1,829	22	0,399	-1,232	6,574	-6,371		305,160	299	4,983	694880357221408746	694877402753451717	1808	
1	C8H16N3O4	[M - H]-	C8H15N3O4-		1,000	73,598	73,598	0,000	17	0,326	2,967	6,427	3,526		217,108	299	4,990	694880365370942836	694877373909218741	939	
1	C10H22N6O7	[M - H]-	C10H21N6O7-		0,713	104,350	104,350	0,000	35	0,636	2,595	5,484	4,418		337,149	299	4,991	694880363550614727	694877418268184314	2226	
1	C9H11N3O7S	[M - H]-	C9H10N3O7S-		0,827	89,593	89,593	0,000	21	0,433	5,002	5,002	2,267		304,025	299	4,991	694880366620845468	694877402514376339	1798	
1	C20H25N7O7	[M - H]-	C20H24N7O7-		1,000	66,384	63,020	3,364	29	0,719	1,297	2,241	-5,230		474,172	300	4,999	694880369884014144	694877452141387374	3008	
1	C6H12O3	[M - H]-	C6H11O3-		0,999	4,820	4,500	0,320	0	0,000			2,077		131,072	300	5,000	694880378247457589	694877344997877229	131	
1	C18H25N5O7	[M - H]-	C18H24N5O7-		1,000	150,361	147,072	3,289	41	0,707	-1,867	3,493	-5,547		422,166	300	5,003	694880384941567349	694877442293160460	2786	
1	C17H26N4O6	[M - H]-	C17H25N4O6-		0,753	87,794	87,794	0,000	38	0,713	-2,393	5,492	-7,970		381,175	301	5,020	694880382907329749	694877433426400708	2569	
1	CHNO4P3S5	[M - H]-	CNO4P3S5-		0,699	0,637	0,637	0,000	4	0,052	0,748	2,923	-1,505		342,764	301	5,021	694880402280822126	694877421158059971	2264	
1	C15H26N2O3S2	[M - H]-	C15H25N2O3S2-		0,900	107,138	106,162	0,976	44	0,560	-0,501	4,530	-6,543		345,129	301	5,021	694880397499314349	694877422701563998	2295	
1	C10H16N2O4	[M - H]-	C10H15N2O4-		1,000	42,259	38,412	3,847	20	0,721	1,856	2,541	-1,764		227,103	301	5,023	694880376783645213	694877376719402906	1036	
1	C10H19NO5	[M - H]-	C10H18NO5-		0,999	105,306	105,306	0,000	23	0,433	-0,662	4,537	-0,845		232,119	301	5,024	694880380134894629	694877380498471166	1105	
1	C15H20N6O7	[M - H]-	C15H19N6O7-		1,000	95,784	95,784	0,000	42	0,832	1,600	4,675	4,478		395,134	302	5,026	694880412309403498	694877435678742316	2641	
1	C10H11NO3	[M - H]-	C10H10NO3-		0,999	41,076	41,076	0,000	5	0,643	-7,836	7,836	-1,753		192,066	302	5,029	694880400171086231	694877364769828915	657	
1	C6H5NO2	[M - H]-	C6H4NO2-		0,999	12,302	12,302	0,000	1	0,178	2,421	2,421	7,278		122,026	303	5,044	694880399135093008	694877341390775499	73	
1	C19H22N4O8	[M - H]-	C19H21N4O8-		0,956	97,969	95,319	2,650	43	0,804	-1,628	6,235	-5,442		433,134	303	5,047	694880420584765947	694877443421428431	2825	
1	C15H16N6O7	[M - H]-	C15H15N6O7-		0,734	52,856	51,189	1,667	29	0,747	2,425	3,846	8,718		391,104	303	5,047	694880387420401195	694877434701469314	2607	
1	C11H24N3O2S2	[M - H]-	C11H23N3O2S2-		1,000	156,448	153,727	2,722	43	0,658	0,036	4,423	-0,367		293,124	303	5,049	694880426729422086	694877398362014704	1663	
1	C7H10O4	[M - H]-	C7H9O4-		1,000	14,552	14,552	0,000	2	0,058	-4,104	6,179	-1,034		157,050	303	5,057	694880421641730917	694877352837032350	320	
1	C12H16N3O7	[M - H]-	C12H15N3O7-		0,963	73,880	72,415	1,465	32	0,417	0,190	3,112	2,464		313,092	304	5,062	694880424321891390	694877406339582152	1911	
1	C7H8O3	[M - H]-	C7H7O3-		1,000	27,919	27,919	0,000	4	0,218	-4,356	4,379	1,887		139,040	304	5,064	694880421285214898	694877346776262335	173	
1	C5H10O3	[M - H]-	C5H9O3-		0,999	5,276	4,500	0,776	0	0,000			5,999		117,056	304	5,066	694880420651874830	694877340530943114	60	
1	C9H10O4	[M - H]-	C9H9O4-		1,000	59,268	58,743	0,525	9	0,295	1,500	12,245	-1,670		181,050	304	5,068	694880414658213938	694877360617467330	532	
1	C6H4N3O4	[M - H]-	C6H3N3O4-		0,856	36,939	34,401	2,538	8	0,131	-1,526	4,771	7,601		181,014	304	5,073	694880423332035546	694877360491638190	528	
1	C8H18N3O6	[M - H]-	C8H17N3O6-		0,989	35,236	33,354	1,882	14	0,300	-0,035	5,469	-0,095		251,112	305	5,088	694880428751076871	694877385003154507	1274	
1	C19H22N3O5S	[M - H]-	C19H21N3O5S-		1,000	84,483	84,483	0,000	39	0,811	-2,455	7,543	7,540		403,124	306	5,094	694880430906949672	694877438124021888	2709	
1	C15H14N4O5	[M - H]-	C15H13N4O5-		0,997	134,646	131,539	3,107	26	0,331	-0,743	5,669	-3,747		329,088	306	5,097	694880450817327261	694877415290227999	2131	
1	C6H10O4	[M - H]-	C6H9O4-		0,954	6,399	4,500	1,899	0	0,000			0,053		145,051	307	5,111	694880446782404817	694877348730808224	218	
1	C8H18N3O4	[M - H]-	C8H17N3O4-		0,651	22,627	22,627	0,000	7	0,295	1,217	4,640	3,767		219,123	307	5,114	694880442982364882	694877374299289083	953	
1	C7H11NO3	[M - H]-	C7H10NO3-		0,989	3,752	2,000	1,752	0	0,000			-0,107		156,067	307	5,116	694880446543329371	694877352702814602	316	
1	C4H8N6O2	[M - H]-	C4H7N6O2-		0,988	12,152	12,152	0,000	2	0,081	-6,340	7,527	15,918		171,066	307	5,117	694880446467831846	694877356758707150	432	
1	C10H17NO5	[M - H]-	C10H16NO5-		1,000	51,867	46,958	4,909	9	0,929	-5,809	7,017	-1,809		230,103	307	5,117	694880449626143738	694877380041291940	1087	
1	C12H15N4O6	[M - H]-	C12H14N4O6-		0,988	125,299	121,890	3,410	35	0,570	-2,721	5,942	4,312		310,093	307	5,124	694880450049768489	694877405173565480	1879	
1	C17H20N4O7	[M - H]-	C17H19N4O7-		0,988	66,309	64,505	1,803	39	0,747	-0,081	4,511	-5,887		391,124	308	5,126	694880461235980508	694877434739218055	2608	
1	C18H28O13	[M - H]-	C18H27O13-		1,000	55,180	51,225	3,956	15	0,809	1,732	7,296	-1,961		451,145	308	5,126	694880468722814247	694877447582178479	2921	
1	C7H6O3	[M - H]-	C7H5O3-		0,997	4,500	4,500	0,000	0	0,000			0,018		137,024	308	5,131	694880460074158135	694877346147116655	157	
1	C23H28O12	[M - H]-	C23H27O12-		1,000	60,124	55,948	4,176	19	0,756	-2,216	6,100	-1,212		495,150	308	5,132	694880474703892413	694877455119343649	3095	
1	C7H10O3	[M - H]-	C7H9O3-		0,999	4,500	4,500	0,000	0	0,000			4,482		141,056	308	5,132	694880469700087215	694877347187304177	183	
1	C9H20N5O2	[M - H]-	C9H19N5O2-		0,962	20,965	19,324	1,642	5	0,273	-6,045	6,045	4,742		229,156	308	5,133	694880460422285435	694877377885419608	1074	
1	C6H5NO3	[M - H]-	C6H4NO3-		0,989	2,000	2,000	0,000	0	0,000			4,807		138,020	308	5,137	694880461516998944	694877346499438236	166	
1	C14H20N4O3	[M - H]-	C14H19N4O3-		1,000	49,787	46,708	3,079	13	0,514	-7,953	7,953	-4,719		291,145	309	5,142	694880465098935182	694877396189365110	1641	
1	C23H26O13	[M - H]-	C23H25O13-		1,000	88,771	82,517	6,254	27	0,847	-0,368	2,095	-1,580		509,129	309	5,145	694880479380541530	694877456625099000	3138	
1	C12H13NO7S2	[M - H]-	C12H12NO7S2-		1,000	77,862	72,405	5,457	28	0,713	0,621	3,351	0,499		346,006	309	5,145	694880469612006785	694877423284572329	2310	
1	C11H22N2O3S	[M - H]-	C11H21N2O3S-		1,000	60,409	60,409	0,000	26	0,355	0,770	5,205	-4,431		261,127	309	5,151	694880466399169574	694877387960139287	1366	
1	C13H16O8	[M - H]-	C13H15O8-		1,000	124,993	122,336	2,657	22	0,594	-2,918	5,496	-0,204		299,077	310	5,159	694880470937406956	694877400840848748	1739	
1	C20H29N7O8S	[M - H]-	C20H28N7O8S-		1,000	114,747	114,747	0,000	43	0,657	-3,123	4,478	-2,177		526,171	310	5,175	694880485500031709	694877458244100549	3179	
1	C9H17NO4	[M - H]-	C9H16NO4-		1,000	35,440	35,440	0,000	8	0,060	5,098	5,442	-0,799		202,108	311	5,181	694880463261829772	694877369417118427	793	
1	C20H32N4O9	[M - H]-	C20H31N4O9-		1,000	76,942	76,942	0,000	36	0,793	0,058	4,098	-5,989		471,207	311	5,184	694880468215303398	694877451512241679	2989	
1	C8H6O5	[M - H]-	C8H5O5-		0,833	21,443	20,401	1,042	3	0,095	-8,897	8,897	0,349		181,014	312	5,192	694880483931361556	694877360554552760	530	
1	C8H16N3O6	[M - H]-	C8H15N3O6-		0,993	66,779	63,762	3,016	20	0,378	2,777	6,488	-0,577		249,096	312	5,194	694880489769835126	694877384504032251	1258	
1	C6H6N3O3	[M - H]-	C6H5N3O3-		0,994	42,417	41,510	0,907	13	0,165	9,143	9,394	6,169		167,035	312	5,195	694880499714531826	694877355634633508	398	
1	C7H8O3S	[M - H]-	C7H7O3S-		0,500	49,103	46,399	2,704	10	0,831	-1,758	7,556	2,054		171,012	312	5,196	694880487584600996	694877356670626751	429	
1	C7H9NO3	[M - H]-	C7H8NO3-		0,998	10,187	10,187	0,000	2	0,122	0,350	10,095	2,488		154,051	312	5,197	694880490352843463	694877351893313820	294	
1	C11H12O7	[M - H]-	C11H11O7-		1,000	42,338	41,893	0,445	17	0,813	-2,485	6,023	-0,260		255,051	312	5,197	694880492152199967	694877385636494521	1296	
1	C15H20N4O6	[M - H]-	C15H19N4O6-		0,528	43,029	38,453	4,576	24	0,747	-1,987	6,256	-5,804		351,129	312	5,200	694880494798806192	694877424706441605	2354	
1	C6H20N6O4S	[M - H]-	C6H19N6O4S-		0,627	102,190	102,190	0,000	33	0,613	0,546	5,160	-0,766		271,119	312	5,203	694880497332166109	694877390900346871	1462	
1	C3H6O4S	[M - H]-	C3H5O4S-		0,509	0,131	0,131	0,000	0	0,000	4,247	4,247	5,415		136,992	312	5,207	694880500133962307	694877346033870437	155	
1	C12H16N3O8	[M - H]-	C12H15N3O8-		0,996	120,732	118,221	2,511	36	0,709	0,125	3,772	4,245		329,088	313	5,209	694880498615624024	694877415256673562	2130	
1	C14H18N4O3	[M - H]-	C14H17N4O3-		1,000	75,127	71,575	3,553	26	0,694	-1,213	4,802	-2,469		289,130	313	5,210	694880498418491001	694877395396641509	1612	
1	C26H44O14	[M - H]-	C26H43O14-		0,933	36,996	36,996	0,000	17	0,701	0,724	2,046	0,121		579,266	313	5,211	694880503732675796	694877462119637899	3268	
1	C8H15N4O2S	[M - H]-	C8H14N4O2S-		1,000	91,157	91,157	0,000	27	0,496	-3,548	8,878	-10,411		230,082	313	5,213	694880488314409962	694877380020320415	1086	
1	C14H18N2O7	[M - H]-	C14H17N2O7-		0,767	81,012	78,882	2,129	27	0,611	0,836	7,126	3,031		325,105	313	5,215	694880505179710846	694877413239213038	2070	
1	C7H12O3	[M - H]-	C7H11O3-		1,000	16,253	16,253	0,000	4	0,375	3,353	6,692	1,553		143,072	314	5,230	694880501383865204	694877347841615676	198	
1	C21H21NO6S	[M - H]-	C21H20NO6S-		0,842	41,915	41,915	0,000	27	0,738	-0,287	2,488	6,419		414,104	314	5,233	694880509973800553	694877441483659658	2760	
1	C9H9NO	[M - H]-	C9H8NO-		0,999	2,981	2,000	0,981	0	0,000			-0,736		146,061	314	5,238	694880504147911944	694877349099907021	227	
1	C12H14N2O3	[M - H]-	C12H13N2O3-		0,988	47,770	44,212	3,559	17	0,708	1,967	5,258	1,691		233,094	315	5,245	694880511756379907	694877380569774349	1108	
1	C6H10N6O3	[M - H]-	C6H9N6O3-		0,968	38,009	38,009	0,000	10	0,382	-3,298	7,125	10,692		213,076	315	5,248	694880506463167984	694877371929506958	880	
1	C8H16N3O4	[M - H]-	C8H15N3O4-		1,000	111,711	111,711	0,000	26	0,537	-0,303	6,215	3,848		217,108	315	5,254	694880510753941186	694877373938578874	940	
1	C10H16N6O5	[M - H]-	C10H15N6O5-		0,963	154,434	153,743	0,691	31	0,529	1,774	4,802	7,485		299,113	316	5,259	694880525471756934	694877401017009546	1745	
1	C15H20N6O8	[M - H]-	C15H19N6O8-		1,000	83,713	83,073	0,640	43	0,738	-1,185	7,046	-3,685		411,125	316	5,274	694880532677571820	694877439290038565	2742	
1	C14H18N4O6	[M - H]-	C14H17N4O6-		1,000	119,267	119,267	0,000	37	0,689	-1,640	5,112	-10,435		337,112	317	5,277	694880525572420255	694877418058469094	2222	
1	C8H6O3	[M - H]-	C8H5O3-		0,994	4,500	4,500	0,000	0	0,000			1,023		149,025	317	5,278	694880518412741374	694877349791967271	245	
1	C4H8N3O4S	[M - H]-	C4H7N3O4S-		0,971	20,219	20,219	0,000	4	0,403	3,077	6,760	-9,094		193,015	317	5,280	694880519574564842	694877364979544145	663	
1	C4H9N4O3P	[M - H]-	C4H8N4O3P-		0,986	18,222	18,222	0,000	4	0,450	2,247	2,587	4,291		191,035	317	5,290	694880518966389684	694877364581085205	651	
1	C10H17NO5	[M - H]-	C10H16NO5-		1,000	61,581	56,766	4,814	20	0,718	4,464	7,153	-0,157		230,103	319	5,308	694880530853049206	694877380074846377	1088	
1	C6H12O3	[M - H]-	C6H11O3-		0,999	4,500	4,500	0,000	0	0,000			1,695		131,072	319	5,311	694880522011455907	694877344955934184	130	
1	C20H38N5O8P	[M - H]-	C20H37N5O8P-		1,000	67,817	67,817	0,000	32	0,732	-0,447	3,099	-5,380		506,236	319	5,320	694880530395870028	694877456176308422	3128	
1	C16H16N4O6	[M - H]-	C16H15N4O6-		0,797	64,589	63,767	0,822	36	0,817	-2,863	4,608	-3,586		359,098	320	5,326	694880550394313790	694877426715513516	2413	
1	C7H13NO3	[M - H]-	C7H12NO3-		0,990	2,000	2,000	0,000	0	0,000			-0,802		158,082	320	5,329	694880543205275813	694877353243879893	331	
1	C8H14O4	[M - H]-	C8H13O4-		1,000	74,360	74,360	0,000	12	0,568	-4,140	5,707	-1,199		173,082	320	5,330	694880541695326154	694877357928918116	462	
1	C6H10O3	[M - H]-	C6H9O3-		1,000	9,637	7,437	2,200	1	0,041	-6,039	9,947	2,575		129,056	320	5,331	694880541871487008	694877343613756804	110	
1	C13H19NO7	[M - H]-	C13H18NO7-		0,970	86,332	86,332	0,000	20	0,412	-0,663	5,474	2,414		300,110	320	5,332	694880548485905249	694877401398691275	1758	
1	C17H16N3O4S2	[M - H]-	C17H15N3O4S2-		0,459	63,070	63,070	0,000	35	0,792	2,082	5,089	2,579		389,052	320	5,335	694880553351298297	694877434579834478	2603	
1	C12H16N4O3	[M - H]-	C12H15N4O3-		1,000	106,153	104,232	1,921	29	0,541	-0,722	5,658	-6,172		263,113	320	5,341	694880537832371585	694877388354403918	1377	
1	C10H11N5O	[M - H]-	C10H10N5O-		1,000	89,605	89,605	0,000	20	0,382	-0,159	6,063	-5,755		216,088	321	5,354	694880542915868767	694877373561091449	927	
1	C27H29NO10	[M - H]-	C27H28NO10-		0,500	71,486	71,486	0,000	30	0,439	-2,873	5,294	-0,056		526,172	322	5,366	694880563316965402	694877458286043594	3180	
1	C16H19N5O5S3	[M - H]-	C16H18N5O5S3-		1,000	70,433	70,433	0,000	34	0,774	-1,917	3,699	-1,963		456,047	322	5,369	694880586133980423	694877450094566722	2948	
1	C7H8O3S	[M - H]-	C7H7O3S-		1,000	36,727	31,361	5,366	8	0,656	-1,229	4,735	0,183		171,012	322	5,370	694880571722350941	694877356632878010	428	
1	C13H16N4O2	[M - H]-	C13H15N4O2-		0,603	22,614	22,614	0,000	10	0,220	-4,881	9,154	-5,362		259,119	322	5,374	694880558027947936	694877387377130941	1348	
1	C9H7NO	[M - H]-	C9H6NO-		1,000	24,202	24,202	0,000	4	0,696	-10,244	10,244	-2,759		144,045	323	5,376	694880560238346208	694877348202325860	206	
1	C17H22O11	[M - H]-	C17H21O11-		1,000	96,319	93,496	2,823	29	0,710	-3,604	5,928	-0,187		401,109	323	5,377	694880571273560360	694877437759117380	2697	
1	C17H28N3O5S2	[M - H]-	C17H27N3O5S2-		0,735	69,112	69,112	0,000	39	0,771	-1,208	5,278	-1,898		417,139	323	5,387	694880557969227660	694877441794038204	2770	
1	C6H12N3O4	[M - H]-	C6H11N3O4-		0,992	85,329	82,917	2,412	21	0,401	1,423	10,059	4,578		189,076	324	5,395	694880551652605089	694877364178431956	638	
1	C11H14O6	[M - H]-	C11H13O6-		1,000	136,211	136,211	0,000	21	0,655	-0,724	6,885	0,366		241,072	324	5,398	694880584200406094	694877382369131115	1178	
1	C25H38N4O16	[M - H]-	C25H37N4O16-		0,647	106,889	106,889	0,000	42	0,752	-2,151	3,530	-5,999		649,217	324	5,402	694880642849366257	694877465470887285	3366	
1	C15H22N6O10	[M - H]-	C15H21N6O10-		0,957	76,961	74,313	2,649	37	0,724	0,977	4,099	2,888		445,134	324	5,405	694880604878327262	694877446424550425	2891	
1	C11H16N6O6	[M - H]-	C11H15N6O6-		0,983	119,989	119,729	0,260	28	0,456	1,262	5,705	6,616		327,108	324	5,408	694880600507861874	694877414099045503	2099	
1	C9H8O2	[M - H]-	C9H7O2-		0,921	4,500	4,500	0,000	0	0,000			0,999		147,045	325	5,410	694880596166755859	694877349368342512	234	
1	C18H17N5O5	[M - H]-	C18H16N5O5-		1,000	125,587	125,587	0,000	33	0,616	-3,492	6,054	-3,513		382,114	325	5,410	694880604433730887	694877433745167867	2580	
1	C8H16O4	[M - H]-	C8H15O4-		1,000	38,413	38,413	0,000	6	0,445	8,245	8,245	-4,069		175,097	325	5,417	694880604513422693	694877358713253079	485	
1	C8H9NO4	[M - H]-	C8H8NO4-		1,000	72,922	72,922	0,000	13	0,431	-2,464	10,207	1,805		182,046	326	5,426	694880598763030992	694877360940428783	541	
1	C17H25N8O9	[M - H]-	C17H24N8O9-		0,998	74,748	74,748	0,000	40	0,824	-1,826	4,126	-7,276		484,164	326	5,429	694880616353944435	694877453601005386	3052	
1	C7H6O5S	[M - H]-	C7H5O5S-		0,996	6,206	6,206	0,000	2	0,041	7,148	7,148	0,110		200,986	326	5,432	694880606761569991	694877368183992871	757	
1	C5H12N2O7	[M - H]-	C5H11N2O7-		0,999	58,190	58,190	0,000	11	0,400	-0,171	9,134	14,431		211,060	326	5,436	694880604047854857	694877371380053044	862	
1	C9H12O5	[M - H]-	C9H11O5-		1,000	32,533	32,533	0,000	5	0,309	0,969	3,708	0,919		199,061	326	5,439	694880608351211423	694877367173165462	728	
1	C16H20N2O7	[M - H]-	C16H19N2O7-		0,908	103,548	103,548	0,000	34	0,676	1,928	4,048	-4,313		351,118	327	5,442	694880615766741780	694877424614166907	2352	
1	C7H7NO3	[M - H]-	C7H6NO3-		0,996	31,823	31,823	0,000	6	0,241	-8,606	8,971	3,377		152,036	327	5,443	694880612591653253	694877351159310525	275	
1	C6H12O4	[M - H]-	C6H11O4-		1,000	39,080	38,097	0,984	5	0,441	3,046	8,132	-1,716		147,066	327	5,444	694880625698855437	694877349506754564	238	
1	C15H23N2O5P	[M - H]-	C15H22N2O5P-		0,996	89,247	88,541	0,706	31	0,519	-4,260	7,230	-12,846		341,123	327	5,445	694880632741092702	694877420558274409	2246	
1	C17H24N4O7	[M - H]-	C17H23N4O7-		1,000	104,868	102,486	2,382	41	0,805	-1,366	6,311	-5,346		395,155	327	5,451	694880639946907724	694877435896846154	2647	
1	C23H28N4O4S	[M - H]-	C23H27N4O4S-		0,973	58,576	58,041	0,535	31	0,713	-2,293	4,726	-0,615		455,176	328	5,464	694880631294057582	694877449960348974	2944	
1	C7H10O2	[M - H]-	C7H9O2-		1,000	4,500	4,500	0,000	0	0,000			0,615		125,061	328	5,473	694880630304201693	694877341688571113	79	
1	C8H8N4O	[M - H]-	C8H7N4O-		1,000	30,469	28,341	2,128	6	0,356	5,479	8,663	-10,250		175,061	329	5,479	694880624427981142	694877358583229635	481	
1	C14H18O12S	[M - H]-	C14H17O12S-		0,865	44,977	36,876	8,101	23	0,822	2,497	3,821	0,634		409,045	329	5,480	694880630685883403	694877439105489164	2737	
1	C8H16N3O4	[M - H]-	C8H15N3O4-		1,000	50,828	50,828	0,000	16	0,348	3,293	7,859	4,355		217,108	329	5,489	694880625237481944	694877373997299140	942	
1	C22H28N4O6	[M - H]-	C22H27N4O6-		0,996	63,475	60,151	3,324	34	0,734	-1,243	5,902	-4,486		443,192	329	5,492	694880622506989439	694877446353247247	2889	
1	C7H13NO3	[M - H]-	C7H12NO3-		0,912	2,000	2,000	0,000	0	0,000			0,210		158,082	330	5,496	694880616014205770	694877353352931812	334	
1	C26H34N4O7S2	[M - H]-	C26H33N4O7S2-		1,000	66,682	66,682	0,000	39	0,750	3,990	5,355	-6,766		577,176	330	5,496	694880652257191102	694877461775704916	3257	
1	C6H11N4O4	[M - H]-	C6H10N4O4-		0,944	45,608	44,022	1,585	13	0,637	2,193	6,570	5,575		202,072	330	5,502	694880634641112681	694877369173848765	787	
1	C6H13NO2	[M - H]-	C6H12NO2-		0,998	4,766	2,000	2,766	0	0,000			2,904		130,088	331	5,509	694880632883699132	694877344440034747	121	
1	C31H30N16O9	[M - H]-	C31H29N16O9-		0,586	78,122	73,628	4,494	38	0,807	3,200	3,973	3,016		769,233	331	5,514	694880646712320383	694877466871785061	3414	
1	C7H6N3O5	[M - H]-	C7H5N3O5-		0,668	47,401	46,291	1,111	10	0,428	-8,080	10,174	5,550		211,025	331	5,518	694880637203832793	694877371359081519	861	
1	C12H24N2O3	[M - H]-	C12H23N2O3-		1,000	71,328	68,932	2,397	17	0,490	0,682	5,353	0,221		243,171	331	5,521	694880635182178050	694877383417707310	1217	
1	C8H10N3O4S	[M - H]-	C8H9N3O4S-		0,995	49,580	49,580	0,000	19	0,549	1,863	6,320	7,137		243,034	332	5,525	694880653309961493	694877382973111001	1200	
