Feature,Lfc_symrk,Lfc_ccamk,Lfc_nsp1,Lfc_nsp2
Feature16,0.0875402642979948,-0.0154290468767983,0.0618607922306113,-0.176320278129856
Feature17,0.121344487771162,0.60422447526321,0.180286831125597,0.494004319120855
Feature65,-2.88705742729052,-0.0913000829550079,1.81248955146654,0.904011975247816
Feature76,-0.291350311121222,-0.93757750908726,-1.28882739589278,-0.872377622403464
Feature77,-0.47421672677945,-0.652046688983064,0.202833054070803,-0.916293854969965
Feature79,-1.52927842426006,-0.862935642237142,-1.65130860400653,-0.587987745688114
Feature80,-3.26110895038992,0.381936347656558,-1.69862833259789,0.543118349603828
Feature84,-0.223314938839852,-0.0791283300511834,0.029401323697773,0.385839077896706
Feature96,-0.0162835852329365,0.432499534965829,0.444367981668122,0.649945287002558
Feature100,-0.663834088184727,-0.418502571052051,-0.305202926890302,-0.375722405977122
Feature101,-0.79889369087444,-0.439845065894386,-0.175445558472782,-0.520746226583982
Feature114,-0.864967250704297,0.118105053213292,-0.715716259817437,-3.03861733872729
Feature115,-2.37265131325536,-1.41560124641424,-2.24596921948458,0.0463942661813985
Feature116,-0.348551022374827,0.306016138963874,0.711463023156269,0.815090526135821
Feature119,1.35419369028687,-0.408592964141956,-2.15247358713399,-1.02367163864457
Feature125,1.11722242461916,2.83354685601398,1.45698212506872,1.17068990807792
Feature126,-11.0853089146041,3.47941788429997,11.0623016615841,10.7058577198499
Feature127,-0.344045715743321,-0.242014671121892,-6.05530625317828,-3.53276324402047
Feature128,-0.308225384989696,-0.609079005939438,-1.05232826621098,-0.799389429196844
Feature131,-0.915456655951561,-0.351381456130451,-0.694652563254877,-1.98784681453398
Feature134,-1.51287535069156,-0.998033029615049,-1.83795060509622,-0.582940437622401
Feature135,0.417875636855425,-1.00162974940991,-1.14271222734574,-4.63998574583251
Feature138,-0.412914995272084,-0.286788186095724,-0.580911482846608,-1.16042696502315
Feature139,-0.845575436587304,-0.0941115699715657,-1.06572943459988,-0.879871926436345
Feature141,0.0218685773474247,-0.291682014635912,-0.147854537447371,-0.19869892910463
Feature142,-0.957641497291378,-0.390549773219885,-1.75971185555908,-1.02618462976719
Feature146,0.271912881329117,-71.7511093322017,-6.21414503030625,-12.5307873325736
Feature148,0.27067196737543,-2.52388147191242,-3.11512632310359,-5.93172003688991
Feature149,-1.50659702413372,-1.24471071730841,-5.36928983247052,-20.7290867167159
Feature153,-0.238277379642741,0.00730733617392903,0.0688449081173883,0.00335918933991181
Feature154,0.481837434366346,-0.0874308823678437,-0.1980120010339,-0.56840361565369
Feature159,0.174912898275767,-0.322085511739975,-0.447228047108515,-0.632593518435603
Feature160,0.303472544453038,-0.426232283180047,-0.743079990479214,-0.478106962308997
Feature161,0.900630831420889,-4.30647102672069,-6.93822172454432,-5.31750432246115
Feature163,0.0624809509156287,-0.238078313945426,0.457294032422202,-0.639748297338569
Feature168,-0.449982064161207,-0.366999949573145,0.206025139208299,-0.57241975519831
Feature174,-1.31369069821819,-0.8056980682509,-0.181120985377533,-1.02595471660479
Feature176,-2.55239164799492,-0.317135021193506,-1.5769715939582,-1.712113141391
Feature177,-4.15739703452489,-1.25297219637886,0.492462878826089,-0.898310253231971
Feature178,0.192949806618784,-0.242136043441804,-1.71343000441719,-0.798755123183997
Feature180,0.0907771802184243,0.027650965727916,0.383365538728564,-0.21487964829662
Feature185,-0.669403102250851,-0.338418795069466,-0.33928824263729,-0.697588989054241
Feature186,-0.547618374731352,-0.406014556896302,-0.251767779162266,-0.683782124588636
Feature187,0.402752197122555,-0.0267433675176018,0.182028591582029,0.00995685942997997
Feature188,-0.565735771100788,-0.292373689593598,-0.198175383246714,-0.235824754550088
Feature194,0.174591418378886,-0.920804614268229,-1.00676003504299,-0.540969298012852
Feature195,-0.518360895441622,-2.49837453498614,-7.00073087763762,-2.32148047670168
Feature197,-0.00570577307853087,-3.23270252958294,-2.77121795172851,-6.20160149780657
Feature200,0.123636572671822,-0.154681842228225,0.0983455453409075,-0.0992839548478765
Feature201,-0.0422881312910777,0.0343653520415939,-0.0112024411192722,-0.0456390002127896
Feature203,-0.136431893737075,-0.0940196752431703,-0.0558706187274534,-0.250489455741726
Feature205,0.170121730049101,-2.30640260198799,-0.715694364724362,-0.872072561666447
Feature207,-0.299210323978087,0.0278052250134766,0.70478616141161,0.434319123553601
Feature209,-0.372879841783439,0.194380112872743,1.00633529087829,0.250345711213323
Feature210,-3.21557207123565,-1.01327512678273,-3.19177930869125,-1.35183062899944
Feature212,-0.99258589663714,-0.352750630008477,-1.63165873398697,-0.738771227927717
Feature213,-0.0165666710940384,-1.42233158132367,0.893883292961149,0.0133060593311043
Feature214,-0.224070929496674,0.188522812255593,0.476041848257038,0.542383390604269
Feature215,1.39942747276977,-0.779692146957968,-1.57380226715786,-2.44367619256553
Feature218,-0.0407711987777919,0.00422061729882498,0.45380793692772,0.240670770040606
Feature220,-0.575975724664794,0.0520357639581084,0.560709988941693,-0.552285478077168
Feature224,-0.394702432688695,-0.754594790965674,-0.585591079609092,-0.138176105237642
Feature226,0.505253513979928,-2.5410333661884,-7.09830034232116,-13.4995029195161
Feature231,-0.0160132173697899,-0.766715577047203,-0.362738644255575,-0.53744780132508
Feature233,-0.155417502489273,0.375667379879933,0.432629804642068,0.267338246658943
Feature236,-0.278796850694157,-0.185544491998944,0.159560246384093,-0.309858710680865
Feature239,-2.9870433052367,0.0683088019219728,1.16271983906381,-16.6759115468504
Feature243,-0.160698323624898,-0.389848206542531,-0.188280101510794,-0.303509525622637
Feature244,-0.130506144952922,-0.363732443420733,-0.291855723068982,-0.401683491077063
Feature248,-1.80709829855779,-0.309494844538973,-1.84381753305335,-1.05824535516758
Feature250,-0.361540343615583,-0.157320305252289,-0.0393420217776208,-0.3681972515546
Feature253,1.13105678269875,-0.768178373546321,-7.35685610362005,-0.858749071432364
Feature257,-0.237862292136796,-2.50069480540856,-0.414140732474942,-4.01592931434845
Feature262,0.0149588881830983,-1.25079206219367,-1.61409365876659,-1.20173012373194
Feature263,-1.65592267750051,-0.272826578402717,-0.980654467726409,-1.13241704330034
Feature264,0.656180003777316,-1.35150134215527,-2.00837508890643,-1.4916948070285
Feature268,-0.378279063828533,-0.18405808151525,-0.915760515135047,-0.59321716879274
Feature269,-0.00265058409532744,-2.82602407030093,-3.84814434396023,-2.69981209327307
Feature270,-0.477544911611961,-0.237401942939554,0.300503116738593,-0.645449535899516
Feature271,-0.388663313683318,-0.980325055559508,-1.5887313597772,-0.97499845107868
Feature272,-0.279409522887741,-0.900238241597722,-1.36727041493868,-0.830269494082492
Feature273,-0.101229521878229,-0.437435040032434,0.226678071737508,-0.350134034893217
Feature274,-0.0826523089450756,-0.183538963020169,0.667260497866896,0.151084893856565
Feature275,1.23665367696503,0.371561565221376,-0.00554167351077383,-0.370885668602093
Feature276,-1.06848600786685,-1.28506287292701,-1.77904938538582,-1.17152109223001
Feature278,0.131363891447207,-0.696644433740779,-1.20062019617271,-2.14948129013577
Feature279,0.353742767112225,-0.43640783200164,-0.273654266830161,-2.59964829088401
Feature280,-0.138930355466991,-0.418197001561086,-0.625949398599675,-0.466487768840193
Feature281,-2.12777148982176,-1.03298730285999,1.44831808017676,0.110867555301222
Feature284,-0.258263299101675,-0.0667115328376601,-0.654669747521742,-0.501426772371285
Feature285,-0.697288373335164,-1.27550356341209,-0.322329381804079,-0.300078644224848
Feature286,-0.575733625195254,0.386285522255048,0.497984432695884,0.0918944766708837
Feature288,-3.7069913214522,-0.631076518530427,-0.184973103335524,-5.34417671446706
Feature290,0.0874841437435236,0.671591546042163,0.792754619224835,-0.0603376770353291
Feature291,-0.315406774006356,0.166782827663723,-0.542490319632996,-0.159752135078937
Feature292,-0.169924336399733,-0.0120103963711559,1.17384833888695,0.508387495291129
Feature293,-1.23625648281946,-0.8860792252213,-1.14228378128205,-1.36966572581902
Feature294,0.424461306281456,0.520188796999164,0.971582343895194,0.607856614863689
Feature303,-0.751851550207785,-0.869010800783823,0.755399572173203,-1.00371309711143
Feature309,0.251653614866533,-1.22478448725722,-2.95920041279783,-1.12852377506363
Feature311,-1.11407668328298,0.858716760052306,1.27236839310132,-1.21336416898968
Feature318,-0.408082138537832,-1.89097683244678,-1.02018635819977,-0.203137586044251
Feature319,-0.445896081760059,0.388753795004178,-0.350201490015051,-2.58359775393945
Feature320,3.60792655162184,2.78647498135295,2.18180879830295,3.51525394639417
Feature321,-0.0409431206970004,-0.204579731702292,0.159181629570841,-0.296214179142739
Feature324,-0.0185102873753974,0.373181011135783,0.371426272318955,0.543020378887272
Feature328,-0.106516790820391,-0.0902536102069434,-1.30127913565181,0.266814490685818
Feature329,-0.410182663607618,-0.266634056533859,0.282050644580577,-0.373110940063406
Feature331,-0.0613863272854941,-0.0800955781362688,0.192233116779173,0.0457806743882882
Feature335,0.132659492965973,0.199904562277296,0.322301585764617,0.301344273774372
Feature336,-0.582802361351496,-0.263036713266998,0.108513830055378,-0.132573714241602
Feature347,0.0974739844981977,0.222402329193254,0.0910675072911531,0.0717864280569194
Feature348,-7.05333684251461,1.93937439420664,3.54322381716984,2.9095146262366
Feature349,0.515172551083798,-6.17534518584332,-11.1520994340373,-1.9644751536203
Feature350,-0.11290023109441,0.000515262715150128,0.906770126243869,0.515777788480842
Feature355,1.06670972823312,1.49423421390702,-0.513044744315671,0.909111691009652
Feature356,-0.270148618225241,-0.965007079188207,1.17790187404771,0.331619650818192
Feature358,-0.0941276799346605,0.464345482769009,0.314322692535004,-0.753714170943491
Feature360,1.38577175681116,-1.14090337947807,-5.34753262872236,-2.03133164640635
Feature361,-0.265171673986973,-0.0375712172585028,-0.00699936955211127,-0.712665423813713
Feature362,-1.40467445988266,-0.14504987352427,0.331943121602354,-0.50494782053756
Feature363,0.106539556051092,-0.904065259207912,-2.56978678821667,-1.57907504782945
Feature364,-0.428253946252027,0.142110538652325,2.54735603621051,0.370094856710855
