Feature,symrk_p_adj,ccamk_p_adj,nsp1_p_adj,nsp2_p_adj
Feature633,0.602185859732933,0.0360088987622067,0.137647091656717,0.897473687473272
Feature634,1,0.0818042195882007,0.887130933572587,0.7189199757236
Feature636,0.470131259929459,0.0242265790033318,0.0232326667301917,0.021780595790101
Feature637,1,0.205127365869466,0.257829975489775,0.642231014821256
Feature646,0.734669507776186,0.700836342542635,1,0.260134964705325
Feature647,0.934514485403556,0.180304123658547,0.0317441018943857,0.597790285256184
Feature649,0.533889707737158,0.529738977670444,0.0839725312543504,0.325842208570672
Feature652,0.906582316471724,0.543699865962032,0.635282319205112,0.156213318713254
Feature657,0.213844037406798,0.0163159430312405,0.0153748487135132,0.014145665673997
Feature658,0.202199609787197,0.2748269929019,0.546874564272741,0.389078367323723
Feature666,0.896932409170072,0.000792151624076141,0.000535653638634023,0.013220204559742
Feature668,0.568758550897228,0.0309056415137617,0.032137893387877,0.120611655125905
Feature670,0.393228313468883,0.151660011087291,0.0252623316033243,0.150902243301894
Feature671,0.37939406531433,0.0404600910979382,0.019279878980147,0.110544101210656
Feature686,0.662701209682722,0.131195979421415,0.0343090426136808,0.0042512717942189
Feature699,0.301963354209657,0.40928644901944,0.437899056681313,0.515092551107106
Feature702,0.349876494375974,0.301584548870751,0.0468527166667185,0.157570522306804
Feature704,0.694425342828188,0.458344985664576,0.586381772416899,0.476988078182857
Feature705,0.469882304929077,0.918201341395723,0.439915583395641,0.287899707063318
Feature706,0.712474420839652,1,0.847930230143861,0.805231343127582
Feature733,1,0.0513828859833605,0.353230542172557,0.455581809203158
Feature752,0.240153909000178,0.0181462906587569,0.0742815418306617,0.244272741898395
Feature757,0.743585685132428,0.186111142470651,0.0262335578781417,0.420547031244675
Feature759,1,0.200024457195977,0.735921345947862,1
Feature761,0.927356413804126,0.72603986218098,1,0.842744316290298
Feature763,0.645033728861856,0.527472961682136,0.0569918414132274,0.265814195708994
Feature768,0.909574297775093,0.00339481901414969,0.00318784679767662,0.0026948790893508
Feature772,0.569463288216811,0.0833329915834336,0.0129889485856853,1
Feature788,1,0.968226682169637,0.101539675778203,0.120611655125905
Feature799,1,0.851124622497312,0.0576621873309655,0.210653888080844
Feature805,0.151507900222822,1,1,1
Feature808,0.81786968633902,0.992125084018696,0.25810828974027,0.897473687473272
Feature809,0.432948655843226,0.572541896242615,0.659448784793977,0.695827253136805
Feature814,0.362828991619092,0.102663400947403,0.0394669853536042,0.0161143204926765
Feature815,0.0784864743771129,0.0146877422357086,0.000535653638634023,0.0201911527239893
Feature821,0.393228313468883,0.0242877557001009,0.0832427066002482,0.408636647504723
Feature822,1,0.399098343819944,0.222483388922718,0.517848075108454
Feature823,0.344917740687031,0.278168963061393,0.492001354127232,0.503640345810828
Feature827,0.0830238714632052,0.0153093541216588,0.0143908019527799,0.0564988310451675
Feature828,0.340406773497659,0.0486365263331321,0.0466327687461434,0.0469229467870328
Feature829,1,0.0340786619249881,0.00830142916773736,0.00414906936479013
Feature838,0.122110164977109,0.14584542195152,0.119618024583426,0.956014509681776
Feature839,0.432948655843226,0.00312730137591097,0.00285366122277915,0.00240308312566816
Feature842,0.699196036904702,0.214747005415796,0.838744932156225,0.523394619942649
Feature846,0.847337841515014,0.958523101738137,0.640486888904854,0.0473217377634934
Feature860,0.37939406531433,0.448877281935907,0.0484423313375083,0.164875726322455
Feature861,0.521496262006414,0.146956364396403,0.124657613456342,0.74306273239171
Feature865,0.403681112352975,0.641139197710439,0.0932448400061994,0.788320970209093
Feature884,0.28615289832614,0.301584548870751,0.189612236492281,0.517848075108454
Feature896,0.778304588589491,0.219135683160972,0.353230542172557,0.491895807539285
Feature901,0.470252624237195,0.158182865904486,0.220957088236945,0.155137127659932
Feature902,1,0.0367886747311351,0.0559538702990818,0.0268977368947232
Feature903,0.0771750809395337,0.0149603495955829,0.284005726749386,0.0469229467870328
Feature926,0.455637554200811,0.0394571084870982,0.0385989703015097,0.0383479086933062
Feature927,0.240153909000178,0.959052476183913,0.565884054234703,0.678642406292314
Feature928,0.275798171814661,0.303750336112823,0.77173881049435,0.515092551107106
Feature929,0.324970979487452,0.508968274716279,0.910375514820513,0.675897438615253
Feature935,0.477211636182309,0.00051211911186396,0.000372724282655051,0.000353370159022792
Feature939,0.520552434116187,0.017891009002352,0.0832427066002482,0.189351509045148
Feature940,0.432948655843226,0.00307912494709509,0.00671616415623016,0.00963338085286209
Feature942,0.795403100612776,0.00277928896845289,0.0116176178784569,0.0644126838475688
Feature943,1,0.305220519999788,0.0506413945980396,0.0424963187209533
Feature948,0.832313264774636,0.0563067450364609,0.0892343427675942,0.0728429004031952
