formulaRank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	C8H13N4O3	[M - H]-	C8H12N4O3-		141,035	138,627	2,409	35	0,462	-1,047	6,388	1,162		212,092	347	5,776	650279033820944235	650277898133292981	591	
1	C15H22N4O4	[M - H]-	C15H21N4O4-		106,848	104,257	2,590	25	0,469	-3,619	7,426	-4,095		321,156	347	5,779	650279034877909566	650277949530298178	1390	
1	C11H20N2O4	[M - H]-	C11H19N2O4-		101,957	101,957	0,000	26	0,558	1,204	7,473	-0,106		243,135	347	5,782	650279038250130126	650277907054578648	807	
1	C10H17NO4	[M - H]-	C10H16NO4-		93,211	93,006	0,205	22	0,411	-0,939	9,671	-2,135		214,108	347	5,786	650279039521004427	650277898846324751	610	
1	C12H23ClN2O2	[M - H]-	C12H22ClN2O2-		79,656	72,059	7,597	23	0,423	0,925	8,126	0,577		261,138	347	5,789	650279041488134130	650277912498785809	920	
1	C6H12N3O6	[M - H]-	C6H11N3O6-		158,601	157,462	1,140	33	0,659	1,658	5,471	2,462		221,066	347	5,791	650279041400053703	650277900293359826	649	
1	C7H6N3O3	[M - H]-	C7H5N3O3-		96,418	93,701	2,717	22	0,506	-0,581	7,654	6,848		179,035	348	5,799	650279041127423853	650277889480442760	370	
1	C7H9NO2	[M - H]-	C7H8NO2-		41,490	38,811	2,679	4	0,562	6,482	6,608	2,484		138,056	348	5,804	650279040628301294	650277878990487356	148	
1	C12H22N2O2	[M - H]-	C12H21N2O2-		41,848	36,735	5,113	12	0,182	-4,049	9,349	-1,042		225,161	349	5,809	650279040737353294	650277901685868934	685	
1	C9H23N3O4S2	[M - H]-	C9H22N3O4S2-		159,806	159,806	0,000	46	0,796	-2,327	7,126	11,273		300,109	349	5,814	650279041626546221	650277933306729342	1194	
1	C10H12N4O3	[M - H]-	C10H11N4O3-		111,721	111,721	0,000	24	0,253	-0,418	4,739	-6,695		235,082	349	5,816	650279046823291169	650277904366029474	743	
1	C13H17N5O2	[M - H]-	C13H16N5O2-		61,506	61,506	0,000	21	0,568	-1,504	6,138	-4,481		274,130	349	5,817	650279046676490475	650277917267709856	999	
1	C12H12N2O2	[M - H]-	C12H11N2O2-		75,015	71,643	3,372	14	0,344	2,790	8,707	2,059		215,083	349	5,818	650279046294808742	650277899341252688	623	
1	C21H24O10	[M - H]-	C21H23O10-		79,397	74,420	4,976	25	0,730	-0,321	3,782	0,252		435,130	350	5,828	650279047121086818	650277983185395749	1836	
1	C7H17N7O3S	[M - H]-	C7H16N7O3S-		65,927	65,927	0,000	29	0,418	0,999	5,686	8,874		278,107	350	5,829	650279047255304592	650277919381639171	1018	
1	C6H10O4	[M - H]-	C6H9O4-		33,228	30,818	2,410	3	0,281	4,851	13,238	1,018		145,051	350	5,830	650279045283981238	650277880357830610	178	
1	C17H30N4O6	[M - H]-	C17H29N4O6-		107,436	103,658	3,778	35	0,735	-1,776	5,651	-0,385		385,209	350	5,835	650279051080510244	650277975732117043	1738	
1	C22H22N8O5	[M - H]-	C22H21N8O5-		67,330	65,720	1,610	28	0,786	0,662	3,082	3,941		477,166	350	5,836	650279048777837115	650277988243726672	1895	
1	C12H18N6O7	[M - H]-	C12H17N6O7-		137,969	136,770	1,199	38	0,752	-0,589	4,821	9,435		357,120	351	5,849	650279047876061673	650277967104433163	1630	
1	C6H6O	[M - H]-	C6H5O-		5,171	2,990	2,181	0	0,000	11,261	11,261	5,403		93,035	351	5,851	650279044365427987	650277870266334386	12	
1	C7H6O3	[M - H]-	C7H5O3-		47,640	45,004	2,636	7	0,879	6,342	9,404	2,667		137,025	351	5,856	650279044810024617	650277878558473999	139	
1	C17H30O12	[M - H]-	C17H29O12-		65,816	60,689	5,127	22	0,720	-2,243	5,768	-0,988		425,166	351	5,858	650279049436342901	650277982468169710	1825	
1	C10H15N4O4	[M - H]-	C10H14N4O4-		56,327	55,526	0,801	25	0,740	-3,360	7,040	-4,710		254,101	352	5,867	650279050115820269	650277910221278507	874	
1	C10H19NO4	[M - H]-	C10H18NO4-		173,086	168,119	4,966	25	0,439	-5,890	8,580	-1,561		216,124	354	5,899	650279053903277025	650277899756488834	633	
1	C13H28N4O8	[M - H]-	C13H27N4O8-		48,162	43,546	4,616	23	0,872	0,616	3,203	4,376		367,185	354	5,900	650279057946586835	650277969084144861	1673	
1	C8H17N5O6	[M - H]-	C8H16N5O6-		106,924	106,924	0,000	27	0,430	-0,250	7,487	-14,264		278,107	354	5,901	650279063600509471	650277919406805000	1019	
1	C7H15NO	[M - H]-	C7H14NO-		5,981	3,335	2,646	1	0,011	8,402	8,402	2,483		128,108	354	5,908	650279057871089344	650277876121583180	99	
1	C7H12O	[M - H]-	C7H11O-		10,802	7,937	2,866	2	0,013	-11,011	11,011	2,728		111,082	355	5,911	650279062291886580	650277872657087801	44	
1	C8H15NO3	[M - H]-	C8H14NO3-		86,442	81,950	4,491	16	0,230	-2,984	4,032	-4,971		172,097	355	5,911	650279062304469507	650277888213762797	338	
1	C8H11N4O2	[M - H]-	C8H10N4O2-		58,167	56,079	2,088	18	0,137	-0,806	6,358	-8,233		194,079	355	5,912	650279095514969823	650277893381145935	464	
1	C8H12O3	[M - H]-	C8H11O3-		14,689	14,689	0,000	4	0,037	-7,510	12,577	0,682		155,071	355	5,916	650279094239900938	650277882303987871	219	
1	C17H14N4O6	[M - H]-	C17H13N4O6-		59,844	54,723	5,122	28	0,856	3,954	4,804	-1,330		369,084	355	5,922	650279096240584662	650277969264499953	1677	
1	C12H21NO7S	[M - H]-	C12H20NO7S-		99,851	95,670	4,182	26	0,514	-2,641	4,890	0,458		322,097	356	5,931	650279096794232884	650277949635155793	1393	
1	C12H19N2O5P	[M - H]-	C12H18N2O5P-		116,832	112,823	4,009	33	0,708	1,151	6,777	-8,761		301,093	357	5,942	650279096609683482	650277933780685744	1204	
1	C9H19N4O4	[M - H]-	C9H18N4O4-		220,071	216,564	3,507	41	0,723	0,102	8,289	4,991		246,135	357	5,943	650279103626755221	650277907742444609	828	
1	C15H22N4O4	[M - H]-	C15H21N4O4-		75,529	72,491	3,038	24	0,340	-1,803	5,085	-3,888		321,156	357	5,950	650279103601589333	650277949475772221	1389	
1	C9H17NO4	[M - H]-	C9H16NO4-		87,248	85,816	1,432	16	0,327	-0,266	5,308	-2,581		202,108	357	5,953	650279103563840536	650277896086472375	541	
1	C15H14N4O5	[M - H]-	C15H13N4O5-		115,877	113,311	2,566	28	0,437	-1,756	6,504	-0,556		329,089	358	5,969	650279104016825717	650277954735429801	1461	
1	C19H20N4O8	[M - H]-	C19H19N4O8-		47,136	41,336	5,800	24	0,711	-0,061	4,208	-3,169		431,119	358	5,970	650279109557501530	650277983067955217	1832	
1	C6H6O3	[M - H]-	C6H5O3-		11,926	9,556	2,371	1	0,130	-21,319	21,319	4,978		125,025	358	5,974	650279116905922682	650277875513409050	89	
1	C8H16N3O5	[M - H]-	C8H15N3O5-		55,107	52,974	2,133	17	0,147	1,100	6,663	6,095		233,103	358	5,975	650279117354713400	650277904198257289	738	
1	C18H26N4O8	[M - H]-	C18H25N4O8-		58,444	55,464	2,981	27	0,733	-1,368	5,357	-3,639		425,166	359	5,976	650279120072623065	650277982501724147	1826	
1	C5H6O3	[M - H]-	C5H5O3-		4,500	4,500	0,000	0	0,000			1,614		113,025	359	5,988	650279117010780330	650277872938106189	48	
1	C6H10O4	[M - H]-	C6H9O4-		6,839	4,500	2,339	0	0,000			1,707		145,051	359	5,990	650279117820281379	650277880525602790	182	
1	C10H19N4O4	[M - H]-	C10H18N4O4-		111,127	109,008	2,119	29	0,452	-1,478	7,937	5,390		258,135	360	5,995	650279118545896130	650277911840280006	905	
1	C5H14N4O5S2	[M - H]-	C5H13N4O5S2-		60,058	60,058	0,000	30	0,745	5,769	5,910	2,911		273,034	360	5,999	650279120609494035	650277917070577538	993	
1	C20H26N4O5	[M - H]-	C20H25N4O5-		186,030	180,945	5,085	38	0,668	-1,112	5,616	-3,179		401,182	361	6,019	650279135482497057	650277980874334041	1796	
1	C8H17O7P	[M - H]-	C8H16O7P-		140,694	137,811	2,883	27	0,472	1,100	5,519	1,065		255,064	362	6,042	650279135562188858	650277910401633604	879	
1	C10H21N4O4	[M - H]-	C10H20N4O4-		111,969	109,894	2,075	26	0,525	0,258	8,031	3,727		260,150	363	6,042	650279134815602529	650277912368762370	917	
1	C7H12N3O4	[M - H]-	C7H11N3O4-		121,640	119,175	2,464	23	0,432	5,009	11,867	4,035		201,076	363	6,044	650279135654463578	650277895688013435	529	
1	C15H24N4O5	[M - H]-	C15H23N4O5-		74,954	71,993	2,961	23	0,248	-0,012	5,357	-3,510		339,166	363	6,046	650279137952942529	650277958514497959	1511	
1	C9H10N3O4	[M - H]-	C9H9N3O4-		128,607	128,607	0,000	31	0,651	0,664	4,432	-6,405		223,058	363	6,057	650279139005712977	650277900977031453	664	
1	C15H22N4O6	[M - H]-	C15H21N4O6-		107,442	103,671	3,771	37	0,326	-4,192	5,166	-4,582		353,145	364	6,069	650279154549808122	650277966324292515	1610	
1	C11H11NO5	[M - H]-	C11H10NO5-		73,536	68,492	5,045	18	0,109	-2,723	4,490	-0,125		236,056	365	6,080	650279156516937161	650277904634464975	752	
1	C10H11NO3	[M - H]-	C10H10NO3-		51,824	51,824	0,000	14	0,431	1,446	6,647	-2,670		192,066	365	6,085	650279156575657455	650277892898800915	451	
1	C17H30N4O6	[M - H]-	C17H29N4O6-		121,777	118,629	3,148	39	0,701	-0,939	5,901	-1,164		385,209	365	6,085	650279163525619699	650277975660813870	1737	
1	C16H22O9	[M - H]-	C16H21O9-		43,049	38,512	4,536	16	0,792	0,785	5,985	-0,096		357,119	367	6,109	650279158291127980	650277967158959120	1631	
1	C8H8O3	[M - H]-	C8H7O3-		30,370	28,585	1,784	4	0,083	10,179	10,179	-0,334		151,040	367	6,119	650279155682270443	650277881762922605	209	
1	C10H17NO4	[M - H]-	C10H16NO4-		138,990	134,368	4,622	29	0,434	-1,374	6,124	-1,811		214,108	368	6,130	650279157376769608	650277899018291235	614	
1	C10H21N4O4	[M - H]-	C10H20N4O4-		176,224	175,097	1,127	36	0,651	-3,370	5,982	3,693		260,150	368	6,131	650279159180320492	650277912335207933	916	
1	C9H17N4O3	[M - H]-	C9H16N4O3-		141,322	137,191	4,131	32	0,161	0,156	5,724	4,992		228,124	368	6,136	650279155975871824	650277902495369686	703	
1	C9H16O5	[M - H]-	C9H15O5-		142,230	139,574	2,656	19	0,386	0,129	6,945	-3,970		203,092	369	6,143	650279165106872498	650277896350713567	549	
1	C7H12O3	[M - H]-	C7H11O3-		8,573	6,953	1,621	1	0,034	5,604	5,604	2,602		143,072	369	6,153	650279164381257783	650277879888068507	167	
1	C6H10O2	[M - H]-	C6H9O2-		6,193	4,500	1,693	0	0,000			3,104		113,061	370	6,167	650279165241090272	650277873131044188	51	
1	C14H29N4O11P	[M - H]-	C14H28N4O11P-		68,432	68,277	0,155	35	0,796	0,979	4,872	1,660		459,151	370	6,171	650279169401840023	650277985303519474	1877	
1	C10H17NO3	[M - H]-	C10H16NO3-		133,526	132,397	1,128	22	0,433	-7,324	9,087	-2,381		198,113	370	6,172	650279172849559007	650277894517802454	492	
1	C11H19N4O6	[M - H]-	C11H18N4O6-		174,477	170,617	3,861	41	0,692	1,186	6,841	4,738		302,125	371	6,177	650279173122188849	650277934007178190	1210	
1	C7H11N4O5	[M - H]-	C7H10N4O5-		49,033	46,724	2,309	21	0,087	-4,258	7,497	4,877		230,067	371	6,180	650279172765672872	650277903351007797	722	
1	C7H12O4	[M - H]-	C7H11O4-		43,452	40,550	2,902	7	0,127	-10,698	10,698	-1,139		159,066	371	6,183	650279173063468564	650277884132704570	250	
1	C8H6N3O2	[M - H]-	C8H5N3O2-		41,902	40,571	1,331	15	0,197	-2,806	5,837	7,256		175,040	371	6,189	650279174099461783	650277889014874961	359	
1	C15H21N2O6P	[M - H]-	C15H20N2O6P-		51,549	48,342	3,208	30	0,807	-1,522	5,355	-7,104		355,104	372	6,201	650279174942517048	650277966504647617	1616	
1	C13H19NO5P	[M - H]-	C13H18NO5P-		49,372	48,415	0,957	26	0,751	-1,295	2,773	-6,982		299,091	372	6,207	650279195368778385	650277933050876773	1189	
1	C12H21NO5	[M - H]-	C12H20NO5-		167,147	164,301	2,847	27	0,569	-4,317	6,038	-0,011		258,135	373	6,213	650279194374728208	650277911689285052	903	
1	C12H19N4O5	[M - H]-	C12H18N4O5-		109,549	107,066	2,483	33	0,723	0,254	4,747	-1,202		298,128	373	6,213	650279203207933173	650277931847111435	1171	
1	C11H19NO2	[M - H]-	C11H18NO2-		9,009	6,666	2,342	2	0,011	-9,719	9,719	-2,472		196,134	373	6,218	650279197654674471	650277893876073867	476	
1	C10H15N4O3	[M - H]-	C10H14N4O3-		77,610	75,694	1,916	22	0,350	-1,475	9,124	-3,481		238,106	374	6,225	650279199852489851	650277905183918859	764	
1	C10H19NO4	[M - H]-	C10H18NO4-		144,621	140,440	4,181	24	0,572	-4,706	6,799	-2,793		216,124	374	6,226	650279218903021042	650277899718740093	632	
1	C19H26N4O8	[M - H]-	C19H25N4O8-		76,208	72,787	3,420	25	0,450	-0,565	4,460	-2,167		437,167	374	6,239	650279218533921991	650277983260893231	1838	
1	C8H10N3O2	[M - H]-	C8H9N3O2-		49,840	48,489	1,351	10	0,382	1,071	9,528	5,668		179,071	376	6,263	650279218512950425	650277889832764336	378	
1	C8H8N3O3	[M - H]-	C8H7N3O3-		49,533	47,876	1,657	18	0,231	-5,617	6,725	5,389		193,050	377	6,275	650279217900581641	650277893024630055	456	
1	C11H16N3O5	[M - H]-	C11H15N3O5-		98,975	94,650	4,325	34	0,705	0,502	3,894	5,482		269,103	377	6,275	650279223357373176	650277913962598094	957	
1	C16H18N4O4	[M - H]-	C16H17N4O4-		74,620	71,511	3,109	20	0,357	-1,383	4,758	-5,055		329,124	377	6,277	650279222677895778	650277954756401326	1462	
1	C13H18N4O3	[M - H]-	C13H17N4O3-		186,383	181,567	4,816	45	0,740	-2,764	5,560	-5,192		277,129	377	6,278	650279221335718149	650277918471475173	1012	
1	C24H22N4O7	[M - H]-	C24H21N4O7-		153,382	147,867	5,515	39	0,697	-4,954	5,994	-2,437		477,140	377	6,292	650279237907414422	650277988218560843	1894	
1	C12H19NO5	[M - H]-	C12H18NO5-		163,208	160,252	2,956	34	0,363	0,615	4,002	0,202		256,119	378	6,301	650279224636636031	650277910770732406	889	
1	C16H20N4O7S	[M - H]-	C16H19N4O7S-		120,395	116,057	4,338	35	0,745	-1,753	4,328	-3,687		411,096	379	6,309	650279227417459851	650277981868384163	1810	
1	C5H12N4O3	[M - H]-	C5H11N4O3-		42,626	40,012	2,614	16	0,145	-2,867	10,194	-2,535		175,083	379	6,312	650279220303919035	650277889128121184	362	
1	C17H32N4O6	[M - H]-	C17H31N4O6-		39,101	36,701	2,401	22	0,798	0,109	3,468	-1,639		387,224	379	6,313	650279225135758276	650277976667446895	1750	
1	C22H30N4O6	[M - H]-	C22H29N4O6-		122,947	119,286	3,661	35	0,837	0,931	3,620	-2,766		445,208	379	6,318	650279229111958769	650277984435298461	1860	
1	C10H17NO5	[M - H]-	C10H16NO5-		77,747	76,161	1,587	21	0,157	1,873	7,440	-0,197		230,103	380	6,328	650279229757881633	650277903439088191	724	
1	C9H15N4O3	[M - H]-	C9H14N4O3-		111,864	110,435	1,429	32	0,801	-1,582	6,839	4,778		226,108	380	6,330	650279225534217260	650277901870418330	689	
1	C25H28O14	[M - H]-	C25H27O14-		35,234	29,486	5,748	6	0,920	2,470	3,345	2,826		551,142	380	6,330	650279242722476419	650277992358339294	1942	
1	C12H16N4O4	[M - H]-	C12H15N4O4-		163,976	162,245	1,730	39	0,670	-7,487	9,784	-3,506		279,109	380	6,330	650279246736426524	650277919662657569	1024	
1	C8H15N4O	[M - H]-	C8H14N4O-		37,008	34,567	2,441	13	0,161	1,614	9,030	3,846		182,118	380	6,333	650279243561337625	650277890084422601	383	
1	C6H12O3	[M - H]-	C6H11O3-		14,389	13,112	1,277	3	0,127	-10,761	10,761	5,117		131,072	380	6,334	650279243607475003	650277877312765626	121	
1	C17H28N4O6	[M - H]-	C17H27N4O6-		117,292	112,598	4,694	38	0,741	0,544	2,568	-3,849		383,192	380	6,338	650279246879032935	650277974389939718	1731	
1	C6H7ClN3O2	[M - H]-	C6H6ClN3O2-		91,017	84,985	6,032	20	0,462	2,006	9,439	3,785		187,016	381	6,351	650279246837089860	650277892110271638	425	
1	C8H8O4	[M - H]-	C8H7O4-		103,911	101,554	2,358	14	0,544	7,385	7,385	-5,901		167,034	382	6,360	650279243502617315	650277885818814953	285	
1	C7H12O3	[M - H]-	C7H11O3-		7,120	4,500	2,620	0	0,000			3,091		143,072	382	6,361	650279242516955481	650277879959371685	169	
1	C6H13N3O3S2	[M - H]-	C6H12N3O3S2-		82,475	82,475	0,000	32	0,538	-3,510	9,221	2,072		238,033	382	6,364	650279245801096596	650277905129392902	763	
1	C15H21N2O6P	[M - H]-	C15H20N2O6P-		159,764	154,925	4,839	43	0,623	-0,780	8,199	-7,692		355,104	382	6,367	650279248347039625	650277966429150135	1614	
1	C17H26N4O7	[M - H]-	C17H25N4O7-		141,905	137,776	4,129	30	0,578	-4,763	6,358	-4,421		397,171	382	6,369	650279250209311698	650277979905449787	1790	
1	C13H24N2O4	[M - H]-	C13H23N2O4-		123,907	123,907	0,000	27	0,595	-1,794	6,615	-0,187		271,166	383	6,382	650279251912200053	650277916428848971	982	
1	C15H20N4O6	[M - H]-	C15H19N4O6-		144,573	140,208	4,365	38	0,373	0,425	5,675	-3,254		351,130	384	6,393	650279252931416181	650277965946805110	1601	
1	C6H12O6S	[M - H]-	C6H11O6S-		58,392	53,832	4,560	14	0,470	-2,651	4,229	-8,865		211,026	384	6,398	650279252440682502	650277897789360003	581	
1	C9H15N4O3	[M - H]-	C9H14N4O3-		104,293	104,016	0,277	28	0,675	4,683	6,679	4,398		226,108	384	6,401	650279252067389365	650277901782337936	687	
1	C5H12N2O3S2	[M - H]-	C5H11N2O3S2-		82,131	82,131	0,000	23	0,589	-0,005	10,019	0,650		211,022	384	6,402	650279252902056015	650277897755805566	580	
1	C22H34N4O6	[M - H]-	C22H33N4O6-		70,881	65,710	5,172	29	0,725	-0,641	4,342	-3,686		449,239	387	6,448	650279254181318830	650277984703733947	1866	
1	C8H10N3O2	[M - H]-	C8H9N3O2-		89,498	87,451	2,047	25	0,484	-4,231	9,873	0,238		179,070	387	6,453	650279251828313927	650277889786626987	377	
1	C18H33N3O5	[M - H]-	C18H32N3O5-		113,774	107,792	5,981	28	0,589	-4,163	5,450	-0,100		370,235	388	6,461	650279256848896514	650277969579072778	1682	
1	C18H30O10	[M - H]-	C18H29O10-		72,450	71,073	1,377	26	0,508	-1,611	3,525	-2,433		405,176	388	6,462	650279266067976905	650277981327318913	1804	
1	C7H13N4O2	[M - H]-	C7H12N4O2-		94,578	93,261	1,317	25	0,629	-0,967	7,948	4,819		184,097	389	6,491	650279280253113535	650277890751316997	395	
1	C8H15NO	[M - H]-	C8H14NO-		8,112	8,112	0,000	1	0,068	15,829	15,829	3,514		140,109	390	6,498	650279278126601303	650277879208591184	152	
1	C14H20N2O8	[M - H]-	C14H19N2O8-		114,538	113,309	1,229	34	0,423	4,469	5,755	5,747		343,117	391	6,510	650279281360410153	650277961458899511	1538	
1	C12H19NO4	[M - H]-	C12H18NO4-		119,842	119,842	0,000	20	0,435	-5,214	7,895	-0,246		240,124	391	6,511	650279309135092383	650277905922116448	781	
1	C21H29N5O4	[M - H]-	C21H28N5O4-		86,050	83,160	2,889	26	0,542	-1,902	5,417	-3,966		414,213	391	6,520	650279309000874605	650277982031962044	1815	
1	C7H14N3O4	[M - H]-	C7H13N3O4-		114,066	111,019	3,047	23	0,501	3,236	8,659	3,455		203,092	391	6,520	650279308141042154	650277896388462308	550	
1	C20H20N4O8	[M - H]-	C20H19N4O8-		71,953	68,510	3,443	26	0,758	2,800	4,686	-0,513		443,121	391	6,523	650279309349002020	650277983504162893	1844	
1	C10H19N4O4	[M - H]-	C10H18N4O4-		167,375	165,159	2,216	32	0,562	2,155	6,260	5,488		258,135	391	6,524	650279314952592409	650277911899000267	906	
1	C18H22N2O6	[M - H]-	C18H21N2O6-		87,899	81,897	6,002	35	0,744	-2,532	5,504	0,111		361,141	391	6,525	650279319687964123	650277967981042789	1648	
1	C10H11N4O4	[M - H]-	C10H10N4O4-		83,389	83,389	0,000	29	0,707	-1,221	7,358	6,033		250,072	391	6,525	650279319977371172	650277908484836482	841	
1	C6H11NO3	[M - H]-	C6H10NO3-		26,009	21,590	4,419	4	0,132	-1,186	1,186	3,222		144,067	392	6,525	650279317406262049	650277880320081869	177	
1	C7H16N2O6S	[M - H]-	C7H15N2O6S-		112,076	112,076	0,000	33	0,704	0,827	7,750	-8,511		255,063	392	6,537	650279320296138337	650277910447770953	880	
1	C8H19O6P	[M - H]-	C8H18O6P-		63,539	63,539	0,000	19	0,841	0,329	5,786	0,341		241,085	392	6,541	650279319583106488	650277906190551929	787	
1	C14H26N2O4	[M - H]-	C14H25N2O4-		129,965	125,430	4,535	27	0,545	-5,535	7,642	1,820		285,183	393	6,542	650279318584861968	650277922422509785	1060	
1	C8H15NO3	[M - H]-	C8H14NO3-		18,497	15,686	2,812	4	0,158	7,522	7,522	-1,318		172,098	393	6,545	650279317527896953	650277888318620412	341	
1	C10H19NO2	[M - H]-	C10H18NO2-		54,491	51,833	2,658	16	0,262	-1,556	6,737	-3,834		184,134	393	6,545	650279317746000881	650277890856174607	397	
1	C9O	[M - H]-	C9-HO-		3,812	3,812	0,000	0	0,000			-15,190		122,986	393	6,558	650279317771166733	650277875387579920	87	
1	C11H19NO4	[M - H]-	C11H18NO4-		79,274	73,689	5,585	23	0,170	0,342	11,109	-1,262		228,124	394	6,558	650279318475810017	650277902445038033	702	
1	C16H20N4O7S	[M - H]-	C16H19N4O7S-		87,988	82,226	5,761	37	0,794	-2,832	3,466	-3,276		411,097	394	6,566	650279323618027298	650277981788692378	1809	
1	C15H31N4O13P	[M - H]-	C15H30N4O13P-		20,696	16,974	3,722	18	0,750	2,234	4,509	6,151		505,158	394	6,574	650279321978054379	650277991511089776	1922	
1	C7H16N2O6S	[M - H]-	C7H15N2O6S-		116,578	116,578	0,000	34	0,652	0,909	6,950	-8,079		255,064	395	6,575	650279334963619913	650277910363884863	878	
1	C8H19O6P	[M - H]-	C8H18O6P-		56,344	51,342	5,002	20	0,819	-0,349	6,397	-1,564		241,084	395	6,576	650279352839744761	650277906039556970	784	
1	C19H30N4O10S	[M - H]-	C19H29N4O10S-		47,180	47,180	0,000	32	0,784	0,671	5,210	-3,559		505,159	395	6,578	650279353829600560	650277991582392954	1922	
1	C4N2O3	[M - H]-	C4-HN2O3-		2,000	2,000	0,000	0	0,000			17,275		122,986	395	6,579	650279360771174737	650277875341442571	86	
1	C19H30N4O10S	[M - H]-	C19H29N4O10S-		38,515	38,515	0,000	26	0,748	5,224	7,258	8,655		505,165	395	6,580	650279364189533793	650277991536255605	1922	
1	C11H16N4O2	[M - H]-	C11H15N4O2-		32,537	31,436	1,101	15	0,040	-5,294	10,473	-6,005		235,119	395	6,584	650279362016883762	650277904391195303	744	
1	C19H32N4O7	[M - H]-	C19H31N4O7-		65,699	60,000	5,699	26	0,723	-1,066	5,894	-4,374		427,218	395	6,585	650279363220649405	650277982703050749	1828	
1	C6H12O2	[M - H]-	C6H11O2-		6,715	4,500	2,215	0	0,000			2,704		115,077	395	6,589	650279360607596537	650277873886018968	63	
1	C23H33O9P	[M - H]-	C23H32O9P-		19,224	19,224	0,000	4	0,867	2,664	5,489	-0,709		483,179	395	6,591	650279361068970539	650277988805763468	1900	
1	C11H18N2O5P2	[M - H]-	C11H17N2O5P2-		52,401	49,219	3,182	29	0,466	-0,386	4,610	1,471		319,062	396	6,592	650279365305218735	650277948783711991	1374	
1	C13H18N4O3	[M - H]-	C13H17N4O3-		189,720	185,697	4,023	39	0,701	-2,994	6,391	-3,330		277,130	396	6,594	650279363543610910	650277918425337824	1011	
1	C19H29N6O7P	[M - H]-	C19H28N6O7P-		18,829	18,829	0,000	4	0,865	-2,522	4,493	-0,771		483,176	396	6,595	650279362872522104	650277988835123601	1900	
1	C18H33N2O11P	[M - H]-	C18H32N2O11P-		23,505	18,976	4,529	4	0,882	1,635	1,635	3,046		483,176	396	6,597	650279362780247366	650277988772209031	1900	
1	C13H22N4O9S	[M - H]-	C13H21N4O9S-		31,695	27,870	3,824	17	0,763	2,649	3,567	-0,709		409,103	396	6,600	650279385446267479	650277981721583504	1807	
1	C19H14N2O6	[M - H]-	C19H13N2O6-		141,551	141,551	0,000	35	0,537	0,911	5,528	-0,617		365,078	396	6,600	650279389367941881	650277968534690982	1661	
1	C20H31N2O11P	[M - H]-	C20H30N2O11P-		20,786	16,178	4,608	19	0,753	-2,366	3,391	-1,314		505,159	396	6,601	650279386335460025	650277991611753087	1923	
1	C14H16O7	[M - H]-	C14H15O7-		38,470	32,475	5,994	14	0,754	-2,545	5,123	0,921		295,083	396	6,606	650279403364338470	650277929011761742	1134	
1	C9H8O3	[M - H]-	C9H7O3-		57,145	54,347	2,797	9	0,180	1,679	6,157	-2,500		163,040	397	6,613	650279401049081972	650277885030285721	269	
1	C19H30N4O8	[M - H]-	C19H29N4O8-		83,303	78,432	4,871	35	0,766	0,581	4,127	-4,301		441,197	397	6,620	650279408326201533	650277983403499587	1842	
1	C10H17NO2	[M - H]-	C10H16NO2-		79,234	75,828	3,406	16	0,274	-3,377	8,688	-2,166		182,118	397	6,623	650279402076686825	650277890126365646	384	
1	C11H17NO4	[M - H]-	C11H16NO4-		117,506	114,124	3,382	26	0,649	-1,876	7,371	-1,020		226,108	398	6,626	650279406006750808	650277901828475285	688	
1	C9H17N4O4	[M - H]-	C9H16N4O4-		118,241	115,687	2,554	30	0,650	6,739	7,618	6,908		244,119	398	6,635	650279405499239877	650277907469814809	820	
1	C17H16N4O6	[M - H]-	C17H15N4O6-		97,375	92,357	5,018	33	0,757	-0,719	4,760	-2,365		371,099	398	6,636	650279409387360628	650277970170469672	1688	
1	C16H20N5O5	[M - H]-	C16H19N5O5-		76,427	71,282	5,145	36	0,747	-2,558	4,343	3,192		361,140	398	6,639	650279406132579976	650277967955876960	1647	
1	C13H22N4O9S	[M - H]-	C13H21N4O9S-		37,889	34,971	2,918	27	0,830	-0,716	3,065	-0,356		409,103	398	6,641	650279406182911674	650277981604142987	1806	
1	C10H14N2O5	[M - H]-	C10H13N2O5-		117,032	114,631	2,401	35	0,658	-1,868	7,599	4,453		241,084	400	6,659	650279404383554680	650277906085694319	785	
1	C11H16N2O7S	[M - H]-	C11H15N2O7S-		104,249	99,289	4,960	32	0,261	3,556	7,117	4,841		319,062	400	6,664	650279406895943524	650277948653688562	1373	
1	C7H6O4	[M - H]-	C7H5O4-		74,740	70,426	4,314	9	0,424	0,013	9,449	-1,550		153,019	400	6,671	650279402890381951	650277881926500476	212	
1	C8H19N3O6	[M - H]-	C8H18N3O6-		127,158	125,127	2,031	29	0,458	4,505	7,072	6,721		252,122	401	6,679	650279404270308414	650277909172702443	862	
1	C27H30O15	[M - H]-	C27H29O15-		53,865	48,952	4,913	11	0,886	3,533	3,533	4,141		593,154	401	6,680	650279411731976670	650277992664523511	1947	
