formulaRank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	C5H12N4O3	[M - H]-	C5H11N4O3-		29,473	27,410	2,063	7	0,072	3,476	11,753	-2,626		175,083	62	1,027	650278120133620738	650277889157481317	363	
1	C6H9N3O2	[M - H]-	C6H8N3O2-		54,425	51,576	2,849	10	0,383	-2,130	6,529	-0,612		154,062	62	1,034	650278120884401414	650277882077495435	215	
1	C2NO5	[M - H]-	C2-HNO5-		-2,605	-2,605	0,000	0	0,000			18,225		116,973	62	1,040	650278128304127722	650277874271894966	69	
1	C6H14N4O2	[M - H]-	C6H13N4O2-		50,976	48,314	2,662	14	0,214	-3,666	10,852	-2,749		173,104	63	1,042	650278120838264048	650277888670941988	349	
1	C9H14N4O5	[M - H]-	C9H13N4O5-		66,585	63,717	2,868	22	0,707	1,491	3,633	-8,770		257,087	63	1,044	650278143059693635	650277911026584975	894	
1	C8H9N6O3	[M - H]-	C8H8N6O3-		76,109	74,491	1,618	18	0,623	4,164	6,043	-5,302		236,065	64	1,060	650278131370165278	650277904680602324	753	
1	C12H10N2O6S2	[M - H]-	C12H9N2O6S2-		49,796	49,027	0,769	26	0,413	-5,647	7,224	-0,728		340,991	65	1,082	650278143353295077	650277958816487882	1517	
1	C11H14N2O4P2S2	[M - H]-	C11H13N2O4P2S2-		36,855	36,855	0,000	22	0,737	-1,645	5,910	2,553		362,981	66	1,096	650278152299746420	650277968173980808	1655	
1	C8H12N4O14	[M - H]-	C8H11N4O14-		23,258	18,554	4,704	17	0,907	1,099	5,304	-3,763		387,026	66	1,105	650278146700350144	650277976612920938	1749	
1	C5H8N2O8	[M - H]-	C5H7N2O8-		73,146	68,916	4,230	18	0,616	-0,680	9,881	-4,847		223,020	67	1,110	650278124529253044	650277900830230793	660	
1	C3H12NO6P2S2	[M - H]-	C3H11NO6P2S2-		14,489	13,378	1,111	19	0,328	0,284	4,259	-5,369		282,949	67	1,113	650278138865388488	650277920476352640	1043	
1	C6H17N2O6P3	[M - H]-	C6H16N2O6P3-		32,760	28,306	4,454	22	0,938	-1,416	7,254	2,587		305,023	67	1,113	650278141826567609	650277934585992197	1222	
1	C16H14N4O10S2	[M - H]-	C16H13N4O10S2-		4,435	4,435	0,000	1	0,900	11,492	11,492	0,911		485,008	67	1,113	650278123430345086	650277990105997818	1908	
1	C3H7O4PS2	[M - H]-	C3H6O4PS2-		31,694	31,147	0,547	10	0,857	-4,023	7,661	-0,842		200,945	67	1,113	650278132288718215	650277895570572908	526	
1	C4H4N3O3	[M - H]-	C4H3N3O3-		22,505	21,563	0,942	7	0,085	1,780	5,932	-7,908		141,017	67	1,117	650278121312220634	650277879267311445	153	
1	C12H12N4O8S2	[M - H]-	C12H11N4O8S2-		19,518	16,203	3,315	9	0,943	-4,457	5,546	-5,501		403,000	67	1,118	650278126890646836	650277981167935351	1802	
1	C20H14N4O5S3	[M - H]-	C20H13N4O5S3-		2,850	2,850	0,000	1	0,906	7,810	7,810	-5,820		485,003	67	1,120	650278120125232126	650277990068249077	1908	
1	C6H15O16P3	[M - H]-	C6H14O16P3-		10,480	9,398	1,082	3	0,841	-5,964	5,964	-4,133		434,948	67	1,120	650278131286279144	650277983130869787	1834	
1	C10H16N4O4	[M - H]-	C10H15N4O4-		34,651	33,772	0,879	14	0,721	-0,119	2,524	-9,088		255,108	67	1,123	650278126769011978	650277910615543133	884	
1	C9H11N2O6PS2	[M - H]-	C9H10N2O6PS2-		32,129	28,928	3,200	16	0,851	-1,408	4,363	-2,305		336,972	67	1,124	650278137686788768	650277957986015595	1499	
1	C4H7N3O7P	[M - H]-	C4H6N3O7P-		31,186	29,030	2,156	12	0,496	1,500	5,794	-4,056		238,994	67	1,124	650278127981166165	650277905217473296	765	
1	C11H12N6O4S4	[M - H]-	C11H11N6O4S4-		9,137	9,137	0,000	5	0,885	-2,145	2,878	2,508		418,974	68	1,125	650278120930538782	650277982279426010	1821	
1	C5H13N2O6S3	[M - H]-	C5H12N2O6S3-		79,919	79,919	0,000	33	0,650	3,296	7,044	9,049		291,989	68	1,125	650278136822761968	650277924897149319	1094	
1	C11H14N6O12S2	[M - H]-	C11H13N6O12S2-		10,411	4,658	5,753	1	0,905	2,625	2,625	-2,382		485,003	68	1,126	650278125833681961	650277990009528811	1908	
1	C11H6N10O13	[M - H]-	C11H5N10O13-		4,929	4,929	0,000	1	0,912	4,313	4,313	-3,101		485,003	68	1,127	650278122012669772	650277990143746562	1908	
1	C8H10N4O6S2	[M - H]-	C8H9N4O6S2-		21,064	18,790	2,275	27	0,929	-0,380	7,607	2,124		320,998	68	1,127	650278136294279544	650277949287028511	1383	
1	C17H15N2O12P	[M - H]-	C17H14N2O12P-		6,687	5,433	1,254	3	0,895	8,753	8,753	-0,475		469,029	68	1,127	650278120108454904	650277987098681625	1884	
1	C5H6N2S2	[M - H]-	C5H5N2S2-		28,963	28,683	0,280	4	0,234	0,149	4,267	4,964		156,991	68	1,129	650278126244723847	650277882975076581	233	
1	C11H6N10O13	[M - H]-	C11H5N10O13-		5,084	5,084	0,000	1	0,906	4,383	4,383	-1,092		485,004	68	1,136	650278121857480437	650277990034694640	1908	
1	C4H5NO3	[M - H]-	C4H4NO3-		3,661	2,000	1,661	0	0,000			4,328		114,020	70	1,170	650278120880207104	650277873177181537	52	
1	C4H6N2O2	[M - H]-	C4H5N2O2-		2,000	2,000	0,000	0	0,000			0,434		113,036	70	1,173	650278120804709603	650277873076518231	50	
1	C5H7N4O4	[M - H]-	C5H6N4O4-		21,986	21,986	0,000	4	0,598	6,305	8,408	-8,994		186,038	70	1,174	650278129923129720	650277891703424100	415	
1	C5H14NO6P	[M - H]-	C5H13NO6P-		94,357	92,229	2,129	25	0,618	1,704	6,740	-0,587		214,048	71	1,181	650278132032865541	650277898791798789	608	
1	C4H9NO3	[M - H]-	C4H8NO3-		2,000	2,000	0,000	0	0,000			3,670		118,051	71	1,182	650278130518721221	650277874624216527	74	
1	C9H19O11P	[M - H]-	C9H18O11P-		79,428	73,971	5,457	25	0,714	-1,684	3,439	1,767		333,060	71	1,182	650278140538916038	650277957746940232	1492	
1	C2H6N5O2	[M - H]-	C2H5N5O2-		33,613	33,613	0,000	8	0,424	-3,698	9,973	10,052		131,046	71	1,182	650278121916200739	650277877191130800	119	
1	H2O4S	[M - H]-	HO4S-		7,777	3,665	4,112	2	0,467	7,074	7,148	16,153		96,962	71	1,188	650278129205903466	650277871063252171	17	
1	C10H20N2O9	[M - H]-	C10H19N2O9-		51,497	51,497	0,000	7	0,963	4,442	4,442	2,206		311,110	71	1,189	650278124797688590	650277940109890887	1288	
1	C13H16N4O8	[M - H]-	C13H15N4O8-		105,455	102,280	3,175	33	0,656	0,292	3,803	-2,991		355,088	71	1,191	650278140467612845	650277966374624173	1612	
1	C10H18N2O8	[M - H]-	C10H17N2O8-		81,378	78,062	3,316	25	0,787	1,375	2,194	0,595		293,099	71	1,191	650278138143968005	650277926121886152	1107	
1	C9H13N3O5	[M - H]-	C9H12N3O5-		150,122	147,073	3,049	34	0,628	2,238	3,852	6,740		242,080	72	1,192	650278145949569611	650277906358324114	792	
1	C5H9NO4	[M - H]-	C5H8NO4-		66,555	63,199	3,356	9	0,732	-4,655	8,261	1,626		146,046	72	1,193	650278121224140197	650277880756289535	187	
1	C6H13O9P	[M - H]-	C6H12O9P-		88,162	83,685	4,478	14	0,247	-3,870	5,502	1,042		259,023	72	1,200	650278124965460820	650277912175824361	912	
1	C7H11N4O4P	[M - H]-	C7H10N4O4P-		67,397	65,828	1,569	20	0,516	-1,627	6,795	-4,918		245,043	72	1,206	650278128111189634	650277907545312296	823	
1	C5H4N2O5	[M - H]-	C5H3N2O5-		15,627	14,398	1,229	4	0,022	-0,654	9,008	7,126		171,006	72	1,207	650278128811638704	650277887488148120	320	
1	C6H16NO7S2	[M - H]-	C6H15NO7S2-		21,124	21,124	0,000	6	0,780	-2,223	8,057	1,327		277,030	72	1,208	650278127523986880	650277918324674523	1010	
1	C7H8N2O6	[M - H]-	C7H7N2O6-		114,091	113,060	1,031	24	0,344	3,540	7,990	7,016		215,032	73	1,216	650278127637233149	650277899303503947	622	
1	C5H10N3O7	[M - H]-	C5H9N3O7-		95,101	94,152	0,949	23	0,405	2,269	6,887	4,307		223,046	73	1,217	650278135358949624	650277900914116883	662	
1	C12H24O15S	[M - H]-	C12H23O15S-		14,508	8,552	5,956	1	0,858	14,943	14,943	4,203		439,078	73	1,219	650278132141917492	650277983294447668	1839	
1	C4H10N3O6	[M - H]-	C4H9N3O6-		42,321	39,187	3,134	15	0,031	0,334	6,081	3,939		195,050	73	1,221	650278132997555898	650277893427283284	465	
1	C12H22O11	[M - H]-	C12H21O11-		91,753	85,952	5,801	24	0,707	-0,312	3,786	0,975		341,109	73	1,221	650278141176450368	650277958996842969	1520	
1	C3H7N3O3	[M - H]-	C3H6N3O3-		2,872	2,000	0,872	0	0,000			-7,810		132,040	74	1,231	650278130317394531	650277877639921353	124	
1	C4H8N4O4	[M - H]-	C4H7N4O4-		53,403	51,031	2,373	16	0,438	-5,405	7,646	-3,446		175,047	74	1,235	650278122532763686	650277889061012310	360	
1	P3SSe	[M - H]-	-HP3SSe-		-11,200	-11,822	0,621	1	0,003	-7,614	7,614	-5,260		197,808	74	1,236	650278154166211869	650277894329058754	488	
1	C12H22O11	[M - H]-	C12H21O11-		77,841	72,345	5,496	23	0,800	-0,724	4,118	1,061		341,109	74	1,237	650278140832517377	650277959135255006	1521	
1	C17H16N4O6S2	[M - H]-	C17H15N4O6S2-		34,299	34,299	0,000	21	0,796	3,577	4,662	0,696		435,044	74	1,240	650278165415336984	650277983164424224	1835	
1	C6H6N4O2	[M - H]-	C6H5N4O2-		79,807	77,948	1,859	15	0,420	-0,515	5,276	-10,794		165,040	75	1,244	650278144871633384	650277885554573776	280	
1	C9H16O9	[M - H]-	C9H15O9-		75,071	71,152	3,919	16	0,590	1,329	6,324	1,888		267,073	75	1,248	650278147270775618	650277913484447389	948	
1	C13H19ClN4O7	[M - H]-	C13H18ClN4O7-		110,557	102,836	7,722	37	0,878	1,187	3,340	-4,135		377,085	75	1,248	650278151444108313	650277973857263067	1723	
1	C12H25O15P	[M - H]-	C12H24O15P-		42,287	37,519	4,768	21	0,721	-2,707	3,868	-3,607		439,084	75	1,252	650278156565354484	650277983336390713	1840	
1	O2S2	[M - H]-	-HO2S2-		-0,609	-0,609	0,000	0	0,000			-20,172		94,925	75	1,255	650278156758292520	650277870421523644	14	
1	C4H10N3O5	[M - H]-	C4H9N3O5-		45,931	44,458	1,474	15	0,249	2,177	10,644	4,963		179,056	76	1,260	650278157865588916	650277889576911762	372	
1	P3SSe	[M - H]-	-HP3SSe-		-11,088	-12,262	1,174	0	0,000	-3,412	3,412	-5,150		197,808	76	1,262	650278161170700860	650277894383584711	489	
1	O2P2	[M - H]-	-HO2P2-		-3,605	-3,605	0,000	0	0,000			-20,812		92,928	76	1,264	650278157953669328	650277870182448301	11	
1	C4H8N3O7	[M - H]-	C4H7N3O7-		98,317	97,064	1,253	23	0,585	4,016	6,209	4,793		209,030	76	1,265	650278158066915552	650277897139242818	568	
1	H4O2P3S4	[M - H]-	H3O2P3S4-		-8,919	-8,919	0,000	2	0,023	-4,592	4,592	-5,831		255,822	76	1,269	650278159056771496	650277910707817836	887	
1	C4H8O5	[M - H]-	C4H7O5-		12,886	8,627	4,259	1	0,004	-12,413	12,413	0,704		135,030	76	1,271	650278159073548735	650277878269066998	133	
1	C5H8O6	[M - H]-	C5H7O6-		57,720	55,145	2,575	8	0,455	3,800	10,237	-1,686		163,025	76	1,272	650278158951913856	650277884988342676	268	
1	C5H4N2O5	[M - H]-	C5H3N2O5-		32,557	31,624	0,933	8	0,078	4,529	6,352	7,867		171,006	77	1,277	650278163536288523	650277887450399379	319	
1	CH3Cl2NOSSe	[M - H]-	CH2Cl2NOSSe-		6,009	6,009	0,000	4	0,033	-2,432	6,078	-3,537		219,846	77	1,280	650278172872810089	650277900188502211	646	
1	C7H9N4O5P	[M - H]-	C7H8N4O5P-		109,192	107,966	1,226	27	0,531	-0,389	5,371	-4,923		259,023	77	1,289	650278166388415742	650277912142269924	911	
1	C6H8O7	[M - H]-	C6H7O7-		49,684	46,026	3,658	11	0,184	2,948	13,691	-2,939		191,019	78	1,293	650278167982251407	650277892798137604	448	
1	H2O4S	[M - H]-	HO4S-		1,594	1,594	0,000	2	0,109	17,480	17,480	17,958		96,962	78	1,295	650278170859544021	650277871180692688	18	
1	C3H5Cl2NO2P4	[M - H]-	C3H4Cl2NO2P4-		-5,672	-5,672	0,000	1	0,065	-5,900	5,900	-3,015		279,857	78	1,296	650278171618713138	650277919721377835	1026	
1	C4H10N3O5	[M - H]-	C4H9N3O5-		38,284	34,855	3,430	12	0,139	3,044	6,807	5,125		179,056	78	1,300	650278173657145021	650277889706935201	375	
1	C5H12N3O6	[M - H]-	C5H11N3O6-		174,241	170,273	3,968	32	0,668	2,599	7,714	2,927		209,066	79	1,310	650278181634711490	650277897227323212	570	
1	C8H8N4O4	[M - H]-	C8H7N4O4-		127,162	124,434	2,728	29	0,547	-4,896	8,936	-7,174		223,046	79	1,314	650278309607122475	650277900956059928	663	
1	C13H14N4O6	[M - H]-	C13H13N4O6-		185,010	185,010	0,000	43	0,733	-0,920	6,104	-4,675		321,083	79	1,317	650278314996803806	650277949349943081	1385	
1	C9H13N2O9P	[M - H]-	C9H12N2O9P-		116,574	112,620	3,954	36	0,819	-0,342	4,758	1,625		323,029	79	1,321	650278326153652667	650277949731624795	1395	
1	C5H10O5	[M - H]-	C5H9O5-		29,327	24,867	4,461	6	0,104	3,870	6,171	-0,632		149,045	79	1,321	650278341001489054	650277881108611106	194	
1	C9H17NO8	[M - H]-	C9H16NO8-		46,910	46,910	0,000	15	0,813	1,402	4,382	0,526		266,088	79	1,323	650278351868930973	650277913039851110	937	
1	C4H10N3O4	[M - H]-	C4H9N3O4-		70,130	68,441	1,689	15	0,248	2,752	8,270	4,424		163,061	79	1,324	650278351931845581	650277885244195250	274	
1	C4H6O5	[M - H]-	C4H5O5-		19,227	16,815	2,412	2	0,136	0,512	2,349	1,434		133,014	80	1,331	650278353357909310	650277877832859352	127	
1	C5H7NO3	[M - H]-	C5H6NO3-		2,000	2,000	0,000	0	0,000			2,057		128,036	81	1,354	650278366754517294	650277876071251527	98	
1	C4H4O4	[M - H]-	C4H3O4-		7,322	4,850	2,472	1	0,001	-10,803	10,803	2,688		115,004	81	1,358	650278367807287991	650277873630166404	59	
1	C5H2N4O	[M - H]-	C5HN4O-		8,771	7,452	1,319	1	0,046	13,047	13,047	-7,700		133,015	82	1,359	650278367228473777	650277877761556179	126	
1	C4H6N3O6	[M - H]-	C4H5N3O6-		61,303	60,284	1,019	20	0,216	3,611	11,299	4,437		191,019	82	1,369	650278368444822542	650277892831692041	449	
1	C6H6N2O5	[M - H]-	C6H5N2O5-		57,299	57,299	0,000	14	0,275	8,705	8,705	4,753		185,021	83	1,378	650278367735984781	650277891074278435	401	
1	C5H4O3	[M - H]-	C5H3O3-		6,825	4,500	2,325	0	0,000			7,711		111,010	83	1,378	650278367211696531	650277872409623850	41	
1	C5H5N4O3	[M - H]-	C5H4N4O3-		18,143	17,286	0,857	8	0,078	1,716	7,122	-7,931		168,028	83	1,379	650278368805532884	650277886179525132	292	
1	C8H8NO2PS2	[M - H]-	C8H7NO2PS2-		12,585	12,585	0,000	8	0,876	-8,046	9,144	4,947		243,967	83	1,383	650278369052996917	650277907335597051	814	
1	C5H9NO4	[M - H]-	C5H8NO4-		58,046	58,046	0,000	8	0,256	-5,992	6,250	1,264		146,046	83	1,388	650278368964916508	650277880705957882	186	
1	C6H13O9P	[M - H]-	C6H12O9P-		101,011	97,778	3,233	19	0,381	-0,019	7,471	0,107		259,022	84	1,392	650278378435655496	650277912104521183	910	
1	C2H4NO6PS	[M - H]-	C2H3NO6PS-		16,644	16,644	0,000	4	0,072	-9,725	9,725	-7,619		199,941	84	1,399	650278378456627038	650277895016924705	508	
1	C5H5N4O3	[M - H]-	C5H4N4O3-		28,848	28,326	0,521	9	0,065	-10,871	10,871	-8,023		168,028	84	1,403	650278389630253462	650277886120804871	291	
1	C4H6N6O4	[M - H]-	C4H5N6O4-		13,954	11,210	2,744	5	0,057	-10,927	10,927	-1,755		201,037	86	1,439	650278389466675551	650277895620904561	527	
1	C3H8N3O5S	[M - H]-	C3H7N3O5S-		59,914	57,319	2,595	15	0,672	4,313	5,393	4,586		197,012	87	1,448	650278391735794178	650277893993514394	479	
1	C14H8N2O7S	[M - H]-	C14H7N2O7S-		99,351	99,351	0,000	32	0,693	-2,461	4,115	-8,920		346,995	89	1,481	650278395149958093	650277964931783437	1580	
1	C6H5NO5S	[M - H]-	C6H4NO5S-		8,519	8,519	0,000	2	0,030	2,229	3,857	-8,995		201,980	91	1,512	650278394508229441	650277895872562841	535	
1	C5H3N3O5S	[M - H]-	C5H2N3O5S-		50,292	50,292	0,000	13	0,299	-2,932	6,726	1,101		215,972	91	1,522	650278399004523678	650277899559356526	629	
1	C6H9NO3	[M - H]-	C6H8NO3-		13,269	13,269	0,000	2	0,198	16,979	16,979	1,502		142,051	91	1,523	650278401873428635	650277879573495667	159	
1	C3H8N4O6PS	[M - H]-	C3H7N4O6PS-		62,002	62,002	0,000	31	0,496	1,584	6,765	-0,388		257,983	92	1,532	650278407409912853	650277911513124264	899	
1	C6H6NO7P3	[M - H]-	C6H5NO7P3-		36,711	36,711	0,000	24	0,310	0,428	5,886	3,753		295,930	92	1,534	650278408231996658	650277930056143488	1144	
1	C4H10NO5PS	[M - H]-	C4H9NO5PS-		47,121	47,121	0,000	13	0,384	-4,106	10,768	-8,826		213,993	92	1,536	650278405686053295	650277898737272827	606	
1	C9H9N3O8P2	[M - H]-	C9H8N3O8P2-		41,514	36,877	4,637	29	0,735	0,001	6,703	0,347		347,979	92	1,536	650278406990482063	650277965305076528	1587	
1	C5H6NO5P3	[M - H]-	C5H5NO5P3-		48,900	48,900	0,000	21	0,287	0,212	8,357	3,034		251,939	92	1,539	650278407313443828	650277909025901783	858	
1	C6H5ClNOPS2	[M - H]-	C6H4ClNOPS2-		42,497	41,849	0,649	16	0,431	-2,718	4,106	4,732		235,918	92	1,541	650278408722730365	650277904600910538	751	
1	C9H16O8S3	[M - H]-	C9H15O8S3-		59,793	59,793	0,000	33	0,774	-1,487	6,408	3,965		346,995	93	1,543	650278408538180923	650277964906617608	1579	
1	C5H5N3O3P2	[M - H]-	C5H4N3O3P2-		58,646	56,951	1,695	20	0,408	-0,214	6,650	-4,740		215,972	93	1,555	650278408454294814	650277899521607785	628	
1	C2H8NO4PS	[M - H]-	C2H7NO4PS-		40,709	40,709	0,000	14	0,297	-4,213	11,343	-8,922		171,982	94	1,558	650278405727996378	650277888129876707	336	
1	C4H8O3	[M - H]-	C4H7O3-		6,957	4,500	2,457	0	0,000			3,870		103,040	94	1,565	650278402699707357	650277871759506680	31	
1	C3H6N3O4	[M - H]-	C3H5N3O4-		74,919	73,051	1,868	12	0,641	2,037	10,153	8,383		147,030	94	1,567	650278409670643407	650277880882118665	189	
1	C7H9ClN4O2	[M - H]-	C7H8ClN4O2-		43,377	41,584	1,793	21	0,277	-1,942	5,706	-9,007		215,032	94	1,569	650278415391675712	650277899240589377	620	
1	C3H4O3	[M - H]-	C3H3O3-		5,749	3,500	2,249	0	0,000			7,532		87,009	94	1,570	650278413072224792	650277869465222272	2	
1	C7H14N2O12	[M - H]-	C7H13N2O12-		115,382	112,227	3,155	24	0,681	3,261	6,685	6,159		317,049	94	1,573	650278416700299025	650277948297172688	1367	
1	C3H3N3O4S2	[M - H]-	C3H2N3O4S2-		16,265	16,063	0,202	6	0,133	6,813	6,813	0,023		207,949	94	1,574	650278417388164954	650277896820475669	559	
1	C5H6O4	[M - H]-	C5H5O4-		17,809	15,122	2,686	3	0,020	19,078	19,078	1,944		129,020	94	1,575	650278414217270023	650277876259995222	101	
1	C5H7N3O4P4	[M - H]-	C5H6N3O4P4-		29,892	29,892	0,000	18	0,805	0,737	3,678	-6,863		295,929	95	1,577	650278417404942192	650277929926120054	1142	
1	C8H8N5O7PS	[M - H]-	C8H7N5O7PS-		49,793	47,535	2,258	29	0,707	-6,082	6,113	-4,623		347,979	95	1,579	650278417715320755	650277965242161963	1586	
1	C5H8O5	[M - H]-	C5H7O5-		68,915	64,830	4,085	8	0,680	9,867	13,663	-1,000		147,030	96	1,596	650278420470979530	650277880932450318	190	
1	C5H9NO4SSe	[M - H]-	C5H8NO4SSe-		50,625	50,625	0,000	19	0,316	-3,399	5,118	-4,199		251,939	96	1,596	650278426410116257	650277908942015693	856	
1	C5H6O4	[M - H]-	C5H5O4-		8,294	5,559	2,734	1	0,019	-12,045	12,045	2,207		129,020	96	1,596	650278420156406653	650277876322909787	102	
1	C2H8NO4PS	[M - H]-	C2H7NO4PS-		41,096	41,096	0,000	13	0,290	-2,071	7,259	-8,827		171,982	96	1,600	650278423327301639	650277888167625448	337	
1	C4H4NO5PS	[M - H]-	C4H3NO5PS-		31,216	31,216	0,000	11	0,185	8,611	8,611	7,602		207,949	96	1,601	650278423591542943	650277896753366795	557	
1	C3H4O3	[M - H]-	C3H3O3-		5,499	3,500	1,999	0	0,000			8,131		87,009	96	1,604	650278419581786711	650277869679131786	4	
1	C4H8O3	[M - H]-	C4H7O3-		6,579	4,500	2,079	0	0,000			4,697		103,041	96	1,606	650278419485317668	650277871923084546	33	
1	C5HClNO6P	[M - H]-	C5ClNO6P-		4,878	1,536	3,341	1	0,012	12,138	12,138	9,428		235,918	101	1,684	650278425105687137	650277904537995968	749	
1	C6H8BO5PS3	[M - H]-	C6H7BO5PS3-		32,566	32,566	0,000	14	0,842	-0,514	1,715	-11,588		295,929	102	1,695	650278427605493296	650277930001617531	1143	
1	C3H2N2O5S2	[M - H]-	C3HN2O5S2-		14,269	14,269	0,000	2	0,166	-1,578	1,866	-7,690		208,932	104	1,729	650278427353834923	650277897093105469	567	
1	C5H13O6S2	[M - H]-	C5H12O6S2-		71,403	71,403	0,000	15	0,563	7,214	8,049	-4,520		232,007	104	1,734	650278428570183815	650277903845935719	732	
1	C4H12N2O6S	[M - H]-	C4H11N2O6S-		67,572	67,572	0,000	19	0,495	3,893	7,559	-9,664		215,032	104	1,735	650278429912361674	650277899269949510	621	
1	C5H5NO2P2S2	[M - H]-	C5H4NO2P2S2-		30,325	30,325	0,000	13	0,487	2,949	5,737	6,497		235,918	104	1,738	650278432387001956	650277904575744709	750	
1	CCl2NO2P3	[M - H]-	C-HCl2NO2P3-		-4,960	-5,215	0,255	0	0,000			3,182		219,845	105	1,743	650278432378613331	650277900159142078	645	
1	C5H12N3O6	[M - H]-	C5H11N3O6-		80,688	78,792	1,896	21	0,298	3,761	6,612	0,072		209,065	106	1,762	650278429971081976	650277897181185863	569	
1	C6H12O5	[M - H]-	C6H11O5-		26,376	23,587	2,790	6	0,073	1,227	9,895	-3,778		163,061	106	1,763	650278429018974607	650277885210640813	273	
1	C13H14N4O6	[M - H]-	C13H13N4O6-		98,868	98,868	0,000	32	0,449	0,047	4,397	-4,218		321,083	108	1,799	650278431392951367	650277949320582948	1384	
1	C6H11NO4	[M - H]-	C6H10NO4-		28,642	28,642	0,000	7	0,085	-2,114	15,881	-2,420		160,061	108	1,807	650278428398217278	650277884434694493	257	
1	C6H8N3O5	[M - H]-	C6H7N3O5-		63,312	62,876	0,435	15	0,226	-4,438	5,149	-9,147		201,037	108	1,808	650278430503758750	650277895650264694	528	
1	C4H9NO3	[M - H]-	C4H8NO3-		7,430	7,430	0,000	1	0,005	11,706	11,706	1,957		118,051	109	1,809	650278427488052728	650277874552913354	73	
1	C9H12N2O6	[M - H]-	C9H11N2O6-		6,814	2,000	4,814	0	0,000			-1,007		243,062	109	1,810	650278430071745324	650277906878417855	802	
1	C5H10O6S	[M - H]-	C5H9O6S-		19,521	19,521	0,000	5	0,834	-0,263	3,744	-3,617		197,012	109	1,812	650278429362907683	650277893959959957	478	
1	C10H13N5O4	[M - H]-	C10H12N5O4-		98,359	94,603	3,756	30	0,345	4,040	7,715	-5,086		266,088	109	1,813	650278429773949581	650277913081794155	938	
1	C4H4O4	[M - H]-	C4H3O4-		7,022	4,500	2,522	0	0,000			3,259		115,004	109	1,813	650278429132220901	650277873697275273	60	
1	C3H6O4S	[M - H]-	C3H5O4S-		36,726	36,726	0,000	7	0,857	5,335	11,300	2,312		136,992	109	1,813	650278430210157417	650277878436839173	137	
1	C5H9NO4	[M - H]-	C5H8NO4-		49,734	49,734	0,000	8	0,247	2,886	10,707	0,008		146,046	109	1,816	650278432265367087	650277880651431925	185	
1	C5H5N4O3	[M - H]-	C5H4N4O3-		15,776	15,411	0,365	6	0,070	-2,447	7,161	-8,044		168,028	109	1,817	650278432156315065	650277886070473218	290	
1	C6H3N3O6S	[M - H]-	C6H2N3O6S-		11,998	11,998	0,000	1	0,931	5,125	5,125	3,364		243,968	109	1,818	650278432437333681	650277907356568576	815	
1	C4H6N2O4P2S4	[M - H]-	C4H5N2O4P2S4-		46,295	44,674	1,621	24	0,453	1,463	3,615	7,641		334,864	109	1,819	650278434236690296	650277957788883277	1493	
1	C4H6O5S	[M - H]-	C4H5O5S-		38,069	38,069	0,000	8	0,583	4,631	12,442	-1,260		164,986	109	1,820	650278435570479517	650277885479076299	279	
1	C2H4Cl2	[M - H]-	C2H3Cl2-		0,085	0,085	0,000	1	0,026	-14,878	14,878	-3,844		96,961	109	1,822	650278435239129479	650277870966783174	16	
1	C9H13N2O9P	[M - H]-	C9H12N2O9P-		100,058	94,321	5,737	29	0,712	-0,986	4,216	0,959		323,029	110	1,825	650278440456844153	650277949660321622	1394	
1	C4H6O5	[M - H]-	C4H5O5-		22,495	20,029	2,466	5	0,025	4,408	6,844	1,569		133,014	110	1,826	650278446345647882	650277877698641614	125	
1	C14H8N2O7S	[M - H]-	C14H7N2O7S-		73,974	73,974	0,000	33	0,809	-4,616	6,112	-9,456		346,995	110	1,830	650278447201286257	650277964873063171	1578	
1	C4H6N4O4P4	[M - H]-	C4H5N4O4P4-		24,441	24,441	0,000	12	0,761	4,644	8,591	1,079		296,927	110	1,831	650278446714746877	650277930899198657	1157	
1	C5H4O3	[M - H]-	C5H3O3-		6,710	4,500	2,210	0	0,000			7,499		111,010	110	1,833	650278462149786366	650277872510287151	42	
1	CH7N3O5P2	[M - H]-	CH6N3O5P2-		16,285	16,285	0,000	6	0,226	8,047	9,072	7,475		201,980	110	1,834	650278462854429623	650277895914505886	536	
1	C6H8O7	[M - H]-	C6H7O7-		38,425	34,867	3,557	8	0,072	1,450	11,608	-3,069		191,019	111	1,854	650278463563267045	650277892747805946	446	
1	C6H6NO5PS3	[M - H]-	C6H5NO5PS3-		9,136	9,136	0,000	4	0,124	7,380	7,380	11,562		297,911	112	1,860	650278470580339558	650277931775808262	1170	
1	C9H9N3O8P2	[M - H]-	C9H8N3O8P2-		48,034	43,655	4,378	32	0,754	2,672	4,320	-0,722		347,979	112	1,863	650278471498893583	650277965191830310	1585	
1	C6H5N3O4S	[M - H]-	C6H4N3O4S-		53,999	53,999	0,000	22	0,710	5,760	11,284	-0,974		213,993	112	1,863	650278470647448624	650277898766632960	607	
1	C3H4O3	[M - H]-	C3H3O3-		6,089	3,500	2,589	0	0,000			7,633		87,009	112	1,865	650278469745672089	650277869586857093	3	
