Fresh_weight	Plant_species	Genotype	Soil_type	Experiment
0.06	Lotus	WT	NPK	Lotus_CSSP
0.0532	Lotus	WT	NPK	Lotus_CSSP
0.0642	Lotus	WT	NPK	Lotus_CSSP
0.0677	Lotus	WT	NPK	Lotus_CSSP
0.0617	Lotus	WT	NPK	Lotus_CSSP
0.0458	Lotus	WT	NPK	Lotus_CSSP
0.0492	Lotus	WT	NPK	Lotus_CSSP
0.0594	Lotus	WT	NPK	Lotus_CSSP
0.0456	Lotus	WT	NPK	Lotus_CSSP
0.0432	Lotus	WT	NPK	Lotus_CSSP
0.0343	Lotus	WT	NPK	Lotus_CSSP
0.0353	Lotus	WT	NPK	Lotus_CSSP
0.0527	Lotus	WT	NPK	Lotus_CSSP
0.0394	Lotus	WT	NPK	Lotus_CSSP
0.036	Lotus	nsp1	PK	Lotus_CSSP
0.0371	Lotus	nsp1	PK	Lotus_CSSP
0.0191	Lotus	nsp1	PK	Lotus_CSSP
0.0277	Lotus	nsp1	PK	Lotus_CSSP
0.0201	Lotus	nsp1	PK	Lotus_CSSP
0.0287	Lotus	nsp1	PK	Lotus_CSSP
0.0251	Lotus	nsp1	PK	Lotus_CSSP
0.0161	Lotus	nsp1	PK	Lotus_CSSP
0.0045	Lotus	nsp1	PK	Lotus_CSSP
0.0333	Lotus	nsp1	PK	Lotus_CSSP
0.0296	Lotus	nsp1	PK	Lotus_CSSP
0.0297	Lotus	nsp1	PK	Lotus_CSSP
0.0139	Lotus	nsp1	PK	Lotus_CSSP
0.023	Lotus	nsp1	PK	Lotus_CSSP
0.0138	Lotus	nsp1	PK	Lotus_CSSP
0.0234	Lotus	nsp1	PK	Lotus_CSSP
0.0311	Lotus	nsp1	PK	Lotus_CSSP
0.0378	Lotus	nsp1	PK	Lotus_CSSP
0.0396	Lotus	nsp1	PK	Lotus_CSSP
0.0218	Lotus	nsp1	PK	Lotus_CSSP
0.0424	Lotus	nsp1	PK	Lotus_CSSP
0.0429	Lotus	nsp1	PK	Lotus_CSSP
0.0178	Lotus	nsp1	PK	Lotus_CSSP
0.0397	Lotus	nsp1	PK	Lotus_CSSP
0.0282	Lotus	nsp1	PK	Lotus_CSSP
0.0258	Lotus	nsp1	PK	Lotus_CSSP
0.0291	Lotus	nsp1	PK	Lotus_CSSP
0.0319	Lotus	nsp1	PK	Lotus_CSSP
0.0418	Lotus	nsp1	PK	Lotus_CSSP
0.0291	Lotus	nsp1	PK	Lotus_CSSP
0.0257	Lotus	nsp1	PK	Lotus_CSSP
0.0234	Lotus	nsp1	PK	Lotus_CSSP
0.0417	Lotus	nsp1	PK	Lotus_CSSP
0.0201	Lotus	nsp1	PK	Lotus_CSSP
0.0326	Lotus	nsp1	PK	Lotus_CSSP
0.0252	Lotus	nsp1	PK	Lotus_CSSP
0.0298	Lotus	nsp1	PK	Lotus_CSSP
0.0232	Lotus	nsp1	PK	Lotus_CSSP
0.018	Lotus	nsp1	PK	Lotus_CSSP
0.0269	Lotus	nsp1	PK	Lotus_CSSP
0.0177	Lotus	nsp1	PK	Lotus_CSSP
0.0229	Lotus	nsp1	PK	Lotus_CSSP
0.0246	Lotus	nsp1	PK	Lotus_CSSP
0.0341	Lotus	nsp1	PK	Lotus_CSSP
0.0215	Lotus	nsp1	PK	Lotus_CSSP
0.0199	Lotus	nsp1	PK	Lotus_CSSP
0.0219	Lotus	nsp1	PK	Lotus_CSSP
0.0264	Lotus	nsp1	PK	Lotus_CSSP
0.0189	Lotus	nsp1	PK	Lotus_CSSP
0.0198	Lotus	nsp1	PK	Lotus_CSSP
0.0247	Lotus	nsp1	PK	Lotus_CSSP
0.0309	Lotus	nsp1	PK	Lotus_CSSP
0.0229	Lotus	nsp1	PK	Lotus_CSSP
0.0275	Lotus	nsp1	PK	Lotus_CSSP
0.0271	Lotus	nsp1	PK	Lotus_CSSP
0.0208	Lotus	nsp1	PK	Lotus_CSSP
0.0208	Lotus	nsp2	PK	Lotus_CSSP
0.0154	Lotus	nsp2	PK	Lotus_CSSP
0.0301	Lotus	nsp2	PK	Lotus_CSSP
0.043	Lotus	nsp2	PK	Lotus_CSSP
0.0354	Lotus	nsp2	PK	Lotus_CSSP
0.0269	Lotus	nsp2	PK	Lotus_CSSP
0.0184	Lotus	nsp2	PK	Lotus_CSSP
0.0152	Lotus	nsp2	PK	Lotus_CSSP
0.0285	Lotus	nsp2	PK	Lotus_CSSP
0.0261	Lotus	nsp2	PK	Lotus_CSSP
0.0472	Lotus	nsp2	PK	Lotus_CSSP
0.0598	Lotus	nsp2	PK	Lotus_CSSP
0.0335	Lotus	nsp2	PK	Lotus_CSSP
0.039	Lotus	nsp2	PK	Lotus_CSSP
0.0479	Lotus	nsp2	PK	Lotus_CSSP
0.023	Lotus	nsp2	PK	Lotus_CSSP
0.0295	Lotus	nsp2	PK	Lotus_CSSP
0.0286	Lotus	nsp2	PK	Lotus_CSSP
0.038	Lotus	nsp2	PK	Lotus_CSSP
0.0362	Lotus	nsp2	PK	Lotus_CSSP
0.0258	Lotus	nsp2	PK	Lotus_CSSP
0.019	Lotus	nsp2	PK	Lotus_CSSP
0.0126	Lotus	nsp2	PK	Lotus_CSSP
0.0266	Lotus	nsp2	PK	Lotus_CSSP
0.0282	Lotus	nsp2	PK	Lotus_CSSP
0.028	Lotus	nsp2	PK	Lotus_CSSP
0.024	Lotus	nsp2	PK	Lotus_CSSP
0.017	Lotus	nsp2	PK	Lotus_CSSP
0.021	Lotus	nsp2	PK	Lotus_CSSP
0.0133	Lotus	nsp2	PK	Lotus_CSSP
0.0358	Lotus	nsp2	PK	Lotus_CSSP
0.0266	Lotus	nsp2	PK	Lotus_CSSP
0.031	Lotus	nsp2	PK	Lotus_CSSP
0.0308	Lotus	nsp2	PK	Lotus_CSSP
0.0305	Lotus	nsp2	PK	Lotus_CSSP
0.0314	Lotus	nsp2	PK	Lotus_CSSP
0.0153	Lotus	nsp2	PK	Lotus_CSSP
0.0257	Lotus	nsp2	PK	Lotus_CSSP
0.0272	Lotus	nsp2	PK	Lotus_CSSP
0.0307	Lotus	nsp2	PK	Lotus_CSSP
0.0323	Lotus	nsp2	PK	Lotus_CSSP
0.0281	Lotus	nsp2	PK	Lotus_CSSP
0.0343	Lotus	nsp2	PK	Lotus_CSSP
0.0257	Lotus	nsp2	PK	Lotus_CSSP
0.0361	Lotus	nsp2	PK	Lotus_CSSP
0.0178	Lotus	nsp2	PK	Lotus_CSSP
0.0098	Lotus	nsp2	PK	Lotus_CSSP
0.0241	Lotus	nsp2	PK	Lotus_CSSP
0.0207	Lotus	nsp2	PK	Lotus_CSSP
0.0404	Lotus	nsp2	PK	Lotus_CSSP
0.026	Lotus	nsp2	PK	Lotus_CSSP
0.023	Lotus	nsp2	PK	Lotus_CSSP
0.0338	Lotus	nsp2	PK	Lotus_CSSP
0.0253	Lotus	nsp2	PK	Lotus_CSSP
0.0259	Lotus	nsp2	PK	Lotus_CSSP
0.024	Lotus	nsp2	PK	Lotus_CSSP
0.0274	Lotus	nsp2	PK	Lotus_CSSP
0.0318	Lotus	symrk	PK	Lotus_CSSP
0.0384	Lotus	symrk	PK	Lotus_CSSP
0.0377	Lotus	symrk	PK	Lotus_CSSP
0.0414	Lotus	symrk	PK	Lotus_CSSP
0.0491	Lotus	symrk	PK	Lotus_CSSP
0.0375	Lotus	symrk	PK	Lotus_CSSP
0.0422	Lotus	symrk	PK	Lotus_CSSP
0.0374	Lotus	symrk	PK	Lotus_CSSP
0.038	Lotus	symrk	PK	Lotus_CSSP
0.0257	Lotus	symrk	PK	Lotus_CSSP
0.0383	Lotus	symrk	PK	Lotus_CSSP
0.037	Lotus	symrk	PK	Lotus_CSSP
0.009	Lotus	symrk	PK	Lotus_CSSP
0.0303	Lotus	symrk	PK	Lotus_CSSP
0.021	Lotus	symrk	PK	Lotus_CSSP
0.0343	Lotus	symrk	PK	Lotus_CSSP
0.0361	Lotus	symrk	PK	Lotus_CSSP
0.0252	Lotus	symrk	PK	Lotus_CSSP
0.0245	Lotus	symrk	PK	Lotus_CSSP
0.0205	Lotus	symrk	PK	Lotus_CSSP
0.0051	Lotus	symrk	PK	Lotus_CSSP
0.0265	Lotus	symrk	PK	Lotus_CSSP
0.0358	Lotus	symrk	PK	Lotus_CSSP
0.0332	Lotus	symrk	PK	Lotus_CSSP
0.0156	Lotus	symrk	PK	Lotus_CSSP
0.0098	Lotus	symrk	PK	Lotus_CSSP
0.0341	Lotus	symrk	PK	Lotus_CSSP
0.0348	Lotus	symrk	PK	Lotus_CSSP
0.031	Lotus	symrk	PK	Lotus_CSSP
0.0235	Lotus	symrk	PK	Lotus_CSSP
0.0089	Lotus	symrk	PK	Lotus_CSSP
0.0327	Lotus	ccamk	PK	Lotus_CSSP
0.044	Lotus	ccamk	PK	Lotus_CSSP
0.0382	Lotus	ccamk	PK	Lotus_CSSP
0.0335	Lotus	ccamk	PK	Lotus_CSSP
0.045	Lotus	ccamk	PK	Lotus_CSSP
0.0267	Lotus	ccamk	PK	Lotus_CSSP
0.0303	Lotus	ccamk	PK	Lotus_CSSP
0.0316	Lotus	ccamk	PK	Lotus_CSSP
0.0326	Lotus	ccamk	PK	Lotus_CSSP
0.0326	Lotus	ccamk	PK	Lotus_CSSP
0.0064	Lotus	ccamk	PK	Lotus_CSSP
0.0347	Lotus	ccamk	PK	Lotus_CSSP
0.0342	Lotus	ccamk	PK	Lotus_CSSP
0.0307	Lotus	ccamk	PK	Lotus_CSSP
0.0328	Lotus	ccamk	PK	Lotus_CSSP
0.0301	Lotus	ccamk	PK	Lotus_CSSP
0.0246	Lotus	ccamk	PK	Lotus_CSSP
0.0274	Lotus	ccamk	PK	Lotus_CSSP
0.0163	Lotus	ccamk	PK	Lotus_CSSP
0.015	Lotus	ccamk	PK	Lotus_CSSP
0.0404	Lotus	ccamk	PK	Lotus_CSSP
0.0456	Lotus	ccamk	PK	Lotus_CSSP
0.0296	Lotus	ccamk	PK	Lotus_CSSP
0.0315	Lotus	ccamk	PK	Lotus_CSSP
0.0173	Lotus	ccamk	PK	Lotus_CSSP
0.0381	Lotus	ccamk	PK	Lotus_CSSP
0.0306	Lotus	ccamk	PK	Lotus_CSSP
0.0348	Lotus	ccamk	PK	Lotus_CSSP
0.0388	Lotus	ccamk	PK	Lotus_CSSP
0.0312	Lotus	ccamk	PK	Lotus_CSSP
0.0515	Lotus	ccamk	PK	Lotus_CSSP
0.0474	Lotus	ccamk	PK	Lotus_CSSP
0.0505	Lotus	ccamk	PK	Lotus_CSSP
0.0507	Lotus	ccamk	PK	Lotus_CSSP
0.0377	Lotus	ccamk	PK	Lotus_CSSP
0.0269	Lotus	ccamk	PK	Lotus_CSSP
0.0211	Lotus	ccamk	PK	Lotus_CSSP
0.0405	Lotus	ccamk	PK	Lotus_CSSP
0.0398	Lotus	ccamk	PK	Lotus_CSSP
0.0256	Lotus	ccamk	PK	Lotus_CSSP
0.0257	Lotus	ccamk	PK	Lotus_CSSP
0.0302	Lotus	ccamk	PK	Lotus_CSSP
0.0295	Lotus	ccamk	PK	Lotus_CSSP
0.0215	Lotus	ccamk	PK	Lotus_CSSP
0.0328	Lotus	ccamk	PK	Lotus_CSSP
0.0472	Lotus	ccamk	PK	Lotus_CSSP
0.0289	Lotus	ccamk	PK	Lotus_CSSP
0.036	Lotus	ccamk	PK	Lotus_CSSP
0.0193	Lotus	ccamk	PK	Lotus_CSSP
0.0364	Lotus	ccamk	PK	Lotus_CSSP
0.0159	Lotus	ccamk	PK	Lotus_CSSP
0.0136	Lotus	ccamk	PK	Lotus_CSSP
0.0179	Lotus	ccamk	PK	Lotus_CSSP
0.0298	Lotus	ccamk	PK	Lotus_CSSP
0.0166	Lotus	ccamk	PK	Lotus_CSSP
0.0232	Lotus	ccamk	PK	Lotus_CSSP
0.0144	Lotus	ccamk	PK	Lotus_CSSP
0.0324	Lotus	WT	PK	Lotus_CSSP
0.0395	Lotus	WT	PK	Lotus_CSSP
0.0415	Lotus	WT	PK	Lotus_CSSP
0.0354	Lotus	WT	PK	Lotus_CSSP
0.0455	Lotus	WT	PK	Lotus_CSSP
0.0263	Lotus	WT	PK	Lotus_CSSP
0.0483	Lotus	WT	PK	Lotus_CSSP
0.0633	Lotus	WT	PK	Lotus_CSSP
0.0392	Lotus	WT	PK	Lotus_CSSP
0.0291	Lotus	WT	PK	Lotus_CSSP
0.0531	Lotus	WT	PK	Lotus_CSSP
0.0375	Lotus	WT	PK	Lotus_CSSP
0.0542	Lotus	WT	PK	Lotus_CSSP
0.0388	Lotus	WT	PK	Lotus_CSSP
0.0379	Lotus	WT	PK	Lotus_CSSP
0.0352	Lotus	WT	PK	Lotus_CSSP
0.0475	Lotus	WT	PK	Lotus_CSSP
0.0285	Lotus	WT	PK	Lotus_CSSP
0.0375	Lotus	WT	PK	Lotus_CSSP
0.0324	Lotus	WT	PK	Lotus_CSSP
0.0479	Lotus	WT	PK	Lotus_CSSP
0.0344	Lotus	WT	PK	Lotus_CSSP
0.0494	Lotus	WT	PK	Lotus_CSSP
0.0567	Lotus	WT	PK	Lotus_CSSP
0.0654	Lotus	WT	PK	Lotus_CSSP
0.0366	Lotus	WT	PK	Lotus_CSSP
0.0286	Lotus	WT	PK	Lotus_CSSP
0.0459	Lotus	WT	PK	Lotus_CSSP
0.0284	Lotus	WT	PK	Lotus_CSSP
0.047	Lotus	WT	PK	Lotus_CSSP
0.0432	Lotus	WT	PK	Lotus_CSSP
0.0422	Lotus	WT	PK	Lotus_CSSP
0.0307	Lotus	WT	PK	Lotus_CSSP
0.028	Lotus	WT	PK	Lotus_CSSP
0.0339	Lotus	WT	PK	Lotus_CSSP
0.032	Lotus	WT	PK	Lotus_CSSP
0.0346	Lotus	WT	PK	Lotus_CSSP
0.0505	Lotus	WT	PK	Lotus_CSSP
0.0386	Lotus	WT	PK	Lotus_CSSP
0.043	Lotus	WT	PK	Lotus_CSSP
0.0302	Lotus	WT	PK	Lotus_CSSP
0.0738	Lotus	WT	PK	Lotus_CSSP
0.0602	Lotus	WT	PK	Lotus_CSSP
0.0487	Lotus	WT	PK	Lotus_CSSP
0.0587	Lotus	WT	PK	Lotus_CSSP
0.054	Lotus	WT	PK	Lotus_CSSP
0.0391	Lotus	WT	PK	Lotus_CSSP
0.0486	Lotus	WT	PK	Lotus_CSSP
0.0397	Lotus	WT	PK	Lotus_CSSP
0.0154	Lotus	WT	PK	Lotus_CSSP
0.041	Lotus	WT	PK	Lotus_CSSP
0.0378	Lotus	WT	PK	Lotus_CSSP
0.0354	Lotus	WT	PK	Lotus_CSSP
0.062	Lotus	WT	PK	Lotus_CSSP
0.0521	Lotus	WT	PK	Lotus_CSSP
0.03	Lotus	WT	PK	Lotus_CSSP
0.0406	Lotus	WT	PK	Lotus_CSSP
0.0412	Lotus	WT	PK	Lotus_CSSP
0.037	Lotus	WT	PK	Lotus_CSSP
0.0425	Lotus	WT	PK	Lotus_CSSP
0.0324	Lotus	nsp2	UF	Lotus_CSSP
0.0283	Lotus	nsp2	UF	Lotus_CSSP
0.0517	Lotus	nsp2	UF	Lotus_CSSP
0.0289	Lotus	nsp2	UF	Lotus_CSSP
0.0332	Lotus	nsp2	UF	Lotus_CSSP
0.0236	Lotus	nsp2	UF	Lotus_CSSP
0.0199	Lotus	nsp2	UF	Lotus_CSSP
0.0218	Lotus	nsp2	UF	Lotus_CSSP
0.0207	Lotus	nsp2	UF	Lotus_CSSP
0.0276	Lotus	nsp2	UF	Lotus_CSSP
0.0205	Lotus	nsp2	UF	Lotus_CSSP
0.0141	Lotus	nsp2	UF	Lotus_CSSP
0.0208	Lotus	nsp2	UF	Lotus_CSSP
0.0254	Lotus	nsp2	UF	Lotus_CSSP
0.0139	Lotus	nsp2	UF	Lotus_CSSP
0.0232	Lotus	nsp2	UF	Lotus_CSSP
0.0153	Lotus	nsp2	UF	Lotus_CSSP
0.02	Lotus	nsp2	UF	Lotus_CSSP
0.0177	Lotus	nsp2	UF	Lotus_CSSP
0.0154	Lotus	nsp2	UF	Lotus_CSSP
0.0172	Lotus	nsp2	UF	Lotus_CSSP
0.022	Lotus	nsp2	UF	Lotus_CSSP
0.0202	Lotus	nsp2	UF	Lotus_CSSP
0.0159	Lotus	nsp2	UF	Lotus_CSSP
0.0195	Lotus	nsp2	UF	Lotus_CSSP
0.0113	Lotus	nsp2	UF	Lotus_CSSP
0.017	Lotus	nsp2	UF	Lotus_CSSP
0.0164	Lotus	nsp2	UF	Lotus_CSSP
0.0201	Lotus	nsp2	UF	Lotus_CSSP
0.0179	Lotus	nsp2	UF	Lotus_CSSP
0.0135	Lotus	nsp2	UF	Lotus_CSSP
0.014	Lotus	nsp2	UF	Lotus_CSSP
0.0195	Lotus	nsp2	UF	Lotus_CSSP
0.0153	Lotus	nsp2	UF	Lotus_CSSP
0.0206	Lotus	nsp2	UF	Lotus_CSSP
0.0206	Lotus	nsp2	UF	Lotus_CSSP
0.0203	Lotus	nsp2	UF	Lotus_CSSP
0.0131	Lotus	nsp2	UF	Lotus_CSSP
0.0186	Lotus	nsp2	UF	Lotus_CSSP
0.02	Lotus	nsp2	UF	Lotus_CSSP
0.014	Lotus	nsp2	UF	Lotus_CSSP
0.0182	Lotus	nsp2	UF	Lotus_CSSP
0.026	Lotus	nsp2	UF	Lotus_CSSP
0.023	Lotus	nsp2	UF	Lotus_CSSP
0.0151	Lotus	nsp2	UF	Lotus_CSSP
0.0212	Lotus	nsp2	UF	Lotus_CSSP
0.0175	Lotus	nsp2	UF	Lotus_CSSP
0.0217	Lotus	nsp2	UF	Lotus_CSSP
0.0173	Lotus	nsp2	UF	Lotus_CSSP
0.017	Lotus	nsp2	UF	Lotus_CSSP
0.0163	Lotus	nsp2	UF	Lotus_CSSP
0.015	Lotus	nsp2	UF	Lotus_CSSP
0.014	Lotus	nsp2	UF	Lotus_CSSP
0.0188	Lotus	nsp2	UF	Lotus_CSSP
0.0162	Lotus	nsp2	UF	Lotus_CSSP
0.0154	Lotus	nsp2	UF	Lotus_CSSP
0.0132	Lotus	nsp2	UF	Lotus_CSSP
0.0166	Lotus	nsp2	UF	Lotus_CSSP
0.0205	Lotus	symrk	UF	Lotus_CSSP
0.0191	Lotus	symrk	UF	Lotus_CSSP
0.0185	Lotus	symrk	UF	Lotus_CSSP
0.0167	Lotus	symrk	UF	Lotus_CSSP
0.0227	Lotus	symrk	UF	Lotus_CSSP
0.0289	Lotus	symrk	UF	Lotus_CSSP
0.0204	Lotus	symrk	UF	Lotus_CSSP
0.0167	Lotus	symrk	UF	Lotus_CSSP
0.017	Lotus	symrk	UF	Lotus_CSSP
0.0237	Lotus	symrk	UF	Lotus_CSSP
0.0225	Lotus	symrk	UF	Lotus_CSSP
0.0208	Lotus	symrk	UF	Lotus_CSSP
0.0217	Lotus	symrk	UF	Lotus_CSSP
0.0255	Lotus	symrk	UF	Lotus_CSSP
0.0169	Lotus	symrk	UF	Lotus_CSSP
0.0372	Lotus	symrk	UF	Lotus_CSSP
0.0155	Lotus	symrk	UF	Lotus_CSSP
0.0301	Lotus	symrk	UF	Lotus_CSSP
0.0214	Lotus	symrk	UF	Lotus_CSSP
0.021	Lotus	symrk	UF	Lotus_CSSP
0.0197	Lotus	symrk	UF	Lotus_CSSP
0.0124	Lotus	symrk	UF	Lotus_CSSP
0.0213	Lotus	symrk	UF	Lotus_CSSP
0.0192	Lotus	symrk	UF	Lotus_CSSP
0.0141	Lotus	symrk	UF	Lotus_CSSP
0.0153	Lotus	symrk	UF	Lotus_CSSP
0.0202	Lotus	symrk	UF	Lotus_CSSP
0.019	Lotus	symrk	UF	Lotus_CSSP
0.0184	Lotus	symrk	UF	Lotus_CSSP
0.0162	Lotus	nsp1	UF	Lotus_CSSP
0.0185	Lotus	nsp1	UF	Lotus_CSSP
0.0165	Lotus	nsp1	UF	Lotus_CSSP
0.017	Lotus	nsp1	UF	Lotus_CSSP
0.0156	Lotus	nsp1	UF	Lotus_CSSP
0.0229	Lotus	nsp1	UF	Lotus_CSSP
0.022	Lotus	nsp1	UF	Lotus_CSSP
0.0201	Lotus	nsp1	UF	Lotus_CSSP
0.0129	Lotus	nsp1	UF	Lotus_CSSP
0.0175	Lotus	nsp1	UF	Lotus_CSSP
0.0158	Lotus	nsp1	UF	Lotus_CSSP
0.0156	Lotus	nsp1	UF	Lotus_CSSP
0.0177	Lotus	nsp1	UF	Lotus_CSSP
0.0121	Lotus	nsp1	UF	Lotus_CSSP
0.0131	Lotus	nsp1	UF	Lotus_CSSP
0.0167	Lotus	nsp1	UF	Lotus_CSSP
0.0112	Lotus	nsp1	UF	Lotus_CSSP
0.0128	Lotus	nsp1	UF	Lotus_CSSP
0.0144	Lotus	nsp1	UF	Lotus_CSSP
0.0067	Lotus	nsp1	UF	Lotus_CSSP
0.0152	Lotus	nsp1	UF	Lotus_CSSP
0.015	Lotus	nsp1	UF	Lotus_CSSP
0.0193	Lotus	nsp1	UF	Lotus_CSSP
0.0153	Lotus	nsp1	UF	Lotus_CSSP
0.0176	Lotus	nsp1	UF	Lotus_CSSP
0.0179	Lotus	nsp1	UF	Lotus_CSSP
0.0154	Lotus	nsp1	UF	Lotus_CSSP
0.0155	Lotus	nsp1	UF	Lotus_CSSP
0.0131	Lotus	nsp1	UF	Lotus_CSSP
0.0103	Lotus	nsp1	UF	Lotus_CSSP
0.0194	Lotus	nsp1	UF	Lotus_CSSP
0.0156	Lotus	nsp1	UF	Lotus_CSSP
0.0128	Lotus	nsp1	UF	Lotus_CSSP
0.0101	Lotus	nsp1	UF	Lotus_CSSP
0.0162	Lotus	nsp1	UF	Lotus_CSSP
0.0144	Lotus	nsp1	UF	Lotus_CSSP
0.0173	Lotus	nsp1	UF	Lotus_CSSP
0.0143	Lotus	nsp1	UF	Lotus_CSSP
0.0139	Lotus	nsp1	UF	Lotus_CSSP
0.013	Lotus	nsp1	UF	Lotus_CSSP
0.019	Lotus	nsp1	UF	Lotus_CSSP
0.02	Lotus	nsp1	UF	Lotus_CSSP
0.0201	Lotus	nsp1	UF	Lotus_CSSP
0.02	Lotus	nsp1	UF	Lotus_CSSP
0.0201	Lotus	nsp1	UF	Lotus_CSSP
0.0179	Lotus	nsp1	UF	Lotus_CSSP
0.0146	Lotus	nsp1	UF	Lotus_CSSP
0.0098	Lotus	nsp1	UF	Lotus_CSSP
0.0118	Lotus	nsp1	UF	Lotus_CSSP
0.0128	Lotus	nsp1	UF	Lotus_CSSP
0.0165	Lotus	nsp1	UF	Lotus_CSSP
0.0189	Lotus	nsp1	UF	Lotus_CSSP
0.012	Lotus	nsp1	UF	Lotus_CSSP
0.0159	Lotus	nsp1	UF	Lotus_CSSP
0.0152	Lotus	nsp1	UF	Lotus_CSSP
0.0184	Lotus	nsp1	UF	Lotus_CSSP
0.0149	Lotus	nsp1	UF	Lotus_CSSP
0.0167	Lotus	nsp1	UF	Lotus_CSSP
0.0144	Lotus	nsp1	UF	Lotus_CSSP
0.0182	Lotus	nsp1	UF	Lotus_CSSP
0.0281	Lotus	ccamk	UF	Lotus_CSSP
0.0211	Lotus	ccamk	UF	Lotus_CSSP
0.0213	Lotus	ccamk	UF	Lotus_CSSP
0.0277	Lotus	ccamk	UF	Lotus_CSSP
0.0249	Lotus	ccamk	UF	Lotus_CSSP
0.02	Lotus	ccamk	UF	Lotus_CSSP
0.0221	Lotus	ccamk	UF	Lotus_CSSP
0.0205	Lotus	ccamk	UF	Lotus_CSSP
0.0268	Lotus	ccamk	UF	Lotus_CSSP
0.0195	Lotus	ccamk	UF	Lotus_CSSP
0.0217	Lotus	ccamk	UF	Lotus_CSSP
0.0292	Lotus	ccamk	UF	Lotus_CSSP
0.0258	Lotus	ccamk	UF	Lotus_CSSP
0.028	Lotus	ccamk	UF	Lotus_CSSP
0.0079	Lotus	ccamk	UF	Lotus_CSSP
0.0288	Lotus	ccamk	UF	Lotus_CSSP
0.0247	Lotus	ccamk	UF	Lotus_CSSP
0.0213	Lotus	ccamk	UF	Lotus_CSSP
0.0224	Lotus	ccamk	UF	Lotus_CSSP
0.0115	Lotus	ccamk	UF	Lotus_CSSP
0.0116	Lotus	ccamk	UF	Lotus_CSSP
0.0185	Lotus	ccamk	UF	Lotus_CSSP
0.02	Lotus	ccamk	UF	Lotus_CSSP
0.0184	Lotus	ccamk	UF	Lotus_CSSP
0.0195	Lotus	ccamk	UF	Lotus_CSSP
0.0154	Lotus	ccamk	UF	Lotus_CSSP
0.02	Lotus	ccamk	UF	Lotus_CSSP
0.0208	Lotus	ccamk	UF	Lotus_CSSP
0.0149	Lotus	ccamk	UF	Lotus_CSSP
0.0216	Lotus	ccamk	UF	Lotus_CSSP
0.0299	Lotus	ccamk	UF	Lotus_CSSP
0.016	Lotus	ccamk	UF	Lotus_CSSP
0.0205	Lotus	ccamk	UF	Lotus_CSSP
0.0198	Lotus	ccamk	UF	Lotus_CSSP
0.0186	Lotus	ccamk	UF	Lotus_CSSP
0.0109	Lotus	ccamk	UF	Lotus_CSSP
0.0264	Lotus	ccamk	UF	Lotus_CSSP
0.0146	Lotus	ccamk	UF	Lotus_CSSP
0.0244	Lotus	ccamk	UF	Lotus_CSSP
0.021	Lotus	ccamk	UF	Lotus_CSSP
0.0149	Lotus	ccamk	UF	Lotus_CSSP
0.0263	Lotus	ccamk	UF	Lotus_CSSP
0.0206	Lotus	ccamk	UF	Lotus_CSSP
0.0131	Lotus	ccamk	UF	Lotus_CSSP
0.0256	Lotus	ccamk	UF	Lotus_CSSP
0.0241	Lotus	ccamk	UF	Lotus_CSSP
0.0264	Lotus	ccamk	UF	Lotus_CSSP
0.028	Lotus	ccamk	UF	Lotus_CSSP
0.0185	Lotus	ccamk	UF	Lotus_CSSP
0.0239	Lotus	ccamk	UF	Lotus_CSSP
0.0167	Lotus	ccamk	UF	Lotus_CSSP
0.0213	Lotus	ccamk	UF	Lotus_CSSP
0.0229	Lotus	ccamk	UF	Lotus_CSSP
0.0268	Lotus	ccamk	UF	Lotus_CSSP
0.0103	Lotus	ccamk	UF	Lotus_CSSP
0.0224	Lotus	ccamk	UF	Lotus_CSSP
0.0236	Lotus	ccamk	UF	Lotus_CSSP
0.0278	Lotus	ccamk	UF	Lotus_CSSP
0.0202	Lotus	WT	UF	Lotus_CSSP
0.0187	Lotus	WT	UF	Lotus_CSSP
0.0166	Lotus	WT	UF	Lotus_CSSP
0.0134	Lotus	WT	UF	Lotus_CSSP
0.0242	Lotus	WT	UF	Lotus_CSSP
0.0266	Lotus	WT	UF	Lotus_CSSP
0.0193	Lotus	WT	UF	Lotus_CSSP
0.0236	Lotus	WT	UF	Lotus_CSSP
0.0215	Lotus	WT	UF	Lotus_CSSP
0.0214	Lotus	WT	UF	Lotus_CSSP
0.0358	Lotus	WT	UF	Lotus_CSSP
0.0323	Lotus	WT	UF	Lotus_CSSP
0.024	Lotus	WT	UF	Lotus_CSSP
0.0257	Lotus	WT	UF	Lotus_CSSP
0.0244	Lotus	WT	UF	Lotus_CSSP
0.0225	Lotus	WT	UF	Lotus_CSSP
0.0257	Lotus	WT	UF	Lotus_CSSP
0.0258	Lotus	WT	UF	Lotus_CSSP
0.022	Lotus	WT	UF	Lotus_CSSP
0.019	Lotus	WT	UF	Lotus_CSSP
0.0228	Lotus	WT	UF	Lotus_CSSP
0.0231	Lotus	WT	UF	Lotus_CSSP
0.0256	Lotus	WT	UF	Lotus_CSSP
0.0212	Lotus	WT	UF	Lotus_CSSP
0.024	Lotus	WT	UF	Lotus_CSSP
0.019	Lotus	WT	UF	Lotus_CSSP
0.0208	Lotus	WT	UF	Lotus_CSSP
0.022	Lotus	WT	UF	Lotus_CSSP
0.0274	Lotus	WT	UF	Lotus_CSSP
0.0239	Lotus	WT	UF	Lotus_CSSP
