ASVid,Soil,Compartment,Genotype,LogFC,DA_by_sig,DA_by_struc_zero,Kingdom,Phylum,Class,Order,Family,Genus,Species,Confidence
09cca2b7db7c3bc8a66ce5c86ac0a85b,UF,Rhizosphere,nsp1,-1.06454135805874,FALSE,TRUE,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,Unknown,0.779176400055874
09e8bcb66a4e13e693c1670d16bd655d,PK,Rhizosphere,symrk,-1.08937607553248,FALSE,TRUE,Bacteria,Acidobacteriota,Subgroup_22,Subgroup_22,Subgroup_22,Subgroup_22,uncultured_proteobacterium,0.99385298439886
09e8bcb66a4e13e693c1670d16bd655d,PK,Rhizosphere,nsp1,-1.08937607553248,FALSE,TRUE,Bacteria,Acidobacteriota,Subgroup_22,Subgroup_22,Subgroup_22,Subgroup_22,uncultured_proteobacterium,0.99385298439886
0a2115481803e9960380d5a8209538af,NPK,Rhizosphere,nsp2,-0.967562010231606,FALSE,TRUE,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,Unknown,Unknown,0.999983928406541
0a2115481803e9960380d5a8209538af,PK,Rhizosphere,ccamk,0.65000743123718,FALSE,TRUE,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,Unknown,Unknown,0.999983928406541
0a45c93534c63fe838d5d9bd514d98ff,NPK,Rhizosphere,nsp2,-0.811979401416609,FALSE,TRUE,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,uncultured_Nitrospira,0.900619833568004
0a59eda76a40bc699c8270a013fff4e1,UF,Rhizosphere,nsp2,0.941773973654105,FALSE,TRUE,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Pedosphaeraceae,Unknown,0.920548056128013
0a9780b6b1f644d35ae4b4dfaeeaa6f1,NPK,Rhizosphere,nsp1,2.8057784091233,FALSE,TRUE,Bacteria,Acidobacteriota,Subgroup_5,Subgroup_5,Subgroup_5,Subgroup_5,uncultured_Acidobacteria,0.998347371769595
0aae1e42b6493a03bc6efce4b7af707b,UF,Rhizosphere,ccamk,0.838704290508872,FALSE,TRUE,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Ilumatobacter,metagenome,0.742704374543588
0ae09879cc3823d6cef7e698a8f5bd05,NPK,Rhizosphere,symrk,0.978370514759215,FALSE,TRUE,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,Unknown,0.999978159369025
0b017c2148b800b52d8c1fcc90bff258,UF,Rhizosphere,symrk,-0.770817657625087,FALSE,TRUE,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Rhodoplanes,Unknown,0.915485696761457
0b3ad0b2eddcecb516cce499f9e7c36f,PK,Root,ccamk,-1.93712909384812,FALSE,TRUE,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,uncultured,Unknown,0.77244488136198
0b43ac0d149b2da57389d690e6c0e262,NPK,Root,ccamk,-0.870893189744933,FALSE,TRUE,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Unknown,Unknown,0.999959514717983
0b669530f1af6aafb52c630b7cd53913,UF,Rhizosphere,symrk,-1.01883221970145,FALSE,TRUE,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,metagenome,0.838595077944183
0b7921d12231c374964afec2f26160b5,PK,Rhizosphere,nsp2,-2.01060145868193,FALSE,TRUE,Bacteria,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.999999999999979
0b7921d12231c374964afec2f26160b5,UF,Rhizosphere,ccamk,-1.36036567255707,FALSE,TRUE,Bacteria,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.999999999999979
0bc6fe9c0102c8552404218cd5cdbd76,NPK,Rhizosphere,symrk,-0.751802076764848,FALSE,TRUE,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1,Unknown,0.999704412774183
0c638fbc7597cd625f233b975d9a5423,UF,Rhizosphere,ccamk,2.35748438399172,FALSE,TRUE,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,Unknown,0.99389053393465
0cb8c9e9762507b50b3538a852ab9be4,PK,Rhizosphere,nsp1,-0.737263211169495,FALSE,TRUE,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,uncultured,Unknown,0.99745331418592
0cb8c9e9762507b50b3538a852ab9be4,PK,Rhizosphere,nsp2,-0.737263211169497,FALSE,TRUE,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,uncultured,Unknown,0.99745331418592
0cbda14b0f114d426df2e61aabd88eda,PK,Root,symrk,1.45294817859923,FALSE,TRUE,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,uncultured,metagenome,0.704023540789443
0d6f9736537a7b33e90ec29ad49dc87c,PK,Rhizosphere,nsp1,-1.01334720521931,FALSE,TRUE,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Unknown,Unknown,0.999915113125819
0d6f9736537a7b33e90ec29ad49dc87c,PK,Root,nsp1,-2.37170039930452,FALSE,TRUE,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Unknown,Unknown,0.999915113125819
0d6f9736537a7b33e90ec29ad49dc87c,UF,Rhizosphere,symrk,1.04791817172172,FALSE,TRUE,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Unknown,Unknown,0.999915113125819
0d6f9736537a7b33e90ec29ad49dc87c,UF,Rhizosphere,nsp1,1.34566592440377,FALSE,TRUE,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Unknown,Unknown,0.999915113125819
