feature	LjRoot221	LjRoot149	LjRoot223	G37_LjNodule209	G21_LjRoot111	LjRoot228	G3_LjRoot129	LjRoot196	G32_LjRoot291	LjRoot259	G11_LjRoot25	G8_LjRoot126	LjRoot17	G2_LjRoot102	G16_LjRoot125	LjRoot82	G20_LjRoot162	LjRoot183	G1_LjRoot134	LjRoot71	LjRoot289	LjRoot3	G4_LjRoot26	LjRoot18	G6_LjRoot130	G17_LjRoot232	LjRoot227	LjRoot219	LjRoot122	LjRoot243	G12_LjRoot70	G29_LjRoot226	G22_LjRoot238	LjRoot237	G7_LjRoot117	LjRoot10	LjRoot229	G5_LjRoot105	LjRoot11	G36_LjRoot142	G14_LjRoot22	LjRoot285	LjRoot240	LjRoot248	G35_LjRoot145	LjRoot89	LjRoot1	G30_LjRoot2	LjRoot277	LjRoot152	G33_LjRoot104	G27_LjRoot78	LjRoot30	LjRoot295	LjRoot296	LjRoot257	G9_LjRoot131	G24_LjRoot12	LjRoot244	G15_LjRoot29	LjRoot230	LjRoot258	LjRoot8	LjRoot220	G34_LjRoot233	LjRoot80	LjRoot247	LjRoot58	LjRoot261	G31_LjRoot101	LjRoot28	G25_LjRoot27	LjRoot288	LjRoot100
Lj_ccamk_LjSC_3_rhizo	-2.67170247124407	-2.74217407195582	-9.03276896003839	-9.37741713142584	-4.805875146467	-11.5829036174914	-3.83899721664171	-4.04465237527825	-5.56516340995539	-5.40195580773926	-7.32402991867881	-5.05778084804646	-4.13401643387355	-4.46177483129516	-4.53891351079757	-5.1002589066585	-5.7081383447712	-5.34977437635671	-6.58816814632689	-4.33649687611253	-7.23575598220225	-6.34907250573187	-6.53771343167037	-8.90348594309342	-7.10439863701942	-7.15502471008939	-9.36601236815359	-7.79627634165709	-4.31749331377378	-8.49051091027147	-7.1020316224755	-8.17478796491082	-7.68936113774058	-7.60315299583665	-8.8708812776615	-7.2940011232382	-9.18477205348344	-7.75850729878134	-9.35469705492575	-8.66121009742643	-10.8001082032481	-9.59980955276228	-10.2254140379808	-10.0879105142309	-9.06007630603412	-9.06007630603412	-9.44780645931723	-9.26723421367541	-9.84690241472706	-10.2461725981476	-9.73998721081054	-10.0327689600384	-10.5733373414011	-10.0327689600384	-10.4478064593172	-9.73998721081054	-10.631097954076	-10.3323292418973	-11.6542573367847	-12.4478064593172	-13.3134717436552	-11.6390717749128	-11.6542573367847	-12.8952654362885	-13.1678661182126	-11.4478064593172	-13.3713138188677	-11.6215940390175	-14.0171066631399	-12.2672342136754	-13.0327689600384	-14.6565812808403	-16.9752210402702	-14.9785093757276
Lj_ccamk_LjSC_4_rhizo	-2.58580584842996	-3.21998085400976	-10.0733481738242	-10.6187823103587	-4.75075231912816	-11.5829036174914	-3.90937243871307	-6.46629190225243	-6.17539070298569	-6.82823567598767	-7.82261112679379	-5.08508428187517	-3.11915186343732	-4.69509346358707	-3.55007664455043	-5.13736466669535	-5.83529733982185	-4.71905797263239	-6.66332874931198	-4.41725440894387	-6.86533967065041	-5.65330999348699	-5.88718806964709	-9.7621464855299	-7.69380935576674	-7.8566921220369	-9.6989526590427	-7.54746490585707	-4.60544077311956	-9.08676868958652	-9.50696421959018	-7.38529218013894	-7.92736886800692	-7.56144913529277	-7.6139165551869	-7.01766404124652	-9.15581033401617	-6.81980705391709	-7.93949242708941	-8.37702456415534	-10.6583106745454	-10.7583723947397	-9.80586786295921	-11.4359182532089	-8.58983093666259	-7.80586786295921	-10.046875962463	-10.2135258318725	-10.4019709212856	-8.66836433920928	-10.9213450803792	-10.8740393656008	-11.0733481738242	-11.5803081625441	-10.3688040573504	-9.58030816254408	-9.58030816254408	-9.78384155662921	-11.5063075811003	-13.4478064593172	-13.3134717436552	-11.6390717749128	-12.0208807539301	-13.8952654362885	-13.1678661182126	-12.0208807539301	-13.3713138188677	-11.6215940390175	-12.6583106745454	-11.5063075811003	-10.7407728347373	-14.6565812808403	-16.9752210402702	-14.9785093757276
Lj_nsp1_LjSC_1_rhizo	-2.89047948406039	-3.33913629188641	-4.82240773906239	-9.93325350775068	-3.96277475201851	-9.60067816866381	-4.75888260127718	-3.4269275585481	-5.16948785424076	-4.69308054288143	-4.56272753943083	-4.86397780016999	-4.68181493138921	-5.04699241250292	-5.44973627058907	-4.826278669855	-4.603996999299	-5.44021349647056	-5.972179019659	-6.39352026102252	-5.19829304947485	-6.58485320150213	-6.76630007283966	-6.56919993719064	-6.98078187783327	-6.19028917296303	-7.33058900529606	-7.39352026102252	-6.76036304783181	-8.41201660463991	-6.51321532741347	-8.34829100702952	-8.19628791358447	-8.08081069616454	-6.74269717353624	-8.51821600847184	-9.24519751406542	-7.98078187783327	-8.54858965751536	-8.84265095896977	-9.44021349647056	-9.31310157856722	-9.38436026173705	-10.7812504143056	-9.90678129638949	-11.6881410099141	-9.24519751406542	-8.96022055535095	-9.10317850919299	-8.33058900529607	-10.7339446995273	-9.05878438983454	-9.73394469952727	-12.2287093912769	-9.98770129177306	-11.5157894216329	-10.631097954076	-10.0442848201394	-12.3662129150268	-10.103178509193	-9.6437468905557	-11.6390717749128	-10.3662129150268	-13.8952654362885	-11.2287093912769	-11.9877012917731	-11.6006781686638	-11.6215940390175	-12.5182160084718	-12.103178509193	-14.0327689600384	-14.6565812808403	-16.9752210402702	-14.9785093757276
Lj_nsp1_LjSC_2_rhizo	-2.7764063337641	-3.17974127794402	-4.65529925322067	-9.38392963728604	-4.49852504168874	-11.5829036174914	-4.18468406217351	-3.85845989493303	-5.0594946867881	-4.873518049902	-4.63649553260278	-4.57388896507477	-4.58061273850465	-4.7206345261659	-5.30906683281534	-4.91767137322546	-5.16400355355387	-5.33460192492247	-5.31503455607497	-5.94401746936817	-5.76794024094426	-6.71964468390348	-6.17007522740599	-6.72758250332812	-6.77820857639809	-7.00783256696561	-7.87186768361233	-7.69414431160961	-6.47620293905146	-8.43500382188031	-6.25357172022363	-7.83281490704856	-7.94401746936817	-8.26363540356833	-7.28984047391572	-8.46123536345349	-8.97203184553777	-7.26363540356833	-8.88956968534579	-8.94401746936817	-9.65956407989947	-10.7583723947397	-9.57120820547862	-10.5014992336672	-9.64445718750926	-11.9814921747868	-9.96263314753551	-9.62950684604329	-9.69026087712239	-10.1633304977726	-11.0199663226015	-9.76998806959312	-10.0199663226015	-11.7699880695931	-9.80315493352832	-9.98149217478683	-10.631097954076	-11.2752233778435	-12.1419568469801	-10.5014992336672	-9.92563894005331	-11.6390717749128	-11.8371022654517	-11.7699880695931	-11.7699880695931	-12.3225290926219	-11.5289799700893	-11.6215940390175	-14.0171066631399	-14.1082794130339	-14.0327689600384	-12.7699880695931	-16.9752210402702	-13.2294196882304
Lj_nsp1_LjSC_3_rhizo	-3.21870334640382	-2.91282413234272	-4.40685544332184	-9.71213229765904	-4.49185309632967	-11.5829036174914	-4.30524773322941	-4.38253811666432	-4.99811204270567	-3.98733891206628	-3.97931153100465	-4.75488750216347	-5.26349126815066	-4.93120266165758	-5.59166069430716	-4.49185309632967	-4.99991541174159	-5.23241828371793	-5.12914203926949	-6.86150992169726	-5.21555679108696	-6.60121048358471	-6.995411208767	-6.39969565174897	-6.52133611788189	-7.23772817208558	-7.00624501467827	-7.55540679397158	-6.80051929180811	-8.3482488863303	-7.41886796102382	-8.11930767916491	-8.35746741635967	-8.02815979110671	-7.29857372730611	-8.70035512988268	-8.86150992169726	-8.25055221244316	-8.67708535055984	-8.44319729038556	-8.74805187191398	-8.9563691080387	-9.62050182219347	-9.94242991708083	-10.9067812963895	-11.6428696352219	-10.2853176306038	-10.0579071345008	-9.267830203875	-9.53434517844375	-12.0210247298833	-9.88798213305845	-10.0579071345008	-12.1834380165846	-9.9990134454472	-11.5157894216329	-10.631097954076	-11.2505522124432	-11.3209415403346	-9.7359790396134	-10.9424299170808	-11.6390717749128	-10.7359790396134	-11.3949421217783	-13.1678661182126	-13.0579071345008	-11.3209415403346	-11.6215940390175	-11.1834380165846	-14.1082794130339	-14.0327689600384	-13.0579071345008	-16.9752210402702	-14.9785093757276
Lj_nsp1_LjSC_4_rhizo	-2.86173511322951	-2.83976042297225	-5.27054065879684	-9.68106267695319	-4.22053852131488	-11.5829036174914	-4.93510829955973	-4.11526243331893	-4.87370775489559	-4.34716194039975	-4.36878475209955	-4.45609631195292	-5.18920958062352	-4.68106267695319	-5.62216898789962	-5.11627805816966	-4.71604803490252	-5.6961695693434	-5.15959309985742	-6.20857490549045	-5.28874525417443	-6.32585842719153	-6.27507031727735	-6.46383196073252	-6.54355915320326	-7.40804418254677	-7.58795327256171	-6.94409708278698	-6.77417208134467	-7.4180282711194	-7.80659355903705	-8.21291384121478	-7.70531022319987	-7.84648628616056	-7.52186408210394	-7.78059835050411	-11.1559304666687	-8.37849990693276	-9.54355915320325	-8.65721593499882	-8.4180282711194	-10.7583723947397	-11.3307957806167	-9.34002575911812	-9.0643913165047	-12.9814921747868	-9.83306577039824	-9.19563584978295	-9.23040126794363	-12.4549474196706	-12.0210247298833	-9.78059835050411	-9.94409708278698	-13.843986460354	-9.03336442088407	-11.5157894216329	-10.631097954076	-11.1285216539244	-13.4096561130599	-10.6810626769532	-12.2660251776743	-9.34002575911812	-11.0029907718406	-13.8952654362885	-13.1678661182126	-11.1285216539244	-11.1285216539244	-11.6215940390175	-14.0171066631399	-14.1082794130339	-14.0327689600384	-14.6565812808403	-16.9752210402702	-14.9785093757276
Lj_nsp2_LjSC_1_rhizo	-2.90472748114845	-2.86252865680319	-6.44294349584873	-12.0166871901886	-3.93127521837297	-9.48378854812611	-4.11345458422807	-4.04084505227738	-5.09425894271897	-5.01552227211405	-5.94169785466596	-4.24770969472675	-4.66050738516835	-4.56460310090246	-5.38376555991395	-5.39862116486343	-4.72457512055985	-4.83526091862749	-6.15021009349982	-5.40322306682244	-5.83681638512953	-7.1348212004864	-6.02258566463662	-7.68761736456118	-6.43821334393633	-5.49848505933281	-8.41711750848082	-7.4935695689187	-5.9602265920691	-8.25861368611834	-7.16186045323875	-8.59520983079453	-8.29236247747288	-7.91845485415389	-8.29236247747288	-8.87306295133987	-8.72745762909297	-7.7803525775251	-9.3009244909763	-8.72745762909297	-9.69324191375506	-10.7583723947397	-9.35339191087044	-9.50341735487504	-9.46442322325918	-8.93835441159159	-9.31820248240814	-9.52331691231275	-8.70455722698289	-10.4078396948928	-10.335689909137	-8.71596199025514	-10.7390456033682	-11.3713138188677	-9.26697715905296	-9.93835441159159	-10.631097954076	-10.0785320696399	-12.3713138188677	-11.169679957698	-13.3134717436552	-11.6390717749128	-10.992802195614	-12.3713138188677	-13.1678661182126	-10.6932419137551	-12.3713138188677	-11.6215940390175	-14.0171066631399	-13.1082794130339	-14.0327689600384	-14.6565812808403	-16.9752210402702	-14.9785093757276
Lj_nsp2_LjSC_2_rhizo	-3.11916133645411	-2.91073058899224	-3.82450617171685	-9.76481976886282	-4.31773654265316	-11.5829036174914	-3.94543897799822	-3.95023730295654	-5.14643426660421	-4.32706769653921	-4.84149228344362	-4.32291306432058	-6.2451835160196	-4.16397765447551	-5.63811529601963	-5.28302033719706	-5.19876573069172	-4.80481783679473	-6.03350073783775	-6.41167294336473	-7.17985726814166	-7.60494843208443	-6.71497121941225	-6.15379497155546	-6.36394033258063	-7.21023091718518	-7.69873057840504	-8.5749952099828	-7.12819514831917	-8.09239442689132	-7.41609161463174	-8.32187627301409	-7.87000200555487	-8.42496976597819	-8.44289167397545	-8.03689931429962	-8.65629531208465	-7.12819514831917	-8.27296667253314	-8.67735692761248	-8.69873057840504	-10.7583723947397	-9.21023091718518	-9.63553675191785	-9.44289167397545	-9.55536640323387	-9.8579291732543	-9.81062345847594	-8.8579291732543	-9.95746484680521	-12.0210247298833	-9.44289167397545	-10.5948947674205	-9.63553675191785	-9.55536640323387	-11.5157894216329	-10.631097954076	-11.1798572681417	-13.4096561130599	-9.8579291732543	-10.1209635790881	-11.6390717749128	-11.4428916739755	-13.8952654362885	-13.1678661182126	-11.5948947674205	-11.5948947674205	-11.6215940390175	-11.5948947674205	-14.1082794130339	-14.0327689600384	-14.6565812808403	-14.7648197688628	-14.9785093757276
Lj_nsp2_LjSC_3_rhizo	-2.790525255125	-3.06520942901714	-4.07739910553636	-9.63109795407603	-3.94805249872733	-11.5829036174914	-4.09441432807952	-5.28326799574592	-5.01766879805282	-4.42844175080085	-4.34999107159368	-4.33341740543535	-6.44270620397491	-4.68501809289353	-5.82374303201843	-6.13599606586801	-4.46175386467736	-4.92824771734426	-5.4857749258668	-6.10481136068249	-5.89570135956517	-7.39089425662313	-6.47752756548402	-6.30708051046595	-6.06366537791245	-6.79417857447629	-7.4358416626771	-8.03918269271311	-6.8692576912708	-7.71171641428432	-8.29667891500548	-8.34730498807544	-8.21606045479719	-7.88164141572663	-8.06719706888271	-8.58987529134952	-8.58987529134952	-8.39977240796958	-9.05312188367099	-8.89413235990983	-8.36458297950728	-8.89413235990983	-8.91944344843902	-9.16976680252326	-9.88164141572663	-9.34730498807544	-9.63109795407603	-10.0391826927131	-8.26388897988781	-9.95826269732954	-10.0391826927131	-9.24776931452453	-11.0957662210795	-10.5696974094119	-9.65215956960386	-10.0671970688827	-9.63109795407603	-10.9847349086907	-11.5696974094119	-10.7396224108542	-9.49169489741062	-11.6390717749128	-11.0391826927131	-12.5696974094119	-12.0391826927131	-10.6952282914958	-11.0391826927131	-11.6215940390175	-14.0171066631399	-14.1082794130339	-14.0327689600384	-12.9322674887966	-16.9752210402702	-14.9785093757276
Lj_nsp2_LjSC_4_rhizo	-2.96194758994351	-3.65572165353158	-3.0866056408369	-10.4684900717755	-3.91916136770935	-10.5464925837768	-4.55025450257302	-5.42064865079863	-4.91390122009791	-4.24372674597635	-4.4402931799449	-4.33541547566821	-5.55276790920331	-4.79829973418736	-5.05285948100186	-5.55025450257302	-4.90023390378679	-5.50574624143351	-5.84605286563573	-6.59747651249563	-7.1733857649639	-7.50696421959018	-6.18698703107298	-5.42870520566968	-6.34137815387221	-6.68851158864925	-6.96487352613003	-7.85223144056485	-5.97495059881799	-7.81555077723838	-8.50696421959018	-7.64495522266251	-7.79160508161335	-8.44963104452423	-8.90906266316153	-8.08706096513952	-9.07256139544441	-8.76222127483226	-8.83377453585729	-8.50696421959018	-7.38102723052521	-8.73913766171922	-9.1772587741111	-9.14656197688818	-9.41263683704203	-8.72773289844697	-9.44963104452423	-9.71641758521913	-8.1695231253315	-9.78568024765625	-10.290152830517	-9.76222127483226	-9.96153008305567	-10.7164175852191	-9.96153008305567	-10.5069642195902	-10.631097954076	-10.1017077411039	-11.3241001624404	-9.73913766171922	-9.24068415425273	-11.6390717749128	-12.131455084498	-13.8952654362885	-11.3944894903318	-11.5464925837768	-11.8095269896106	-11.6215940390175	-14.0171066631399	-14.1082794130339	-14.0327689600384	-12.9090626631615	-16.9752210402702	-14.9785093757276
