Feature ID	Taxon	Confidence
85fa8bb918a926d97659d9b64ca6fedd	Unassigned	0.7491022573512254
fd20bdf653287dd3de85661cd7eb5cc8	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae	0.9997025367775966
36d152ade5576217b77b12bc9329f447	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	0.9990518465708371
ece0eb0811bd064e537f49c346b29ddf	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia-Caballeronia-Paraburkholderia	0.9999930934217707
acf01e53700dc702dc4f487d1848974b	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Mesorhizobium	0.8954040374320987
25f50286877b75132ef5ec0dc684eb73	Unassigned	0.7493683256193524
f72458be6bb0cea2b3ef87c0906a980e	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae	0.9999230855506926
af339a1741e3d5d849c798ada8b7ea05	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Noviherbaspirillum	0.9465025625231611
291a58ac54b2011dacb098ccf128aea9	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Mesorhizobium	0.8490846915462351
6983af9387085b361df4d6ec10d8a801	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Mesorhizobium	0.9043489634486386
7561b7cae1fca93bac59989bc456c185	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Mesorhizobium	0.9799434229162806
335241f9cdeb4a16e3f395cb7809d30e	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.9999648939034852
69b755de77ecd1ce0770fc7f830cbae1	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Rhizobacter; s__uncultured_bacterium	0.8281118503799684
bd90faaa34a776a589d0517a4c28901a	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces	0.9999886432571496
2bd237afea78a3d703ecb462fd84cbb0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae	0.9999893446969795
bd6720229b55e52b4f095dc493d42085	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Duganella	0.8407074338297247
c1236d9589f1a86c89ca11612c936963	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales	0.999836080333202
c5c2f468ed0c84f898045623856679cf	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces	0.9979841095041115
