"fb5dbd2193f8f58ffaa3f5524a4a84b9","fb5dbd2193f8f58ffaa3f5524a4a84b9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f041badb84b6cd9f6d887e3ea0ef0644","f041badb84b6cd9f6d887e3ea0ef0644",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8259c20476fffdf6c2cf18cea58678b8","8259c20476fffdf6c2cf18cea58678b8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"4e18a08949db54ab0ce96b70a7fee8ce","4e18a08949db54ab0ce96b70a7fee8ce",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02f3d74050aec106553a41873a8d1a31","02f3d74050aec106553a41873a8d1a31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"728ed747bebb5e9fcd52a327468d7263","728ed747bebb5e9fcd52a327468d7263",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"aebfa7bef248151d9e442b70047c6bb5","aebfa7bef248151d9e442b70047c6bb5",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73389b84cf25d361737b497a0794ef2c","73389b84cf25d361737b497a0794ef2c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ca2e17a4227a8dd8580fb397997dc98b","ca2e17a4227a8dd8580fb397997dc98b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2ab077f1e51b9f4a0c4495898eec4f02","2ab077f1e51b9f4a0c4495898eec4f02",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"038c3576b4b047aa19ee4797d411f9f9","038c3576b4b047aa19ee4797d411f9f9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15201a787ba2f4336196ae9fca61beea","15201a787ba2f4336196ae9fca61beea",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bcdcd3d5ca528f971201c906b1906e06","bcdcd3d5ca528f971201c906b1906e06",0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f263da5b1006c88261b916e5d07c5f4a","f263da5b1006c88261b916e5d07c5f4a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3701eb24d1cee81b89a618770ce6126b","3701eb24d1cee81b89a618770ce6126b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"6be5b3606c0e9b32be29ffe56af9f8c7","6be5b3606c0e9b32be29ffe56af9f8c7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5bcbf75e0718cf66fa33968c27136b83","5bcbf75e0718cf66fa33968c27136b83",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4ee26b665cb32a79bc31b1e36a178a9f","4ee26b665cb32a79bc31b1e36a178a9f",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a09ffff8ac5f8a0a89415b2af3510e44","a09ffff8ac5f8a0a89415b2af3510e44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c4270c9d98029dd329b65cee720145f2","c4270c9d98029dd329b65cee720145f2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"770e277c58fc7fcf14c29ee43362b7a8","770e277c58fc7fcf14c29ee43362b7a8",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4360d368ebe6328c5b45a8ed19e91d96","4360d368ebe6328c5b45a8ed19e91d96",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"14dc67f44a55ef2e642cf5b852f1fa48","14dc67f44a55ef2e642cf5b852f1fa48",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7f7772627dda978fc9956e3bfee74315","7f7772627dda978fc9956e3bfee74315",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"004ef7869c1a93384289e14be463c2cd","004ef7869c1a93384289e14be463c2cd",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fa00c2f80d7a261d7e8d62caf32cf167","fa00c2f80d7a261d7e8d62caf32cf167",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"189a037204ef8e8cc34995beb3d691c6","189a037204ef8e8cc34995beb3d691c6",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37297741d1d8db221ae84e78639a1194","37297741d1d8db221ae84e78639a1194",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5a717838dc8b743c6ade140d8aa76bf3","5a717838dc8b743c6ade140d8aa76bf3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93fac8563c728131702ec290b02842f1","93fac8563c728131702ec290b02842f1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c5c2f468ed0c84f898045623856679cf","c5c2f468ed0c84f898045623856679cf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8f1ac273241732bd4c16606b541aa6ae","8f1ac273241732bd4c16606b541aa6ae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"812d8a64f25da183be8fba12c3350e03","812d8a64f25da183be8fba12c3350e03",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8d97604d2f075ab13a6bfc2f705e0e07","8d97604d2f075ab13a6bfc2f705e0e07",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e284682a9e8998f700c0ed4f0c903bb8","e284682a9e8998f700c0ed4f0c903bb8",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43495151d09a93de21d4f915f3aac24b","43495151d09a93de21d4f915f3aac24b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"32ec2f1da6ffe23816868d41a92f9793","32ec2f1da6ffe23816868d41a92f9793",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"8ad4d2461816500cb13e9b2a498441c5","8ad4d2461816500cb13e9b2a498441c5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"16bc0ca08f1ecfc0f89248b49021623f","16bc0ca08f1ecfc0f89248b49021623f",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"724aeedfeeb7ace8b616a5893249d768","724aeedfeeb7ace8b616a5893249d768",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9fc5a0977af77642b74c387e513a6d6c","9fc5a0977af77642b74c387e513a6d6c",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"026692c957ad2b1123a996fdf1edfdfa","026692c957ad2b1123a996fdf1edfdfa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bfd993699a8ba2e9ee6fc0c10a662d5a","bfd993699a8ba2e9ee6fc0c10a662d5a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3fc227d744caebbaf52b5dbca7ad5099","3fc227d744caebbaf52b5dbca7ad5099",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d2f4f7679cbff3b40507622b1bb0b39e","d2f4f7679cbff3b40507622b1bb0b39e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"1d248b628c4ada900392cebb593fd598","1d248b628c4ada900392cebb593fd598",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"6aff6bdb484bbc1158c2c06c44b3062b","6aff6bdb484bbc1158c2c06c44b3062b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"95de737bd18afdc81cf608b8f0711355","95de737bd18afdc81cf608b8f0711355",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5fa0562b7679d5d9e539f79a69b5b32b","5fa0562b7679d5d9e539f79a69b5b32b",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ad71034bd69787b2f51ec239f1e6abc2","ad71034bd69787b2f51ec239f1e6abc2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37bd49bb8e94d5412afd0532080ecc0e","37bd49bb8e94d5412afd0532080ecc0e",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dbc0eab5da1a829731ce79f2ce381883","dbc0eab5da1a829731ce79f2ce381883",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a611a5f54dfec5fd6723cbe11600e1ab","a611a5f54dfec5fd6723cbe11600e1ab",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37b2f7673a035d1f7bb1641e735e200e","37b2f7673a035d1f7bb1641e735e200e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79730877b264360d904ea26e07371d44","79730877b264360d904ea26e07371d44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b31cd8e4674bdf8c0e0d35cadf1e4945","b31cd8e4674bdf8c0e0d35cadf1e4945",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"617772168b9328aa854c1225be1f9684","617772168b9328aa854c1225be1f9684",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"24a72c6fbd5747897185504d7f143206","24a72c6fbd5747897185504d7f143206",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"747f532a4e9145c64c585d2831d1ca0d","747f532a4e9145c64c585d2831d1ca0d",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"eebf68eb1f2f4acb55c801d941570b09","eebf68eb1f2f4acb55c801d941570b09",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dfe821cd50262495f3a4995e5c0db22f","dfe821cd50262495f3a4995e5c0db22f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d08c74b0b01ecf9c19d544341a99d54d","d08c74b0b01ecf9c19d544341a99d54d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"63c1cef31ff15678e69e8c336a6e3299","63c1cef31ff15678e69e8c336a6e3299",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"9669dce7e14692ed093f294d6a4f6d28","9669dce7e14692ed093f294d6a4f6d28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
