id,1,2,3,5,6,7,8,9,11,12,13,14,15,17,18,19,20,21,23,24,25,26,27,29,30
16,50480,35910,47450,43180,39870,54920,48830,38880,48870,38790,40640,42310,39720,44590,45230,48110,46740,39240,40860,48540,33170,33390,32790,37860,41420
61,74390,81230,77210,78570,28740,54730,31370,34350,51420,45830,52850,30570,36590,56910,81350,7883,793.4,1063,3337,1362,1401,815.5,34680,28270,1013
76,2329,1059,6396,1686,3351,3039,1007,2778,4126,593.2,827.4,975.5,913.3,1315,808,815.1,942.9,580.8,764.2,0,1576,894.2,979.9,1284,615.2
77,1883,1993,2237,2149,757.2,1833,0,1242,2810,0,1097,1015,1131,961.5,0,1866,2024,1140,4155,2125,5962,0,0,0,0
82,10010,8920,11440,10460,11160,8978,6941,8693,9238,7907,8610,6945,9884,11020,12780,7560,10010,10880,11290,15230,15100,15040,13660,16050,17150
98,83700,71850,73700,84990,29840,47610,21900,44610,33580,26040,46880,35670,46780,45880,38630,62570,45440,54920,42320,36960,41470,45280,38210,58280,41070
100,86700,0,64550,77170,22150,33900,13380,0,29590,15010,33450,25540,0,40740,32390,50860,30590,42190,0,23930,30380,0,0,37510,28540
113,22400,37770,0,30690,0,5531,0,4374,3298,3166,17230,13640,10760,0,11400,6932,3360,7389,3003,0,0,0,1247,0,0
115,3288,2877,3248,3558,2954,0,0,2202,2529,3022,3771,2839,4503,4529,5344,5317,6404,6220,5442,8031,10680,7055,4367,4904,12590
118,10810,8398,28260,17790,55620,89950,73550,70070,74800,65140,0,43960,10080,12240,18870,0,0,0,4734,0,18820,0,7648,12570,0
120,449.5,0,0,2341,1495,401.4,0,0,780.2,1185,0,0,0,0,1260,1315,1205,1270,2264,2613,2661,0,0,0,3988
124,0,0,0,0,5530,0,7012,0,0,8612,9794,5087,0,12320,19050,3084,868,957.3,1768,876.6,996.1,684.3,7643,0,778.6
126,150500,141700,153800,141500,52320,113400,64720,65800,101600,76370,93250,56490,60500,104100,142100,0,0,0,0,0,2598,0,0,51470,0
127,14910,5697,40200,12350,14030,14110,8787,13640,20640,3643,5313,7404,6712,14150,7281,7120,7305,5342,5449,2098,9142,6014,6250,4977,6443
131,11740,10780,9834,11970,2747,5103,2171,4040,5260,1762,4511,4088,3829,10240,9711,6275,8408,5328,4911,898.3,0,0,5998,8833,462.7
134,2339,0,3908,7898,1227,3412,3109,0,16840,2134,1131,0,611.8,626.6,1598,0,2380,0,853.4,0,0,0,0,0,0
137,14060,11010,0,14520,0,6568,0,4165,6823,2848,6836,5067,5478,0,5080,3768,4569,3178,4434,0,2551,0,4072,0,0
138,7817,5332,7843,8345,1948,2999,1768,2271,3675,1609,5573,3455,5018,7081,4928,1638,2020,1580,2152,2268,1195,3285,4316,5918,588.3
139,1876,1063,2526,1923,1642,2573,1686,1580,3398,836.9,1330,1029,1368,1509,1302,1408,1467,1430,1267,2244,2847,891.2,929.5,1334,2035
142,4740,3801,4113,5090,957.8,1387,812.9,1282,2228,864.3,2237,1511,2356,2927,2232,511,894.6,0,691.4,449.2,853,1235,976,2209,886.7
144,1058,0,5840,0,4127,4756,813.6,2558,3407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1023,0,2697,0,1048,2156,979.5,1368,2206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,4563,0,1252,4013,0,919.8,0,0,0,0,0,0,0,1822,0,0,0,0,0,0,0,0,0,0,0
150,184500,198300,170600,194300,156100,115200,148700,159000,137400,150100,185100,163600,187300,189700,176100,190100,198700,197800,194100,187500,194800,190500,174700,168800,187300
156,2917,0,5185,1701,2903,5885,2783,0,6768,1568,1431,1210,1433,1713,2258,1058,1485,1889,957.2,1785,2724,0,1104,1292,908.4
157,3217,2894,6255,2801,3818,6739,4411,3607,8558,3087,2210,1988,2203,2270,3268,1656,1667,2190,1204,2042,3226,2473,1667,2336,1769
158,435.7,0,0,420,0,1711,0,382.3,1860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,2304,1353,1503,2592,1421,610.7,766.2,1569,1647,1437,564.3,1362,0,3437,2441,2126,2713,3346,1539,1723,0,0,2024,2471,1272
172,11020,11220,8463,12130,3481,3036,2042,2198,2953,1486,3866,3483,3134,4764,3751,8534,8170,6884,7956,4684,2553,2173,2555,5244,3569
174,2956,8335,2449,5149,0,0,0,452.5,0,0,2303,1806,1530,1507,1644,1036,471.3,1142,0,0,0,1637,0,887.8,0
175,0,14210,1569,2250,0,0,0,0,0,0,639.8,0,0,0,1537,2536,2405,2118,2623,2017,0,1605,0,2442,0
176,4719,0,0,0,1781,2414,3369,1107,1316,1285,0,1915,0,0,1773,2130,0,0,1794,0,0,0,0,0,1264
177,2909,1199,0,1991,0,2467,0,1794,1802,1235,1383,1622,1721,0,1850,2932,2189,2502,2483,0,2701,0,1228,0,0
183,62840,62680,58790,74460,29460,32600,20630,29970,35560,24750,43560,30590,51460,38190,35230,41640,39980,38260,34100,42360,16260,29510,31120,42810,24070
184,71510,70280,68780,79150,29430,48100,29460,39750,38330,24460,45790,33480,50210,39700,34910,52120,48100,47620,39950,48810,18750,33020,33610,43670,29200
185,9030,12430,14390,11440,14690,18120,15670,26100,15170,18070,11310,10720,10730,11940,15280,14060,16050,14110,14880,14210,20820,9706,13800,14160,7213
186,740900,0,598100,695400,165900,353600,126500,0,222100,96490,260200,211000,0,349800,224600,418700,242900,352300,203400,184600,275900,0,200900,317200,248100
187,651700,638700,621100,678200,301300,451600,203000,440700,330400,234000,438000,355400,469700,452000,370800,542700,431600,513500,420900,387700,418800,459000,384500,534700,411600
192,19430,18710,48300,19670,86000,53410,34650,68310,56060,10110,10360,17500,13040,14540,8560,12960,13410,11500,9314,10300,33580,28520,18790,14530,7586
193,2570,958.4,5250,1520,4619,2720,1273,2603,3903,0,0,0,0,1178,0,0,0,0,0,0,810.9,0,361,0,0
195,2198,0,5410,0,2598,4481,0,3030,2280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,2877,2384,3649,0,5354,6362,3657,2949,4339,0,0,0,0,0,0,3177,0,0,0,0,0,0,2053,0,0
202,3240,2986,3128,3000,3100,2967,2099,2707,3307,2687,3380,2387,2393,3800,2397,3083,3310,3616,2058,2825,2505,0,2660,2793,2389
203,3363,2964,3326,3295,3341,3097,2403,3105,3723,3469,3815,2560,3063,4526,3213,3199,3644,3785,2263,3416,3479,2698,3186,3212,3012
204,3206,3301,3813,3572,4601,6366,3756,3650,4678,3203,3584,2677,2589,3852,2990,5023,3819,4320,3715,3778,3335,2766,3451,3576,3415
206,8205,8356,10850,8607,12710,10920,0,4786,6111,12150,9730,5551,10240,12430,12100,16260,25340,20780,13620,23500,18030,12350,12590,13110,17180
210,7136,6636,5194,7923,1658,2656,1531,1635,2975,1126,4032,3616,3037,4006,3112,983,1376,999.7,804.1,802.8,1425,2382,2959,4749,1668
211,0,0,858,0,0,804.2,0,0,0,0,0,0,0,0,0,0,0,769.9,819.9,3290,0,0,0,0,0
212,1084,561.9,767.5,926.6,686.5,847.7,402.7,527.5,798.8,683.4,1058,477.2,950.2,1488,1085,1274,1390,1627,1061,1112,1563,1099,1411,1575,1233
213,3667,1767,0,3500,7196,28220,7261,4497,23560,2680,904.5,3087,0,1004,1322,893.2,0,659.9,0,656.1,0,0,0,0,503.9
217,3802,3603,0,3859,5220,4111,4473,0,0,0,1835,5124,2752,4599,3357,7278,6549,6384,3823,4340,1493,1711,0,2992,2547
221,2411,1533,3192,2326,0,0,0,2897,1586,1676,0,0,0,0,2045,0,0,0,2350,1639,0,0,3995,3353,1678
232,11840,11490,14680,11100,10410,11900,7086,12210,10820,9857,16920,14020,21170,17980,17650,18210,16970,23060,14460,20810,9633,17930,21060,19240,13560
235,2324,1715,2005,2849,1908,0,1332,2078,2083,1862,0,1745,0,3728,2619,2520,2973,3766,1862,1874,0,0,2478,2620,1463
237,0,804.7,0,0,0,0,0,0,0,0,0,970.5,0,0,0,2033,2843,1919,0,0,0,0,0,0,0
241,4127,2831,3852,3491,0,4232,0,3899,3028,0,0,0,0,3216,3574,0,3378,3006,2279,0,0,0,3016,3303,0
242,3609,3184,4590,4521,0,4198,0,3896,4113,0,0,0,0,4902,3363,0,5225,4443,2531,0,0,0,3441,7008,0
247,1192,3031,964,1766,0,0,0,0,0,0,834.7,1049,737.6,666.7,641.5,0,0,0,0,0,0,615.5,0,435.2,0
250,3617,3133,3300,3490,3619,2942,2600,2211,2342,1966,3393,2557,2548,3461,2816,3397,3470,3644,3195,2817,1895,2161,2704,2585,2625
252,837.7,0,0,810.5,0,2879,0,748,3440,419.6,0,452.4,0,0,0,0,0,0,0,0,361.2,0,0,0,0
256,2972,3237,3348,0,1728,2428,0,2022,3107,0,0,0,0,0,0,2242,2830,0,0,0,0,0,0,0,0
259,14220,6388,34390,10950,34200,27760,10860,18470,26480,8659,2847,4783,2271,8114,8906,4402,3040,3398,1477,5597,13540,5890,3269,5916,1909
261,7954,4524,6490,5450,3358,0,0,0,8661,0,3452,2865,2097,6430,8753,1720,2795,2149,1841,1618,0,4195,1457,3248,1058
