id,1,2,3,5,6,7,8,9,11,12,13,14,15,17,18,19,20,21,23,24,25,26,27,29,30
262,0,0,99210,0,92780,0,27520,0,0,0,0,0,0,25480,0,0,0,0,0,22400,0,17910,0,23240,10240
263,16350,0,83410,8750,62240,70950,17770,46950,57200,13730,0,8868,0,11360,6345,4415,0,0,0,6375,17420,3653,0,5337,0
265,2061,1039,0,1334,0,1130,0,926.2,861.3,393,636.5,547.3,1306,0,812.8,754.5,670.5,739.3,476.2,0,597.9,0,513.9,0,0
267,42880,24560,28890,41660,18800,21630,16180,30510,23510,14320,26900,15210,23740,32750,29820,15360,11010,15500,6672,13960,19860,16220,13790,17910,15410
268,3016,2431,0,3053,0,0,0,0,4896,1090,1387,1656,1597,0,1186,1893,2587,1142,3450,1877,5810,0,0,0,0
269,5094,1196,23310,1765,47720,21990,4012,19490,11720,544.9,0,1581,0,1153,0,523.5,0,0,0,0,1535,547.9,608,0,0
270,12450,4392,40010,10380,28290,14220,5873,19040,19440,2900,3656,5372,4293,10900,5026,4177,4456,3027,3146,1266,10400,6300,4256,4662,3786
271,44150,19530,133100,34700,69480,58240,18770,58290,86260,12330,18080,18710,19760,28370,16110,15520,20190,11380,16510,5138,34980,18490,18590,26560,13660
272,2131,1272,1770,1909,1722,2188,1677,1423,1366,1349,1170,1107,837.5,1469,1078,2284,2013,2780,1786,2160,1492,1113,1007,969.6,1687
274,6505,0,0,0,1217,3337,5679,1168,1133,710.3,406.6,1998,370.6,544.5,1357,2791,0,0,1214,369.1,449.8,371.1,0,0,1498
276,1631,1410,1457,1243,1125,0,0,0,629.6,645,0,0,504.9,0,0,0,0,0,0,0,0,0,0,684.8,0
277,15280,10470,20490,16690,9468,32870,10830,12530,47880,4690,4768,15830,2887,7949,9166,4282,9094,4649,4246,1643,2397,0,4513,6182,485.8
279,92720,74820,105200,107000,59720,90930,60000,106400,86730,46400,50050,53070,52760,73870,56110,55790,45070,58030,32830,42580,50610,58550,53210,63230,45480
280,673.9,1063,847.2,987.8,781.3,0,0,0,0,0,0,0,0,0,538.3,3175,5916,2497,3769,4112,2411,999.7,0,0,2412
283,5612,3515,5385,4848,3300,4141,2680,3526,4220,2847,3669,3642,3732,4947,4994,2685,2929,2456,1635,1998,3203,2621,2615,2342,2693
284,2865,757,1152,0,1052,950.2,0,0,895.1,406.6,0,0,0,0,753.1,662.6,741.8,611.1,586.8,944.1,1097,901.9,0,426.1,1399
285,1258,896.8,2116,1836,784.3,857,0,917,986.8,569.1,1437,1179,2584,2603,2265,1231,4744,2185,2603,1440,1607,1960,1209,1211,1285
286,0,4786,1436,1510,0,0,0,0,0,0,0,1153,0,1284,0,0,3001,2628,0,0,0,0,0,0,0
288,1090,2021,0,0,1517,793.7,1100,0,1312,2381,2461,1601,3216,1338,1631,1816,2275,2043,2207,2706,0,2136,2271,0,0
289,4838,11020,4655,8707,5259,2763,3374,5928,3903,7749,9154,6528,13990,5089,5985,8320,9911,9648,9427,12770,4647,9544,6809,9936,8268
290,9810,6971,6954,10820,0,4376,1831,0,0,0,4457,0,4476,0,3801,6352,4312,0,0,0,0,0,3457,3272,0
291,0,0,0,0,2796,0,0,2645,3105,2050,0,2749,0,4318,0,0,0,4944,3114,4538,1649,3090,0,0,2779
300,3106,2321,0,2852,4726,3777,3918,0,0,0,801.1,3833,1258,0,0,6176,5741,5506,3455,3238,1311,971,0,0,1656
306,607.7,0,1270,644.1,798,1859,819.8,865.9,1054,0,0,0,0,354.6,0,0,0,0,0,0,452.3,0,0,0,0
308,10930,0,0,14120,0,0,0,0,0,7200,1816,6696,0,19370,11770,10500,13550,17830,0,7821,0,0,0,0,5431
315,4512,2779,6009,4104,0,0,0,4989,4981,2937,0,0,1359,0,0,0,0,0,3610,2528,0,1071,6176,5428,2792
317,5302,0,6422,5056,0,0,0,0,9149,0,4129,0,0,12300,17890,4801,0,4687,0,0,0,0,0,0,0
318,0,0,0,0,0,8642,3764,7912,0,4409,0,4293,4632,0,0,0,0,0,0,2963,2103,11070,4406,6784,0
319,3818,1601,0,2135,0,0,0,2111,2059,2564,0,0,2358,0,2215,2337,2455,2225,2456,0,2279,0,1585,0,0
322,11740,3622,3973,8779,4521,4104,7153,7673,7720,3465,8895,8931,10410,10560,4957,10990,6599,13810,7828,5476,9936,9025,11400,10040,9859
325,5717,2987,3912,7274,3862,0,2055,4981,4633,3640,0,3759,0,10820,6270,6016,7240,9675,3973,4821,0,0,5832,6690,3957
326,0,0,0,0,0,0,0,0,0,0,1750,0,2340,0,0,0,0,0,0,0,1881,1355,0,0,0
327,0,0,0,2663,3088,0,0,2115,0,2579,0,2159,0,0,2704,0,0,0,0,0,3279,2894,2676,0,3054
328,5095,5074,6387,6320,6247,5495,4538,4885,5360,4399,3783,4570,5668,6196,4501,6492,7947,7508,7783,7461,3655,3341,6846,7484,5960
334,5781,9388,5674,6490,7442,7322,8714,7603,7114,8350,9335,9654,9345,6671,7293,8375,9656,7628,12960,9265,7735,11040,10980,8824,8263
335,10690,13980,9847,11810,6990,7865,5661,7810,5629,6079,10830,10330,0,8064,7867,13170,11190,12200,12890,9026,9699,0,11190,12320,10040
340,0,0,1751,0,0,0,0,0,3860,0,0,0,0,0,0,0,0,0,0,0,1659,583.5,0,0,0
346,3355,1902,2022,2404,3911,1786,3967,3608,3980,1898,3451,4143,4278,2910,2078,3350,2800,3295,2452,2547,3555,2599,2507,2824,2777
347,0,0,0,0,0,0,0,0,0,0,0,0,840.1,0,0,2619,2695,2507,2482,2647,2290,0,1773,0,2908
348,0,0,4963,2177,6053,14940,0,4006,11180,0,0,0,0,0,0,0,0,0,0,0,0,1018,0,0,0
355,2027,1680,0,2382,0,1580,0,1968,1675,0,3394,2258,2669,0,1700,1724,2814,1606,2155,0,1119,0,747.3,0,0
357,1083,0,12190,2724,24950,20520,8029,11950,25260,8449,0,12420,0,0,6171,0,0,0,0,0,9433,0,0,0,0
358,5907,3161,0,5058,1665,2969,1588,1953,3130,948.9,3519,2370,2931,2399,1470,5132,3333,3307,2703,0,4273,2169,941.9,0,0
359,1264,1183,1412,2777,829.4,0,0,459.1,493.9,340.5,1501,1307,829.3,1399,1033,2086,2929,2159,1996,958.2,651.9,1236,1810,984.7,0
360,3750,3516,6493,0,10490,8122,3430,4649,6746,0,2442,2547,1411,0,0,0,0,0,0,0,2889,0,0,0,0
361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506,1565,3491,1703,1811,0,0,0,0,0
362,0,0,1911,0,0,1811,752.1,0,6471,2278,1079,856.9,0,1940,5576,0,0,0,0,0,1173,0,0,0,0
368,5166,0,27590,2736,19310,23610,5418,14980,19020,4245,0,2644,0,3400,1961,1291,0,0,0,1786,5226,1199,0,1677,0
372,0,0,0,1282,0,0,0,0,0,0,736.6,0,0,0,860.4,1061,1170,989.6,1080,670.6,0,0,1045,947.9,848.3
375,39910,624.1,0,0,6129,15990,23380,5132,5188,3125,1434,8496,809.5,1945,5985,12550,593,0,5058,1259,1551,1046,0,0,5827
385,380,366.2,0,545.4,0,0,0,0,0,0,0,0,0,0,0,1248,1906,2078,1704,1680,979,419,512.8,0,1233
386,4579,7343,5846,6220,4999,2706,1691,2684,2735,1597,3288,3729,4577,3711,3609,21220,39550,17300,25330,27690,15710,7037,5607,2657,16170
387,3673,6557,7725,5135,4758,4381,777.1,1878,2733,1843,2665,2321,2462,3560,4745,7842,14740,7603,9672,16830,4506,2552,2624,1845,4181
390,3168,6118,4870,4528,1280,2691,1019,2261,2543,1647,1451,3298,1830,3959,3476,0,0,0,0,0,0,1299,0,0,0
391,3221,2416,0,4769,0,0,0,0,0,0,0,2587,0,6578,3703,4210,4726,6832,0,2581,0,0,0,0,0
395,0,0,0,4056,1412,0,7530,0,0,0,8182,8260,9348,0,0,4154,0,5656,2105,0,7343,6516,5309,3017,5499
396,5820,0,0,0,0,2983,0,782.3,1026,0,0,1109,0,0,617.2,1794,0,0,525.7,0,0,0,0,0,0
398,41200,1132,0,0,14720,21050,24270,12130,5049,6599,5537,10040,997.7,3235,16330,26810,8643,0,9614,2401,5635,3930,0,0,12410
402,5708,2437,3585,7057,3259,1345,1613,4442,4026,3060,892.2,2866,0,10230,5359,4996,6510,8542,3099,4002,0,0,5097,6193,3172
411,16280,20710,12940,21040,0,0,0,0,0,0,5558,9522,5678,0,9657,0,0,0,0,0,0,4147,0,0,0
412,10770,14150,9525,18320,0,0,0,0,0,0,5583,8810,6333,8635,8131,0,0,0,0,0,0,4027,0,0,0
417,1353,928.7,0,827.3,0,1311,0,668.4,1149,544.4,0,1124,445.3,0,955,1179,1145,1179,723.7,0,0,0,796.3,0,0
419,72090,47050,54140,61780,107900,81790,82350,53770,62450,42170,25470,79350,34660,85180,59650,117600,104300,128000,58780,64180,49400,31000,55940,53200,53430
420,5492,0,0,5476,0,0,3266,5255,5751,0,2846,5940,5454,6615,0,6448,0,7480,0,0,2943,3235,5781,5667,3366
425,0,1354,0,2030,0,0,0,0,0,0,707.7,0,834.8,0,1222,0,0,0,1825,2154,990.9,863.2,0,0,1095
427,9764,3102,27420,5716,27900,22740,7485,14200,20700,6333,1022,2882,1284,5002,5434,2611,1757,1185,902.2,3702,9513,3982,1957,3649,1017
428,40210,20240,0,27530,0,74720,0,53010,60800,22090,6882,14760,8093,0,22500,14920,10560,8580,6560,0,26190,0,10960,0,0
429,0,0,105100,0,92330,0,24310,0,0,0,0,0,0,22220,0,0,0,0,0,18860,0,15650,0,20520,8378
432,15570,14520,12850,16520,4041,2759,1050,1838,2505,1082,4699,3372,3635,5185,4366,1687,2459,1608,2070,1389,4957,5900,6842,7023,8074
433,1146,898.8,0,849.1,0,1039,0,529.1,811.1,621.5,0,1051,0,0,775.2,1279,1178,1342,873.1,0,0,0,697.2,0,0
434,5268,1880,0,5925,0,1571,0,1378,2338,0,0,0,777.4,0,0,0,1245,0,0,0,1081,0,0,0,0
435,12660,0,0,5574,0,0,0,0,0,0,4108,0,3372,17040,12160,3811,2237,4831,1042,2183,4928,0,832.7,1431,3022
437,0,0,0,0,13480,38990,18510,0,0,0,0,0,0,0,0,16790,0,0,3291,5863,0,2580,0,5936,0
439,1334,613.4,2386,0,0,1915,0,0,6148,2347,1433,1196,0,2492,6200,0,0,0,0,0,0,0,0,0,604
440,0,0,2566,750.1,3221,3023,585.2,978.4,4195,0,0,0,0,445.1,0,0,0,0,0,0,2086,588.8,0,0,0
441,4288,2608,6895,4951,1759,6114,1016,1231,6736,573.6,823.4,1079,784.3,977.1,1102,0,0,0,618.2,0,0,0,0,0,0
445,16640,10390,27570,21710,10640,10070,3941,7624,29460,2633,2843,3498,3071,5844,3671,1370,951.5,690.4,893.2,364.3,1688,411.1,2043,2180,1502
447,2073,1918,0,2821,0,1644,0,2210,1835,880.7,3782,2670,3206,0,2059,2075,3486,1928,2593,0,1236,0,802.4,0,0
448,0,0,1553,0,497.4,0,946.6,0,0,0,0,0,0,4298,0,0,0,0,0,2021,0,1150,0,1233,1234
454,2419,1465,1403,2152,1089,1603,1046,1283,1150,1435,1672,1733,2908,2459,1764,2143,2091,2886,1820,2150,1626,1619,1934,2072,1751
455,6502,3486,5580,5298,4911,6034,3227,5151,5583,4754,5630,3873,6699,5552,4558,6620,6966,7187,4926,7247,8158,6715,5124,6938,7708
458,0,11320,7477,9880,1948,1797,0,1941,1474,0,1728,3075,2169,2609,2613,1017,0,0,0,0,0,2995,0,1585,0
460,2883,3411,0,4072,0,9957,0,8197,15180,4365,1198,1331,1226,0,2113,4399,3354,2580,2772,0,4201,0,886.5,0,0
464,11270,0,0,0,1835,5086,8576,1664,1551,1161,531.5,3084,0,590.6,1904,4097,0,0,1693,447.1,553.7,0,0,0,2142
465,9272,0,0,0,1158,3713,6182,1068,1027,781.1,0,2334,0,428.9,1479,3255,0,0,1240,0,0,0,0,0,1623
471,0,0,821.7,688.1,2982,0,2884,1050,738.5,0,0,1513,0,1651,0,0,0,0,0,0,0,0,515.9,0,0
472,1498,0,1002,940.6,1380,1302,1043,1284,1171,664.9,0,922.6,709.1,1239,894.9,1598,1569,1643,1433,1300,787,370.6,1065,1205,984.4
477,1909,0,927.2,1716,0,0,0,0,0,0,1366,0,0,1495,1706,5128,5748,0,5145,5665,2463,2219,3821,5018,4281
479,2550,2384,0,2830,0,0,1334,2186,0,2165,781.8,1637,2928,3284,3254,2450,3035,2821,4311,3099,0,2104,5651,4517,3754
486,3765,2278,2984,3193,3735,3873,2358,2700,3305,1698,0,1828,1123,4154,2749,3328,4448,4442,2198,1897,0,662.5,2923,2501,1178
487,2436,1362,3391,2078,0,0,0,2878,2792,1546,0,0,0,2470,1896,0,2048,0,2273,1432,0,0,4034,3324,1532
491,3910,2841,2182,2953,3971,3818,4109,2395,2349,1401,1448,4208,2170,3418,2405,5620,4680,4645,3023,2720,1144,1409,2372,2292,2057
493,1475,1216,1859,1941,953.6,980.2,0,995.9,1188,584.4,747.2,716.1,803.4,1314,1527,2783,3308,2760,2533,2866,1671,1123,1488,977,1271
495,0,883.7,0,0,0,0,0,0,1204,0,0,0,0,0,0,0,2349,3137,0,1102,0,0,0,1432,0
496,5558,3371,0,4731,0,6249,0,3764,4825,2757,774.2,6204,1749,0,4139,8577,7434,8424,3254,0,0,0,4246,0,0
497,6828,4674,4453,8936,3865,1361,2025,5511,5164,5992,957.2,4307,0,12510,7735,6674,8235,11190,5203,5790,0,0,7618,7894,3727
499,0,0,1336,2721,0,0,0,0,0,0,0,1073,0,3775,1961,2028,0,0,1304,0,0,0,1542,0,0
510,6307,2139,4867,3334,3035,4940,7001,0,6244,0,2203,3656,0,5252,2170,3593,2868,2899,3838,0,4297,2390,1191,0,4539
515,0,0,0,0,0,0,0,0,0,0,0,0,2464,2471,2798,3515,4886,4911,4869,5217,2004,2444,3130,2161,1803
516,18190,12780,13320,15630,23810,18880,19400,12710,13780,10940,8795,18840,12890,19410,15000,25290,22140,24490,14480,15170,11710,9078,13460,12980,12930
522,9531,6282,0,8418,0,11880,0,7116,9322,4722,1146,8693,2608,0,7699,13770,12550,13950,5407,0,0,0,7302,0,0
523,36400,24060,0,30940,0,45100,0,25100,32060,17170,3932,37900,9964,0,28100,52020,47780,54360,20000,0,0,0,28180,0,0
524,0,0,0,1241,0,0,0,0,0,0,0,2158,0,0,0,2722,2225,2614,0,0,0,0,0,0,0
531,33780,14390,0,31000,0,111400,0,29130,134900,16920,5356,21600,3421,0,13630,3502,3865,3761,3514,0,15050,0,4213,0,0
533,2255,1724,1369,1940,3454,2483,3109,1346,1865,1169,658.7,2919,793.6,2353,1655,3776,2821,3540,1451,1338,0,604.8,1534,1366,748.2
534,6684,3091,3146,5323,7032,4652,8777,4848,5340,2315,1913,9031,2927,6236,3306,8082,5552,8249,3166,2754,1820,1775,4011,3049,2148
535,4177,2008,9623,5081,10360,14960,4451,7283,19600,1593,1835,6307,1990,4543,2970,1622,1749,1289,1140,1119,10410,5359,1175,1711,1606
536,4546,3205,5293,1756,16050,5251,5679,5524,5262,4356,5082,2407,3471,4027,5965,2256,4145,3792,2860,3768,3534,2950,2633,4907,2111
537,28760,0,0,0,3863,10650,21640,3678,3724,2353,1528,7861,1110,1802,4213,10200,0,0,4049,1045,1428,1151,0,0,4997
540,3319,4990,3237,3349,3958,4812,4709,3957,3118,5048,4925,4422,4150,2807,3752,5711,5430,4588,7643,5421,5378,4921,4262,5609,3529
550,2306,1015,3244,1497,1770,4205,1839,1087,3191,1024,1145,803.8,0,1296,1602,1035,1895,1183,956.8,1316,1452,0,848.1,996.4,756.9
558,23420,20540,23320,27460,21010,22160,15900,21750,21900,19550,30050,22800,33860,38770,37400,54700,53230,55380,45010,52230,53280,37690,39970,47880,57330
560,2831,0,0,0,0,1273,2029,0,562.9,0,0,756.9,0,0,0,1123,0,0,0,0,0,0,0,0,0
563,3947,1941,3887,3838,3708,4859,1886,2633,4499,2983,3120,1459,0,3094,2837,2344,2122,2117,2601,2589,2185,0,2105,2311,2234
564,2458,1755,1850,2064,1654,1784,1331,1815,1983,1802,1560,1603,2301,1630,1632,3523,4624,4896,3877,3400,2685,1529,2022,1706,2450
567,2561,1253,3576,2724,3477,2578,724.7,1561,2333,2221,1951,1078,1219,1141,2050,1772,2006,1341,1783,2941,0,1016,939.1,1240,0
569,3332,5046,0,4589,0,1231,0,1157,0,883.8,4258,3010,2894,0,2739,1730,686.1,1800,0,0,0,0,0,0,0
576,4582,0,0,0,0,3497,4062,0,562.4,0,0,1106,0,0,764.5,1407,0,0,0,0,0,0,0,0,0
578,852.4,584.4,727.3,894.1,646.5,0,0,0,669.2,889.2,1150,672.3,1217,0,1299,1318,1556,1425,1256,1936,2671,1773,1019,0,3020
580,4028,2993,2393,3646,5290,4440,4768,2555,3549,2003,1422,4232,1751,4592,3190,7140,6973,6698,3877,3603,1591,1357,3197,2520,1458
581,3319,1235,1302,1487,1361,1630,0,984.2,1403,1153,1470,915.4,3580,1715,1387,1952,5221,2472,1486,2063,1782,1552,1592,1579,1344
583,7888,9449,7476,14520,2474,4153,1605,3340,6681,2001,3984,5544,9188,5041,5950,30550,66740,28640,38680,28560,1621,5393,14460,2386,2405
584,8579,8078,8431,13110,6242,4791,0,3326,5732,1699,6152,5266,7022,7261,6522,30430,48830,56630,32120,43780,20320,8757,11740,3483,20020
586,7031,0,5602,8044,1576,2539,850.1,2661,1320,1103,4156,3067,0,3685,2807,6684,4017,5547,4493,2922,3822,0,3580,5530,3873
587,5039,7671,5077,5786,3795,4235,3072,5008,3014,3886,5704,5116,5779,4248,4056,6430,5635,5952,7167,5205,5497,6349,6225,6748,5712
588,1986,3179,2858,3498,2845,3093,1839,4208,4053,7199,6672,5832,6975,2820,1562,5558,5049,5766,6408,6025,0,0,5187,0,0
590,30280,19810,0,39190,0,6108,0,19270,19720,19710,5030,19910,3138,0,32990,28310,35050,50150,23160,0,0,0,31330,0,0
596,3378,2191,2028,2804,6573,4499,3344,2060,2786,1519,0,2479,0,4220,2541,4979,4842,5060,1316,1814,0,0,1635,1802,0
599,922.5,0,1797,417.1,0,5232,6155,2341,5439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,66220,44320,101900,50440,21210,99510,59430,87170,75000,18240,22330,11030,13380,21880,15660,12000,24310,11080,8659,6111,2073,1083,8786,22480,1256
602,3048,3963,2020,5091,2596,3832,3833,3029,1961,3152,1501,3952,1575,4842,4513,3441,3155,3582,4489,2360,1159,1122,4386,3571,1794
604,1357,1155,1207,2038,1855,1275,1328,1556,1525,1757,1274,1229,1460,1378,1515,1402,1409,1458,1973,2198,3012,1794,1673,1595,3782
