"","Soil","MaxValue","Letters","y_position","Compartment","ANOVA_sig"
"1","NPK",2080.72727272727,"a",2000,"Rhizosphere",""
"2","PK",1808.93037974684,"a",1868.93037974684,"Rhizosphere",""
"3","UF",1440.40316205534,"a",1500.40316205534,"Rhizosphere",""
"4","NPK",748.611650485437,"a",808.611650485437,"Root",""
"5","PK",687.761904761905,"a",747.761904761905,"Root",""
"6","UF",694.244897959184,"a",754.244897959184,"Root",""
