Feature	Kingdom	Phylum	Class	Order	Family	Genus	Species	Confidence
c02a0e798a596b6a6ad6fbc534158d5a	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Unknown	0.99994791800469
63c177bee3540d4f68a5c60990e69641	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Unknown	0.998307140883138
4f4fb9666fa66959693abfdb516c5c00	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Unknown	0.999701315897061
8ac03f478cfc09ce2a0777175d5f94df	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis	Unknown	0.999993936650728
204bed347ac66549969d0246ec60ba8d	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Unknown	0.999947081133927
bde6a2326cae7c0edcee4638835645ca	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Unknown	0.998305919093879
3f16fb39da038074ad4b1dd9d8605f6b	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis	Unknown	0.999994878118251
b9973557219c89a3a68fd1beb08949d3	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Unknown	0.999948078434628
a6f36fdd24f503118b138f14c47c213e	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Unknown	0.999973477620818
7818af85b97370cb59ff164d3140d820	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown	0.997806711776984
b66c8a361f5a2824b36ecd642557bbdd	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Unknown	0.999952409960855
3622ff252c37eae1c1ca16398fdda7a1	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Ideonella	Unknown	0.756056824294785
2b421ca229af3a266dbdd21dbec8cb7c	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown	0.997906570973896
b33517f5edeff1e873d5661c0e7439c4	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Unknown	0.999947043493193
677143aa7a1da51518268c1910d1d567	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Unknown	0.998314200088752
5fbc2544cdf52c973d6410e6eaa1a30f	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	Unknown	0.984790559181054
a452bcdf114bedb4eed921b0230de513	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Unknown	0.999701885222801
1c55f9a278d6d5f9b06cf63a0b45dae8	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Unknown	0.999968148394558
16bd8bce158568dbee8ea2269687b567	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Unknown	0.799198807987769
258fd093dfecc4b00fdffbece2af7251	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unknown	Unknown	Unknown	0.999999369876641
9e9b313091709306ef11a93f22d0ba9f	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis	Unknown	0.999994881726714
be13a55d7e731a497cd2d571def4c71a	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	Unknown	0.999794188451831
6cc75dac2ff83acdd8af2933ab981d38	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Unknown	Unknown	0.999748138470942
417d0d7cdb0bf05f29dc77df9141ca54	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Unknown	0.986412044059671
adfb4894c9f494aa55889690210b7f8a	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	Unknown	0.894243600309379
ce6b3d05be610385b37b3ca5c899d8ee	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Unknown	Unknown	0.999881200021728
5e40c8d89cabbd36c258095795d72986	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Unknown	Unknown	0.999983446384448
0fe3ede7ab568354b1c1c52e8d091da8	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	Unknown	0.989642190280394
50a0abd8b8078f94c1b5c07097465f8b	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Unknown	Unknown	0.999990769324173
72fb65f084207de420718aff288b277a	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	uncultured	Unknown	0.835444199889215
bf475aa70525f4428ac85f873068b2bf	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	Unknown	0.993539995702842
e5c5d4ba92c57c72553427dd56eafd9e	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Lechevalieria	Unknown	0.989312002401739
4ef7a71bdabb0904043d3c680d4f4217	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown	0.997793563011925
16737bd4a6c8f589f4b515bf36f752e6	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Unknown	0.99995430077038
ff032666d8ec0d6b6e5fe8f93cc303ae	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Unknown	Unknown	0.999776269915608
953340b5ddc0f9d07bc4f589577fefdd	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Unknown	0.999946422056282
22bf4358f57def08a80ba00f63ac78c1	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Duganella	Unknown	0.734414792631081
97d3b583fb8a5fe5d8d3438a29416538	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Lechevalieria	Unknown	0.988268016389471
3b41dc1639364dab46cb98b04dec7ee4	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown	0.999304768984931
3a6b1742e03fe6ddf85a23c43b85e4f4	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis	Asticcacaulis_solisilvae	0.824768751438699
7dfee465659b5c477daf245793f649ca	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Neorhizobium	Unknown	0.702366725187517
f42ecc46b7fb1522f00281f4cadbf267	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Unknown	0.996075905790618
94586d389ba69a3cf1e5a49241da3596	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Unknown	Unknown	0.999999619703375
931db232e2c33fff2dbf8817a5b5363b	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Unknown	Unknown	0.999680705160984
fbc2f986d83cf3044a1e4a23c2c89a3e	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Unknown	Unknown	0.999960115645825
2c6a7f5dbdabffb84cf7a533bed57ded	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown	0.997343519069733
306b5c24ae1132e82a0dbc892c7bb57f	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	Unknown	0.99126264701861
c5ceeb00e5f44620bb3c12baa2c5c449	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Dechloromonas	Unknown	0.801491457882071
96218f061e042ad1eef3f80596fb913f	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	uncultured	Ideonella_sp.	0.716515284535265
c8c1d5dc91a8e346b2d3a16de711930b	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Unknown	0.999426196209873
ad0f4657c8ed67285fdfe79e2b139369	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhizobacter	Unknown	0.776366854964812
bf04a68ed0879af65c4703cb576d3a09	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Unknown	0.999895764694264
8ed983c7e8e5e1f64761bce0726dadbb	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	uncultured	Unknown	0.711422871408717
91edc8b333ec6570ec3665b82b1b7235	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Lechevalieria	Unknown	0.989307683978951
fb01659fc22046e5b94fb7ae9e8fff14	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Unknown	Unknown	0.999996231153801
ae02ee5cc7346e39070c32bae8a54a15	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Unknown	Unknown	0.999998316449627
a0c0d11a2eef1626bb0e227bf9ab0780	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Unknown	Unknown	0.999585226107741
0be59b9cb09cc83582ee7d372c01205b	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Unknown	0.98751553450836
498411ba782bc131aa57c5b01d8a385a	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhizobacter	Unknown	0.901496577461101
753d5c9c554ac02dc9314d28ef3bf1de	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	uncultured_Pseudolabrys	0.825681928994263
6a58f5397d58fb483642883caa986423	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Oryzihumus	Oryzihumus_terrae	0.755408554082944
c7ff80edfb2e589110386cd0b4e71257	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis	uncultured_bacterium	0.813278171956358
d1147ce4bbd15c10c8e86f4e00ab3d28	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Terrabacter	Unknown	0.972417335563164
0b3ad0b2eddcecb516cce499f9e7c36f	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	Unknown	0.77244488136198
5cc243f273b1abc9041f347be7796b05	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Unknown	0.99722948111515
86872b78df78c5923c19243d7b5e5e3d	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Unknown	Unknown	0.999996538773174
7e758cb7fb8c9b2a5136ba15a68f4354	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Dechloromonas	Unknown	0.805172637041635
7ae77029febf36fba9c8a1a381a74417	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Cellvibrio	uncultured_gamma	0.745300780236427
5517726e45f5349bac20d178efcecf9e	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Unknown	0.999417116046012
6c19fd1d6b84c09164a3e07af512697e	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Unknown	Unknown	0.999958914796019
5742ccb273856227cc2e715eaf707cfe	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	uncultured	uncultured_Prosthecomicrobium	0.96675308519509
9180e0b126deddfdd4862ca4354949bb	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Lapillicoccus	Unknown	0.852263072256407
97d455f940643a164bd9507ab46808ea	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Unknown	Unknown	0.999997995520262
199109aefc10d6da433c790557208e6f	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ensifer	Unknown	0.805405115506987
f1f0559be228307164c3a83dede4c30d	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Unknown	0.877279047620029
6feb7dc738de1785a496d2cd7a57d19c	Bacteria	Actinobacteriota	MB-A2-108	MB-A2-108	MB-A2-108	MB-A2-108	uncultured_actinobacterium	0.893700472773833
2ab37ad0253a857563e780f440581449	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Unknown	Unknown	0.999998057514168
5bac48e7cef96d7733739eca6de321e4	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhizobacter	Unknown	0.980258229387583
1d238c3a3891dce5239df8570f35405c	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Cellvibrio	Unknown	0.999961235113532
32943981454e53a38f848e2edf6d71fc	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Unknown	0.994079298625734
d446e9817e00d125e639106c5240b1c5	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Unknown	Unknown	0.99999842547124
81d0b0ff83721d49e21944d04b370726	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Unknown	Unknown	0.999999872256258
24668022dd88c559f94b61304f7a057d	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Nonomuraea	Unknown	0.983737833765547
54d9acb4c57b0b6906d04c9fa7b7abc7	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Unknown	0.99982019814154
223660879b43489f7d91abced048328f	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Duganella	Unknown	0.865781061783395
1b1f7e8583004692f1a126e48da35162	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	uncultured_soil	0.70667318208278
9e51dacffa8f8c4f1bd04ddb89127751	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Unknown	Unknown	0.999452733742137
21554e32e4826bf075408dd5e169afd7	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Unknown	0.985800631553819
58d74b07e1bd3425cb47d4cdda1ce68d	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia	Unknown	0.999984750543674
233ce7324b37d30b32314f7162fc9209	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Oryzihumus	Oryzihumus_terrae	0.747081173800777
a14421106cfae31eb0468c960a92907e	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinocorallia	metagenome	0.929854458762807
fe4e773655dccc0e17d32cdcf89bbca6	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Unknown	Unknown	0.999991062263306
a8522c42509a0b58a5fb567082c76d05	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	Unknown	0.732059533268433
342d2e009687b626307f2efe4b7ccb52	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Unknown	0.846562834318296
497021e32f68dffe3f7024e229a94f8e	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	Unknown	0.784554250237878
022bb4faf4b9b4559711c132837de41a	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	uncultured	Unknown	0.958606302913797
0cf7d2d6c1dee57023ed8e37733ffaa8	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unknown	Unknown	Unknown	0.999998717071494
7b21a23f41edd49c3535a57e3a807766	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Cellvibrio	Unknown	0.999966456002941
0fe746751d94a82b01d7b76e54f38f68	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Unknown	0.997760926405931
279b74c1cfddcd7bea1d0b823977d8d6	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Unknown	0.999778936192903
87deab35664d056dc6553d8d5f79ab54	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis	uncultured_bacterium	0.780984609443317
a9af3cee4e7bbc3b4efda5b836b7ecca	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Terrabacter	Unknown	0.97115777450137
0239bab12b31f75dc45edd9fd6f3077a	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Unknown	Unknown	0.998560523544855
6ebeb9b404fb6c6b8dcac38a27921904	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	Unknown	0.772797265698402
4d7588f82b1fa8abbab45b26211118d1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	Unknown	0.836764348648113
a0d4bf651826ec17099c741aa174b0f2	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Unknown	0.955605346463025
401a5732da9023305a1b1a36dd53a302	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Unknown	0.992669029449814
88c297361a5f9074a019c9a576e896c8	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	Nitrospira_japonica	0.978755668652163
6499a6ef7fb59f8b15ef9cc7bbf0ae40	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Lechevalieria	Unknown	0.971077254302592
5a8ef79851705ee90d063d102ad27312	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Unknown	Unknown	0.999999914628764
d4f1474adef9f09699bfab2d662c9b52	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Unknown	Unknown	0.999988039460669
005b2ca098c7a65ca4916ccb911f0380	Bacteria	Acidobacteriota	Holophagae	Subgroup_7	Subgroup_7	Subgroup_7	Unknown	0.999999999375365
a904ca6d84a61e62205deeb697547891	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Lapillicoccus	Unknown	0.849125416386101
7dd6b5be1d9447ab1502a9192e06e470	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Unknown	0.999716554638408
f3bc8a1543cd990274185dfafbf515a5	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Tardiphaga	Unknown	0.989186708324438
9d4012a5f1d5855128dd6155208723c7	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	BIrii41	Unknown	0.999999755399447
13f53179f2c8ab883affdd967679e3b2	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Unknown	0.999606199356406
3fa98dec0f4b16da8abbd1c04b69db46	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Unknown	Unknown	0.999999940665843
6f0fa0ed20530d7919a8aef165d3910e	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis	uncultured_Asticcacaulis	0.889736426364061
f43dc4a2c6548af20f475f55cf097ff8	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Unknown	Unknown	0.999999768247025
0ee059a174d8bd88bd949054c9c34a9e	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unknown	Unknown	Unknown	0.999843609378652
e1728677a107baedfa663b52303f04bf	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhizobacter	Unknown	0.91196450018581
f14008eb10827e55ecf181d4984587a0	Bacteria	Actinobacteriota	MB-A2-108	MB-A2-108	MB-A2-108	MB-A2-108	uncultured_actinobacterium	0.903447607568424
bf9508e91ea44c4e904d26a6a76d4cc1	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Unknown	0.999985965981205
e2e4615f8fb22a95d8ce863d2d9a9793	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Unknown	0.999858107126724
f0bf7dcad42cc0d36ec53a424d8a6be4	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Unknown	0.999957113223674
dc4c64380317dde5471a0d2f4ba42791	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia_violaceinigra	0.796558876698888
d2677e3c687f5edef6d36d5b23f7aab0	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides_mesophilus	0.705683068055122
4fa4af26d13b6e62437bdb6081336509	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Unknown	0.999174384083114
d01e8970ae52fcf5bf90ffbe1fff70a4	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	Methylotenera	Unknown	0.917178282337264
5df9b96d8707074576dff1c952f2a5de	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ensifer	Unknown	0.788601429644976
16bbaeef98f07dcbbdc2d98d83828bcc	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Unknown	0.999780520696033
dceee72f025936ff2684a299d319d047	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Pelomonas	Unknown	0.855533963268096
a3c37050ab9b2485024da338f7d2c256	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhizobacter	Unknown	0.98089780965225
bedf12a73a8b5d42c93373ea14c34464	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Unknown	Unknown	0.999733764152701
497eecf9a02b797557564cda8b5622e1	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	uncultured	Unknown	0.957801385983068
0aa3ce8692a4880aca9307127b66b5e1	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Unknown	0.999959875825672
2031ce59fc856c364f3e4ef14b3c9013	Bacteria	Chloroflexi	Dehalococcoidia	S085	S085	S085	uncultured_bacterium	0.99634794629546
4e175afb35ff9a904d5aaf22310fbe05	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Agromyces	Unknown	0.999980526793334
2a1bf329917761903684faf1aac9de65	Bacteria	Actinobacteriota	MB-A2-108	MB-A2-108	MB-A2-108	MB-A2-108	metagenome	0.869600813924859
1d5d2c2b1b6b4e7201a1cecafb151fd2	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Cellvibrio	Unknown	0.999749190751856
ff6c2ac4dc97f598b2e45a026a47f35d	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Unknown	Unknown	0.999703361469396
6b275549b8f7e656a3ec57fd7c7c2d51	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	uncultured	uncultured_Prosthecomicrobium	0.980187421427721
f2527cf344cf9767739c0383469f3719	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	Unknown	0.816251250583265
7cf11c21d469e504efaedb0d9fae8ab2	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Unknown	0.99999105686394
f90e28a3a5bf80e261588b9214978b9b	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	metagenome	0.992779910669144
9f235c81ce6ec098d005d22bcecb4161	Bacteria	Chloroflexi	Dehalococcoidia	S085	S085	S085	uncultured_bacterium	0.978601644723096
77f8f398ed3bea345ac8d7528be4865d	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Unknown	Unknown	0.999998741793232
454ed2e7aa2f8b1893d62661ba8b52b3	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Bosea	Unknown	0.999925715131014
93b1666977090fba8a9cf39e730ec614	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	Unknown	0.739101466836935
ffa748735999392ff0e45da871c3eed9	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Unknown	Unknown	0.999120177368293
46276c86f5847ca515e2babf07bf9e9b	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	Unknown	0.924903724304476
ba5aee5b79d31b9d5001664b85e42745	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Unknown	0.993505693954786
b9ec1f2584046a4fb598363d2bec8054	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Kribbella	Unknown	0.999743874560104
46a54f34e28247f62967a762c128cdbb	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	Unknown	0.996819834825509
74242077a037afd5d0f36a620f992a27	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	uncultured_soil	0.705607362198672
6fac4f5090b5cbe051ce867db44524f2	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	uncultured	Unknown	0.958601854954645
fbd962740afd7ea1bea6b0eefc9c6b29	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Pseudarthrobacter	Unknown	0.747415770364723
00cf0061c7309bb8c6b8eb86c4a92452	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Unknown	Unknown	0.999713595570251
62939847298f2b716fc97832fceee837	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas_sediminicola	0.75967293064281
9ed93e8b2e422fdb9ee1c43cd3f10720	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinocorallia	metagenome	0.929854459247788
941a096f7736c953448c356f0d744b6a	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Unknown	Unknown	0.998553856519367
08e3ccbd2026cfee2cfd85810fbb5bee	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Unknown	0.999929452488816
