ASV,Soil,Compartment,Genotype,LogFC,DA_by_sig,DA_by_struc_zero
7eaac896df43782ac36f8e72167ab0b2,NPK,Rhizosphere,ccamk,0.948977371894633,FALSE,TRUE
805fff03a5c362e40fcff32b97b84b5e,NPK,Rhizosphere,ccamk,-0.871324442494837,FALSE,TRUE
82b93bc8c14c92524e65b2aba221f790,NPK,Rhizosphere,ccamk,0.937491053153616,FALSE,TRUE
89eab96e3e63764602be993a81d66fe3,NPK,Rhizosphere,ccamk,-0.949385277664911,FALSE,TRUE
8cd551902ed2d6d15778da87b6fa5539,NPK,Rhizosphere,ccamk,-1.03420155433192,FALSE,TRUE
8e2255c26bdaa9d10bb8f380c3c19b10,NPK,Rhizosphere,ccamk,-1.44252456000462,FALSE,TRUE
91a4640fe0df5c12d545f61efe77f2de,NPK,Rhizosphere,ccamk,0.927549414671874,FALSE,TRUE
954722f92afd61eb1f05c82fae1cda6a,NPK,Rhizosphere,ccamk,-1.27831491364719,FALSE,TRUE
994f257e92fa166cae9f4cb8a201106c,NPK,Rhizosphere,ccamk,0.70269508236705,FALSE,TRUE
9db358b60a07346dff690339f04cfc16,NPK,Rhizosphere,ccamk,1.25433456682632,FALSE,TRUE
a1811a4732cbe6cb5b7269df9a6a01d9,NPK,Rhizosphere,ccamk,1.01651749464111,FALSE,TRUE
a291f8d46804ada51a2e1d321a386328,NPK,Rhizosphere,ccamk,1.16791935023282,TRUE,FALSE
a6a9d435ef128f04108d121ecf62f719,NPK,Rhizosphere,ccamk,1.41145597551374,FALSE,TRUE
a6c0c34d293de6b8a88bb832b264c6e6,NPK,Rhizosphere,ccamk,-1.51026410433072,FALSE,TRUE
aa9fb017d8f02d8788b79effa1cf4514,NPK,Rhizosphere,ccamk,0.794598342856224,FALSE,TRUE
ac3a1f0d1d22c873f458295cd9608f8f,NPK,Rhizosphere,ccamk,0.685383064745895,FALSE,TRUE
