feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
adfb4894c9f494aa55889690210b7f8a	Genotype	nsp2	-1.94874930553076	0.376817062805677	30	27	2.39217569472207e-05	0.10706607593411
X223660879b43489f7d91abced048328f	Genotype	nsp2	-2.45876185178964	0.511613990189617	30	29	6.16168319532461e-05	0.10706607593411
e7cc364b41bdf7191c4c99e5042e4083	Genotype	nsp2	1.19673765401442	0.2424170058813	30	30	4.39071711106735e-05	0.10706607593411
d7b5ed926fa6f4622630366860c30e97	Genotype	nsp2	2.04600489907874	0.415748861718163	30	22	4.56979240011368e-05	0.10706607593411
fa9386d0649076c21bbe07fd56218f1f	Genotype	symrk	-2.10019308313352	0.439413667817386	30	8	6.59738143960183e-05	0.10706607593411
fa9386d0649076c21bbe07fd56218f1f	Genotype	ccamk	-2.10019308313352	0.439413667817386	30	8	6.59738143960183e-05	0.10706607593411
X3254a19288d5c5fd8d3aa9d157965d31	Genotype	ccamk	-2.5574165634066	0.48227831507334	30	13	1.70600301401529e-05	0.10706607593411
X4a3b0a5177dae4f9df35f09285a5a253	Genotype	symrk	-1.62592124757147	0.351916264269779	30	5	9.97259442079328e-05	0.113288672620212
X4a3b0a5177dae4f9df35f09285a5a253	Genotype	nsp1	-1.62592124757147	0.351916264269779	30	5	9.97259442079325e-05	0.113288672620212
X4a3b0a5177dae4f9df35f09285a5a253	Genotype	nsp2	-1.62592124757147	0.351916264269779	30	5	9.97259442079325e-05	0.113288672620212
f5df2b63e1791111b2fc34f168a8104e	Genotype	nsp2	-1.40341388675595	0.310354730204436	30	30	0.00012865176547458	0.127692584400277
X99b1c84845cf1e5dc807d7a7e028856c	Genotype	symrk	1.05715143386694	0.234728998424429	30	4	0.000134886532817194	0.127692584400277
X72fb65f084207de420718aff288b277a	Genotype	nsp2	-1.04411087128125	0.236501527524732	30	30	0.000169825830669501	0.128685596616942
X81d0b0ff83721d49e21944d04b370726	Genotype	nsp1	-0.840646663258764	0.190424023683425	30	30	0.000169919361730117	0.128685596616942
af3cd6dccc4489c1a07d844a113dc145	Genotype	nsp2	-2.42353702472108	0.546254326545396	30	12	0.000160489084995803	0.128685596616942
X81d0b0ff83721d49e21944d04b370726	Genotype	nsp2	-0.825167033166028	0.190424023683425	30	30	0.000209721513946986	0.146993756585128
