"ASVid","Kingdom","Phylum","Class","Order","Family","Genus","Species","Confidence","Category"
"98e8fe96148a4eb93f8fc0ad24bb26fe","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","AKYH767","AKYH767","metagenome",0.889118522104479,"NPK only"
"a54316c4d464394316306da5b94486c5","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","Modestobacter","Unknown",0.799179081972027,"NPK only"
"fc2385a94ce2de728b9d2d2339e5d390","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobiaceae","uncultured_bacterium",0.974335813286416,"NPK only"
"223809f9f6125159e1462932fe556f11","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","uncultured","uncultured","Unknown",0.999588709664943,"NPK only"
"48d2ba3f8e3c8737e5363ea345c55d7c","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Altererythrobacter","uncultured_Porphyrobacter",0.872252752473795,"NPK only"
"7d903234270ad13f7882b61fc2c6cd78","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter","uncultured_Acidobacteria",0.779534399506762,"NPK only"
"7177f17998ca4d47fca57e8411f9328e","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","67-14","Unknown",0.999856543159425,"NPK only"
"54777e1381d8d227b1b95b26496c7ea1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Unknown","Unknown",0.999999495260238,"NPK only"
"8dded990f8ea817af3f7e7811ace4ccf","Bacteria","Firmicutes","Bacilli","Bacillales","Sporolactobacillaceae","Unknown","Unknown",0.895692444123155,"NPK only"
"ef0ecd454fc4fd3a891cf4e588b6acd7","Bacteria","Acidobacteriota","Acidobacteriae","Solibacterales","Solibacteraceae","Candidatus_Solibacter","Unknown",0.999675305574982,"NPK only"
"3feb3e9ea772b8422ef473cbf2427a7f","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","Kouleothrix","Unknown",0.969038464720753,"NPK only"
"bbfb66a825fda14377e492e631d771e1","Bacteria","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia","Unknown",0.995967633116777,"NPK only"
"60933e718853455e38faa3852d746f8b","Bacteria","Actinobacteriota","Thermoleophilia","Unknown","Unknown","Unknown","Unknown",0.999917620001316,"NPK only"
"25af04b1263606bd737a40df5e55263d","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Unknown","Unknown",0.999998400700932,"NPK only"
"22bfab9a2279aee6a8c15d8d40b04a88","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Paenisporosarcina","Sporosarcina_sp.",0.93804597599296,"NPK only"
"6be526f6fcd67f4ed32cacfd08bd081e","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","uncultured","uncultured_Chloroflexaceae",0.884513629785198,"NPK only"
"bc78378c09b1ef3addda62ad5c71e6fc","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","uncultured","uncultured","Unknown",0.976433945049176,"NPK only"
"390107c7e2b2da675ae1526b61d45995","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","SC-I-84","SC-I-84","Unknown",0.844572124729668,"NPK only"
"3d5be1760583053a57ed81a364afc77c","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","67-14","metagenome",0.839266946849867,"NPK only"
"8919dd62e8434e667b5d9f6766cb21c3","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","TRA3-20","TRA3-20","Unknown",0.98210417614651,"NPK only"
"1d4e26cf9076613ef9c1a6e21539ead7","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Unknown","Unknown",0.999999758708089,"NPK only"
"135d88d57a5422670bcc42f47b5e9d38","Bacteria","Chloroflexi","Unknown","Unknown","Unknown","Unknown","Unknown",0.845135361249515,"NPK only"
"bf42bf09aa53735d64851cc017a25a35","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","Koribacteraceae","Candidatus_Koribacter","uncultured_Acidobacteria",0.753436594400427,"NPK only"
"ab7dc860b62bdb1251017caa5b352c09","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Unknown","Unknown",0.999999984914861,"NPK only"
"b1dfdb5a23f0457eb5c10a74827fb0ed","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","uncultured_Alphaproteobacteria",0.958637596625811,"NPK only"
"2ffcb40df2fff3f799c43c9a0254c7db","Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","Azospirillaceae","Skermanella","Unknown",0.999985007188015,"NPK only"
"e5539d3ce187d97f69ffb6864f083910","Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira","Unknown",0.999999995620829,"NPK only"
"9691786585c448ae9612f88e7a80a9bb","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methyloligellaceae","uncultured","Unknown",0.845155575844368,"NPK only"
"a3d560729bbb083721f6e0a0dd0d35fe","Bacteria","Chloroflexi","TK10","TK10","TK10","TK10","uncultured_Dehalococcoidia",0.999870995044581,"NPK only"
"c13e7e36fae80133bc2609656136af58","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Unknown","Unknown",0.999688201424949,"NPK only"
"bf8db754727fd4536b97e512e323c17a","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","uncultured","uncultured","Unknown",0.999884003426904,"NPK only"
"d22609fc51a5234e25fb9be83f8a4691","Bacteria","Actinobacteriota","Coriobacteriia","OPB41","OPB41","OPB41","Unknown",0.999769960002814,"NPK only"
"d40b7f0b3dc2a1d2e8318fea93a78958","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","uncultured","uncultured_bacterium",0.911513817728549,"NPK only"
"141952bcf10a4b927a668c55cfd87441","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","SC-I-84","SC-I-84","Unknown",0.999597242646555,"NPK only"
"3013c60049d29d970c643673f90943d3","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Unknown",0.99997949520889,"NPK only"
"781c0a268d6e9cebe44943d79c016480","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","metagenome",0.999999807171794,"NPK only"
"426e13045f6cde106e182a47f3e4e63b","Bacteria","Acidobacteriota","Acidobacteriae","Solibacterales","Solibacteraceae","Candidatus_Solibacter","Unknown",0.999805375680092,"NPK only"
"d9a2bef7a6c798b66eb69a752f773049","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Unknown","Unknown",0.999998587569256,"NPK only"
"3b18ebdd6f99f90439fa2582454ad517","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Unknown",0.998916058282946,"NPK only"
"f1865b23a6c12526971d3a2ec3006d9b","Bacteria","Actinobacteriota","Actinobacteria","Kineosporiales","Kineosporiaceae","Angustibacter","Angustibacter_sp.",0.847569573570958,"NPK only"
"61f65bebac3446c73ad0205357ce8ed2","Bacteria","Chloroflexi","Ktedonobacteria","C0119","C0119","C0119","uncultured_bacterium",0.997182870259917,"NPK only"
"ccec3149fab0e554784801b323db104d","Bacteria","Chloroflexi","Unknown","Unknown","Unknown","Unknown","Unknown",0.958199044097978,"NPK only"
"566e39ecbd8cc76f8339f52604fcee04","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methyloligellaceae","uncultured","Unknown",0.926130140400654,"NPK only"
"ace879b57cee3ca406bd58434c0d29c0","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","67-14","Unknown",0.999984513115591,"NPK only"
"787131e258234dd6a6dad1051ae1675e","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","A21b","A21b","Unknown",0.999977476837183,"NPK only"
"e58178634c6fcf2c483233e207a8ee75","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Rhizocola","Rhizocola_hellebori",0.962213428672057,"NPK only"
"9807352764eecb30b3b80babf324062c","Bacteria","Myxococcota","Polyangia","mle1-27","mle1-27","mle1-27","metagenome",0.884939682147135,"NPK only"
"e6a454cd91c6bd9720b06ee5e9d57ae5","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Nitrosospira","Unknown",0.999945663273533,"NPK only"
"92ba188facdd3be4f69d86470f69b95f","Bacteria","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Amycolatopsis","Unknown",0.876785968450166,"NPK only"
"8e741c51c1919dbf778fede5ff160f49","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter","Unknown",0.999999984150836,"NPK only"
"6021d770a50d65d919806f0016f68c8d","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Unknown","Unknown",0.995700891505771,"NPK only"
"a903756f2e2ec01a0aa658b51775ebe3","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella","Unknown",0.739409149441297,"NPK only"
"992ea3cabcf7ae3cec93670b42f47da4","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium","Unknown",0.999707588881677,"NPK only"
"eb623b0a9fd8905786dd81586cb6c0be","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","Unknown",0.999584644140195,"NPK only"
"9ebee9a05857ed7c9e28eb4287da3e0e","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","uncultured","uncultured","uncultured_Rubrobacterales",0.941876419365512,"NPK only"
"be0b13fbd12cdc98d00c2e2274dedce9","Bacteria","Chloroflexi","Chloroflexia","Kallotenuales","AKIW781","AKIW781","Unknown",0.999992867511786,"NPK only"
"5f1e83e3b5806c04137a67facd03959b","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","uncultured_organism",0.711555059037418,"NPK only"
"1cc41f0f6126c92b3f092536e8bf6df1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","Unknown",0.990825920657383,"NPK only"
"7c32f7662334f08fc1954f2252c8f9e2","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","uncultured","uncultured_bacterium",0.700382594186051,"NPK only"
"12228b0a0a5b16b82f4ab60925637d4a","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methyloligellaceae","uncultured","metagenome",0.9579799143599,"NPK only"
"a55d2e0087adece4b3c173fc1e5b1110","Bacteria","Cyanobacteria","Sericytochromatia","Sericytochromatia","Sericytochromatia","Sericytochromatia","uncultured_bacterium",0.782365853693714,"NPK only"
"b9b5b6425d328a2a196fc83c75261b31","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","uncultured","Unknown",0.999792445533938,"NPK only"
"392fe750d1e00b070ed12e06dbea81e4","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","Koribacteraceae","Candidatus_Koribacter","uncultured_Acidobacteria",0.724255960250822,"NPK only"
"66b785e5bd0f8a90695f65969fb04d39","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","metagenome",0.932516206985322,"NPK only"
"ab3f93e5f5c8eca841ebc6c3a3c7a1bc","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","uncultured","uncultured","Unknown",0.887419444367314,"NPK only"
"26e08b5a8f2a5131a7b22f1937e95202","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","ADurb.Bin063-1","Unknown",0.978839300247394,"NPK only"
"e0e531ef5726c4deea5eb1a184e6b772","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","SC-I-84","SC-I-84","Unknown",0.997754748692328,"NPK only"
"2aeaf8e5d0f60ac98ce93214a73e0614","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhodomicrobiaceae","Rhodomicrobium","Unknown",0.999999991693566,"NPK only"
"6c33db73982b9f1aaa08bac506508976","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","Modestobacter","Unknown",0.799313581344983,"NPK only"
"ddc8c74b2932a2e4ff1df5ad56397ef0","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Aeromicrobium","uncultured_bacterium",0.912342322409194,"NPK only"
"c4c29682711692c2d1d68254d36f07b9","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Unknown","Unknown",0.994620405937805,"NPK only"
"942eb47b48c609e07ce8f64bff90c4fe","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadales","Saccharimonadales","wastewater_metagenome",0.748332778412146,"NPK only"
"8480c62c4e275c4c9fd18a24c75ec0cf","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Nitrosospira","Unknown",0.99994847593938,"NPK only"
"e423e18f47126d151a146435116f6d2a","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","ADurb.Bin063-1","Unknown",0.99526218222857,"NPK only"
"dca9cb76355f6aabcd218c0e5828edd5","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Unknown","Unknown",0.97639170042137,"NPK only"
"adaf37778a118066c0cdd18c9c38565a","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","BSV13","uncultured_bacterium",0.723331651683367,"NPK only"
"fec1d1591ce2ff933f8aaa10b5fc0ea1","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Unknown",0.999925609308426,"NPK only"
"961fd82812d64c4d3703bb1d7bea87e2","Bacteria","Bacteroidota","Kapabacteria","Kapabacteriales","Kapabacteriales","Kapabacteriales","uncultured_bacterium",0.99190757273641,"NPK only"
"cb90d964cad1c2ab9e48091de75a764c","Bacteria","Bacteroidota","Kapabacteria","Kapabacteriales","Kapabacteriales","Kapabacteriales","uncultured_bacterium",0.998870191355543,"NPK only"
"202a26cca01a1720c179e31d860416a5","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Unknown","Unknown",0.999999995935047,"NPK only"
"fa3137c408d23333fb461507bb14a667","Bacteria","Actinobacteriota","MB-A2-108","MB-A2-108","MB-A2-108","MB-A2-108","uncultured_actinobacterium",0.940484444152213,"NPK only"
"9c609a44709829b5ce277f7e7204afe5","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","Kouleothrix","Unknown",0.992671708075646,"NPK only"
"8a60c0411c1b9a47ed75f28fa8f6c39d","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","uncultured","Unknown",0.999861227572527,"NPK only"
"fdb4b64448666ca4b36914984e5831c9","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Ellin516","bacterium_Ellin516",0.947118873724959,"NPK only"
"6e95a19399a4a11f849799d0688f18a8","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","uncultured","Unknown",0.964713162137495,"NPK only"
"c5f96deea01f01ba05b73ed9d1250e53","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella","Unknown",0.951207506549794,"NPK only"
"69cac12743526a11ba7fcaf5a925abaf","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Unknown",0.999862835142377,"NPK only"
"a0e02b0a190ac01b8aa982ceaa4683ff","Bacteria","Acidobacteriota","Acidobacteriae","Solibacterales","Solibacteraceae","Candidatus_Solibacter","Unknown",0.999991268345214,"NPK only"
"c1cd4806eecba7e7d9c6f6b650046cb8","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","Bauldia","uncultured_Phyllobacteriaceae",0.998437587333459,"NPK only"
"8ac941185a47d4a5b4f24247d344ea9e","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","uncultured","uncultured","Gaiella_sp.",0.864220740418059,"NPK only"
"6aa8731b28a5e14e31796ea0b0cb601a","Bacteria","Gemmatimonadota","Longimicrobia","Longimicrobiales","Longimicrobiaceae","Longimicrobiaceae","uncultured_bacterium",0.997259104407736,"NPK only"
"5549b0c8bd9b714ffd36a303ec40f5c6","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys","Unknown",0.985814419495452,"NPK only"
"ed3841a92abfb4d7d76cc38a66e01112","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Unknown","Unknown",0.999971940552109,"NPK only"
"4db29415bfa04e7a62ac22ffb333906d","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys","uncultured_Rhizobiales",0.796048775692366,"NPK only"
"d94a52158a1782bf5323830d210609aa","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","Unknown",0.999995773849436,"NPK only"
"fce39671293c2d38562359c803843040","Bacteria","Proteobacteria","Alphaproteobacteria","uncultured","uncultured","uncultured","uncultured_Acetobacteraceae",0.995656580797834,"NPK only"
"a5875dfeb91fdeb007448f13857e936f","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","A21b","A21b","Unknown",0.999978908251097,"NPK only"
"c91490299cada9cda63f1277236b730b","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Nitrobacter","Unknown",0.83898005964525,"NPK only"
"ef79441c33fd770e87caafb3fac814b9","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Unknown",0.999866892079123,"NPK only"
"84c32153c579c694bc3bba50011d2f66","Bacteria","Actinobacteriota","MB-A2-108","MB-A2-108","MB-A2-108","MB-A2-108","uncultured_actinobacterium",0.9468533702412,"NPK only"
"7ff270066e33357d8b605f793802e93d","Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella","Unknown",0.999999917171354,"NPK only"
"f684020e4dff9459b497dea3946412e5","Bacteria","Actinobacteriota","MB-A2-108","MB-A2-108","MB-A2-108","MB-A2-108","Unknown",0.999993782032068,"NPK only"
"d1491c2f59ed21432ac56301f8243bba","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","Acidobacteriaceae_(Subgroup_1)","Occallatibacter","bacterium_enrichment",0.750799275945508,"NPK only"
"90ba26ba176ac0193230fda420443a8a","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","uncultured","uncultured","Unknown",0.962940439664229,"NPK only"
"5734d77cb0c019d9de3d9059e6e1759e","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","uncultured","uncultured_soil",0.869805568333471,"NPK only"
"258e798d2e958368203c9529fa749d8c","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Unknown","Unknown","Unknown",0.893915698870045,"NPK only"
"fdc89a719c9f4342ec7b859d7e117ab1","Bacteria","Acidobacteriota","Subgroup_5","Subgroup_5","Subgroup_5","Subgroup_5","uncultured_Acidobacteria",0.919879643707589,"NPK only"
"61a657e83e3550e9fc4a1d72cfc0f318","Bacteria","Chloroflexi","TK10","TK10","TK10","TK10","Unknown",0.999999999350595,"NPK only"
"a24205826f4549e911148d34098808f3","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","uncultured","uncultured","Unknown",0.913658778318057,"NPK only"
"1059dc4e6404843f0ec312d41c7d1c6c","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","Gemmatimonadetes_bacterium",0.929547363019953,"NPK only"
"1d5890be4c8f9d0c570b42301d933906","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides","Unknown",0.999639252849216,"NPK only"
"e86c05cfcab24c95508fabe32f3b329a","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Unknown",0.990026524601174,"NPK only"
"79ec466b4bba7ae0134ce15e43d7ff94","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidiphilium","Unknown",0.881328901527685,"NPK only"
"7eb89ad3b9d87fbb391b4c98b77c6f06","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","ADurb.Bin063-1","Unknown",0.994013084435717,"NPK only"
"6ee7bf43d0c959376801b7e6c8d25585","Bacteria","Chloroflexi","JG30-KF-CM66","JG30-KF-CM66","JG30-KF-CM66","JG30-KF-CM66","uncultured_Anaerolineales",0.981985025312989,"NPK only"
"16e66b9d7e5edca440d28b4ce2de9d89","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","uncultured_Alphaproteobacteria",0.921859700961183,"NPK only"
"43ecd203c420739a1f687e878ae40c1d","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","SC-I-84","SC-I-84","Unknown",0.999947466198163,"NPK only"
"7f82c980b7c697e669b6a42cc7291d4e","Bacteria","Proteobacteria","Gammaproteobacteria","CCD24","CCD24","CCD24","Unknown",0.999773893897739,"NPK only"
"62112fab071f3515a10e0b5ed9bcdfef","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","mle1-7","uncultured_soil",0.917141050986519,"NPK only"
"808ca3bd0fa52cab605217547c6a5bae","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","uncultured_Gemmatimonas",0.917658581536136,"NPK only"
"7c09b4a6035aa7661d674576b2623c5e","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","uncultured","uncultured","Unknown",0.960985627759644,"NPK only"
"6bafe29ef897e7cf5cba06a4cd492386","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Unknown","Unknown",0.999575670260906,"NPK only"
"b81623edf1570f0a8dc9899b1f238361","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Unknown","Unknown",0.999999995326362,"NPK only"
"84005fdfd49c5d2257592819f654fbc8","Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter","uncultured_bacterium",0.837373605850989,"NPK only"
"a65d1cd75f39dae721ba1e7e3fa8f2f0","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Unknown",0.990519596105622,"NPK only"
"cd54876c9d89a8b94640ab1af8488b92","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella","metagenome",0.919440282536992,"NPK only"
"55c2a7a95d39f8c0c74638a56877b0e6","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Unknown","Unknown",0.999956875387461,"NPK only"
"f232196e515518c0ae7885f915facffb","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Nitrobacter","Unknown",0.846809704788668,"NPK only"
"879cd95cda0f055b667583fd189b0887","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Nitrosospira","Unknown",0.999912805457262,"NPK only"
"18a55f653d8df853662775621f19e9e2","Bacteria","Proteobacteria","Alphaproteobacteria","uncultured","uncultured","uncultured","Unknown",0.991216982291024,"NPK only"
"98aaea1437c29a5121edf0afda6796f7","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","uncultured","uncultured","uncultured_Rubrobacteria",0.923241823564218,"NPK only"
"c3ecdffe2703d0007906b52a7f4113af","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","Bauldia","uncultured_Rhizobiales",0.979367810148917,"NPK only"
"57970709beb5ea002ccef70f7f3fa9c2","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","Unknown",0.999960775033009,"NPK only"
"d06ca323436a8e92b1cc6abf6b02098d","Bacteria","Acidobacteriota","Holophagae","Subgroup_7","Subgroup_7","Subgroup_7","Unknown",0.999999992339929,"NPK only"
"585b94869b5c38726776f81756407816","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Unknown",0.999444242277794,"NPK only"
"fe82b0bb2123e6cc4c5d6058011ae75b","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides","Unknown",0.999632003993938,"NPK only"
"7c04b2502b9cafac53d091aa4bb4f001","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","uncultured","uncultured","Unknown",0.777494478247049,"NPK only"
"43648e49bd03a03fead805b273f941fd","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella","metagenome",0.935044842537354,"NPK only"
"58c4e14c01c2277e2e1f18596328f35b","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","uncultured_Alphaproteobacteria",0.92852521703453,"NPK only"
"0b7e7b7ca1e818fb314260f2b342518c","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Unknown","Unknown",0.999359326628433,"NPK only"
"ad6938ca0facbd5325bdb2a4e3b6155e","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20","0319-6G20","0319-6G20","uncultured_delta",0.894731680633371,"NPK only"
"9c2a20f4b878c9704632cbba6ae6cca0","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","uncultured","uncultured","uncultured_Rubrobacteria",0.735075296603351,"NPK only"
"ffce555f02954e263d838303f24fc634","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","Unknown",0.998805475990997,"NPK only"
"14681cb26150e402a07bb6bbc1f132be","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","uncultured","uncultured","uncultured_Acidobacteria",0.7734302790814,"NPK only"
"3c4115c163ea7728c712203768c7ee9f","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","uncultured","uncultured_bacterium",0.75170713651867,"NPK only"
"d1a814b8bd842f12aabf4096b4c6d260","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia","uncultured_soil",0.883096622041904,"NPK only"
"18bcaf22912d58fe944171960fc6c559","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides","Unknown",0.725336836915351,"NPK only"
"d94669670aa42d4c03498d2c894fc75e","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","IMCC26256","IMCC26256","Unknown",0.995030074862064,"NPK only"
"ba14d0c85d3a38baca6e55a11d19bb8c","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","Unknown",0.850160117705036,"NPK only"
"9a635ec5abd6e147190f7e1569457eee","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","B1-7BS","B1-7BS","Unknown",0.791063234014647,"NPK only"
