Feature,Kingdom,Phylum,Class,Order,Family,Genus,Species,Confidence
5e5a15bce66dd03103b0e489009a2b67,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Unknown,0.999998100834967
8045339ba38ecaa872bede808a7d3da9,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Unknown,Unknown,0.999988916271359
13ae4faa49d158c23028f22aa6929079,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,uncultured,uncultured,uncultured_Acidobacteriaceae,0.940706678688311
0a8c6b510b964ad14ab59ccf405579ac,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,Unknown,0.999997167668132
b4e322226095bbba765cb621f6eb07f0,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,metagenome,0.990149730359652
d8310427bbef4577a5141c05b68164e2,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,Unknown,0.999967568270515
cb4392b81c46bf94612e41fb3d6724c5,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus_Solibacter,uncultured_Acidobacteria,0.805275543189501
7645dadffc71a07a8ad35c693bfdc2c8,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,uncultured,Unknown,0.999999721501234
82dd0320af2fc7a544ce63e4734115f8,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,Unknown,0.946194638873719
5ed7a53be4f15617fc9efef385810c79,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Nakamurellaceae,Nakamurella,Unknown,0.99999609565766
9cd2573b395b3f35c334aaa9db2b45a1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Unknown,0.906977930512417
6bba49c105f56af3399550c5c75c994d,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,uncultured,uncultured_bacterium,0.82460499828643
42baf59931d1611e469f84ccc31eaa73,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,Acidobacteriaceae_bacterium,0.914614277867842
d3403eaa520a530a106b8ef71a186e61,Bacteria,Proteobacteria,Gammaproteobacteria,Unknown,Unknown,Unknown,Unknown,0.999999857873661
3dc8d2f167ca0c78f5eee9a5aaf55b5c,Bacteria,Chloroflexi,Ktedonobacteria,C0119,C0119,C0119,uncultured_bacterium,0.999967708195124
98d6cc1868c16f6dee2e1cf19afbbe4e,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,uncultured,uncultured,metagenome,0.874715843883609
b4076d13890c90d39fd996cae8fa875b,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Pedosphaeraceae,uncultured_bacterium,0.835151725095506
a0b4bb08924a3a7cec36e80760dd76bc,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Unknown,Unknown,0.999926491330402
7b0567fa3a8b7fd8b009e0de78b59003,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,Unknown,Unknown,0.999995880821145
aaaea3638de5040ac64fb48e4e3788c9,Bacteria,Proteobacteria,Gammaproteobacteria,CCD24,CCD24,CCD24,uncultured_gamma,0.929238392495996
f754f7b856bfc9c0dfb0fc9701fc3cfa,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Unknown,Unknown,0.999926165884277
05c91ce9c9b10ed5515893394f9a564c,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,uncultured,uncultured,Unknown,0.743465828621414
d8ebf30ebe23dce36dbca3bd1cdc72ba,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,mle1-7,uncultured_beta,0.875452151124336
e7e15f8d527099ab409f22e51430983a,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Unknown,0.715922724696933
01d1e849ca3acddc971257f36d4ae400,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Unknown,0.889685920870194
8bff57a9659141725396f0bf08cef5c5,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Nordella,uncultured_bacterium,0.962693278362601
4994da0ac8d06fdfaa6d13d9ecbefa92,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,Unknown,0.989787075820127
13457190a6fc616807147e1e9444bfba,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown,0.999548585831542
61a5993a0b0d9f45c54dbfaf4235e841,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS_17,env.OPS_17,Unknown,0.999999915214935
aa4550a8fea985f492628ed72c987fc5,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Unknown,Unknown,0.999902969443448
770e277c58fc7fcf14c29ee43362b7a8,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,uncultured_Chitinophagaceae,0.735369183596556
354da2b3affb9fbb13f843e78b8e777c,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,Unknown,0.999560005701741
9b01e1f6cb0ddba834fd735bf4b2d0dc,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Unknown,Unknown,0.999999999895342
c0140fac48e5067b4498113dfc8de49a,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,SC-I-84,Unknown,0.999992152941212
8a267eb0372ed047e1535ce90bd62e78,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,Kouleothrix,uncultured_bacterium,0.973994644146841
b666eeb527359f7a1ffd4f135e8a1fa6,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Microlunatus,Unknown,0.788264451936954
a35d47f89ff5aa5c433186886d754f45,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Unknown,Unknown,0.99998668143423
063cfad90595edf596a1f42e33f522ae,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,metagenome,0.965801652956878
0fa05dbde612a0a8fb53116d092f43af,Bacteria,Proteobacteria,Alphaproteobacteria,Dongiales,Dongiaceae,Dongia,Unknown,0.999995357428666
5ead813779772fa54cb4e0db4bc6cceb,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown,0.997790850431226
f72aa8d2047374aa44632accb635dbe9,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Unknown,0.999962487161624
271df05fcba7309d561d81c8ff89e0a2,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,uncultured,uncultured,Unknown,0.999982905389383
6b48837d773ffe1257dc46145bd66fea,Bacteria,Chloroflexi,Ktedonobacteria,C0119,C0119,C0119,uncultured_Chloroflexi,0.99016295663208
978649f77fd9f3d480907364f8569f20,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,0319-6G20,0319-6G20,Unknown,0.999999999273244
3d2dd35f65ff25b59990598e5111f420,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,Unknown,0.987521668884121
5d6bf5180d35ac27af8bdcd4f5f3b673,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Unknown,0.9999118627373
91c0814a523ac6cf8a45b5d1f1b19066,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Unknown,0.999811388912959
3582debb243c4d9c745ea98dd352a5e3,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Trinickia_soli,0.971282740066349
90208bad6fff89ead11afb4b0cd45a62,Bacteria,Actinobacteriota,MB-A2-108,MB-A2-108,MB-A2-108,MB-A2-108,Unknown,0.99999999974347
35d9cb142303ef7dbe07bb80fffa56d0,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,Unknown,0.999813011514596
e04840d9fa4adb9573ef81009103502e,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,Marmoricola_sp.,0.802306254825355
cfc3e4b753387e71a307092242d29687,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Azospirillum,Unknown,0.99999817239854
e17ab0db65a14b11ca9c0aaf2783b54e,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Acidibacter,metagenome,0.914985563139114
803c326c8a580f0cf155bd92a8b96006,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Unknown,0.99986222112198
641323b588eca51e7b81113dfb853789,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,uncultured,metagenome,0.9776568967748
3fadb5b4238f2c44b54f6cfe82fb5930,Bacteria,Myxococcota,bacteriap25,bacteriap25,bacteriap25,bacteriap25,Unknown,0.788772761762583
8607ecc7d87e81d1864f8d73cca08ef8,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Unknown,0.99996567489303
dfa36a3cc1d1b3f4e70844826da489cd,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,uncultured_bacterium,0.892688693492791
4d469a933d9d7f28980f23623c7345e8,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,uncultured_Gemmatimonadales,0.876575114300123
8e8334175bee6a4970a056f7b4aedc8b,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,uncultured,Unknown,0.999999344367073
e94181c9251813350c17b98d74644a62,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,uncultured,uncultured_bacterium,0.828988370688325
c3c986f947ef0114dbbf9cb70770a37d,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS_17,env.OPS_17,Unknown,0.999999997216225
90612f5aeb04f2a24f2a2800c5049946,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,uncultured,uncultured_bacterium,0.813759403601335
543e338c749e4cc43c5529c617d66dbd,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,uncultured_bacterium,0.73313205978465
db11e45d51843a86503a372aa013748e,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,Unknown,0.997740454001631
462cdef56410b5e6f61bfa4fd65453e2,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Unknown,0.927300462283675
cb711ce5ac4c4f448cb7f6cc9f40cd27,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Unknown,0.999815856673318
6d13b2836c95a08562f28294d31a52b2,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,uncultured,uncultured,Unknown,0.922871498786409
5ff06052e10f43c33284b799072de76f,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured,uncultured_Sphingobacteriales,0.7424513547393
37bd49bb8e94d5412afd0532080ecc0e,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,Unknown,0.999919408889639
ec9e28e20f6c839fb7b9a9d3b7d3d6de,Bacteria,Chloroflexi,Dehalococcoidia,S085,S085,S085,metagenome,0.992583134265128
6accf9f14d320a3e221cb05f142ab8cb,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Azospirillum,Unknown,0.999998891276866
4de868009d68ee59e2e177caf6dba990,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Noviherbaspirillum,Unknown,0.963161554067133
d5792602f5bb8cee0aef0c75a9e42a53,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexales,Oligoflexus,metagenome,0.760669787428102
34a7f74aec0d10c5894e353d11b6fa78,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Unknown,Unknown,0.999989250330491
85eeee3f0da12e29455e137eb857f499,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Unknown,Unknown,Unknown,0.905144924360593
5d960dfa04b05e7b9f5f218adaa1de0f,Bacteria,Myxococcota,bacteriap25,bacteriap25,bacteriap25,bacteriap25,uncultured_Syntrophobacterales,0.984153467604383
efcc597fdf91dc6f9575206ba7b89f6a,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Unknown,Unknown,0.999997981317531
1a0173c497b814e68983ca76c3e6482f,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,uncultured,uncultured_bacterium,0.724357375778191
1b274f8310e0be5122223155e9d2b2d7,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Pedosphaeraceae,metagenome,0.729436234138999
a880fdedd919e18879c8fe4cea25ee14,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Unknown,Unknown,0.999230804913376
58333d4c070f5868a8b1915ba49aeb63,Bacteria,Chloroflexi,Dehalococcoidia,S085,S085,S085,uncultured_bacterium,0.999783304100152
1ed603ef613d72302203745ef82e08a7,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Sporocytophaga,Unknown,0.999995713751565
2b00f9816e7d76166d6e92555de00f6b,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Marmoricola,Unknown,0.999976061639636
f1abdca0879fce5b365aa0e4715fa99d,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Unknown,Unknown,0.999994273851493
50fed7334340dcf184b8f61f37aa9104,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Unknown,0.998005997219422
de5c9d34d66ce10519d32860781636d0,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,Unknown,0.999821175086824
57c95a42fd84e815b5d040652c787881,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,Unknown,0.999975036413269
6503e16cc95cfd4d4ec394c2a0964f7c,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,uncultured,Unknown,0.999997268923284
ea6b6ef67ca76e1a9f8360a3bb4fbaad,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Koribacteraceae,Candidatus_Koribacter,Unknown,0.997044127653916
7f40654e93f56148570f9d52bedd0b21,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,Unknown,0.999999355425576
136a9dd325cbc420e4161bec28853f4d,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Unknown,0.999858564459183
302a8c8ea758adc30c52f878e04f93ec,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sutterellaceae,uncultured,Unknown,0.999719445097744
f6f13a4aff4b2d2ca951cec981e55b00,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,uncultured,Unknown,0.856498532934655
9c5552d726f25ee3a9f6df752e09ce19,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,uncultured,Unknown,0.937646505232018
57749368dfb7228a139603d458248f9f,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Ideonella,Unknown,0.780452760579366
02a54e456d7cf469f9e434ce38427f19,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Ellin517,uncultured_bacterium,0.777194659433511
e400539b8556a3c6f67eb575d494039d,Bacteria,Firmicutes,Bacilli,Bacillales,Sporolactobacillaceae,Unknown,Unknown,0.896870613902498
5974376853bb5e8bf546a73bd0be207f,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,0319-6G20,0319-6G20,Unknown,0.999999999993187
47223929668bbac06ec0e4f34c230e31,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Skermanella,Unknown,0.99998861234856
a030fb5caeccf915d72edbd26b0296ef,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Unknown,0.767065397392848
4fed62c58df53f2468a66eac5369cff6,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Romboutsia,uncultured_Clostridium,0.869892302853937
0c510e453267e1fb8463a13fca92e448,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus_Solibacter,uncultured_bacterium,0.705782942756123
d0a4d1068ea1343275a3835118316936,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,Unknown,0.999999999419026
6937b257206c55e0628f7cbe9544b79b,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,Unknown,0.799222567491363
a5caf67417db1d12818afefe7a5c3102,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadales,Saccharimonadales,Unknown,0.947895293795957
85d252a3984e5f6095346dec16d3fc97,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,SC-I-84,Unknown,0.999321041288491
86bcfcbd6c700c118ed4dc511bf0a6e5,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,SC-I-84,Unknown,0.999997979251664
8afb629f68a0a64bbf26ab25c65c2d30,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Unknown,Unknown,0.999999879640906
5ab5d58b7787bcaffbca41a0660ddfd8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Unknown,0.737839168638571
c5db5dbfe2bd38de239d3b7f97bb07a3,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,Caulobacter_sp.,0.714706514329312
24026d53300b512c93cc378f7d8f4309,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,uncultured_Acidobacteria,0.707014997564393
7c78d9702cc1b6e945edcec7f1d163ca,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Unknown,0.8097257619114
f5c2137002837149f974bc44aabfb9c0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Rhodoplanes,Unknown,0.74742976636999
2ca08da8b08f8a670ac16867f194164e,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Pedosphaeraceae,uncultured_bacterium,0.901718308808957
6302167dcec6f824a53c0c0f633bc18b,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unknown,0.996619008801024
55450cf0805877e03bed7392a347d348,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,uncultured_bacterium,0.929963247840256
c786231c115b592ef36ce1f722fa059e,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis,metagenome,0.764202858058763
4d61d4b4ebc2db32f63cac1ee31a61d8,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,Gemmatimonas_sp.,0.999632621361013
c6a9f97f3d0954d47d32ce512d4f50cf,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,uncultured,uncultured,Unknown,0.948468839299874
58e1592ba5ebc765047019d3a295a5a9,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,Unknown,0.999999907690693
e62a707ebad6de339f374877f01bd84b,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Unknown,0.920017701446721
3adb425ae2204ac77f8715f3e34caf1a,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,uncultured,uncultured_bacterium,0.824545989510467
d21dbbe6b3f3ef78d35b4f3b28dcfbbe,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,uncultured,uncultured,uncultured_prokaryote,0.931574760876478
3586ca20d7f0174a286b79ddb884fc18,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,Unknown,0.997302676717063
01f7adedfdb8e8faa1a3aed3ee4cbaab,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown,0.99960177951259
1d579bcc7df251a024b02d1434766f78,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,SC-I-84,Unknown,0.999960273605927
1ec108ad1313bc438ff0c6f16520d1cf,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Unknown,0.99996963161424
907342459d4b6a0bfc7ccfcfe5fb6721,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Unknown,Unknown,0.999999998568281
c08026d0d8e187af12df54e2ec9f6b17,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,uncultured_Sphingomonadaceae,0.877907199842624
bc79cca1b823412ec482bfd7625935e7,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Chitinimonadaceae,Chitinimonas,metagenome,0.718930453354964
19fe18f15f84bb1c622fb3167a76ecb2,Bacteria,Chloroflexi,Ktedonobacteria,C0119,C0119,C0119,uncultured_Chloroflexi,0.996048962023707
2f3c8db3e3f9f3e31f959432accbbd25,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,Unknown,0.984067654728788
a7af982d1cbbf5ef17f85ed1be91fc9d,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,uncultured,uncultured_bacterium,0.944710945898827
e2619b8874ddf4375a2ff188429f044a,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,Unknown,0.999998271306847
76691f36e5a02e5a6b6dc3c54b6484d6,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,uncultured,Unknown,0.987522524988815
6bfd5829455e9dcebc081161b85d9254,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,uncultured,uncultured_bacterium,0.750886404078652
be5954c21757d250f2186986c76bc99a,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Unknown,Unknown,0.999706925054118
3d7e9dcb62ece53f622c10dc2010c78a,Bacteria,Abditibacteriota,Abditibacteria,Abditibacteriales,Abditibacteriaceae,Abditibacterium,uncultured_soil,0.969016175711665
e45c82d6ef9c9ffa7ac71d2e7a99459d,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,SC-I-84,uncultured_Acidobacteria,0.888529876744811
01abb81d18e859bdba3bf8995fe8bbb5,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus_Solibacter,uncultured_Acidobacteria,0.841591986142258
ad3eaef5a81d0fc0c8f1765dce1601a8,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonadaceae,uncultured_Armatimonadetes,0.899980910043176
21cb0d32cc22aec5b5572a4229877108,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Myxococcus,Unknown,0.871697753448962
d20523e57266b61af220e32b25ce78af,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,uncultured,uncultured_bacterium,0.769920699688444
a9766614d8654ae8194d77019b7aa158,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Roseisolibacter,uncultured_bacterium,0.871141714914996
316ca6db4581bd75a35ce6bf1723ef25,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Unknown,0.99953348152443
8e6ecfb2d3391b885ce498264d34a13f,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,Unknown,0.995194990955022
eb3ff15be392f7a9618327e2856d4f79,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Caulobacter_sp.,0.898080505039851
0e21f046d99589738999caa00ae0964b,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae_(Subgroup_1),Acidipila,uncultured_eubacterium,0.717039537344803
ac85b77c596aecba95899bb23633f56b,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Unknown,Unknown,0.999729654997397
48214a4bc2b16a1eed5d173a9e864a04,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,Kouleothrix,uncultured_bacterium,0.894944678730946
72de0e0323cfa1b9120a34c05705c852,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Unknown,0.999969198208446
efcdc946387c006644c2c536878ed923,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Unknown,0.999257290013696
27bae41a149c2933e0a1c32f4bcc8582,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,Unknown,0.99497759717525
c6d396fefed142188465a8d3c05330d2,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Unknown,Unknown,0.999994324227534
c3509624d2dbde8207683a6794d9059a,Bacteria,Acidobacteriota,Subgroup_5,Subgroup_5,Subgroup_5,Subgroup_5,uncultured_bacterium,0.870536315331097
f1fccf1b8982f9ca26df41acdcca3d89,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Unknown,0.999610859844607
7c521b3a564053f919ff9b3e72b83370,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,ADurb.Bin063-1,Unknown,0.998507022592934
222f671dfe353bc87ce2cec7269330b1,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,Unknown,0.983711435600999
1256fbfb5d287c9fbb14a98c78a5915a,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,uncultured,uncultured,uncultured_bacterium,0.90490622392745
b401d22e527ade808ac723eb532ab9a2,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,uncultured,Unknown,0.833608598941382
bd0b6d1df9ca4e894da70eaa378783e3,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Unknown,0.999739570399107
