feature	LjRoot221	LjRoot149	G37_LjNodule209	LjRoot228	LjRoot223	G21_LjRoot111	G3_LjRoot129	LjRoot196	G8_LjRoot126	LjRoot259	G32_LjRoot291	G11_LjRoot25	G16_LjRoot125	LjRoot17	LjRoot82	G2_LjRoot102	G20_LjRoot162	LjRoot183	G1_LjRoot134	LjRoot71	LjRoot289	LjRoot3	G4_LjRoot26	LjRoot18	G6_LjRoot130	G17_LjRoot232	LjRoot227	LjRoot219	LjRoot243	LjRoot122	G12_LjRoot70	G29_LjRoot226	LjRoot237	G22_LjRoot238	LjRoot10	G7_LjRoot117	LjRoot229	LjRoot11	G36_LjRoot142	G5_LjRoot105	G14_LjRoot22	LjRoot285	LjRoot240	LjRoot248	LjRoot89	LjRoot1	G35_LjRoot145	G30_LjRoot2	LjRoot277	LjRoot152	G33_LjRoot104	G27_LjRoot78	LjRoot30	LjRoot296	G24_LjRoot12	LjRoot295	LjRoot257	G9_LjRoot131	LjRoot258	G15_LjRoot29	LjRoot244	LjRoot230	LjRoot220	G34_LjRoot233	LjRoot261	LjRoot28	G31_LjRoot101	LjRoot288	LjRoot231
Lj_ccamk_LjSC_3_endo	0.20782955252493	0.157196428271142	0	0.00146299628365312	0.00181613331763835	0.0380883515226933	0.0749827635495317	0.0359190811710697	0.0126961171742311	0.0318327812063834	0.0513057662232835	0.0246691442312543	0.0415692737148334	0.0307229219567155	0.0283182269157684	0.0422923638320413	0.0206837405619924	0.040862999646863	0.0138900566700859	0.00216927035162359	0.00465804563875763	0.0192207442783392	0.00455714934333328	0.00146299628365312	0.010375502379471	0.00595288143003683	0.00306052096120537	0.00726453327055342	0.0060201456269864	0.0144113541964451	0.0064405468579212	0.00618830611936032	0.00615467402088553	0.00654144315334555	0.00376679502917585	0.00418719626011065	0.00489347032808112	0.00132846788975398	0.00206837405619924	0	0.000470849378646981	0.00359863453680192	0.00211882220391141	0.000840802461869608	0.00126120369280441	0.00110985924966788	0.00181613331763835	0.00141254813594094	0	0	0.00201792590848706	0.000117712344661745	0.000807170363394824	0.000723090117207863	0.000857618511107001	0.000958514806531354	0.00119393949585484	0.00275783207493232	0	0	0	0	0.000302688886273059	0.000336320984747843	0	0.000302688886273059	0.000134528393899137	0	0
Lj_ccamk_LjSC_4_endo	0.135900129781843	0.252920091465299	0	0.000339904826648538	0.000710710092083308	0.0395834620851616	0.0778691057413015	0.0206569433285953	0.0157901242197639	0.0113095605957605	0.0300970273777888	0.0122829244175267	0.0698658920956678	0.0190346702923182	0.0230053766763488	0.0312248933934862	0.0198380817007602	0.0921605586799333	0.0142296520610593	0.00563933007848711	0.0102280452382424	0.0172578950621099	0.00665904455843273	0.000247203510289846	0.00846672022742723	0.00545392744576973	0.000942463382980038	0.0042179098943205	0.00386255484827885	0.0106761016006427	0.00183857610778073	0.0078332612323095	0.00483591867004511	0.00227118225078796	0.00383165440949261	0.00611828687967369	0.00380075397070638	0.00219393115382238	0.00129781842902169	0.00633458995117731	0.000370805265434769	0.00233298312836042	0.000988814041159384	0	0.00171497435263581	0.000710710092083308	0.00231753290896731	0.000633458995117731	0.000278103949076077	0.00108151535751808	0.000957913602373154	9.27013163586923e-05	0.000231753290896731	0.000587108336938385	0.000355355046041654	0.000370805265434769	0	0.00559297942030777	0	0	0	0	0.000216303071503615	0	0.000339904826648538	0	0	0	0
Lj_nsp1_LjSC_1_endo	0.147180324718993	0.131232587184168	0	0.00590834854452877	0.179524129759503	0.0458577513049604	0.0225285810356422	0.0911390783616742	0.00863035193902712	0.0298779902007878	0.0603324046498223	0.0693150158516668	0.0156435136260288	0.0116886028116694	0.0200147308418996	0.0162839850129695	0.0155314311333141	0.0204630608127582	0.0135459698337977	0.000272200339449835	0.00546001857367022	0.0077977391360041	0.00238575591635444	0.00520383001889391	0.00371473404425657	0.00616453709930509	0.00451532327793256	0.00328241585807154	0.00701316168700163	0.000752553879655426	0.00339449835078618	0.0030902744419893	0.00421109936913568	0.00217760271559868	0.00100874243443174	0.00984724757421462	0.00385884010631825	0.00185736702212829	0.00120088385051398	0	0.00128094277388158	0.00328241585807154	0.00172927274474013	0.00110481314247286	0.000144106062061677	0.000640471386940788	0.00136100169724918	0.000400294616837993	0.00052838889422615	0.000432318186185032	0.00107278957312582	0.000176129631408717	0.000816601018349505	0.000976718865084702	9.60707080411183e-05	0.000224164985429276	0	0.000992730649758222	0.00120088385051398	9.60707080411183e-05	0	0.00052838889422615	0.000592436032920229	0	0.000416306401511512	0	0	0	0
Lj_nsp1_LjSC_2_endo	0.188870885831056	0.113612730042804	0.00125752702473943	0.000725496360426592	0.0487049889966385	0.0643273439578245	0.0366375662015429	0.0717515900461899	0.0164204009576552	0.0428526516891974	0.0566612657493168	0.0511958598341032	0.0243041280742908	0.0181132257986506	0.0237962806219922	0.0292375033251917	0.0251021740707601	0.0220309061449542	0.0242315784382482	0.000749679572440812	0.00824647529684893	0.0126720030954511	0.00614253585161181	0.00689221542405262	0.00645691760779667	0.00715823075620904	0.00665038330391043	0.00430461173853111	0.00875432274914754	0.00215230586926556	0.00860922347706222	0.00621508548765447	0.00500592488694348	0.00415951246644579	0.00106406132862567	0.00962491838165945	0.00606998621556915	0.00140262629682474	0.00280525259364949	0	0.00224903871732243	0.00326473362191966	0.00336146646997654	0.00149935914488162	0.000217648908127978	0.00200720659718024	0.00336146646997654	0.00106406132862567	0	0.000459481028270175	0.00217648908127978	0.000483664240284395	0.000798045996469251	0.000749679572440812	0.000266015332156417	0.000338564968199076	0	0	0	0.000604580300355493	0	0.000266015332156417	0.000846412420497691	0.000362748180213296	0.000652946724383933	0	0	0	0
Lj_nsp1_LjSC_3_endo	0.161402720017984	0.178622007418231	0.00175340002247949	0	0.0319433516915814	0.0528043160615938	0.0362369337979094	0.0200067438462403	0.0182533438237608	0.0417219287400247	0.0971788243228054	0.0881420703607958	0.0196470720467573	0.0111048668090368	0.0274924131729797	0.0222996515679443	0.0205462515454648	0.0274024952231089	0.0248847926267281	0.0014162077104642	0.00606946161627515	0.00849724626278521	0.00413622569405418	0.00539507699224458	0.00517028211756772	0.00690120265257952	0.00910419242441272	0.00730583342699786	0.0096212206361695	0.00112397437338429	0	0.00503540519276161	0.00528267955490615	0.0033044846577498	0.00170844104754412	0.00319208722041137	0.00741823086433629	0.00305721029560526	0.00161852309767337	0	0.00269753849612229	0.00568731032932449	0.00215803079689783	0.00276497695852535	0.000202315387209172	0.000719343598965944	0.00130381027312577	0.000629425649095201	0.000337192312015286	0	0.00128133078565809	0	0.000786782061369001	0.00159604361020569	0.000202315387209172	0.000247274362144543	0	0.00182083848488254	0	0	0	0	0	0	0.000584466674159829	0	0	2.24794874676857e-05	0.0001573564122738
Lj_nsp1_LjSC_4_endo	0.151197906180793	0.149788604791625	0.00523454801691162	0	0.0134890275820415	0.0837527682705859	0.0366418361183813	0.0380511375075498	0.0203342057580028	0.0406684115160056	0.072679685927119	0.0285886853231327	0.0338232333400443	0.0257700825447957	0.0237567948459835	0.0352325347292128	0.0263740688544393	0.0328165894906382	0.0261727400845581	0.00724783571572378	0.0169116166700221	0.0128850412723978	0.00845580833501107	0.00765049325548621	0.010267767263942	0	0.00966378095429837	0.00744916448560499	0.017716931749547	0.0062411918663177	0	0.00422790416750554	0.0118783974229917	0.00523454801691162	0	0.00322126031809946	0	0.0110730823434669	0	0	0.00322126031809946	0	0	0	0	0.00241594523857459	0	0.00161063015904973	0	0	0	0	0	0.00825447956512986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lj_nsp2_LjSC_1_endo	0.234976951623371	0.125409795144032	0	0.00154765272669784	0.0191209998169443	0.0756519279093375	0.0683796242365745	0.0327336872410178	0.0145612487726947	0.0357125027042319	0.0610906791366428	0.0307034331264249	0.0212511024945499	0.0202526168644223	0.0169576142850011	0.0245627465011399	0.0273585062654973	0.0424356392804247	0.012680767502621	0.00131467274633473	0.0115657918823118	0.00847048642891614	0.00660664658601122	0.00422692250087368	0.00808773360403388	0.00539182240268925	0.00742207651728212	0.00682298513920554	0.00813765788554026	0.00452646818991197	0.00329500257942121	0.00422692250087368	0.00702268226523107	0.00329500257942121	0.00241300693947513	0.00436005391822403	0.00857033499192891	0.00242964836664392	0.00203025411459287	0	0.00201361268742407	0.00369439683147227	0.00386081110316021	0.00099848563012764	0.00126474846482834	0.00058244995090779	0.00203025411459287	0.00118154132898437	0.000432677106388644	0.00024962140753191	0.00198032983308649	0.000316187116207086	0.00099848563012764	0.000515884242232614	0.00033282854337588	0.000682298513920554	0.000798788504102112	0.0008320713584397	0	0	0	0	0.000599091378076584	0.000382752824882262	0.000632374232414172	0	0	1.6641427168794e-05	0
Lj_nsp2_LjSC_2_endo	0.23983029165956	0.0816348285860481	0.00157769060208085	0	0.0828713968957871	0.0450281425891182	0.06805389732219	0.0211495821251919	0.0150093808630394	0.0424484052532833	0.0474586389220536	0.0489936892375917	0.0279507078287566	0.0115981579396214	0.012280402524305	0.0522130308715675	0.0170561146170902	0.0527886747398943	0.0143910967081699	0.000490363295241344	0.00415742793791574	0.00554323725055432	0.00528739553129797	0.0134103701176872	0.00607624083233839	0.00545795667746887	0.0116194780828927	0.00317670134743305	0.0105108306327819	0.00172693160498039	0	0.00356046392631758	0.00328330206378987	0.00447723008698618	0.00228125533003582	0.000874125874125874	0.00569247825345386	0.00300614020126215	0.00174825174825175	0	0.0034965034965035	0.00513815452839843	0.00181221217806584	0.00238785604639263	0.00104468702029678	0.000682244584683609	0.00168429131843766	0.00147108988572403	0.000724884871226335	0	0.00153505031553812	0.000191881289442265	0.000618284154869521	0.000618284154869521	0	0.00157769060208085	0	0	0.00142844959918131	0.000405082722155893	0	0.000469043151969981	0	0	0	0	0	0	0
Lj_nsp2_LjSC_3_endo	0.257577780745093	0.0764454533315529	0	0.00200293764187475	0.0440312458272132	0.0567165175590867	0.0921351315262385	0.010315128855655	0.0178929096007478	0.0436640405928695	0.0664641474162104	0.0213646681799973	0.023768193350247	0.015889971958873	0.0102817465616237	0.0203298170650287	0.0249699559353719	0.0523434370409935	0.016157030311123	0.000968086526906129	0.00741086927493657	0.00747763386299907	0.00787822139137402	0.0162237948991855	0.00791160368540526	0.00570837227934304	0.0171918814260916	0.00600881292562425	0.0136533582587795	0.00303778875684337	0	0.00380558151956202	0.00457337428228068	0.00330484710909334	0.00190279075978101	0.00257043664040593	0.00834557350781146	0.00176926158365603	0.00280411269862465	0	0.00460675657631192	0.00447322740018694	0.00230337828815596	0.00377219922553078	0.00270396581653091	0.00103485111496862	0	0.000701028174656162	0.00146882093737482	0	0.0016023501134998	0	0.000734410468687408	0	0	0.000968086526906129	0	0	0	0	0	0.000734410468687408	0	0	0	0	0	0	0
Lj_nsp2_LjSC_4_endo	0.084062508736127	0.0360347767744821	0	0.000922535014397137	0.517514187470297	0.0661848983813704	0.0304156998686087	0.00371809566408543	0.00796734785161164	0.0164378966201672	0.0339381062872159	0.033434905370272	0.0136004025607336	0.0077856364093819	0.00497609795644516	0.0219311732968047	0.0225601744429845	0.0194850577283274	0.006807190181991	0.00075480137541584	0.00129993570210506	0.00184507002879427	0.00591261077409074	0.00613625562606581	0.00346649520561349	0.00798132565486008	0.0077856364093819	0.00315898353414777	0.00335467277962595	0.00413742976153868	0	0.00194291465153337	0.0021246260937631	0.00259987140421011	0.00110424645662688	0.000503200916943893	0.00197087025803025	0.00109026865337844	0.0005730899331861	0	0.00612227782281737	0	0.00100640183388779	0.00138380252159571	0.000726845768918957	0.000670934555925191	0.000615023342931425	0.000601045539682983	0.000433311900701686	0	0.000656956752676749	5.59112129937659e-05	0.000405356294204803	0.000391378490956361	0	0.000405356294204803	0	0	0	0.000321489474714154	9.78446227390903e-05	0.000447289703950127	0	0	0	0	0	0	0.000139778032484415
