"","ASVid","Lfc_symrk","Lfc_ccamk","Lfc_nsp1","Lfc_nsp2","DA_symrk","DA_ccamk","DA_nsp1","DA_nsp2","Kingdom","Phylum","Class","Order","Family","Genus","Hv_WT_HvSC_only_endo_1","Hv_WT_HvSC_only_endo_2","Hv_WT_HvSC_only_endo_3","Hv_WT_HvSC_only_endo_4","Hv_WT_HvSC_only_endo_5","Hv_symrk_HvSC_only_endo_1","Hv_symrk_HvSC_only_endo_2","Hv_symrk_HvSC_only_endo_3","Hv_symrk_HvSC_only_endo_4","Hv_symrk_HvSC_only_endo_5","Hv_symrk_HvSC_only_endo_6","Hv_ccamk_HvSC_only_endo_1","Hv_ccamk_HvSC_only_endo_2","Hv_ccamk_HvSC_only_endo_3","Hv_ccamk_HvSC_only_endo_4","Hv_ccamk_HvSC_only_endo_5","Hv_ccamk_HvSC_only_endo_6","Hv_nsp1_HvSC_only_endo_1","Hv_nsp1_HvSC_only_endo_2","Hv_nsp1_HvSC_only_endo_3","Hv_nsp1_HvSC_only_endo_4","Hv_nsp1_HvSC_only_endo_5","Hv_nsp1_HvSC_only_endo_6","Hv_nsp2_HvSC_only_endo_1","Hv_nsp2_HvSC_only_endo_2","Hv_nsp2_HvSC_only_endo_3","Hv_nsp2_HvSC_only_endo_4","Hv_nsp2_HvSC_only_endo_5","Hv_nsp2_HvSC_only_endo_6"
"57","P4_G7",NA,NA,NA,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Microvirga",0,0,0,0,0,0,0,0,7.94112975806025e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58","P4_H10",0.181835243454386,1.09173189348156,1.30702780125068,1.05096066545848,0,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Asticcacaulis",0.0548608850506482,0.0563873531784288,0.0267477203647416,0.0858920329119005,0.0579420066717988,0.0500123269820026,0.0791135806220563,0.0391375703135766,0.0458203187040076,0.0683243497290232,0.0955890493286309,0.0417943599403942,0.0370783384443825,0.21765516747525,0.21473586146427,0.155197354825377,0.181282283246272,0.0883687213544102,0.0901726604344789,0.14693813485212,0.0937610650803767,0.160230894643303,0.283877215503457,0.3259103931008,0.075275816057539,0.113766177427518,0.125005616715345,0.0420320111343076,0.117363893288611
"59","P4_H11",NA,Inf,NA,NA,NA,1,NA,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Alsobacteraceae","Alsobacter",0,0,0,0,0,0,0,0,0,0,0,0,0.000743425332218195,0.000161119962763386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60","P4_H6",0.0667435675782344,-0.390301795730327,-0.0660254110308725,-0.390301795730328,0,0,0,0,"Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Mycobacteriaceae","Mycobacterium",0,0,0.000127979523276276,0,0,0,0,0,6.61760813171687e-05,0,0.000110708693795568,0,0,0,0,0,0,0,0,0,0.000127469725940089,0,0,0,0,0,0,0,0
"61","P4_H7",NA,NA,NA,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Ramlibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62","P5_A1",-0.0779205036098846,0.802219083578713,0.273468087195768,0.104166636606441,0,0,0,0,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Rhizobacter",0.122883276206525,0.238377240443072,0.27662773956167,0.255067228577162,0.359815242494226,0.233320419352188,0.18260152366896,0.206612295010085,0.41778283657155,0.157240001762451,0.22015214537633,0.524657688306576,0.489127404516309,0.274333589931793,0.350723366944323,0.507035638467753,0.395103160475093,0.235221214105322,0.367809973718354,0.277485032625513,0.289851993484881,0.279423644669007,0.282413350449294,0.122980596001063,0.363068311257201,0.223808835225219,0.335250505504381,0.321363952679193,0.252181744774682
"63","P5_A10",-0.411166433954807,-1.2654356049542,-0.795700461455328,-0.135291328835747,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",0.0203805475237603,0.0157396659255907,0.0220444728843385,0.00505050505050505,0.00985373364126251,0.00765446882447552,0.00792221040522649,0.0132546572956991,0.0120175763671978,0.00729948448308781,0.0116085973208496,0.0144515983917676,0.00908372827804107,0.00483359888290159,0.0031510302498904,0.0062747750286498,0.0018676861120028,0.0210691235618745,0.0152866030140723,0.0043724914231899,0.00543870830677714,0.0057429901737585,0.00376100713915726,0.0122567116571665,0.0118788036580206,0.00735666256959005,0.0101999550662772,0.0139178844815588,0.016957048355539
"64","P5_A4",NA,NA,NA,NA,NA,NA,NA,NA,"Bacteria","Bacteroidota","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter",3.19144182958977e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65","P5_A5",1.25081901115605,-0.172983405004654,-0.00969875986080098,1.20191384922605,0,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Boseaceae","Bosea",0,0,0,0,0.000205286117526302,0.000352199485788751,0,0.000488593227346187,0.000224998676478374,0.000308428921820612,0,0.000126521775803413,0,0,0,0,0,0,0.000249509298379853,0,0,0,0,0,0,0.000524184802255802,0,0.000473208072372999,0.000621137302400696
"66","P5_A6",NA,NA,NA,NA,NA,NA,NA,NA,"Bacteria","Bacteroidota","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67","P5_B10",-0.017635421990245,0.294069179852491,1.1873461852109,0.749177962000078,0,0,0,0,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Pelomonas",0.000759563155442366,0,0,0,0,0.000457859331525376,0,0.000413425038523697,0,0,0,0.000702898754463407,0,0.000984621994665139,0,0,0,0.00100551866055561,0.000815063708040853,0,0,0.000793149538063834,0.00186924306916199,0.00141764375793733,0,0.000596486154291085,0.00112334306897326,0,0
"68","P5_B3=P4_C1",NA,NA,NA,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",0.00332548238643254,0.00493832018415409,0.000415933450647896,0,0,0.00179621737752263,0.00138909990666985,0.00179150850026935,0.00493673566626079,0.00384801797700001,0.00335289186923722,0.000463913177945849,0.000929281665272744,0.00814550922859342,0.00723366944322665,0.00343797553964944,0.00338518107800508,0.00198765316621457,0.00259489670315047,0.00262349485391394,0.00845549182069259,0.00251164020386881,0.00222957908249443,0.00552290380696418,0.000943795359130406,0.00146410237871448,0.00076387328690182,0.0020598469032707,0.00102487654896115
"69","P5_C1",-0.940650350783296,-3.04077083476732,-2.58659471852834,-0.431461390320389,0,-1,-1,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium",0.0005616937620078,0.00100340370275641,0.00102383618621021,0.000501705799719045,0.000975109058249936,0.000657439040139001,0.000347274976667463,0.000538705353227847,0.000158822595161205,0.000675606209702293,0.000332126081386705,0.00015463772598195,0.000348480624477279,0.000143217744678566,0,0,0,0,0.000299411158055824,0,0.000580695418171518,0.000146879544085895,9.00840033331081e-05,0.000265808204613249,0.000455625345787093,0.00186175981490854,0.000718939564142889,0.000556715379262352,0.000403739246560452
"70","P5_C5",1.56385406841102,-0.00226688279537507,-0.655055213084983,2.29946435669537,0,0,0,1,"Bacteria","Actinobacteria","Actinomycetia","Micrococcales","Cellulomonadaceae","Cellulomonas",0.000242549579048823,0.000590237472209652,0.000319948808190689,0.000401364639775236,0,0.000798318834454502,0.000455798406876045,0.000876962202929054,0.000701466461961989,0.000646232026671758,0.00120198010406617,0.000646666854106335,0.000627265124059102,0.000196924398933028,0.000219202104340202,0,0.000262643359500394,0,0.000815063708040853,0.000112115164697177,0.000311592663409107,0.000190943407311664,0,0.000324876694527304,0.00185504605070459,0.00144602704070566,0.00076387328690182,0.00448155880306193,0.00124227460480139
"71","P5_D10",-1.13998443183763,-1.12947565140636,-1.11896063386497,-0.464554378637546,0,0,0,0,"Bacteria","Actinobacteria","Actinomycetia","Propionibacteriales","Nocardioidaceae","Aeromicrobium",7.0211720250975e-05,0.000196745824069884,0.000191969284914414,0,0.000205286117526302,9.39198628770002e-05,0,8.76962202929054e-05,0,7.34354575763362e-05,0,0.000126521775803413,6.96961248954558e-05,7.16088723392828e-05,0,0,0,0,9.98037193519412e-05,0,0,5.87518176343581e-05,0.000112605004166385,0,0,9.03766900441038e-05,8.98674455178612e-05,0.000167014613778706,0.000217398055840243
"72","P5_D12",-0.226558948482426,-0.966842243087213,-1.01524436316227,-0.483175466832652,0,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Phyllobacterium",0.000102126138546873,0.000196745824069884,0.000287953927371621,0,0,0.00011739982859625,0,0.000112752283233735,7.94112975806025e-05,8.81225490916034e-05,9.48931661104873e-05,0,0.00016262429142273,0,0,0,0,0,0.000133071625802588,0,0,0,0,0,0,0.000144602704070566,0,0.000334029227557411,0
"73","P5_D2",NA,NA,NA,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Microvirga",0,0,0,0,0,0,0,7.51681888224903e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"74","P5_D4=P4_F1",NA,NA,NA,NA,NA,NA,NA,NA,"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus",0.000114891905865232,0,0.000191969284914414,0,0.000410572235052605,0,0,0,5.2940865053735e-05,0,0,0,0.000185856333054549,0.000125315526593745,0,0,0,0,0,0.000201807296454919,0.000169959634586786,0,0,5.90684899140553e-05,0,0.000343431422167595,0.000359469782071445,0,0
"75","P5_E7",-0.596970879304159,1.10507578316353,0.616075411643689,0.496733467449277,0,0,0,0,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Pelomonas",0.000536162227371082,0.000727959549058571,0.000383938569828827,0.00301023479831427,0,0.000586999142981251,0,0.000350784881171621,0,0.000749041667278629,0.000838222967309304,0.000590434953749262,0.000789889415481833,0.00245260387762044,0.00383603682595353,0.000695109808563001,0.00154667756150232,0.000654756337105977,0.000582188362886324,0.00116599771285064,0.000651511932582678,0.00110159658064421,0.00193680607166182,0.00126997253315219,0,0.0009579929144675,0.0016176140193215,0.000779401530967293,0.00139755893040157
