# Constructed from biom file
#OTU ID	Lj_Gifu_LjSC_1_endo	Lj_Gifu_LjSC_1_nod	Lj_Gifu_LjSC_1_rhizo	Lj_Gifu_LjSC_2_endo	Lj_Gifu_LjSC_2_nod	Lj_Gifu_LjSC_2_rhizo	Lj_Gifu_LjSC_3_endo	Lj_Gifu_LjSC_3_nod	Lj_Gifu_LjSC_3_rhizo	Lj_Gifu_LjSC_4_endo	Lj_Gifu_LjSC_4_nod	Lj_Gifu_LjSC_4_rhizo	Lj_ccamk_LjSC_1_endo	Lj_ccamk_LjSC_1_rhizo	Lj_ccamk_LjSC_2_endo	Lj_ccamk_LjSC_2_rhizo	Lj_ccamk_LjSC_3_endo	Lj_ccamk_LjSC_3_rhizo	Lj_ccamk_LjSC_4_endo	Lj_ccamk_LjSC_4_rhizo	Lj_nsp1_LjSC_1_endo	Lj_nsp1_LjSC_1_rhizo	Lj_nsp1_LjSC_2_endo	Lj_nsp1_LjSC_2_rhizo	Lj_nsp1_LjSC_3_endo	Lj_nsp1_LjSC_3_rhizo	Lj_nsp1_LjSC_4_endo	Lj_nsp1_LjSC_4_rhizo	Lj_nsp2_LjSC_1_endo	Lj_nsp2_LjSC_1_rhizo	Lj_nsp2_LjSC_2_endo	Lj_nsp2_LjSC_2_rhizo	Lj_nsp2_LjSC_3_endo	Lj_nsp2_LjSC_3_rhizo	Lj_nsp2_LjSC_4_endo	Lj_nsp2_LjSC_4_rhizo	Lj_symrk_LjSC_1_endo	Lj_symrk_LjSC_1_rhizo	Lj_symrk_LjSC_2_endo	Lj_symrk_LjSC_2_rhizo	Lj_symrk_LjSC_3_endo	Lj_symrk_LjSC_3_rhizo	Lj_symrk_LjSC_4_endo	Lj_symrk_LjSC_4_rhizo
LjRoot221	10036.0	433.0	7453.0	5750.0	374.0	9283.0	4780.0	120.0	4233.0	7126.0	535.0	5202.0	6383.0	8563.0	2785.0	4159.0	12359.0	13152.0	8796.0	9691.0	9192.0	7120.0	7810.0	11214.0	7180.0	5496.0	751.0	3388.0	14120.0	7075.0	11249.0	3204.0	7716.0	7908.0	6014.0	6910.0	8529.0	9768.0	14263.0	10089.0	12263.0	8887.0	18128.0	5879.0
LjRoot149	6937.0	430.0	13119.0	1825.0	235.0	9965.0	2612.0	91.0	8749.0	2221.0	433.0	8052.0	5161.0	6009.0	1685.0	4755.0	9348.0	12525.0	16370.0	6244.0	8196.0	5217.0	4698.0	8479.0	7946.0	6794.0	744.0	3440.0	7536.0	7285.0	3829.0	3702.0	2290.0	6537.0	2578.0	4272.0	3040.0	9961.0	4166.0	9326.0	4872.0	6001.0	11923.0	5011.0
LjRoot223	5481.0	81.0	2346.0	5216.0	218.0	2029.0	1097.0	19.0	1725.0	1043.0	43.0	1777.0	603.0	1080.0	3032.0	608.0	108.0	160.0	46.0	54.0	11212.0	1866.0	2014.0	3049.0	1421.0	2412.0	67.0	638.0	1149.0	609.0	3887.0	1965.0	1319.0	3241.0	37025.0	6338.0	14842.0	1797.0	15512.0	2397.0	22335.0	1717.0	2854.0	2801.0
G37_LjNodule209	2353.0	15676.0	284.0	7240.0	37238.0	223.0	15598.0	34529.0	128.0	17337.0	23350.0	368.0	34.0	23.0	36.0	0.0	0.0	126.0	0.0	37.0	0.0	54.0	52.0	115.0	78.0	61.0	26.0	30.0	0.0	0.0	74.0	32.0	0.0	69.0	0.0	38.0	0.0	0.0	131.0	60.0	213.0	395.0	0.0	0.0
G21_LjRoot111	3439.0	171.0	5089.0	1831.0	228.0	4968.0	1038.0	79.0	5458.0	972.0	232.0	5263.0	1239.0	1916.0	2055.0	1570.0	2265.0	2996.0	2562.0	2161.0	2864.0	3386.0	2660.0	3399.0	2349.0	2274.0	416.0	1321.0	4546.0	3473.0	2112.0	1396.0	1699.0	3545.0	4735.0	3559.0	8995.0	3907.0	10419.0	3538.0	7384.0	3934.0	4080.0	2142.0
LjRoot228	16678.0	37511.0	129.0	8260.0	21985.0	484.0	2264.0	7901.0	56.0	518.0	10533.0	567.0	0.0	0.0	0.0	58.0	87.0	0.0	22.0	0.0	369.0	68.0	30.0	0.0	0.0	0.0	0.0	0.0	93.0	74.0	0.0	0.0	60.0	0.0	66.0	36.0	63.0	42.0	43.0	0.0	162.0	107.0	43.0	31.0
G3_LjRoot129	1816.0	910.0	1219.0	842.0	1753.0	1569.0	737.0	63.0	1288.0	641.0	217.0	1365.0	2687.0	3017.0	983.0	1440.0	4459.0	5856.0	5039.0	3872.0	1407.0	1950.0	1515.0	4225.0	1612.0	2588.0	182.0	805.0	4109.0	3061.0	3192.0	1807.0	2762.0	3203.0	2176.0	2298.0	2317.0	4155.0	4034.0	5091.0	2698.0	3496.0	5861.0	2160.0
LjRoot196	5409.0	184.0	2890.0	809.0	75.0	4568.0	680.0	24.0	3291.0	1822.0	168.0	3505.0	1384.0	936.0	727.0	2105.0	2136.0	5078.0	1337.0	658.0	5628.0	4909.0	2967.0	5297.0	890.0	2453.0	189.0	1421.0	1968.0	3219.0	994.0	1801.0	309.0	1405.0	266.0	1257.0	1544.0	3856.0	1362.0	1418.0	4507.0	3509.0	1986.0	4012.0
G32_LjRoot291	2904.0	276.0	1263.0	1526.0	145.0	1385.0	1487.0	54.0	1399.0	1679.0	191.0	1220.0	1009.0	1109.0	854.0	868.0	3051.0	1770.0	1948.0	805.0	3768.0	1467.0	2343.0	2304.0	4323.0	1601.0	361.0	840.0	3671.0	1551.0	2226.0	786.0	1991.0	1689.0	2428.0	1786.0	2991.0	1350.0	2419.0	1124.0	3141.0	1186.0	2202.0	1129.0
LjRoot259	2815.0	125.0	3165.0	986.0	136.0	2936.0	1255.0	69.0	3451.0	1411.0	143.0	2756.0	355.0	541.0	704.0	903.0	1894.0	1982.0	732.0	512.0	1866.0	2041.0	1772.0	2621.0	1856.0	3226.0	202.0	1210.0	2146.0	1638.0	1991.0	1387.0	1308.0	2541.0	1176.0	2842.0	1401.0	2244.0	1808.0	2392.0	1992.0	1760.0	1036.0	3481.0
