	chao1
UF_Lj_ccamk_1_rhizo	141.2
UF_Lj_ccamk_2_endo	84.0
UF_Lj_ccamk_2_rhizo	358.1578947368421
UF_Lj_ccamk_3_endo	94.0
UF_Lj_ccamk_3_rhizo	222.5
UF_Lj_ccamk_4_endo	75.33333333333333
UF_Lj_ccamk_4_rhizo	386.06
UF_Lj_ccamk_5_endo	131.0
UF_Lj_ccamk_5_rhizo	341.0
UF_Lj_ccamk_6_endo	85.5
UF_Lj_ccamk_6_rhizo	253.23529411764707
UF_Lj_nsp1_1_endo	104.6
UF_Lj_nsp1_1_rhizo	277.4761904761905
UF_Lj_nsp1_2_endo	189.0
UF_Lj_nsp1_2_rhizo	129.0
UF_Lj_nsp1_3_endo	110.0
UF_Lj_nsp1_3_rhizo	238.5
UF_Lj_nsp1_4_endo	102.0
UF_Lj_nsp1_4_rhizo	171.15384615384616
UF_Lj_nsp1_5_endo	177.57142857142858
UF_Lj_nsp1_5_rhizo	201.6153846153846
UF_Lj_nsp1_6_endo	105.5
UF_Lj_nsp1_6_rhizo	267.5416666666667
UF_Lj_nsp2_1_endo	106.2
UF_Lj_nsp2_1_rhizo	258.55555555555554
UF_Lj_nsp2_2_endo	106.0
UF_Lj_nsp2_2_rhizo	234.5
UF_Lj_nsp2_3_endo	141.23076923076923
UF_Lj_nsp2_3_rhizo	340.3469387755102
UF_Lj_nsp2_4_endo	97.0
UF_Lj_nsp2_4_rhizo	158.33333333333334
UF_Lj_nsp2_5_endo	74.0
UF_Lj_nsp2_5_rhizo	119.16666666666667
UF_Lj_nsp2_6_endo	148.33333333333334
UF_Lj_nsp2_6_rhizo	204.125
UF_Lj_symrk_1_endo	120.25
UF_Lj_symrk_1_rhizo	203.05
UF_Lj_symrk_2_endo	104.2
UF_Lj_symrk_2_rhizo	139.0
UF_Lj_symrk_3_endo	137.1
UF_Lj_symrk_3_rhizo	317.48837209302326
UF_Lj_symrk_4_endo	361.125
UF_Lj_symrk_4_rhizo	221.5263157894737
UF_Lj_symrk_5_endo	83.0
UF_Lj_symrk_5_rhizo	326.6842105263158
UF_Lj_symrk_6_endo	91.0
UF_Lj_symrk_6_rhizo	426.69354838709677
UF_Lj_WT_1_endo	154.5
UF_Lj_WT_1_nod	11.0
UF_Lj_WT_1_rhizo	319.06382978723406
UF_Lj_WT_2_endo	233.55172413793105
UF_Lj_WT_2_nod	74.0
UF_Lj_WT_2_rhizo	257.11538461538464
UF_Lj_WT_3_endo	129.0
UF_Lj_WT_3_nod	10.0
UF_Lj_WT_3_rhizo	295.03333333333336
UF_Lj_WT_4_endo	147.76923076923077
UF_Lj_WT_4_nod	10.0
UF_Lj_WT_4_rhizo	249.55
UF_Lj_WT_5_endo	125.0
UF_Lj_WT_5_nod	6.0
UF_Lj_WT_5_rhizo	164.14285714285714
UF_Lj_WT_6_endo	135.0
UF_Lj_WT_6_nod	11.0
UF_Lj_WT_6_rhizo	212.5
