structurePerIdRank	formulaRank	ConfidenceScoreExact	ConfidenceScoreApproximate	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	precursorFormula	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	2	0,027	0,027	-277,574		21,707	C19H29N6O7P	[M - H]-	C19H28N6O7P-	ZUGHQHDEMGLZBO	InChI=1S/C19H29N6O7P/c1-6-28-16-13-15(22-19(20)23-16)25(8-21-13)17-10(4)14-12(31-17)7-29-33(27,32-14)24-11(5)18(26)30-9(2)3/h8-12,14,17H,6-7H2,1-5H3,(H,24,27)(H2,20,22,23)	propan-2-yl (2R)-2-[[(2R,4aR,6R,7S,7aS)-6-(2-amino-6-ethoxypurin-9-yl)-7-methyl-2-oxo-4a,6,7,7a-tetrahydro-4H-furo[3,2-d][1,3,2]dioxaphosphinin-2-yl]amino]propanoate	CCOC1=NC(=NC2=C1N=CN2C3C(C4C(O3)COP(=O)(O4)NC(C)C(=O)OC(C)C)C)N	0,900	145673969;145673975;129018265	PUBCHEM:(145673969 145673975 129018265)	2	483,176	396	6,597	650279362780247367	650277988772209031	1900	
1	1	0,019	0,019	-681,354		31,695	C13H22N4O9S	[M - H]-	C13H21N4O9S-	KBXJJUKRJUEIMJ	InChI=1S/C13H22N4O9S/c1-6(15-9(18)5-4-8(14)11(20)21)10(19)16-13(26-3)7(2)17(12(13)22)27(23,24)25/h6-8H,4-5,14H2,1-3H3,(H,15,18)(H,16,19)(H,20,21)(H,23,24,25)	2-amino-4-({1-[(3-methoxy-2-methyl-4-oxo-1-sulfoazetidin-3-yl)carbamoyl]ethyl}carbamoyl)butanoic acid	CC1C(C(=O)N1S(=O)(=O)O)(NC(=O)C(C)NC(=O)CCC(C(=O)O)N)OC	-4,800	20833225;162927999;162928000;92042785;71300433;73715467	COCONUT:(CNP0197823);SUPERNATURAL:(SN0181438);KEGG:(C20928);MESH:(71300433 92042785);PUBCHEM:(20833225 162927999 162928000 92042785 71300433 73715467);DSSTox:(DTXSID60150550);PUBMED:(null)	137442099526	409,103	396	6,600	650279385446267479	650277981721583504	1807	
1	1	0,258	0,258	-381,498		141,551	C19H14N2O6	[M - H]-	C19H13N2O6-	SJLQZJOQJWFCNE	InChI=1S/C19H14N2O6/c1-25-11-6-4-5-10(9-11)14-15-17(27-18(20)16(14)21(23)24)12-7-2-3-8-13(12)26-19(15)22/h2-9,14H,20H2,1H3	(4S)-2-amino-4-(3-methoxyphenyl)-3-nitro-4H-pyrano[3,2-c]chromen-5-one	COC1=CC=CC(=C1)C2C3=C(C4=CC=CC=C4OC3=O)OC(=C2[N+](=O)[O-])N	3,100	4323527;1043134;1043135	SUPERNATURAL:(SN0347183);PUBCHEM:(4323527 1043134 1043135);PUBMED	1048642	365,078	396	6,600	650279389367941881	650277968534690982	1661	
1	2	0,023	0,047	-133,322		18,811	C21H30O14	[M - H]-	C21H29O14-	FWIUOWWMLLPLFJ	InChI=1S/C21H30O14/c1-10(22)28-7-16(31-12(3)24)8-30-21-20(34-15(6)27)19(33-14(5)26)18(32-13(4)25)17(35-21)9-29-11(2)23/h16-21H,7-9H2,1-6H3	1-(acetyloxy)-3-{[3,4,5-tris(acetyloxy)-6-[(acetyloxy)methyl]oxan-2-yl]oxy}propan-2-yl acetate	CC(=O)OCC1C(C(C(C(O1)OCC(COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C	-0,500	102393291;162905523;162905524;13965843;13965847;10874833;46894757;46894758	COCONUT:(CNP0173887);SUPERNATURAL:(SN0097277);PUBCHEM:(102393291 162905523 162905524 13965843 13965847 10874833 46894757 46894758)	3145730	505,159	396	6,601	650279386335460026	650277991611753087	1923	
1	1	0,286	0,684	-68,193		38,470	C14H16O7	[M - H]-	C14H15O7-	NRMQHWHRSWGNOR	InChI=1S/C14H16O7/c1-2-7-3-5-8(6-4-7)20-14-11(17)9(15)10(16)12(21-14)13(18)19/h2-6,9-12,14-17H,1H2,(H,18,19)	(2S,3S,4S,5R)-6-(4-ethenylphenoxy)-3,4,5-trihydroxyoxane-2-carboxylic acid	C=CC1=CC=C(C=C1)OC2C(C(C(C(O2)C(=O)O)O)O)O	0,800	6426767;90941336	CHEBI:(168018);PUBCHEM:(6426767 90941336);PUBMED	98	295,083	396	6,606	650279403364338470	650277929011761742	1134	
1	1	0,251	0,384	-40,584		57,145	C9H8O3	[M - H]-	C9H7O3-	NGSWKAQJJWESNS	InChI=1S/C9H8O3/c10-8-4-1-7(2-5-8)3-6-9(11)12/h1-6,10H,(H,11,12)	Coumaric Acid	C1=CC(=CC=C1C=CC(=O)O)O	1,393	16109932;124202750;637542;131708669;131871182;1549106;11116469;322;117064649;54708745;54721280;54729371;71310960	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0002035 HMDB0030677);MiMeDB:(MMDBc0000581 MMDBc0054083);PUBCHEMANNOTATIONSAFETYANDTOXIC;BloodExposome:(322 637542 54708745);SUPERNATURAL:(SN0245076);MESH:(637542);FooDB:(FDB002592 FDB002593 FDB002594 FDB004146 FDB030490);PUBCHEM:(16109932 124202750 637542 131708669 131871182 1549106 11116469 322 117064649 54708745 54721280 54729371 71310960);GNPS:(CCMSLIB00003138651 CCMSLIB00000078887);COCONUT:(CNP0255341);NORMAN:(NS00004354 NS00068187 NS00082097);METACYC:(CIS-P-COUMARATE COUMARATE);PLANTCYC:(COUMARATE);CHEBI:(32373 12876 32374 58152 36090 17450);KEGG:(C00811 C06738);DSSTox:(DTXSID00746416 DTXSID30901076 DTXSID6064660 DTXSID901315564);LOTUS:(Q27104329 Q99374 Q27102404);YMDB:(YMDB00498);PUBCHEMANNOTATIONDRUG;PUBMED;KNAPSACK:(NGSWKAQJJWESNS-UHFFFAOYSA-N)	139443247486	163,040	397	6,613	650279401049081972	650277885030285721	269	
1	1	0,022	0,022	-350,143		83,303	C19H30N4O8	[M - H]-	C19H29N4O8-	GGIMROUVHLASAX	InChI=1S/C19H30N4O8/c1-2-19(24)21-8-4-10-30-12-14-31-13-11-29-9-3-7-20-17-6-5-16(22(25)26)15-18(17)23(27)28/h5-6,15,20H,2-4,7-14H2,1H3,(H,21,24)	N-[3-[2-[2-[3-(2,4-dinitroanilino)propoxy]ethoxy]ethoxy]propyl]propanamide	CCC(=O)NCCCOCCOCCOCCCNC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-]	2,200	156202363	PUBCHEM:(156202363)	2	441,197	397	6,620	650279408326201533	650277983403499587	1842	
1	1	0,167	0,167	-98,091		79,234	C10H17NO2	[M - H]-	C10H16NO2-	TWPQUMAMSWZEOS	InChI=1S/C10H17NO2/c1-8(12)6-10(4-5-11-3)7-9(2)13/h4,11-13H,1-2,5-7H2,3H3	4-[2-(Methylamino)ethylidene]hepta-1,6-diene-2,6-diol	CNCC=C(CC(=C)O)CC(=C)O	1,600	88648198	PUBCHEM:(88648198)	2	182,118	397	6,623	650279402076686825	650277890126365646	384	
1	1	0,023	0,145	-195,940		117,506	C11H17NO4	[M - H]-	C11H16NO4-	WMEYSZDBMIOXDV	InChI=1S/C11H17NO4/c1-5-6-7-8(9(13)14)12-10(15)16-11(2,3)4/h8H,7H2,1-4H3,(H,12,15)(H,13,14)	(S)-2-(tert-Butoxycarbonylamino)-4-hexynoic acid	CC#CCC(C(=O)O)NC(=O)OC(C)(C)C	1,600	21187433;10656899;10680799	PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(21187433 10656899 10680799)	67108866	226,108	398	6,626	650279406006750808	650277901828475285	688	
1	1	0,082	0,082	-231,232		97,375	C17H16N4O6	[M - H]-	C17H15N4O6-	HSWRGQSKIZYUQN	InChI=1S/C17H16N4O6/c22-12-10(6-26-17(25)9-4-2-1-3-5-9)27-16(13(12)23)21-8-20-11-14(21)18-7-19-15(11)24/h1-5,7-8,10,12-13,16,22-23H,6H2,(H,18,19,24)	[(2S,3S,4S,5S)-3,4-dihydroxy-5-(6-oxo-1H-purin-9-yl)oxolan-2-yl]methyl benzoate	C1=CC=C(C=C1)C(=O)OCC2C(C(C(O2)N3C=NC4=C3N=CNC4=O)O)O	0,190	136811110;136811719;136811720;135459165;137122704;136062983;135593614;135593615;135593616;136161441;135726194;135858989	PUBCHEM:(136811110 136811719 136811720 135459165 137122704 136062983 135593614 135593615 135593616 136161441 135726194 135858989)	2	371,099	398	6,636	650279409387360628	650277970170469672	1688	
1	3	0,129	0,129	-364,923		67,231	C18H22N2O6	[M - H]-	C18H21N2O6-	FMFBZYJDTUPLBV	InChI=1S/C18H22N2O6/c1-3-25-17(23)19-13-11(9-5-6-9)16(22)14(20-18(24)26-4-2)12(15(13)21)10-7-8-10/h9-10H,3-8H2,1-2H3,(H,19,23)(H,20,24)	N-(2,5-dicyclopropyl-4-{[ethoxy(hydroxy)methylidene]amino}-3,6-dioxocyclohexa-1,4-dien-1-yl)ethoxycarboximidic acid	CCOC(=O)NC1=C(C(=O)C(=C(C1=O)C2CC2)NC(=O)OCC)C3CC3	2,284	3018	COCONUT:(CNP0407763);SUPERNATURAL:(SN0089441);PUBCHEM:(3018);PUBMED:(null)	3145794	361,140	398	6,639	650279406132579978	650277967955876960	1647	
1	4	0,007	0,116	-420,163		32,216	C14H18N8O5S	[M - H]-	C14H17N8O5S-	GVWHEMKBJPGSMJ	InChI=1S/C14H18N8O5S/c15-11-8-12(18-5-17-11)22(14(20-8)28-3-1-2-7(23)24)13-10(26)9(25)6(27-13)4-19-21-16/h5-6,9-10,13,16,25-26H,1-4H2,(H2-,15,17,18,23,24)/p+1	[(2R,3S,4R,5R)-5-[6-amino-8-(3-carboxypropylsulfanyl)purin-9-yl]-3,4-dihydroxyoxolan-2-yl]methylimino-iminoazanium	C1=NC(=C2C(=N1)N(C(=N2)SCCCC(=O)O)C3C(C(C(O3)CN=[N+]=N)O)O)N	-0,430	137530092	PUBCHEMANNOTATIONBIO;PUBCHEM:(137530092)	16777218	409,103	398	6,641	650279406182911677	650277981604142987	1806	
1	2	0,199	0,199	-111,806		101,341	C8H19O6P	[M - H]-	C8H18O6P-	LKPWWJFRGYSIFA	InChI=1S/C8H19O6P/c1-2-3-4-12-5-6-13-7-8-14-15(9,10)11/h2-8H2,1H3,(H2,9,10,11)	Ethanol, 2-(2-butoxyethoxy)-, phosphate	CCCCOCCOCCOP(=O)(O)O	-0,600	20026929;173028	NORMAN:(NS00091232);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(20026929 173028);DSSTox:(DTXSID00890988 DTXSID90867705 DTXSID90890992)	137506324482	241,084	400	6,659	650279404383554681	650277906085694319	785	
1	1	0,121	0,121	-200,646		104,249	C11H16N2O7S	[M - H]-	C11H15N2O7S-	IRVISUNJSVXYQC	InChI=1S/C11H16N2O7S/c14-5-1-2-6(9(17)18)12-11(21)13-7(10(19)20)3-4-8(15)16/h5-7H,1-4H2,(H,15,16)(H,17,18)(H,19,20)(H2,12,13,21)	(2S)-2-[[(1S)-1-carboxy-4-oxobutyl]carbamothioylamino]pentanedioic acid	C(CC(C(=O)O)NC(=S)NC(CCC(=O)O)C(=O)O)C=O	-1,100	89304835	PUBCHEM:(89304835)	2	319,062	400	6,664	650279406895943524	650277948653688562	1373	
1	1	0,161	0,485	-32,031		74,740	C7H6O4	[M - H]-	C7H5O4-	WXTMDXOMEHJXQO	InChI=1S/C7H6O4/c8-4-1-2-6(9)5(3-4)7(10)11/h1-3,8-9H,(H,10,11)	Gentisate	C1=CC(=C(C=C1O)C(=O)O)O	0,475	162336009;76973713;10844644;3469;54675839	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0000152);MiMeDB:(MMDBc0000336 MMDBc0054204);PUBCHEMANNOTATIONSAFETYANDTOXIC;BloodExposome:(23663629 3469 55251260 54675839);SUPERNATURAL:(SN0422872);MESH:(3469 54675839);FooDB:(FDB000844);PUBCHEM:(162336009 76973713 10844644 3469 54675839);GNPS:(CCMSLIB00000479569);COCONUT:(CNP0187458);NORMAN:(NS00007790 NS00081239);METACYC:(CPD-633);PLANTCYC:(CPD-633);CHEBI:(189437 17189 58044);KEGG:(C00628);DSSTox:(DTXSID00445619 DTXSID0063656 DTXSID30197659 DTXSID4060078 DTXSID70635722);LOTUS:(Q417831);PUBCHEMANNOTATIONDRUG;PUBMED;KNAPSACK:(WXTMDXOMEHJXQO-UHFFFAOYSA-N)	139443181950	153,019	400	6,671	650279402890381951	650277881926500476	212	
1	1	-Infinity	-Infinity	-262,008		127,158	C8H19N3O6	[M - H]-	C8H18N3O6-	ZQDVXPUIZVAQME	InChI=1S/C8H19N3O6/c1-6(12)7(9)8(13)16-4-2-10-3-5-17-11(14)15/h6-7,10,12,14-15H,2-5,9H2,1H3	2-[2-(Dihydroxyamino)oxyethylamino]ethyl 2-amino-3-hydroxybutanoate	CC(C(C(=O)OCCNCCON(O)O)N)O	-2,300	89081182	PUBCHEM:(89081182)	2	252,122	401	6,679	650279404270308414	650277909172702443	862	
1	1	0,152	0,262	-28,721		53,865	C27H30O15	[M - H]-	C27H29O15-	JYXSWDCPHRTYGU	InChI=1S/C27H30O15/c1-9-17(31)20(34)22(36)26(38-9)39-12-6-13(30)16-14(7-12)40-24(10-2-4-11(29)5-3-10)25(19(16)33)42-27-23(37)21(35)18(32)15(8-28)41-27/h2-7,9,15,17-18,20-23,26-32,34-37H,8H2,1H3	5-hydroxy-2-(4-hydroxyphenyl)-3-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-7-[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy]-4H-chromen-4-one	CC1C(C(C(C(O1)OC2=CC(=C3C(=C2)OC(=C(C3=O)OC4C(C(C(C(O4)CO)O)O)O)C5=CC=C(C=C5)O)O)O)O)O	-0,600	21550431;21550432;21606527;163193148;5318756;53982040;134742848;134742849;22524326;14035324;162913280;162913281;162913282;162913283;162913284;162913285;162913286;162913287;162913288;162913289;162913290;162913291;162913292;162913293;162913294;162913295;162913296;162913297;162913298;25202803;46183702;139031079;139031089;11968665;11968666;148151872;44258745;44258811;44258812;57390614	PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0037426 HMDB0304608);MiMeDB:(MMDBc0033663);LIPIDMAPS:(LMPK12111672 LMPK12111739 LMPK12111740);SUPERNATURAL:(SN0179080);FooDB:(FDB016490 FDB093558);PUBCHEM:(21550431 21550432 21606527 163193148 5318756 53982040 134742848 134742849 22524326 14035324 162913280 162913281 162913282 162913283 162913284 162913285 162913286 162913287 162913288 162913289 162913290 162913291 162913292 162913293 162913294 162913295 162913296 162913297 162913298 25202803 46183702 139031079 139031089 11968665 11968666 148151872 44258745 44258811 44258812 57390614);GNPS:(CCMSLIB00000846712 CCMSLIB00000846403 CCMSLIB00000846709);COCONUT:(CNP0182333);NORMAN:(NS00097623);METACYC:(CPD1F-420);PLANTCYC:(CPD1F-420);CHEBI:(68882 68881 139409 189129);DSSTox:(DTXSID101184278 DTXSID90946741);LOTUS:(Q105137262 Q23058972 Q105137259 Q115949726 Q105137261 Q105137263 Q105137257 Q76513280 Q27137237 Q105137260 Q27137238 Q104389503 Q23049792);YMDB:(YMDB01723);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null);KNAPSACK:(JYXSWDCPHRTYGU-UHFFFAOYSA-N)	141519427706	593,154	401	6,680	650279411731976670	650277992664523511	1947	
1	2	0,084	0,084	-268,441		50,985	C11H21NO4	[M - H]-	C11H20NO4-	MFKIFVQJZNMZJB	InChI=1S/C11H21NO4/c1-10(2,3)16-9(15)12-7-11(4,5)6-8(13)14/h6-7H2,1-5H3,(H,12,15)(H,13,14)	Boc-4-amino-3,3-dimethyl-butyric acid	CC(C)(C)OC(=O)NCC(C)(C)CC(=O)O	1,600	87471256;154368840	PUBCHEMANNOTATIONSAFETYANDTOXIC;PUBCHEM:(87471256 154368840);DSSTox:(DTXSID001168570)	137506062338	230,140	401	6,683	650279406967246719	650277903543945801	726	
1	1	0,105	0,105	-450,850		66,064	C19H29N5O3	[M - H]-	C19H28N5O3-	NCTHHTWFWKJMOK	InChI=1S/C19H29N5O3/c1-27-12-17-8-16(11-23(17)19(26)22-14-4-2-3-5-14)24-10-15(9-20-24)21-18(25)13-6-7-13/h9-10,13-14,16-17H,2-8,11-12H2,1H3,(H,21,25)(H,22,26)	(2S,4S)-N-cyclopentyl-4-[4-(cyclopropanecarbonylamino)pyrazol-1-yl]-2-(methoxymethyl)pyrrolidine-1-carboxamide	COCC1CC(CN1C(=O)NC2CCCC2)N3C=C(C=N3)NC(=O)C4CC4	0,500	146118973	SUPERNATURAL:(SN0241973);PUBCHEM:(146118973)	1048578	374,222	402	6,702	650279410473685425	650277972229873045	1709	
1	1	0,079	0,079	-294,825		58,008	C18H33N3O3	[M - H]-	C18H32N3O3-	HJBDVFFKADBHHV	InChI=1S/C18H33N3O3/c22-16-10-4-1-7-13-19-17(23)11-5-2-9-15-21-18(24)12-6-3-8-14-20-16/h1-15H2,(H,19,23)(H,20,22)(H,21,24)	1,8,15-triazacyclohenicosane-2,9,16-trione	C1CCC(=O)NCCCCCC(=O)NCCCCCC(=O)NCC1	1,000	9949800	COCONUT:(CNP0302655);SUPERNATURAL:(SN0127003);PUBCHEM:(9949800);DSSTox:(DTXSID801031783)	137442099202	338,245	402	6,705	650279427175404532	650277958254451086	1506	
1	1	0,525	0,525	-26,031		51,521	C7H5NO3S2	[M - H]-	C7H4NO3S2-	ZCXGMSGCBDSEOY	InChI=1S/C7H5NO3S2/c9-13(10,11)7-8-5-3-1-2-4-6(5)12-7/h1-4H,(H,9,10,11)		C1=CC=C2C(=C1)N=C(S2)S(=O)(=O)O	1,350	3111084;30647;138396188	COCONUT:(CNP0477298);NORMAN:(NS00010634 NS00083817);PUBCHEMANNOTATIONSAFETYANDTOXIC;CHEBI:(190965);SUPERNATURAL:(SN0467013);MESH:(30647);PUBCHEM:(3111084 30647 138396188);DSSTox:(DTXSID40892860 DTXSID80240528 DTXSID9066704);GNPS:(CCMSLIB00000579619);PUBMED	137509474406	213,963	404	6,726	650279431420040799	650277898716301302	605	
1	1	0,031	0,031	-298,726		92,811	C10H14N6O5	[M - H]-	C10H13N6O5-	BUODWYACLRUWQJ	InChI=1S/C10H14N6O5/c1-4(17)20-9-7(14-16-12)3-6(13-15-11)8(19)10(9)21-5(2)18/h6-10,19H,3H2,1-2H3	[(1R,3R,6R)-2-acetyloxy-4,6-diazido-3-hydroxycyclohexyl] acetate	CC(=O)OC1C(CC(C(C1OC(=O)C)O)N=[N+]=[N-])N=[N+]=[N-]	1,500	58908288;15858034;102462537;166506855;60016247;140476745;91435244	PUBCHEM:(58908288 15858034 102462537 166506855 60016247 140476745 91435244)	2	297,098	405	6,745	650279435132000584	650277931259908831	1163	
1	1	0,556	0,789	-40,776		25,064	C8H8O	[M - H]-	C8H7O-	FUGYGGDSWSUORM	InChI=1S/C8H8O/c1-2-7-3-5-8(9)6-4-7/h2-6,9H,1H2	4-ethenylphenol	C=CC1=CC=C(C=C1)O	2,043	21739763;16687950;153993860;62453	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0004072);MiMeDB:(MMDBc0033587);PUBCHEMANNOTATIONSAFETYANDTOXIC;BloodExposome:(62453);SUPERNATURAL:(SN0095715);MESH:(62453);FooDB:(FDB010540);PUBCHEM:(21739763 16687950 153993860 62453);COCONUT:(CNP0119518);NORMAN:(NS00005416);METACYC:(CPD-1075);CHEBI:(1883);KEGG:(C05627);DSSTox:(DTXSID7073301);LOTUS:(Q4637201);YMDB:(YMDB01627);PUBCHEMANNOTATIONDRUG;PUBCHEMANNOTATIONFOOD;PUBMED	139577330030	119,050	405	6,746	650279430916724264	650277874741657049	76	
1	1	0,879	0,991	-62,146		50,063	C13H12O7	[M - H]-	C13H11O7-	QVPHNABUSKBIMG	InChI=1S/C13H12O7/c14-9-4-1-8(2-5-9)3-6-12(17)20-10(13(18)19)7-11(15)16/h1-6,10,14H,7H2,(H,15,16)(H,18,19)	2-(P-Coumaroyl)Malic Acid	C1=CC(=CC=C1C=CC(=O)OC(CC(=O)O)C(=O)O)O	1,000	101957850;162860758;162860759;45359757;26176222;25796461;68721301	COCONUT:(CNP0123794);HMDB:(HMDB0303755);CHEBI:(134253 139431);SUPERNATURAL:(SN0316390);FooDB:(FDB020639);PUBCHEM:(101957850 162860758 162860759 45359757 26176222 25796461 68721301);DSSTox:(DTXSID70738909);LOTUS:(Q105228813 Q105228815);PUBMED:(null)	138247405674	279,051	406	6,764	650279451372346664	650277919629103132	1023	
1	1	0,430	0,624	-15,578		91,274	C9H8O3	[M - H]-	C9H7O3-	NGSWKAQJJWESNS	InChI=1S/C9H8O3/c10-8-4-1-7(2-5-8)3-6-9(11)12/h1-6,10H,(H,11,12)	Coumaric Acid	C1=CC(=CC=C1C=CC(=O)O)O	1,393	16109932;124202750;637542;131708669;131871182;1549106;11116469;322;117064649;54708745;54721280;54729371;71310960	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0002035 HMDB0030677);MiMeDB:(MMDBc0000581 MMDBc0054083);PUBCHEMANNOTATIONSAFETYANDTOXIC;BloodExposome:(322 637542 54708745);SUPERNATURAL:(SN0245076);MESH:(637542);FooDB:(FDB002592 FDB002593 FDB002594 FDB004146 FDB030490);PUBCHEM:(16109932 124202750 637542 131708669 131871182 1549106 11116469 322 117064649 54708745 54721280 54729371 71310960);GNPS:(CCMSLIB00003138651 CCMSLIB00000078887);COCONUT:(CNP0255341);NORMAN:(NS00004354 NS00068187 NS00082097);METACYC:(CIS-P-COUMARATE COUMARATE);PLANTCYC:(COUMARATE);CHEBI:(32373 12876 32374 58152 36090 17450);KEGG:(C00811 C06738);DSSTox:(DTXSID00746416 DTXSID30901076 DTXSID6064660 DTXSID901315564);LOTUS:(Q27104329 Q99374 Q27102404);YMDB:(YMDB00498);PUBCHEMANNOTATIONDRUG;PUBMED;KNAPSACK:(NGSWKAQJJWESNS-UHFFFAOYSA-N)	139443247486	163,040	406	6,764	650279432481200144	650277885156114856	272	
1	1	0,061	0,061	-364,278		132,761	C17H30N4O5	[M - H]-	C17H29N4O5-	CERPSWNFVMCZAO	InChI=1S/C17H30N4O5/c1-10(18-6)13(22)20-14(23)11(2)19-15(24)12-8-7-9-21(12)16(25)26-17(3,4)5/h10-12,18H,7-9H2,1-6H3,(H,19,24)(H,20,22,23)	N-tert-Butyloxycarbonyl-prolyl-alanyl-alanyl-methylamide	CC(C(=O)NC(=O)C(C)NC(=O)C1CCCN1C(=O)OC(C)(C)C)NC	0,666	128236	MESH:(128236);PUBCHEM:(128236);DSSTox:(DTXSID60908210);PUBMED	137438953542	369,214	407	6,776	650279449577184467	650277969474215173	1681	
1	1	0,117	0,117	-315,512		44,765	C18H34N4O6	[M - H]-	C18H33N4O6-	NOTRJQHVJQFZPC	InChI=1S/C18H34N4O6/c1-9(2)6-12(19)16(26)21-13(7-10(3)4)17(27)22-15(11(5)23)18(28)20-8-14(24)25/h9-13,15,23H,6-8,19H2,1-5H3,(H,20,28)(H,21,26)(H,22,27)(H,24,25)	H-DL-Leu-DL-Leu-DL-xiThr-Gly-OH	CC(C)CC(C(=O)NC(CC(C)C)C(=O)NC(C(C)O)C(=O)NCC(=O)O)N	-0,401	154584328;18298673	PUBCHEMANNOTATIONBIO;PUBCHEM:(154584328 18298673)	16777218	401,240	407	6,777	650279444720179996	650277981084049261	1800	
1	1	-Infinity	-Infinity	-171,773		79,482	C9H13N4O2	[M - H]-	C9H12N4O2-	NHULOAGMRQJDGI	InChI=1S/C9H13N4O2/c1-10-5-11(2)7-6(10)8(14)13(4)9(15)12(7)3/h5H,1-4H3		CN1[CH]N(C2=C1C(=O)N(C(=O)N2C)C)C	-0,100	59827558	PUBCHEM:(59827558)	2	208,095	408	6,799	650279444950866763	650277896895973151	561	
1	2	0,218	0,218	-94,324		50,140	C14H16O7	[M - H]-	C14H15O7-	NRMQHWHRSWGNOR	InChI=1S/C14H16O7/c1-2-7-3-5-8(6-4-7)20-14-11(17)9(15)10(16)12(21-14)13(18)19/h2-6,9-12,14-17H,1H2,(H,18,19)	(2S,3S,4S,5R)-6-(4-ethenylphenoxy)-3,4,5-trihydroxyoxane-2-carboxylic acid	C=CC1=CC=C(C=C1)OC2C(C(C(C(O2)C(=O)O)O)O)O	0,800	6426767;90941336	CHEBI:(168018);PUBCHEM:(6426767 90941336);PUBMED	98	295,082	408	6,804	650279451737251172	650277928881738303	1131	
1	1	0,167	0,167	-127,411		77,993	C9H17NO3	[M - H]-	C9H16NO3-	GUAHPAJOXVYFON	InChI=1S/C9H17NO3/c1-7(10)8(11)5-3-2-4-6-9(12)13/h7H,2-6,10H2,1H3,(H,12,13)	8-amino-7-oxononanoic acid	CC(C(=O)CCCCCC(=O)O)N	-2,200	101264144;5460197;25244029;36688192;36688194;173;448124	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0240687);MiMeDB:(MMDBc0032872 MMDBc0054107);BloodExposome:(448124 173);LIPIDMAPS:(LMFA01060168 LMFA01100065);SUPERNATURAL:(SN0115338);MESH:(173 448124 36688194);FooDB:(FDB016934);PUBCHEM:(101264144 5460197 25244029 36688192 36688194 173 448124);COCONUT:(CNP0316712);NORMAN:(NS00068586);METACYC:(8-AMINO-7-OXONONANOATE X-DMAN-HEX-1:5_6:A);PLANTCYC:(8-AMINO-7-OXONONANOATE);CHEBI:(15830 12266 57532 149468);KEGG:(C01092);DSSTox:(DTXSID00704278 DTXSID50863440 DTXSID60332273);LOTUS:(Q11751619);YMDB:(YMDB00905);PUBCHEMANNOTATIONDRUG;PUBMED;KNAPSACK:(GUAHPAJOXVYFON-UHFFFAOYSA-N)	141523618174	186,113	409	6,813	650279478912149123	650277891892167800	419	
