structurePerIdRank	formulaRank	ConfidenceScoreExact	ConfidenceScoreApproximate	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	precursorFormula	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	1	0,288	0,288	-31,940		29,473	C5H12N4O3	[M - H]-	C5H11N4O3-	FSBIGDSBMBYOPN	InChI=1S/C5H12N4O3/c6-3(4(10)11)1-2-12-9-5(7)8/h3H,1-2,6H2,(H,10,11)(H4,7,8,9)	Canavanine	C(CON=C(N)N)C(C(=O)O)N	-2,053	5256200;162914907;25243900;45934396;46224610;36688185;275;222546;439202	PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0002706);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(439202);SUPERNATURAL:(SN0094069 SN0428728);HSDB:(543-38-4);MESH:(439202);FooDB:(FDB000505);PUBCHEM:(5256200 162914907 25243900 45934396 46224610 36688185 275 222546 439202);COCONUT:(CNP0175642 CNP0184019);NORMAN:(NS00014863);METACYC:(CANAVANINE);PLANTCYC:(CANAVANINE);CHEBI:(609827 180947 78902 405237);KEGG:(C00308);DSSTox:(DTXSID5045041);LOTUS:(Q418408);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null);KNAPSACK:(FSBIGDSBMBYOPN-UHFFFAOYSA-N)	138369436542	175,083	62	1,027	650278120133620738	650277889157481317	363	
1	1	0,402	0,746	-26,925		54,425	C6H9N3O2	[M - H]-	C6H8N3O2-	HNDVDQJCIGZPNO	InChI=1S/C6H9N3O2/c7-5(6(10)11)1-4-2-8-3-9-4/h2-3,5H,1,7H2,(H,8,9)(H,10,11)	L-His	C1=C(NC=N1)CC(C(=O)O)N	-3,200	101100551;22058933;9815258;136768573;136768597;136768598;136802402;136951621;6971009;6971048;87528073;15556516;16056331;5247180;16217281;16217564;5288059;5288559;5460934;5460936;5460937;5460941;5460943;5460945;5460948;51342292;118264376;53885979;86580368;129716535;4629346;58203003;124202807;137333494;102176482;102462245;162642344;162642346;162642348;136205229;135705197;136264951;136264952;59048770;135897705;59373198;25240990;25241086;25241571;10261337;10313231;10329518;71725525;71777659;132472196;11159446;11159482;11194454;11378637;130346518;773;6274;71083;135379;46781699;3651426;3651721;3723250;122411932;90472119;71309184;71309586;71309659;71309677;73755104	PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0000177 HMDB0250763);MiMeDB:(MMDBc0000058 MMDBc0055866);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(21947049 6274 66091 71083 773);SUPERNATURAL:(SN0130145);HSDB:(71-00-1);MESH:(773 6274);FooDB:(FDB011856);PUBCHEM:(101100551 22058933 9815258 136768573 136768597 136768598 136802402 136951621 6971009 6971048 87528073 15556516 16056331 5247180 16217281 16217564 5288059 5288559 5460934 5460936 5460937 5460941 5460943 5460945 5460948 51342292 118264376 53885979 86580368 129716535 4629346 58203003 124202807 137333494 102176482 102462245 162642344 162642346 162642348 136205229 135705197 136264951 136264952 59048770 135897705 59373198 25240990 25241086 25241571 10261337 10313231 10329518 71725525 71777659 132472196 11159446 11159482 11194454 11378637 130346518 773 6274 71083 135379 46781699 3651426 3651721 3723250 122411932 90472119 71309184 71309586 71309659 71309677 73755104);GNPS:(CCMSLIB00003136042 CCMSLIB00000577965);COCONUT:(CNP0161367);NORMAN:(NS00005578 NS00079380 NS00079890 NS00079950 NS00081141 NS00081976 NS00082207 NS00089034);METACYC:(CPD-12151 HIS);PLANTCYC:(HIS);CHEBI:(27947 15971 32523 32531 32532 57595 27570 32529 32527 32512 32513 32526 32510 142967);KEGG:(C00768 C06419 C00135);DSSTox:(DTXSID00208089 DTXSID00901785 DTXSID10924465 DTXSID20884263 DTXSID3020700 DTXSID401014452 DTXSID701009143 DTXSID70413027 DTXSID70889344 DTXSID80199704 DTXSID9023126);LOTUS:(Q27103201 Q485277 Q27077043);YMDB:(YMDB00794 YMDB00369);PUBCHEMANNOTATIONDRUG:(null);PUBCHEMANNOTATIONFOOD:(null);PUBMED:(null);KNAPSACK:(HNDVDQJCIGZPNO-UHFFFAOYSA-N)	139577465726	154,062	62	1,034	650278120884401414	650277882077495435	215	
1	1	0,687	0,883	-46,005		50,976	C6H14N4O2	[M - H]-	C6H13N4O2-	ODKSFYDXXFIFQN	InChI=1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9/h4H,1-3,7H2,(H,11,12)(H4,8,9,10)	Harg	C(CC(C(=O)O)N)CN=C(N)N	-1,634	154624364;101002480;17753939;58618352;4473077;161563502;161563501;9793996;9815369;6913512;20798608;155634912;159961799;163358946;87559318;76974066;76974115;76974116;5231987;5246487;5260203;16217519;16217580;16217799;5287702;5460857;5460858;5460860;5460861;160927720;135207570;51037639;51037640;51037641;118099679;118264379;129834582;129850676;134817835;22726443;58203011;124202805;101611381;162642132;162642135;52941769;135705201;59119146;59373188;59373181;59373187;59373199;160448860;140533858;10313339;88031296;89059445;151306026;90938205;153693995;153709895;153712626;54144538;54144539;123552702;131801519;131878490;132276652;1549073;1549104;11321257;140491596;59645172;59667378;88901885;88901889;88901891;88901915;59905797;232;6322;28782;71070;444360;46932130;12205337;117064614;117065487;11770759;122363709;142696383;90472354;164899900;57182507;71308530;71309938;71310245;57616918;57616923;57616939;57616947	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0000517 HMDB0003416 HMDB0062762 HMDB0251511 HMDB0303361);MiMeDB:(MMDBc0000112 MMDBc0048340 MMDBc0057189);PUBCHEMANNOTATIONSAFETYANDTOXIC;BloodExposome:(232 1549073 5460861 66250 6322 71070 5287702 5460857);SUPERNATURAL:(SN0262438);HSDB:(74-79-3);MESH:(6322 5287702);FooDB:(FDB002257 FDB011914 FDB023167);PUBCHEM:(154624364 101002480 17753939 58618352 4473077 161563502 161563501 9793996 9815369 6913512 20798608 155634912 159961799 163358946 87559318 76974066 76974115 76974116 5231987 5246487 5260203 16217519 16217580 16217799 5287702 5460857 5460858 5460860 5460861 160927720 135207570 51037639 51037640 51037641 118099679 118264379 129834582 129850676 134817835 22726443 58203011 124202805 101611381 162642132 162642135 52941769 135705201 59119146 59373188 59373181 59373187 59373199 160448860 140533858 10313339 88031296 89059445 151306026 90938205 153693995 153709895 153712626 54144538 54144539 123552702 131801519 131878490 132276652 1549073 1549104 11321257 140491596 59645172 59667378 88901885 88901889 88901891 88901915 59905797 232 6322 28782 71070 444360 46932130 12205337 117064614 117065487 11770759 122363709 142696383 90472354 164899900 57182507 71308530 71309938 71310245 57616918 57616923 57616939 57616947);GNPS:(CCMSLIB00003136581);COCONUT:(CNP0257247);NORMAN:(NS00079284 NS00074187 NS00085581 NS00080232 NS00005927 NS00078080);METACYC:(CPD0-2700 CPD-220);PLANTCYC:(ARG);CHEBI:(32697 15816 32682 31235 29016 32695 32683 32689 192075 32681 32696 16467 32688 32690);KEGG:(C00792 C02385 C00062);DSSTox:(DTXSID00370078 DTXSID10206834 DTXSID10745551 DTXSID201031042 DTXSID20883650 DTXSID30726544 DTXSID30935331 DTXSID40883354 DTXSID50238230 DTXSID6041056 DTXSID60883513 DTXSID80170033 DTXSID8022618);LOTUS:(Q27076987 Q173670 Q27104032);YMDB:(YMDB00592);PUBCHEMANNOTATIONDRUG;PUBCHEMANNOTATIONFOOD;PUBMED;KNAPSACK:(ODKSFYDXXFIFQN-UHFFFAOYSA-N)	139577465726	173,104	63	1,042	650278120838264048	650277888670941988	349	
1	1	0,032	0,032	-223,224		66,585	C9H14N4O5	[M - H]-	C9H13N4O5-	FUEGYTKKNLPCPF	InChI=1S/C9H14N4O5/c1-12-5-10-7(13(16)17)8(12)11-6(9(14)15)3-4-18-2/h5-6,11H,3-4H2,1-2H3,(H,14,15)	4-Methoxy-2-[(3-methyl-5-nitroimidazol-4-yl)amino]butanoic acid	CN1C=NC(=C1NC(CCOC)C(=O)O)[N+](=O)[O-]	0,900	62478995	PUBCHEM:(62478995)	2	257,087	63	1,044	650278143059693635	650277911026584975	894	
1	1	0,014	0,019	-168,588		49,796	C12H10N2O6S2	[M - H]-	C12H9N2O6S2-	BITYYJJEVOSYCE	InChI=1S/C12H10N2O6S2/c15-21(16,17)11-5-1-9(2-6-11)13-14-10-3-7-12(8-4-10)22(18,19)20/h1-8H,(H,15,16,17)(H,18,19,20)		C1=CC(=CC=C1N=NC2=CC=C(C=C2)S(=O)(=O)O)S(=O)(=O)O	1,200	3339891;168962	COCONUT:(CNP0439271);SUPERNATURAL:(SN0026709);MESH:(168962);PUBCHEM:(3339891 168962);PUBMED	3145798	340,991	65	1,082	650278143353295077	650277958816487882	1517	
1	1	-Infinity	-Infinity	-232,030		23,258	C8H12N4O14	[M - H]-	C8H11N4O14-	FQPLSYABSLHMBC	InChI=1S/C8H12N4O14/c1-2-21-7-5(25-11(17)18)4(24-10(15)16)6(26-12(19)20)8(23-7)22-3-9(13)14/h4-8H,2-3H2,1H3	Glucopyranoside, ethyl, tetranitrate, beta-D	CCOC1C(C(C(C(O1)OC[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-]	1,200	165363890	PUBCHEM:(165363890);DSSTox:(DTXSID401030721)	137438953474	387,026	66	1,105	650278146700350144	650277976612920938	1749	
1	1	0,025	0,025	-286,296		73,146	C5H8N2O8	[M - H]-	C5H7N2O8-	FLPXFIZGENKLQT	InChI=1S/C5H8N2O8/c8-5(9)2-1-4(15-7(12)13)3-14-6(10)11/h4H,1-3H2,(H,8,9)	(4R)-4,5-dinitrooxypentanoic acid	C(CC(=O)O)C(CO[N+](=O)[O-])O[N+](=O)[O-]	0,700	153534438;59748995	PUBCHEM:(153534438 59748995)	2	223,020	67	1,110	650278124529253044	650277900830230793	660	
1	4	-Infinity	-Infinity	-153,891		11,793	C7H9O6PS2	[M - H]-	C7H8O6PS2-	UNJOGRONNYGENU	InChI=1S/C7H9O6PS2/c1-14-5-3-2-4-6(15(8,9)10)7(5)16(11,12)13/h2-4,14H,1H3,(H,8,9,10)(H,11,12,13)	3-Methylphosphanylbenzene-1,2-disulfonic acid	CPC1=C(C(=CC=C1)S(=O)(=O)O)S(=O)(=O)O	-1,000	87966371	PUBCHEM:(87966371)	2	282,949	67	1,113	650278138865388491	650277920476352640	1043	
1	1	-Infinity	-Infinity	-123,743		32,760	C6H17N2O6P3	[M - H]-	C6H16N2O6P3-	SJMXQMBFGJLVEF	InChI=1S/C6H18N2O6P3/c1-9-8(17(13-5)14-6)15(10-2)7-16(11-3)12-4/h1-6H3/q+1	(Z)-dimethoxyphosphanylimino-[dimethoxyphosphanyl(methoxy)amino]-methoxyphosphanium	CON(P(OC)OC)[P+](=NP(OC)OC)OC	1,000	87502999;91565815	PUBCHEM:(87502999 91565815)	2	305,023	67	1,113	650278141826567609	650277934585992197	1222	
1	1	0,018	0,018	-73,107		31,694	C3H7O4PS2	[M - H]-	C3H6O4PS2-	JZAOSAALEALZTF	InChI=1S/C3H7O4PS2/c1-2-3(8)9-7-10(4,5)6/h2-3H,1,8H2,(H,4,5,6)	1-Phosphaniumylprop-2-enylsulfanyl sulfate	C=CC(P)SOS(=O)(=O)O	0,000	139510102;139510103	PUBCHEM:(139510102 139510103)	2	200,945	67	1,113	650278132288718215	650277895570572908	526	
1	1	-Infinity	-Infinity	-90,334		22,505	C4H4N3O3	[M - H]-	C4H3N3O3-	XMZNYDYJJUZDOR	InChI=1S/C4H4N3O3/c1-3-4(5-2-8)7(9)10-6-3/h6H,1H3		CC1=C(N(ON1)[O])N=C=O	2,800	101924793	PUBCHEM:(101924793)	2	141,017	67	1,117	650278121312220634	650277879267311445	153	
1	1	-Infinity	-Infinity	-368,822		19,518	C12H12N4O8S2	[M - H]-	C12H11N4O8S2-	OIZAXVULLKJYSN	InChI=1S/C12H12N4O8S2/c1-13-15-9-6(25-24-23-19)3-5-4-7(26(20,21)22)10(16-14-2)12(18)8(5)11(9)17/h3-4,17-19H,1-2H3,(H,20,21,22)	4,5-Dihydroxy-3,6-bis(methyldiazenyl)-7-(trioxidanylsulfanyl)naphthalene-2-sulfonic acid	CN=NC1=C(C2=C(C(=C(C=C2C=C1S(=O)(=O)O)SOOO)N=NC)O)O	1,700	135979742	PUBCHEM:(135979742)	2	403,000	67	1,118	650278126890646836	650277981167935351	1802	
1	1	-Infinity	-Infinity	-87,173		10,480	C6H15O16P3	[M - H]-	C6H14O16P3-	OGXQDTNJJDOJQZ	InChI=1S/C6H15O16P3/c7-1-2(8)4(10)6(12,5(11)3(1)9)20-24(16,17)22-25(18,19)21-23(13,14)15/h1-5,7-12H,(H,16,17)(H,18,19)(H2,13,14,15)	[(2R,3S,5R,6R)-1,2,3,4,5,6-hexahydroxycyclohexyl] [hydroxy(phosphonooxy)phosphoryl] hydrogen phosphate	C1(C(C(C(C(C1O)O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)O	-7,200	57473858	PUBCHEM:(57473858)	2	434,948	67	1,120	650278131286279144	650277983130869787	1834	
1	1	0,348	0,192	-142,373		34,651	C10H16N4O4	[M - H]-	C10H15N4O4-	CJCSNWWKPUXVRD	InChI=1S/C10H16N4O4/c11-6(9(15)16)1-2-8-13-4-5(14-8)3-7(12)10(17)18/h4,6-7H,1-3,11-12H2,(H,13,14)(H,15,16)(H,17,18)	2-(3-Amino-3-Carboxypropyl)-L-Histidine	C1=C(NC(=N1)CCC(C(=O)O)N)CC(C(=O)O)N	-6,200	25203075;19360989;71581098;71581102;440342	PUBCHEMANNOTATIONBIO;COCONUT:(CNP0083602);HMDB:(HMDB0011655);MiMeDB:(MMDBc0032905);METACYC:(CPD0-1185 CPD0-2198);CHEBI:(17144 58031 74043 74042);SUPERNATURAL:(SN0047110);FooDB:(FDB028346);PUBCHEM:(25203075 19360989 71581098 71581102 440342);YMDB:(YMDB00017);PUBCHEMANNOTATIONDRUG	1664157738	255,108	67	1,123	650278126769011978	650277910615543133	884	
1	3	0,224	0,224	-77,202		28,980	C6H12O12P2	[M - H]-	C6H11O12P2-	ARFZGWQNKOMQPV	InChI=1S/C6H12O12P2/c7-4-3-2(1-15-19(9,10)11)17-6(4,8)5(16-3)18-20(12,13)14/h2-5,7-8H,1H2,(H2,9,10,11)(H2,12,13,14)	[(1S,3R,4S,6S,7S)-1,7-dihydroxy-6-phosphonooxy-2,5-dioxabicyclo[2.2.1]heptan-3-yl]methyl dihydrogen phosphate	C(C1C2C(C(O1)(C(O2)OP(=O)(O)O)O)O)OP(=O)(O)O	-5,100	444160;49874237	PUBCHEMANNOTATIONBIO;PUBCHEM:(444160 49874237)	16777218	336,972	67	1,124	650278137686788770	650277957986015595	1499	
1	2	-Infinity	-Infinity	-182,678		29,477	C7H9ClO7	[M - H]-	C7H8ClO7-	MSBLDQROYGIWGW	InChI=1S/C7H9ClO7/c1-7(4(8)9,2-14-5(10)11)3-15-6(12)13/h2-3H2,1H3,(H,10,11)(H,12,13)	[2-(Carboxyoxymethyl)-3-chloro-2-methyl-3-oxopropyl] hydrogen carbonate	CC(COC(=O)O)(COC(=O)O)C(=O)Cl	1,000	87257265	PUBCHEM:(87257265)	2	238,994	67	1,124	650278127981166166	650277905217473296	765	
1	3	0,015	0,015	-92,609		76,226	C7H9N3O6P2	[M - H]-	C7H8N3O6P2-	UNMQSLRXCOEWGT	InChI=1S/C7H9N3O6P2/c11-17(12,13)5-4-10-3-1-2-8-7(10)9-6(5)18(14,15)16/h1-2,4H,3H2,(H2,11,12,13)(H2,14,15,16)	(2-phosphono-6H-pyrimido[1,2-a]pyrimidin-3-yl)phosphonic acid	C1C=CN=C2N1C=C(C(=N2)P(=O)(O)O)P(=O)(O)O	-3,800	54362531	PUBCHEM:(54362531)	2	291,989	68	1,125	650278136822761970	650277924897149319	1094	
1	4	0,017	0,017	-354,253		19,937	C9H11N2O7PS	[M - H]-	C9H10N2O7PS-	OIDQHQCLWHMGIL	InChI=1S/C9H11N2O7PS/c12-3-4-6-7(18-19(15,20)17-6)8(16-4)11-2-1-5(13)10-9(11)14/h1-2,4,6-8,12H,3H2,(H,15,20)(H,10,13,14)	1-[2-Hydroxy-6-(hydroxymethyl)-2-sulfanylidene-3a,4,6,6a-tetrahydrofuro[3,4-d][1,3,2]dioxaphosphol-4-yl]pyrimidine-2,4-dione	C1=CN(C(=O)NC1=O)C2C3C(C(O2)CO)OP(=S)(O3)O	-1,200	101021682;6913638;139033552	PUBCHEMANNOTATIONBIO:(null);MESH:(6913638);PUBCHEM:(101021682 6913638 139033552);DSSTox:(DTXSID40941741);PUBMED:(null)	137455730758	320,998	68	1,127	650278136294279547	650277949287028511	1383	
1	1	0,045	0,045	-90,991		28,963	C5H6N2S2	[M - H]-	C5H5N2S2-	QUUCKKYYXIGURD	InChI=1S/C5H6N2S2/c6-5(8)7-4-1-2-9-3-4/h1-3H,(H3,6,7,8)	Thiourea, 3-thienyl-	C1=CSC=C1NC(=S)N	1,105	12348173	PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(12348173);DSSTox:(DTXSID50493024)	137506062338	156,991	68	1,129	650278126244723847	650277882975076581	233	
1	1	0,156	0,137	-51,450		94,357	C5H14NO6P	[M - H]-	C5H13NO6P-	JZNWSCPGTDBMEW	InChI=1S/C5H14NO6P/c6-1-2-11-13(9,10)12-4-5(8)3-7/h5,7-8H,1-4,6H2,(H,9,10)	(2-aminoethoxy)(2,3-dihydroxypropoxy)phosphinic acid	C(COP(=O)(O)OCC(CO)O)N	-5,500	5459861;70678815;25200464;25200465;123874;444183;49791955	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0000114 HMDB0059660);MiMeDB:(MMDBc0032169);BloodExposome:(123874 444183 5459861);SUPERNATURAL:(SN0179594);MESH:(123874 444183 5459861);PUBCHEM:(5459861 70678815 25200464 25200465 123874 444183 49791955);COCONUT:(CNP0109991);NORMAN:(NS00069765);METACYC:(L-1-GLYCEROPHOSPHORYLETHANOL-AMINE);PLANTCYC:(L-1-GLYCEROPHOSPHORYLETHANOL-AMINE);CHEBI:(16929 57952 143890 52330);KEGG:(C01233);DSSTox:(DTXSID20862586 DTXSID601021774);LOTUS:(Q27094420);YMDB:(YMDB00757);PUBCHEMANNOTATIONDRUG;PUBMED	138839263598	214,048	71	1,181	650278132032865541	650277898791798789	608	
1	1	0,082	0,082	-91,145		79,428	C9H19O11P	[M - H]-	C9H18O11P-	HXTCAYGBDPWZFZ	InChI=1S/C9H19O11P/c10-1-4(12)3-18-21(16,17)20-9-8(15)7(14)6(13)5(2-11)19-9/h4-15H,1-3H2,(H,16,17)	2,3-dihydroxypropyl [(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] hydrogen phosphate	C(C1C(C(C(C(O1)OP(=O)(O)OCC(CO)O)O)O)O)O	-4,400	70415210	PUBCHEM:(70415210)	2	333,060	71	1,182	650278140538916038	650277957746940232	1492	
1	2	0,539	0,874	-27,996		30,865	C4H8N2O3	[M - H]-	C4H7N2O3-	DCXYFEDJOCDNAF	InChI=1S/C4H8N2O3/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H2,6,7)(H,8,9)	Hasp	C(C(C(=O)O)N)C(=O)N	-2,252	134231473;4333740;136814877;6991971;6992089;155635020;87528072;5247114;16213309;16213311;16213450;16217343;16217399;16217568;16217723;16217724;5460874;5460875;5460877;5460878;5460880;5460881;53753695;58203004;124202806;162642361;101916026;135705194;135705199;88447182;153695553;131667586;236;6267;439600;91065355;122227568;71309330;71309891	PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0000168 HMDB0033780 HMDB0251512);MiMeDB:(MMDBc0000054 MMDBc0033158);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(170358 236 6267 6992089 439600);SUPERNATURAL:(SN0062439);HSDB:(70-47-3);MESH:(236 6267 5460875);FooDB:(FDB000787);PUBCHEM:(134231473 4333740 136814877 6991971 6992089 155635020 87528072 5247114 16213309 16213311 16213450 16217343 16217399 16217568 16217723 16217724 5460874 5460875 5460877 5460878 5460880 5460881 53753695 58203004 124202806 162642361 101916026 135705194 135705199 88447182 153695553 131667586 236 6267 439600 91065355 122227568 71309330 71309891);GNPS:(CCMSLIB00000081785);COCONUT:(CNP0267849);NORMAN:(NS00002372 NS00068513 NS00081399 NS00082127 NS00087746);METACYC:(ASN B-LGLC-HEX-1:5_6:A CPD-3633 SMA-0000079);PLANTCYC:(ASN);CHEBI:(32657 17196 32650 32651 22653 32656 32660 32661 28159 74337 58048);KEGG:(C00152 C01905 C16438);DSSTox:(DTXSID00191144 DTXSID00583863 DTXSID10883220 DTXSID20583961 DTXSID30859927 DTXSID30872479 DTXSID40583862 DTXSID6048678 DTXSID60584336 DTXSID60936396 DTXSID90973512);LOTUS:(Q185906 Q27094804 Q29519883);YMDB:(YMDB00849 YMDB00226);PUBCHEMANNOTATIONDRUG:(null);PUBCHEMANNOTATIONFOOD:(null);PUBMED:(null);KNAPSACK:(DCXYFEDJOCDNAF-UHFFFAOYSA-N)	139577465726	131,046	71	1,182	650278121916200740	650277877191130800	119	
1	1	-Infinity	-Infinity	-14,244		7,777	H2O4S	[M - H]-	HO4S-	QAOWNCQODCNURD	InChI=1S/H2O4S/c1-5(2,3)4/h(H2,1,2,3,4)		OS(=O)(=O)O	-1,400	21529193;22066174;20977777;5152822;20111793;59346960;160252184;160362361;160362362;160362363;3265064;10219389;3338851;3489420;60104637;153695681;153695682;153712312;1117;1118;61778;71374;160992;11557308;11636793;71309215;71309784;71309929;151551506	PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0303528 HMDB0303517 HMDB0303547 HMDB0001448 HMDB0303414 HMDB0303546 HMDB0303545 HMDB0303525);MiMeDB:(MMDBc0000196);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(62649 24928 57470295 24083 61778 19080009 24497 71380226 24507 1117 66320 1118 21910475 71443210 24843 24436 6097028 24655 516919);SUPERNATURAL:(SN0300168);HSDB:(7778-18-9 7664-93-9 7487-88-9 7778-80-5 7783-20-2 7757-82-6);MESH:(1118);FooDB:(FDB015393 FDB013311 FDB016245 FDB015406 FDB015433 FDB015434 FDB015402 FDB015432 FDB022629 FDB013392);PUBCHEM:(21529193 22066174 20977777 5152822 20111793 59346960 160252184 160362361 160362362 160362363 3265064 10219389 3338851 3489420 60104637 153695681 153695682 153712312 1117 1118 61778 71374 160992 11557308 11636793 71309215 71309784 71309929 151551506);MACONDA:(CON00108);NORMAN:(NS00007262 NS00074383 NS00114210 NS00086793 NS00093547 NS00084809 NS00093512 NS00080924 NS00085785 NS00081401 NS00087003 NS00076332 NS00074390 NS00113026 NS00081007);METACYC:(HSO4 SULFATE);PLANTCYC:(SULFATE);CHEBI:(32149 32599 45696 32586 16189 31346 31795 26836 62946 32036 32583 53474);KEGG:(C00059);DSSTox:(DTXSID5040544 DTXSID20802745 DTXSID40852045 DTXSID90477782 DTXSID5029683 DTXSID00786872 DTXSID20897131 DTXSID50163856 DTXSID6042105 DTXSID9051244 DTXSID6029701 DTXSID7047514 DTXSID00889630 DTXSID00623753 DTXSID30622774 DTXSID1021291 DTXSID40802747 DTXSID60802744 DTXSID10693922 DTXSID10162103 DTXSID20889657 DTXSID30790240 DTXSID00929989 DTXSID8047715 DTXSID60162936 DTXSID10143674 DTXSID20778259 DTXSID601337456 DTXSID90928663 DTXSID3049201 DTXSID60802749 DTXSID00802743 DTXSID9029699 DTXSID601339545 DTXSID001015565 DTXSID2040527 DTXSID20852043 DTXSID1029704 DTXSID80228003 DTXSID50893227 DTXSID3033983 DTXSID80802746 DTXSID70802750 DTXSID80852044 DTXSID8029731 DTXSID00802748 DTXSID201339412 DTXSID3042425 DTXSID10143179);LOTUS:(Q4118);YMDB:(YMDB00005);PUBCHEMANNOTATIONDRUG:(null);PUBCHEMANNOTATIONFOOD:(null);PUBMED:(null)	139575365486	96,962	71	1,188	650278129205903466	650277871063252171	17	
1	1	0,476	0,476	-173,577		51,497	C10H20N2O9	[M - H]-	C10H19N2O9-	DNGKMKOAWRUSHS	InChI=1S/C10H20N2O9/c11-5(15)1-3(10(20)21)12-9(19)8(18)7(17)6(16)4(14)2-13/h3-4,6-9,12-14,16-19H,1-2H2,(H2,11,15)(H,20,21)	(2S)-4-amino-2-(1,2,3,4,5,6-hexahydroxyhexylamino)-4-oxobutanoic acid	C(C(C(=O)O)NC(C(C(C(C(CO)O)O)O)O)O)C(=O)N	-7,700	162351769;89354804;88557316	PUBCHEM:(162351769 89354804 88557316)	2	311,110	71	1,189	650278124797688590	650277940109890887	1288	
1	1	0,031	0,031	-459,832		105,455	C13H16N4O8	[M - H]-	C13H15N4O8-	WMSPZRZYIGOEDS	InChI=1S/C13H16N4O8/c14-4-2-1-3-8(13(20)21)15-11-9(16(22)23)5-7(12(18)19)6-10(11)17(24)25/h5-6,8,15H,1-4,14H2,(H,18,19)(H,20,21)	4-Carboxy-2,6-dinitrophenyllysine	C1=C(C=C(C(=C1[N+](=O)[O-])NC(CCCCN)C(=O)O)[N+](=O)[O-])C(=O)O	-0,900	90477445	MESH:(90477445);PUBCHEM:(90477445);PUBMED:(null)	70	355,088	71	1,191	650278140467612845	650277966374624173	1612	
1	1	0,132	0,132	-138,032		81,378	C10H18N2O8	[M - H]-	C10H17N2O8-	RDVZONQWDDILKB	InChI=1S/C10H18N2O8/c11-3(10(18)19)1-5(14)12-9-8(17)7(16)6(15)4(2-13)20-9/h3-4,6-9,13,15-17H,1-2,11H2,(H,12,14)(H,18,19)	2-amino-3-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]carbamoyl}propanoic acid	C(C1C(C(C(C(O1)NC(=O)CC(C(=O)O)N)O)O)O)O	-5,700	5199635;5254760;124351426;132274809;440002;18664940	COCONUT:(CNP0315667);CHEBI:(7292);KEGG:(C03411);PUBCHEM:(5199635 5254760 124351426 132274809 440002 18664940)	2097442	293,099	71	1,191	650278138143968005	650277926121886152	1107	
